,what,field,of,computer,science,is,primarily,concerned,with,determining,the,likelihood,of,whether,or,not,a,problem,can,ultimately,be,solved,using,algorithms,?
algorithms,0.25635042786598206,0.15343403816223145,0.22317801415920258,0.5081132054328918,0.3461097776889801,0.24730736017227173,0.14443492889404297,0.2403564602136612,0.11621308326721191,0.3969234526157379,0.167828768491745,0.3457527160644531,0.22317801415920258,0.23506224155426025,0.21284380555152893,0.1642848253250122,0.21237695217132568,0.40899839997291565,0.2971729338169098,0.10036686062812805,0.26521363854408264,0.392963171005249,0.3195391595363617,0.9999999403953552,0.186949223279953
and,0.31309178471565247,0.26487240195274353,0.5116966962814331,0.2362591028213501,0.2865735590457916,0.3859752118587494,0.3498952090740204,0.32755184173583984,0.5477725267410278,0.25574207305908203,0.5171257257461548,0.3043304681777954,0.5116966962814331,0.26207777857780457,0.4713204801082611,0.39099299907684326,0.3739250600337982,0.24328261613845825,0.3675691485404968,0.23152248561382294,0.41766801476478577,0.20209883153438568,0.33157408237457275,0.13509784638881683,0.20544172823429108
computability,0.36775052547454834,0.32079562544822693,0.27390190958976746,0.5840870141983032,0.45386654138565063,0.2808319330215454,0.33117422461509705,0.4569852352142334,0.205556720495224,0.5771793723106384,0.25511986017227173,0.5265101790428162,0.27390190958976746,0.39310339093208313,0.3542732000350952,0.3260638117790222,0.2941197156906128,0.514817476272583,0.3973320424556732,0.2778019607067108,0.3448393940925598,0.4238777160644531,0.35010331869125366,0.6198413968086243,0.3052047789096832
theory,0.297923743724823,0.27576664090156555,0.23506702482700348,0.21609924733638763,0.35820475220680237,0.19279582798480988,0.18663470447063446,0.29627755284309387,0.21627245843410492,0.3478953242301941,0.2277156263589859,0.2892511188983917,0.23506702482700348,0.31533193588256836,0.21121910214424133,0.24455146491527557,0.2233850657939911,0.32978713512420654,0.18596251308918,0.14666666090488434,0.2076098620891571,0.25994056463241577,0.16771717369556427,0.35808467864990234,0.1387292891740799
.,0.3567904531955719,0.23224417865276337,0.5352458953857422,0.22837716341018677,0.21781636774539948,0.4569662809371948,0.22026880085468292,0.2531110942363739,0.4446153938770294,0.2779275178909302,0.5934505462646484,0.28400346636772156,0.5352458953857422,0.26396292448043823,0.36683785915374756,0.4824007451534271,0.50484299659729,0.22562150657176971,0.35783761739730835,0.21862563490867615,0.4383580684661865,0.23306991159915924,0.3629456162452698,0.1675408035516739,0.4130953550338745
,what,field,of,computer,science,is,primarily,concerned,with,determining,the,likelihood,of,whether,or,not,a,problem,can,ultimately,be,solved,using,algorithms,?
in,0.30808621644973755,0.20553018152713776,0.5696388483047485,0.18321871757507324,0.269875705242157,0.5394441485404968,0.32119396328926086,0.27584534883499146,0.4080928862094879,0.2913265824317932,0.6662389636039734,0.2647380828857422,0.5696388483047485,0.24645471572875977,0.3586423695087433,0.3403114080429077,0.539380669593811,0.16969570517539978,0.26527702808380127,0.2386224865913391,0.3481820821762085,0.17707815766334534,0.2717311978340149,0.19189399480819702,0.20430970191955566
turn,0.29013973474502563,0.21070490777492523,0.23566555976867676,0.16703695058822632,0.07174229621887207,0.24236083030700684,0.13839486241340637,0.22995147109031677,0.22871384024620056,0.21700751781463623,0.3359498679637909,0.30611810088157654,0.23566555976867676,0.28726765513420105,0.3088536858558655,0.31583887338638306,0.3154307007789612,0.20970186591148376,0.3371391296386719,0.1730102300643921,0.3791608214378357,0.16736966371536255,0.31785905361175537,0.1569087952375412,0.2072952687740326
",",0.3087472915649414,0.27645614743232727,0.4946078956127167,0.24379804730415344,0.2623405158519745,0.4691906273365021,0.3134990632534027,0.3247314691543579,0.4120737314224243,0.22378280758857727,0.4933079481124878,0.26524072885513306,0.4946078956127167,0.18435215950012207,0.3769497275352478,0.3769696354866028,0.427140474319458,0.23938199877738953,0.3139454126358032,0.2059108316898346,0.39254459738731384,0.25483599305152893,0.27050045132637024,0.22988320887088776,0.31091248989105225
imposing,0.3211579918861389,0.16491559147834778,0.24550512433052063,0.2484002709388733,0.1826397031545639,0.13563033938407898,0.30873286724090576,0.3660355508327484,0.2620392441749573,0.4161415100097656,0.21148686110973358,0.2992008924484253,0.24550512433052063,0.338939368724823,0.2706732749938965,0.3441953957080841,0.21695511043071747,0.21991407871246338,0.28112679719924927,0.2658551335334778,0.23986192047595978,0.13950030505657196,0.3506174087524414,0.2655850350856781,0.1977396309375763
restrictions,0.32496413588523865,0.15278224647045135,0.23272474110126495,0.2075720727443695,0.21626126766204834,0.17476676404476166,0.29745611548423767,0.4963236451148987,0.2706458270549774,0.3825494050979614,0.2840818166732788,0.4415796399116516,0.23272474110126495,0.3627113997936249,0.3247548043727875,0.41423073410987854,0.22060136497020721,0.39996764063835144,0.36566096544265747,0.3315046429634094,0.38689589500427246,0.2119142711162567,0.29990145564079285,0.2646525204181671,0.28638559579849243
on,0.34226128458976746,0.192391499876976,0.3966929316520691,0.22473379969596863,0.2139003723859787,0.3635730445384979,0.3073469400405884,0.25189217925071716,0.40749499201774597,0.269680380821228,0.5107308030128479,0.3038683235645294,0.3966929316520691,0.2535785734653473,0.2897229492664337,0.3516409695148468,0.3848365545272827,0.19349780678749084,0.2772369682788849,0.2634701728820801,0.37900757789611816,0.19498692452907562,0.29792529344558716,0.15475624799728394,0.2714994251728058
the,0.42745697498321533,0.2105809599161148,0.733189046382904,0.19781450927257538,0.24037593603134155,0.5823672413825989,0.34785038232803345,0.2822320759296417,0.4223487675189972,0.35818397998809814,1.0,0.3716847598552704,0.733189046382904,0.3211745023727417,0.4174870550632477,0.4310511648654938,0.5829201340675354,0.24928659200668335,0.312528520822525,0.38258427381515503,0.4248143136501312,0.21140827238559723,0.28364112973213196,0.167828768491745,0.22068053483963013
available,0.22032985091209412,0.15744641423225403,0.2416580766439438,0.22699208557605743,0.14158377051353455,0.20822511613368988,0.20094352960586548,0.25979188084602356,0.23752564191818237,0.2194095104932785,0.26723232865333557,0.3139590620994568,0.2416580766439438,0.21150459349155426,0.3034808337688446,0.2681947946548462,0.19077399373054504,0.271952748298645,0.3795528709888458,0.16479726135730743,0.3507455885410309,0.20884165167808533,0.3165484666824341,0.28504467010498047,0.2501629889011383
resources,0.24701403081417084,0.22534562647342682,0.2746381163597107,0.26444241404533386,0.2986559569835663,0.23539847135543823,0.2959173917770386,0.3424762487411499,0.21074682474136353,0.2959781289100647,0.25734785199165344,0.3075646162033081,0.2746381163597107,0.2153398096561432,0.31857627630233765,0.2661054730415344,0.19164273142814636,0.3006785213947296,0.3278442621231079,0.3412753939628601,0.3009093999862671,0.21373063325881958,0.26174402236938477,0.2908180058002472,0.26047492027282715
is,0.28837618231773376,0.17269009351730347,0.4854315221309662,0.2406304031610489,0.2747138440608978,1.0,0.2883922755718231,0.20833970606327057,0.3250955045223236,0.3241519629955292,0.5823672413825989,0.34445491433143616,0.4854315221309662,0.30252501368522644,0.41870999336242676,0.3776007890701294,0.658733606338501,0.23238427937030792,0.44256699085235596,0.1967305839061737,0.4819129705429077,0.16888999938964844,0.26543745398521423,0.24730736017227173,0.22961433231830597
what,0.9999998807907104,0.1825202852487564,0.33290785551071167,0.26911869645118713,0.2612018585205078,0.28837618231773376,0.23722688853740692,0.41510701179504395,0.2464839518070221,0.3854760527610779,0.42745697498321533,0.41016635298728943,0.33290785551071167,0.5516265630722046,0.33867141604423523,0.5449194312095642,0.3320399522781372,0.42183366417884827,0.34502777457237244,0.3084288239479065,0.3929833769798279,0.247396320104599,0.27984681725502014,0.25635042786598206,0.5051238536834717
distinguishes,0.22025075554847717,0.1564059853553772,0.31592175364494324,0.16506436467170715,0.21654731035232544,0.21557177603244781,0.2584781348705292,0.22213804721832275,0.24107784032821655,0.25446316599845886,0.25254887342453003,0.26013249158859253,0.31592175364494324,0.18711131811141968,0.2849465608596802,0.16831442713737488,0.24598285555839539,0.10650782287120819,0.22614432871341705,0.17597229778766632,0.24812987446784973,0.12739403545856476,0.20140336453914642,0.23191700875759125,0.118758425116539
computational,0.29464593529701233,0.36980336904525757,0.2832651138305664,0.5941354632377625,0.45112496614456177,0.2470806986093521,0.26411375403404236,0.4177669882774353,0.17668114602565765,0.5323349833488464,0.18477948009967804,0.4149419069290161,0.2832651138305664,0.3035639226436615,0.30224916338920593,0.2649179995059967,0.29858994483947754,0.41473615169525146,0.35406097769737244,0.20339685678482056,0.2993409335613251,0.39239147305488586,0.3685927093029022,0.6361116766929626,0.21617397665977478
complexity,0.33747240900993347,0.22523294389247894,0.23338180780410767,0.404285728931427,0.32986509799957275,0.2541271150112152,0.24547626078128815,0.4425815939903259,0.2387731969356537,0.4361807405948639,0.21171598136425018,0.4818616211414337,0.23338180780410767,0.2934751808643341,0.2691935896873474,0.2915634512901306,0.27206721901893616,0.5039530992507935,0.31849509477615356,0.20194467902183533,0.34982410073280334,0.4075605869293213,0.2878689169883728,0.5325000286102295,0.23062916100025177
from,0.2737620174884796,0.16799847781658173,0.4249346852302551,0.14436781406402588,0.22525878250598907,0.27355384826660156,0.2084539234638214,0.22353552281856537,0.26272761821746826,0.1373235285282135,0.40150508284568787,0.27092015743255615,0.4249346852302551,0.20779013633728027,0.31242018938064575,0.2567668557167053,0.322764128446579,0.13495151698589325,0.2516351342201233,0.2778351902961731,0.3107333183288574,0.092558853328228,0.28446757793426514,0.07948055863380432,0.19969791173934937
computability,0.36775052547454834,0.32079562544822693,0.27390190958976746,0.5840870141983032,0.45386654138565063,0.2808319330215454,0.33117422461509705,0.4569852352142334,0.205556720495224,0.5771793723106384,0.25511986017227173,0.5265101790428162,0.27390190958976746,0.39310339093208313,0.3542732000350952,0.3260638117790222,0.2941197156906128,0.514817476272583,0.3973320424556732,0.2778019607067108,0.3448393940925598,0.4238777160644531,0.35010331869125366,0.6198413968086243,0.3052047789096832
theory,0.297923743724823,0.27576664090156555,0.23506702482700348,0.21609924733638763,0.35820475220680237,0.19279582798480988,0.18663470447063446,0.29627755284309387,0.21627245843410492,0.3478953242301941,0.2277156263589859,0.2892511188983917,0.23506702482700348,0.31533193588256836,0.21121910214424133,0.24455146491527557,0.2233850657939911,0.32978713512420654,0.18596251308918,0.14666666090488434,0.2076098620891571,0.25994056463241577,0.16771717369556427,0.35808467864990234,0.1387292891740799
:,-0.12022944539785385,0.041825342923402786,-0.08807745575904846,-0.030753718689084053,-0.07751814275979996,-0.07222653180360794,-0.07671289891004562,-0.07188969105482101,0.039687950164079666,-0.015812216326594353,-0.03403344005346298,-0.1411481648683548,-0.08807745575904846,-0.07504134625196457,-0.09801474958658218,-0.09143596887588501,-0.0007584693375974894,-0.08749368786811829,-0.18125738203525543,0.010051507502794266,-0.09417453408241272,-0.034449148923158646,-0.16764646768569946,-0.08659924566745758,-0.07156077772378922
the,0.42745697498321533,0.2105809599161148,0.733189046382904,0.19781450927257538,0.24037593603134155,0.5823672413825989,0.34785038232803345,0.2822320759296417,0.4223487675189972,0.35818397998809814,1.0,0.3716847598552704,0.733189046382904,0.3211745023727417,0.4174870550632477,0.4310511648654938,0.5829201340675354,0.24928659200668335,0.312528520822525,0.38258427381515503,0.4248143136501312,0.21140827238559723,0.28364112973213196,0.167828768491745,0.22068053483963013
latter,0.25606152415275574,0.17448651790618896,0.34553682804107666,0.12169808894395828,0.14874552190303802,0.23252339661121368,0.23937594890594482,0.2538922429084778,0.2930402457714081,0.23573517799377441,0.37523433566093445,0.27227669954299927,0.34553682804107666,0.25841599702835083,0.2527691125869751,0.2347303181886673,0.2740139961242676,0.171460822224617,0.17097701132297516,0.2924770712852478,0.2888791859149933,0.20516151189804077,0.1877700388431549,0.16422046720981598,0.12733961641788483
theory,0.297923743724823,0.27576664090156555,0.23506702482700348,0.21609924733638763,0.35820475220680237,0.19279582798480988,0.18663470447063446,0.29627755284309387,0.21627245843410492,0.3478953242301941,0.2277156263589859,0.2892511188983917,0.23506702482700348,0.31533193588256836,0.21121910214424133,0.24455146491527557,0.2233850657939911,0.32978713512420654,0.18596251308918,0.14666666090488434,0.2076098620891571,0.25994056463241577,0.16771717369556427,0.35808467864990234,0.1387292891740799
asks,0.36185693740844727,0.09238387644290924,0.22634769976139069,0.21929456293582916,0.1550646424293518,0.2204374074935913,0.027123089879751205,0.25323736667633057,0.18011268973350525,0.17181044816970825,0.25574448704719543,0.20047439634799957,0.22634769976139069,0.33777686953544617,0.2589421570301056,0.2884962856769562,0.2615271806716919,0.2537350058555603,0.28296780586242676,0.1330995261669159,0.19744841754436493,0.20570366084575653,0.13987718522548676,0.1925761103630066,0.29930803179740906
what,0.9999998807907104,0.1825202852487564,0.33290785551071167,0.26911869645118713,0.2612018585205078,0.28837618231773376,0.23722688853740692,0.41510701179504395,0.2464839518070221,0.3854760527610779,0.42745697498321533,0.41016635298728943,0.33290785551071167,0.5516265630722046,0.33867141604423523,0.5449194312095642,0.3320399522781372,0.42183366417884827,0.34502777457237244,0.3084288239479065,0.3929833769798279,0.247396320104599,0.27984681725502014,0.25635042786598206,0.5051238536834717
kind,0.39947736263275146,0.15978498756885529,0.2285657674074173,0.2360561341047287,0.19720196723937988,0.3292753994464874,0.22443793714046478,0.3218754529953003,0.2680599093437195,0.2158413678407669,0.2516445517539978,0.303661972284317,0.2285657674074173,0.3141842484474182,0.4102349579334259,0.3335936963558197,0.42310917377471924,0.3538515269756317,0.4151865541934967,0.14858165383338928,0.33508673310279846,0.1936531960964203,0.31312650442123413,0.2275926023721695,0.2628666162490845
of,0.33290785551071167,0.20410659909248352,1.0,0.18559479713439941,0.2616958022117615,0.4854315221309662,0.2761906683444977,0.3373318910598755,0.41827285289764404,0.3374442756175995,0.733189046382904,0.3448318541049957,1.0,0.24392437934875488,0.3792596757411957,0.3307090103626251,0.5052502155303955,0.20464475452899933,0.2603091299533844,0.2608107626438141,0.33904364705085754,0.17960071563720703,0.24298200011253357,0.22317801415920258,0.1826142966747284
problems,0.3306994140148163,0.1359284371137619,0.2450421154499054,0.2735036611557007,0.216844841837883,0.16985496878623962,0.18307147920131683,0.45772427320480347,0.3139011859893799,0.2660902738571167,0.2659202516078949,0.3587440550327301,0.2450421154499054,0.3190172612667084,0.24577723443508148,0.3441416919231415,0.21523453295230865,0.7913808822631836,0.326987624168396,0.27090317010879517,0.2817195653915405,0.4872119128704071,0.33094343543052673,0.3502533733844757,0.2638136148452759
can,0.34502777457237244,0.15660448372364044,0.2603091299533844,0.3359983265399933,0.1744820475578308,0.44256699085235596,0.23674173653125763,0.26272520422935486,0.3572797477245331,0.32965201139450073,0.312528520822525,0.42903265357017517,0.2603091299533844,0.424742728471756,0.5614996552467346,0.49270012974739075,0.3915780484676361,0.36370179057121277,1.0,0.20863687992095947,0.5791122913360596,0.21544745564460754,0.5030062794685364,0.2971729338169098,0.3226337134838104
",",0.3087472915649414,0.27645614743232727,0.4946078956127167,0.24379804730415344,0.2623405158519745,0.4691906273365021,0.3134990632534027,0.3247314691543579,0.4120737314224243,0.22378280758857727,0.4933079481124878,0.26524072885513306,0.4946078956127167,0.18435215950012207,0.3769497275352478,0.3769696354866028,0.427140474319458,0.23938199877738953,0.3139454126358032,0.2059108316898346,0.39254459738731384,0.25483599305152893,0.27050045132637024,0.22988320887088776,0.31091248989105225
in,0.30808621644973755,0.20553018152713776,0.5696388483047485,0.18321871757507324,0.269875705242157,0.5394441485404968,0.32119396328926086,0.27584534883499146,0.4080928862094879,0.2913265824317932,0.6662389636039734,0.2647380828857422,0.5696388483047485,0.24645471572875977,0.3586423695087433,0.3403114080429077,0.539380669593811,0.16969570517539978,0.26527702808380127,0.2386224865913391,0.3481820821762085,0.17707815766334534,0.2717311978340149,0.19189399480819702,0.20430970191955566
principle,0.3569014072418213,0.23749178647994995,0.2430231273174286,0.17362436652183533,0.21640200912952423,0.20634804666042328,0.1978953629732132,0.38235458731651306,0.21926715970039368,0.4069077670574188,0.24017377197742462,0.25525665283203125,0.2430231273174286,0.3191598951816559,0.2552776038646698,0.3059917986392975,0.1871873140335083,0.2545397877693176,0.2082929164171219,0.26228228211402893,0.26358863711357117,0.24728208780288696,0.18203063309192657,0.3309462368488312,0.2002675086259842
",",0.3087472915649414,0.27645614743232727,0.4946078956127167,0.24379804730415344,0.2623405158519745,0.4691906273365021,0.3134990632534027,0.3247314691543579,0.4120737314224243,0.22378280758857727,0.4933079481124878,0.26524072885513306,0.4946078956127167,0.18435215950012207,0.3769497275352478,0.3769696354866028,0.427140474319458,0.23938199877738953,0.3139454126358032,0.2059108316898346,0.39254459738731384,0.25483599305152893,0.27050045132637024,0.22988320887088776,0.31091248989105225
be,0.3929833769798279,0.21388062834739685,0.33904364705085754,0.25427141785621643,0.18448032438755035,0.4819129705429077,0.22822916507720947,0.31778281927108765,0.36101722717285156,0.3475683033466339,0.4248143136501312,0.4522703289985657,0.33904364705085754,0.46975424885749817,0.5260903835296631,0.5788898468017578,0.39883795380592346,0.347878634929657,0.5791122913360596,0.27691787481307983,1.0,0.26658907532691956,0.4113650619983673,0.26521363854408264,0.3324260413646698
solved,0.247396320104599,0.1483534872531891,0.17960071563720703,0.25392085313796997,0.22528448700904846,0.16888999938964844,0.08146653324365616,0.31698694825172424,0.2131630778312683,0.3525058329105377,0.21140827238559723,0.26122477650642395,0.17960071563720703,0.2445877641439438,0.1662384569644928,0.21357275545597076,0.18525584042072296,0.5690774321556091,0.21544745564460754,0.19007577002048492,0.26658907532691956,1.0,0.30259719491004944,0.392963171005249,0.2692696750164032
algorithmically,0.3218279778957367,0.20147138833999634,0.23978212475776672,0.4439924359321594,0.2638164460659027,0.33426448702812195,0.27612432837486267,0.31173276901245117,0.2068997323513031,0.5019758939743042,0.26062873005867004,0.4117133319377899,0.23978212475776672,0.363097220659256,0.35384681820869446,0.30016160011291504,0.28429263830184937,0.41200217604637146,0.4057084619998932,0.20579871535301208,0.4315101206302643,0.3914884924888611,0.36257851123809814,0.8519677519798279,0.18878842890262604
.,0.3567904531955719,0.23224417865276337,0.5352458953857422,0.22837716341018677,0.21781636774539948,0.4569662809371948,0.22026880085468292,0.2531110942363739,0.4446153938770294,0.2779275178909302,0.5934505462646484,0.28400346636772156,0.5352458953857422,0.26396292448043823,0.36683785915374756,0.4824007451534271,0.50484299659729,0.22562150657176971,0.35783761739730835,0.21862563490867615,0.4383580684661865,0.23306991159915924,0.3629456162452698,0.1675408035516739,0.4130953550338745
