,what,does,it,mean,when,currencies,are,left,to,``,float,?,''
been,0.2567804455757141,0.22925697267055511,0.35515493154525757,0.22865860164165497,0.3339833617210388,0.18872448801994324,0.4703826308250427,0.16426676511764526,0.34945759177207947,0.006640665698796511,0.10390067100524902,0.24354910850524902,-0.031851496547460556
pegged,0.14688149094581604,0.1511460244655609,0.1606963872909546,0.20203103125095367,0.11500124633312225,0.44384121894836426,0.19639000296592712,0.1506499946117401,0.1449083536863327,0.11930921673774719,0.07431687414646149,0.13230650126934052,0.016500016674399376
to,0.455847829580307,0.4391997456550598,0.513711154460907,0.2274881899356842,0.5423505902290344,0.2500419616699219,0.3504326641559601,0.2724500000476837,1.0,0.06720756739377975,0.21277925372123718,0.29463258385658264,-0.009905828163027763
the,0.42745697498321533,0.35928019881248474,0.6251175999641418,0.25977957248687744,0.5091903209686279,0.22975313663482666,0.40399202704429626,0.33113980293273926,0.535392165184021,0.029072100296616554,0.19782334566116333,0.22068053483963013,0.041273195296525955
price,0.18606361746788025,0.22169062495231628,0.21569888293743134,0.16837568581104279,0.17377425730228424,0.38489651679992676,0.16159531474113464,0.17110653221607208,0.2590087652206421,-0.03538885712623596,0.0883454829454422,0.14631175994873047,-0.0014510699547827244
of,0.33290785551071167,0.3119818866252899,0.38761502504348755,0.27551960945129395,0.3757161796092987,0.19289253652095795,0.39081433415412903,0.2218635529279709,0.41548454761505127,0.06780257821083069,0.13928043842315674,0.1826142966747284,0.13035868108272552
gold,0.15779642760753632,0.10554102808237076,0.226699560880661,0.09412707388401031,0.21325871348381042,0.26564574241638184,0.1368532031774521,0.13788899779319763,0.19999347627162933,-0.11425485461950302,0.14772281050682068,0.11542754620313644,-7.126860873540863e-05
and,0.31309178471565247,0.3461615741252899,0.40957894921302795,0.22596950829029083,0.4716290831565857,0.22186371684074402,0.48576638102531433,0.2571277916431427,0.48971283435821533,0.036644238978624344,0.20563489198684692,0.20544172823429108,0.021612688899040222
all,0.41981086134910583,0.31124600768089294,0.36125609278678894,0.2630939781665802,0.35107192397117615,0.23472754657268524,0.5343062281608582,0.2304716259241104,0.42520734667778015,0.0555710643529892,0.17611061036586761,0.29575422406196594,-0.05933554098010063
other,0.341873437166214,0.2947014272212982,0.36282607913017273,0.29486969113349915,0.34102705121040344,0.293234646320343,0.5932393670082092,0.20776741206645966,0.4193183183670044,0.10245004296302795,0.2374715507030487,0.24682199954986572,0.021007593721151352
currencies,0.19963529706001282,0.22407132387161255,0.19473746418952942,0.21030032634735107,0.17708411812782288,1.0000001192092896,0.2986118793487549,0.13149161636829376,0.2500419616699219,0.19693584740161896,0.12241005897521973,0.1689658910036087,0.07057268172502518
were,0.22298263013362885,0.046230707317590714,0.25487732887268066,0.18460723757743835,0.29649975895881653,0.20169208943843842,0.6489362716674805,0.2213863730430603,0.31913647055625916,0.006090171169489622,0.10062527656555176,0.17890112102031708,0.007215402089059353
pegged,0.14688149094581604,0.1511460244655609,0.1606963872909546,0.20203103125095367,0.11500124633312225,0.44384121894836426,0.19639000296592712,0.1506499946117401,0.1449083536863327,0.11930921673774719,0.07431687414646149,0.13230650126934052,0.016500016674399376
to,0.455847829580307,0.4391997456550598,0.513711154460907,0.2274881899356842,0.5423505902290344,0.2500419616699219,0.3504326641559601,0.2724500000476837,1.0,0.06720756739377975,0.21277925372123718,0.29463258385658264,-0.009905828163027763
the,0.42745697498321533,0.35928019881248474,0.6251175999641418,0.25977957248687744,0.5091903209686279,0.22975313663482666,0.40399202704429626,0.33113980293273926,0.535392165184021,0.029072100296616554,0.19782334566116333,0.22068053483963013,0.041273195296525955
dollar,0.18027359247207642,0.1262465864419937,0.2123371958732605,0.22200877964496613,0.16712570190429688,0.499071329832077,0.16956470906734467,0.16237565875053406,0.21958276629447937,0.10278460383415222,0.18965336680412292,0.17535142600536346,0.083279550075531
",",0.3087472915649414,0.28617382049560547,0.48329564929008484,0.27540135383605957,0.36674630641937256,0.20980139076709747,0.4062570035457611,0.2448868453502655,0.44245919585227966,0.09681109338998795,0.13317884504795074,0.31091248989105225,-0.037358131259679794
whose,0.22831642627716064,0.2838347554206848,0.24409078061580658,0.22676408290863037,0.36561164259910583,0.11124107241630554,0.2854825556278229,0.19058823585510254,0.320825457572937,0.0994773656129837,0.10179012268781662,0.16990536451339722,0.044685691595077515
value,0.24056871235370636,0.24607554078102112,0.21908211708068848,0.26137638092041016,0.18766924738883972,0.3546072244644165,0.1797625571489334,0.15552091598510742,0.23921877145767212,0.22563277184963226,0.2238783985376358,0.23920650780200958,0.026664549484848976
was,0.22111038863658905,0.19302551448345184,0.4577186405658722,0.18973474204540253,0.37326499819755554,0.12778787314891815,0.3076191842556,0.21956826746463776,0.3636345863342285,-0.012679691426455975,0.03561585396528244,0.18412111699581146,0.04456103965640068
left,0.2442072629928589,0.20350635051727295,0.16717396676540375,0.10489159822463989,0.3236202895641327,0.13149161636829376,0.1584164947271347,1.0,0.2724500000476837,0.07500789314508438,0.35509762167930603,0.13251960277557373,-0.12906116247177124
to,0.455847829580307,0.4391997456550598,0.513711154460907,0.2274881899356842,0.5423505902290344,0.2500419616699219,0.3504326641559601,0.2724500000476837,1.0,0.06720756739377975,0.21277925372123718,0.29463258385658264,-0.009905828163027763
``,0.008517155423760414,0.06539655476808548,0.035206809639930725,0.06393398344516754,0.07174111902713776,0.19693584740161896,0.12624181807041168,0.07500789314508438,0.06720756739377975,1.0,0.08382098376750946,0.0685480609536171,-0.09173435717821121
float,0.1947849690914154,0.2310766726732254,0.23037320375442505,0.18560239672660828,0.21738313138484955,0.12241005897521973,0.19573524594306946,0.35509762167930603,0.21277925372123718,0.08382098376750946,1.0,0.19999897480010986,-0.022519467398524284
'',0.08143015950918198,-0.004023602232336998,-0.016964951530098915,0.08347149938344955,-0.07688097655773163,0.07057268172502518,0.0263817198574543,-0.12906116247177124,-0.009905828163027763,-0.09173435717821121,-0.022519467398524284,0.018684765323996544,1.0
(,0.2411840260028839,0.2728188931941986,0.2745298147201538,0.24319502711296082,0.2459595799446106,0.17472833395004272,0.23263892531394958,0.23056362569332123,0.30882009863853455,0.15585018694400787,0.1370670646429062,0.40561532974243164,-0.022970275953412056
rise,0.23887591063976288,0.18335625529289246,0.2421473115682602,0.24557393789291382,0.15769775211811066,0.1846071481704712,0.19183066487312317,0.12830866873264313,0.23256368935108185,0.06053053215146065,0.17204082012176514,0.10799103230237961,0.005362707655876875
and,0.31309178471565247,0.3461615741252899,0.40957894921302795,0.22596950829029083,0.4716290831565857,0.22186371684074402,0.48576638102531433,0.2571277916431427,0.48971283435821533,0.036644238978624344,0.20563489198684692,0.20544172823429108,0.021612688899040222
fall,0.26931828260421753,0.20330126583576202,0.2443615347146988,0.2226993888616562,0.2653101086616516,0.08126352727413177,0.14641925692558289,0.19030150771141052,0.1966593861579895,-0.03271329775452614,0.19609132409095764,0.1656162142753601,-0.002057781210169196
according,0.2776208221912384,0.22564846277236938,0.2640290856361389,0.25484877824783325,0.1697726845741272,0.21451890468597412,0.22847512364387512,0.12697722017765045,0.28520727157592773,0.008405309170484543,-0.005044902674853802,0.21173474192619324,0.06436512619256973
to,0.455847829580307,0.4391997456550598,0.513711154460907,0.2274881899356842,0.5423505902290344,0.2500419616699219,0.3504326641559601,0.2724500000476837,1.0,0.06720756739377975,0.21277925372123718,0.29463258385658264,-0.009905828163027763
market,0.12116116285324097,0.18972931802272797,0.2548261880874634,0.20714539289474487,0.16571037471294403,0.3055812120437622,0.18948231637477875,0.0947524830698967,0.23798635601997375,-0.11957244575023651,0.11375529319047928,0.12805593013763428,0.022494228556752205
demand,0.2007312774658203,0.27838435769081116,0.23999476432800293,0.19236120581626892,0.2882395088672638,0.3098047375679016,0.20284822583198547,0.1471293866634369,0.33607128262519836,-0.03252924606204033,0.1316915899515152,0.13359291851520538,-0.040274616330862045
),0.26259949803352356,0.2575884759426117,0.28560304641723633,0.2426333725452423,0.2538422644138336,0.15683063864707947,0.2373749315738678,0.23822903633117676,0.31236231327056885,0.1698397845029831,0.16148555278778076,0.42300865054130554,-0.028269650414586067
.,0.3567904531955719,0.3022993505001068,0.5593622326850891,0.21881133317947388,0.475719153881073,0.1429152488708496,0.3452940285205841,0.28830423951148987,0.4645031690597534,0.05720457062125206,0.2410345822572708,0.4130953550338745,-0.07181349396705627
