,in,newton,'s,second,law,",",what,are,the,units,of,mass,and,force,in,relation,to,microscales,?
writing,0.26213181018829346,0.13373596966266632,0.04026207700371742,0.20768560469150543,0.15815198421478271,0.2835220992565155,0.3355313539505005,0.21734718978405,0.2579600512981415,0.10191640257835388,0.25490155816078186,0.18476912379264832,0.2963903546333313,0.09004410356283188,0.26213181018829346,0.2370915561914444,0.2331198751926422,0.19754041731357574,0.21497225761413574
the,0.6662389636039734,0.1876603662967682,-0.01540423184633255,0.4620301127433777,0.24548950791358948,0.4933079481124878,0.42745697498321533,0.40399202704429626,1.0,0.2691343426704407,0.733189046382904,0.2284930944442749,0.5171257257461548,0.2800885736942291,0.6662389636039734,0.2734622061252594,0.535392165184021,0.3083229064941406,0.22068053483963013
law,0.24850773811340332,0.34055307507514954,-0.06109188124537468,0.17866025865077972,1.0000001192092896,0.24953721463680267,0.2145031988620758,0.13009320199489594,0.24548950791358948,0.20128698647022247,0.2816956341266632,0.17222243547439575,0.254730761051178,0.23490524291992188,0.24850773811340332,0.3281363844871521,0.259207159280777,0.16713157296180725,0.1528988480567932
as,0.3887844979763031,0.18695951998233795,-0.05775856226682663,0.25569814443588257,0.2346976399421692,0.48816442489624023,0.31749409437179565,0.3826591968536377,0.48381632566452026,0.20228685438632965,0.3886612355709076,0.20994383096694946,0.49487000703811646,0.19216643273830414,0.3887844979763031,0.2677114009857178,0.42092081904411316,0.25840336084365845,0.27043893933296204
an,0.2605783939361572,0.1991080939769745,0.025255560874938965,0.2587711215019226,0.17270056903362274,0.3581022024154663,0.2821882665157318,0.1556541919708252,0.4207492768764496,0.18479233980178833,0.32280945777893066,0.20003743469715118,0.2838519215583801,0.21655116975307465,0.2605783939361572,0.2090998739004135,0.3138085603713989,0.2344934642314911,0.19793890416622162
equality,0.1692870706319809,0.24105824530124664,0.023906923830509186,0.19963586330413818,0.3619561195373535,0.2189975380897522,0.2506782114505768,0.1863248646259308,0.2277037352323532,0.21393969655036926,0.26455768942832947,0.2057550549507141,0.27724745869636536,0.28022292256355286,0.1692870706319809,0.4061294198036194,0.24343636631965637,0.1767992526292801,0.19821703433990479
;,0.092739537358284,0.03475720062851906,0.006909397430717945,0.037661533802747726,0.044933367520570755,0.04938793554902077,0.10986888408660889,0.15315808355808258,0.09152708947658539,0.09370802342891693,0.054534342139959335,-0.026996124535799026,0.08403264731168747,0.047252725809812546,0.092739537358284,0.042809635400772095,0.0979827418923378,0.014786002226173878,0.10349778085947037
the,0.6662389636039734,0.1876603662967682,-0.01540423184633255,0.4620301127433777,0.24548950791358948,0.4933079481124878,0.42745697498321533,0.40399202704429626,1.0,0.2691343426704407,0.733189046382904,0.2284930944442749,0.5171257257461548,0.2800885736942291,0.6662389636039734,0.2734622061252594,0.535392165184021,0.3083229064941406,0.22068053483963013
relative,0.19146351516246796,0.2467290312051773,-0.023081103339791298,0.22208400070667267,0.24416032433509827,0.21147610247135162,0.24426062405109406,0.18377552926540375,0.24540278315544128,0.17850995063781738,0.32158899307250977,0.32351720333099365,0.3077041506767273,0.21669264137744904,0.19146351516246796,0.6361194252967834,0.283727765083313,0.3105655908584595,0.1457768678665161
units,0.24701444804668427,0.25670307874679565,0.01876489631831646,0.23113682866096497,0.20128698647022247,0.20803093910217285,0.1804584264755249,0.2583767771720886,0.2691343426704407,1.0,0.2597769498825073,0.29772695899009705,0.2126137614250183,0.32286572456359863,0.24701444804668427,0.16744203865528107,0.22514180839061737,0.31090402603149414,0.089388407766819
of,0.5696388483047485,0.18479612469673157,-0.03817026689648628,0.353416383266449,0.2816956341266632,0.4946078956127167,0.33290785551071167,0.39081433415412903,0.733189046382904,0.2597769498825073,1.0,0.26915112137794495,0.5116966962814331,0.27094775438308716,0.5696388483047485,0.29761821031570435,0.41548454761505127,0.29896658658981323,0.1826142966747284
force,0.21744468808174133,0.28017669916152954,0.020782919600605965,0.2222973257303238,0.23490524291992188,0.22091743350028992,0.16915984451770782,0.12981104850769043,0.2800885736942291,0.32286572456359863,0.27094775438308716,0.26299312710762024,0.24372100830078125,1.0000001192092896,0.21744468808174133,0.23065660893917084,0.24496492743492126,0.19547711312770844,0.1650998443365097
and,0.4954058527946472,0.22255054116249084,0.06895173341035843,0.2743909955024719,0.254730761051178,0.6633074283599854,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.2126137614250183,0.5116966962814331,0.21843883395195007,1.0,0.24372100830078125,0.4954058527946472,0.3051023781299591,0.48971283435821533,0.2622918486595154,0.20544172823429108
mass,0.1766357719898224,0.3224262297153473,0.022538112476468086,0.18355771899223328,0.17222243547439575,0.2439754158258438,0.23905135691165924,0.19478152692317963,0.2284930944442749,0.29772695899009705,0.26915112137794495,1.0000001192092896,0.21843883395195007,0.26299312710762024,0.1766357719898224,0.31467849016189575,0.20907121896743774,0.25945591926574707,0.2076406031847
then,0.36253848671913147,0.16668806970119476,0.010921895503997803,0.3280411958694458,0.20257191359996796,0.36768391728401184,0.4072686731815338,0.23076686263084412,0.4297412931919098,0.18930964171886444,0.2937326431274414,0.15499627590179443,0.4372139573097229,0.23665651679039001,0.36253848671913147,0.22906368970870972,0.5203860402107239,0.16560512781143188,0.2884598970413208
are,0.3841303884983063,0.12608709931373596,-0.008927806280553341,0.13331100344657898,0.13009320199489594,0.4062570035457611,0.29724663496017456,1.0,0.40399202704429626,0.2583767771720886,0.39081433415412903,0.19478152692317963,0.48576638102531433,0.12981104850769043,0.3841303884983063,0.21093015372753143,0.3504326641559601,0.35198357701301575,0.24591213464736938
fixed,0.20797649025917053,0.0996415913105011,-0.028349189087748528,0.17565639317035675,0.1482570916414261,0.18453384935855865,0.255135715007782,0.2600231468677521,0.27127328515052795,0.18033720552921295,0.1495256870985031,0.17931301891803741,0.19866685569286346,0.16333794593811035,0.20797649025917053,0.23461288213729858,0.26378992199897766,0.2525361180305481,0.2728462815284729
.,0.5591574311256409,0.20699870586395264,-0.003708066651597619,0.346034437417984,0.24482665956020355,0.6812511086463928,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.2587635815143585,0.5352458953857422,0.25224974751472473,0.588965117931366,0.2783275842666626,0.5591574311256409,0.23840641975402832,0.4645031690597534,0.2804955840110779,0.4130953550338745
,in,newton,'s,second,law,",",what,are,the,units,of,mass,and,force,in,relation,to,microscales,?
general,0.259066641330719,0.11467793583869934,-0.0757286474108696,0.18971942365169525,0.26049289107322693,0.3022127151489258,0.24928055703639984,0.15219135582447052,0.28634732961654663,0.21463261544704437,0.28352999687194824,0.13720254600048065,0.25860127806663513,0.2525198459625244,0.259066641330719,0.16240771114826202,0.24755197763442993,0.1872127801179886,0.1972234547138214
relativity,0.19137726724147797,0.396573007106781,-0.053421780467033386,0.16995106637477875,0.3012852072715759,0.22233259677886963,0.2980750799179077,0.19365157186985016,0.20282858610153198,0.26213011145591736,0.22042350471019745,0.41256600618362427,0.21083030104637146,0.297394722700119,0.19137726724147797,0.5390241146087646,0.2645837664604187,0.41925469040870667,0.26250147819519043
offers,0.2064666599035263,0.08320090174674988,0.01958976313471794,0.17796199023723602,0.20019730925559998,0.23519472777843475,0.1298302859067917,0.25570622086524963,0.21389935910701752,0.14462052285671234,0.22654089331626892,0.07931932061910629,0.3026537597179413,0.09910585731267929,0.2064666599035263,0.2264699786901474,0.31165173649787903,0.16423606872558594,0.1211681216955185
an,0.2605783939361572,0.1991080939769745,0.025255560874938965,0.2587711215019226,0.17270056903362274,0.3581022024154663,0.2821882665157318,0.1556541919708252,0.4207492768764496,0.18479233980178833,0.32280945777893066,0.20003743469715118,0.2838519215583801,0.21655116975307465,0.2605783939361572,0.2090998739004135,0.3138085603713989,0.2344934642314911,0.19793890416622162
equivalence,0.27303674817085266,0.34019947052001953,0.005672043655067682,0.22977708280086517,0.27387863397598267,0.2843253016471863,0.24512086808681488,0.30341655015945435,0.28947168588638306,0.33591872453689575,0.32932543754577637,0.3488351106643677,0.2953936457633972,0.25803235173225403,0.27303674817085266,0.4773203432559967,0.2718797028064728,0.3604208528995514,0.20289474725723267
between,0.41100412607192993,0.12536406517028809,0.006096371449530125,0.25431618094444275,0.15484747290611267,0.27714940905570984,0.2462156116962433,0.2766000032424927,0.39067012071609497,0.2236792892217636,0.3737983703613281,0.18303394317626953,0.40645647048950195,0.21681782603263855,0.41100412607192993,0.41062214970588684,0.3639189600944519,0.23743562400341034,0.12887074053287506
space-time,0.23940345644950867,0.2949143946170807,-0.08232084661722183,0.20973585546016693,0.15077592432498932,0.2780849039554596,0.26121973991394043,0.2395881861448288,0.26777881383895874,0.2680805027484894,0.19733013212680817,0.26841285824775696,0.2804737389087677,0.24498754739761353,0.23940345644950867,0.321283757686615,0.3071770966053009,0.35576868057250977,0.2640974819660187
and,0.4954058527946472,0.22255054116249084,0.06895173341035843,0.2743909955024719,0.254730761051178,0.6633074283599854,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.2126137614250183,0.5116966962814331,0.21843883395195007,1.0,0.24372100830078125,0.4954058527946472,0.3051023781299591,0.48971283435821533,0.2622918486595154,0.20544172823429108
mass,0.1766357719898224,0.3224262297153473,0.022538112476468086,0.18355771899223328,0.17222243547439575,0.2439754158258438,0.23905135691165924,0.19478152692317963,0.2284930944442749,0.29772695899009705,0.26915112137794495,1.0000001192092896,0.21843883395195007,0.26299312710762024,0.1766357719898224,0.31467849016189575,0.20907121896743774,0.25945591926574707,0.2076406031847
",",0.5201468467712402,0.2648763358592987,-0.0016132977325469255,0.29927265644073486,0.24953721463680267,1.0000001192092896,0.3087472915649414,0.4062570035457611,0.4933079481124878,0.20803093910217285,0.4946078956127167,0.2439754158258438,0.6633074283599854,0.22091743350028992,0.5201468467712402,0.2668071985244751,0.44245919585227966,0.28316330909729004,0.31091248989105225
but,0.48674455285072327,0.2325286716222763,0.04136733338236809,0.3184681534767151,0.218040332198143,0.48126736283302307,0.5029441118240356,0.47990062832832336,0.4859698414802551,0.22028328478336334,0.39942997694015503,0.2302476018667221,0.5762497186660767,0.21049748361110687,0.48674455285072327,0.2937178611755371,0.5542377829551697,0.2403920441865921,0.27921953797340393
lacking,0.2725342810153961,0.12911143898963928,-0.0038472225423902273,0.11932061612606049,0.12122030556201935,0.3382513225078583,0.38683444261550903,0.32910066843032837,0.31698739528656006,0.12505730986595154,0.31826287508010864,0.1407632678747177,0.35425958037376404,0.08462102711200714,0.2725342810153961,0.3483332097530365,0.311750203371048,0.2778349816799164,0.30209288001060486
a,0.539380669593811,0.1884482353925705,0.04866964742541313,0.3655064105987549,0.2212858349084854,0.427140474319458,0.3320399522781372,0.265255331993103,0.5829201340675354,0.2457057684659958,0.5052502155303955,0.21558082103729248,0.3739250600337982,0.2451154738664627,0.539380669593811,0.3077252209186554,0.45503583550453186,0.27191728353500366,0.23916715383529663
coherent,0.21575243771076202,0.20341511070728302,-0.05790824443101883,0.1235077753663063,0.19605590403079987,0.21619516611099243,0.37597349286079407,0.2916290760040283,0.22100898623466492,0.3067026138305664,0.29786738753318787,0.32214492559432983,0.22221677005290985,0.18598268926143646,0.21575243771076202,0.3502594232559204,0.27631208300590515,0.3665773868560791,0.326977401971817
theory,0.16955126821994781,0.2634228467941284,-0.0025054612196981907,0.17064499855041504,0.20953647792339325,0.18095813691616058,0.297923743724823,0.1918308287858963,0.2277156263589859,0.12619554996490479,0.23506702482700348,0.21673078835010529,0.1765792816877365,0.24767865240573883,0.16955126821994781,0.41109028458595276,0.21947365999221802,0.3236222565174103,0.1387292891740799
of,0.5696388483047485,0.18479612469673157,-0.03817026689648628,0.353416383266449,0.2816956341266632,0.4946078956127167,0.33290785551071167,0.39081433415412903,0.733189046382904,0.2597769498825073,1.0,0.26915112137794495,0.5116966962814331,0.27094775438308716,0.5696388483047485,0.29761821031570435,0.41548454761505127,0.29896658658981323,0.1826142966747284
quantum,0.1964065581560135,0.35820528864860535,0.041531480848789215,0.14981773495674133,0.22024916112422943,0.2181866616010666,0.3095471262931824,0.2200530767440796,0.21868084371089935,0.24063575267791748,0.24717314541339874,0.30142128467559814,0.16976895928382874,0.30381885170936584,0.1964065581560135,0.3509797751903534,0.2208167314529419,0.4326004683971405,0.20770002901554108
gravity,0.17083178460597992,0.4363662898540497,-0.012237312272191048,0.19138863682746887,0.261715292930603,0.18731217086315155,0.259439080953598,0.20045295357704163,0.22609853744506836,0.2577183246612549,0.17525646090507507,0.45285552740097046,0.20030911266803741,0.4355055093765259,0.17083178460597992,0.2934502959251404,0.23946231603622437,0.3755805194377899,0.18354056775569916
",",0.5201468467712402,0.2648763358592987,-0.0016132977325469255,0.29927265644073486,0.24953721463680267,1.0000001192092896,0.3087472915649414,0.4062570035457611,0.4933079481124878,0.20803093910217285,0.4946078956127167,0.2439754158258438,0.6633074283599854,0.22091743350028992,0.5201468467712402,0.2668071985244751,0.44245919585227966,0.28316330909729004,0.31091248989105225
it,0.5130809545516968,0.16236042976379395,0.06608816236257553,0.2881217300891876,0.18657292425632477,0.48329564929008484,0.45803478360176086,0.3617996573448181,0.6251175999641418,0.21117368340492249,0.38761502504348755,0.2043604701757431,0.40957894921302795,0.22565218806266785,0.5130809545516968,0.25993046164512634,0.513711154460907,0.2501411736011505,0.25732165575027466
is,0.5394441485404968,0.21921560168266296,0.02396530658006668,0.3161451518535614,0.18597714602947235,0.4691906273365021,0.28837618231773376,0.5330929756164551,0.5823672413825989,0.18204201757907867,0.4854315221309662,0.21063528954982758,0.3859752118587494,0.22036980092525482,0.5394441485404968,0.2880297899246216,0.42745086550712585,0.25270915031433105,0.22961433231830597
unclear,0.24912089109420776,0.12874209880828857,-0.06372280418872833,0.20609167218208313,0.20970679819583893,0.2619001865386963,0.4435768723487854,0.3012484312057495,0.2925277650356293,0.14830893278121948,0.28845107555389404,0.15779389441013336,0.24735143780708313,0.13760565221309662,0.24912089109420776,0.3055071532726288,0.32334262132644653,0.23952369391918182,0.28961181640625
as,0.3887844979763031,0.18695951998233795,-0.05775856226682663,0.25569814443588257,0.2346976399421692,0.48816442489624023,0.31749409437179565,0.3826591968536377,0.48381632566452026,0.20228685438632965,0.3886612355709076,0.20994383096694946,0.49487000703811646,0.19216643273830414,0.3887844979763031,0.2677114009857178,0.42092081904411316,0.25840336084365845,0.27043893933296204
to,0.45010748505592346,0.2176830768585205,0.03782717138528824,0.3098561465740204,0.259207159280777,0.44245919585227966,0.455847829580307,0.3504326641559601,0.535392165184021,0.22514180839061737,0.41548454761505127,0.20907121896743774,0.48971283435821533,0.24496492743492126,0.45010748505592346,0.3203113079071045,1.0,0.24122969806194305,0.29463258385658264
how,0.2601168751716614,0.2514588236808777,-0.026164190843701363,0.16459402441978455,0.18813064694404602,0.22659391164779663,0.6468034982681274,0.311818927526474,0.33890387415885925,0.21447613835334778,0.2480744868516922,0.28030452132225037,0.33647966384887695,0.16030928492546082,0.2601168751716614,0.3784523010253906,0.44169697165489197,0.293926864862442,0.4024120569229126
or,0.3586423695087433,0.1204695776104927,0.06871571391820908,0.15801078081130981,0.19038471579551697,0.3769497275352478,0.33867141604423523,0.5374364256858826,0.4174870550632477,0.267625093460083,0.3792596757411957,0.24079331755638123,0.4713204801082611,0.18476234376430511,0.3586423695087433,0.266411691904068,0.38921234011650085,0.27453309297561646,0.32389625906944275
whether,0.24645471572875977,0.17601487040519714,0.03314889967441559,0.13520310819149017,0.2154276967048645,0.18435215950012207,0.5516265630722046,0.3003474473953247,0.3211745023727417,0.14804160594940186,0.24392437934875488,0.1741829216480255,0.26207777857780457,0.18231432139873505,0.24645471572875977,0.32019683718681335,0.43423423171043396,0.23536276817321777,0.3150278329849243
this,0.45205554366111755,0.17378488183021545,0.02106832154095173,0.36435264348983765,0.1943822205066681,0.4316047728061676,0.5489566326141357,0.35762670636177063,0.6274310946464539,0.24677670001983643,0.45148900151252747,0.30548951029777527,0.42353692650794983,0.2764977812767029,0.45205554366111755,0.3380439281463623,0.5759071707725525,0.30208733677864075,0.3155723512172699
connection,0.2436826080083847,0.11357827484607697,0.06428909301757812,0.14374852180480957,0.173362135887146,0.2535572052001953,0.24457211792469025,0.260875940322876,0.29966840147972107,0.1973978579044342,0.21908310055732727,0.1894967406988144,0.30564460158348083,0.1669076681137085,0.2436826080083847,0.43666213750839233,0.31829091906547546,0.21414442360401154,0.1714525669813156
is,0.5394441485404968,0.21921560168266296,0.02396530658006668,0.3161451518535614,0.18597714602947235,0.4691906273365021,0.28837618231773376,0.5330929756164551,0.5823672413825989,0.18204201757907867,0.4854315221309662,0.21063528954982758,0.3859752118587494,0.22036980092525482,0.5394441485404968,0.2880297899246216,0.42745086550712585,0.25270915031433105,0.22961433231830597
relevant,0.2808280289173126,0.14398638904094696,0.029982518404722214,0.1686486154794693,0.23952515423297882,0.2808854281902313,0.41105255484580994,0.3357330858707428,0.3216378390789032,0.21732097864151,0.27652084827423096,0.1741892546415329,0.2616584897041321,0.14021028578281403,0.2808280289173126,0.2978377044200897,0.315670907497406,0.3218269646167755,0.37889617681503296
on,0.46853652596473694,0.14340966939926147,0.0026888418942689896,0.26659107208251953,0.13878796994686127,0.49057599902153015,0.34226128458976746,0.268924742937088,0.5107308030128479,0.21416117250919342,0.3966929316520691,0.18456357717514038,0.4077630043029785,0.1764998733997345,0.46853652596473694,0.19488394260406494,0.41031414270401,0.2958492636680603,0.2714994251728058
microscales,0.25251278281211853,0.26033079624176025,-0.018611382693052292,0.11939606815576553,0.16713157296180725,0.28316330909729004,0.22704282402992249,0.35198357701301575,0.3083229064941406,0.31090402603149414,0.29896658658981323,0.25945591926574707,0.2622918486595154,0.19547711312770844,0.25251278281211853,0.2812517583370209,0.24122969806194305,0.9999999403953552,0.19776126742362976
.,0.5591574311256409,0.20699870586395264,-0.003708066651597619,0.346034437417984,0.24482665956020355,0.6812511086463928,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.2587635815143585,0.5352458953857422,0.25224974751472473,0.588965117931366,0.2783275842666626,0.5591574311256409,0.23840641975402832,0.4645031690597534,0.2804955840110779,0.4130953550338745
