,what,is,sometimes,but,not,always,counted,regarding,durinskia,'s,chloroplast,membranes,?
chloroplast,0.23505516350269318,0.20798198878765106,0.21952104568481445,0.2618119418621063,0.2822718620300293,0.19676944613456726,0.1520397663116455,0.10996858775615692,0.34539398550987244,-0.026425376534461975,1.0000001192092896,0.6360809803009033,0.12532055377960205
",",0.3087472915649414,0.4691906273365021,0.26600122451782227,0.48126736283302307,0.3769696354866028,0.2518956959247589,0.2928816080093384,0.2758248746395111,0.3522073030471802,-0.0016132977325469255,0.20078974962234497,0.22312511503696442,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.5977028608322144,0.4733969271183014,0.5119067430496216,0.3439141809940338,0.303611695766449,0.2914162874221802,0.1791108399629593,0.06871571391820908,0.2677285373210907,0.3592965006828308,0.32389625906944275
just,0.5854880809783936,0.369599312543869,0.39789384603500366,0.6024966835975647,0.5370175838470459,0.450579434633255,0.3079448640346527,0.29665839672088623,0.10639388859272003,0.1000472754240036,0.18501493334770203,0.21779052913188934,0.4144178032875061
the,0.42745697498321533,0.5823672413825989,0.35816407203674316,0.4859698414802551,0.4310511648654938,0.31570959091186523,0.3453567624092102,0.29280903935432434,0.332744300365448,-0.01540423184633255,0.21317854523658752,0.2330547422170639,0.22068053483963013
red,0.16784515976905823,0.22996017336845398,0.12766435742378235,0.18803751468658447,0.1940181702375412,0.14385880529880524,0.09432978183031082,0.11798852682113647,0.18571418523788452,0.023180566728115082,0.2599073648452759,0.19542837142944336,0.1495664119720459
algal,0.19235531985759735,0.28404173254966736,0.249356210231781,0.2704123854637146,0.26206251978874207,0.21723733842372894,0.11911839991807938,0.16183452308177948,0.27839916944503784,0.03283585235476494,0.585027813911438,0.4442236125469208,0.18147486448287964
derived,0.20143714547157288,0.2666328251361847,0.2435445785522461,0.19676612317562103,0.1802462488412857,0.11517943441867828,0.1930573433637619,0.1836726814508438,0.1545521765947342,-0.04436227306723595,0.25981593132019043,0.1736501008272171,0.1241099163889885
chloroplast,0.23505516350269318,0.20798198878765106,0.21952104568481445,0.2618119418621063,0.2822718620300293,0.19676944613456726,0.1520397663116455,0.10996858775615692,0.34539398550987244,-0.026425376534461975,1.0000001192092896,0.6360809803009033,0.12532055377960205
inside,0.2567365765571594,0.2848464548587799,0.3356391489505768,0.28622564673423767,0.30813318490982056,0.30777209997177124,0.12800462543964386,0.16377931833267212,0.20539166033267975,-0.05342594534158707,0.3735606372356415,0.44579583406448364,0.14505037665367126
it,0.45803478360176086,0.6328473687171936,0.34049513936042786,0.5299214720726013,0.4651523232460022,0.3592405617237091,0.24287717044353485,0.21965941786766052,0.20317959785461426,0.06608816236257553,0.23054824769496918,0.21542897820472717,0.25732165575027466
),0.26259949803352356,0.37732169032096863,0.21177692711353302,0.2897340953350067,0.2718011736869812,0.20093336701393127,0.21489325165748596,0.21828092634677887,0.2559249699115753,0.021107977256178856,0.16709916293621063,0.1798374503850937,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.24956031143665314,0.46573564410209656,0.4824007451534271,0.3116702139377594,0.2520693242549896,0.27343305945396423,0.3535301089286804,-0.003708066651597619,0.2371024191379547,0.23524518311023712,0.4130953550338745
