,where,on,the,side,are,the,two,cast,courts,located,?
spaces,0.27843934297561646,0.13826823234558105,0.21970577538013458,0.1663563847541809,0.34050261974334717,0.21970577538013458,0.20335954427719116,0.13968749344348907,0.1977485716342926,0.16832973062992096,0.18342448770999908
have,0.412650465965271,0.36494916677474976,0.40389683842658997,0.2790888249874115,0.6577680706977844,0.40389683842658997,0.4498785734176636,0.17489202320575714,0.25440895557403564,0.14775225520133972,0.32991164922714233
ceilings,0.2416657656431198,0.2077021449804306,0.225997194647789,0.22628116607666016,0.24859625101089478,0.225997194647789,0.2119077891111374,0.2641564607620239,0.2802032232284546,0.17889514565467834,0.13410677015781403
70,0.04878627881407738,-0.08101391792297363,-0.05826566368341446,-0.040341369807720184,-0.05845010280609131,-0.05826566368341446,-0.03790273144841194,-0.07908635586500168,-0.061473604291677475,0.05802314728498459,-0.18177002668380737
feet,0.21667128801345825,0.21261213719844818,0.24407297372817993,0.2602890729904175,0.18684172630310059,0.24407297372817993,0.20740194618701935,0.11624935269355774,0.18293148279190063,0.28881528973579407,0.14855161309242249
(,0.1970011591911316,0.28656116127967834,0.33289089798927307,0.1321142315864563,0.23263892531394958,0.33289089798927307,0.2169162482023239,0.10343816876411438,0.16223514080047607,0.21025894582271576,0.40561532974243164
21,-0.042835529893636703,-0.02347504533827305,-0.05849577113986015,-0.007437621243298054,-0.06318109482526779,-0.05849577113986015,-0.04715351015329361,-0.08139374107122421,-0.029532022774219513,0.15670792758464813,-0.01186173316091299
m,0.0970127135515213,0.23086261749267578,0.15156042575836182,0.17552480101585388,0.22155292332172394,0.15156042575836182,0.1692795753479004,0.15092524886131287,0.12374018132686615,0.1276680827140808,0.2618667185306549
),0.20711064338684082,0.29937487840652466,0.3456730246543884,0.13530845940113068,0.2373749315738678,0.3456730246543884,0.24161455035209656,0.12118634581565857,0.17181523144245148,0.19755883514881134,0.42300865054130554
in,0.5344807505607605,0.46853652596473694,0.6662389636039734,0.2626299262046814,0.3841303884983063,0.6662389636039734,0.36463531851768494,0.2079460471868515,0.2495848685503006,0.35149815678596497,0.20430970191955566
height,0.22255544364452362,0.20240440964698792,0.2694929540157318,0.25234556198120117,0.1365700513124466,0.2694929540157318,0.13548927009105682,0.08792661875486374,0.058336928486824036,0.21779552102088928,0.1599798947572708
to,0.47735077142715454,0.41031414270401,0.535392165184021,0.2686329185962677,0.3504326641559601,0.535392165184021,0.3343428373336792,0.20445263385772705,0.2114926129579544,0.20850814878940582,0.29463258385658264
accommodate,0.23724690079689026,0.21498021483421326,0.2714124023914337,0.1928761750459671,0.3378208577632904,0.2714124023914337,0.29979488253593445,0.13007955253124237,0.24428483843803406,0.23902207612991333,0.19023896753787994
the,0.5003893971443176,0.5107308030128479,1.0,0.37146830558776855,0.40399202704429626,1.0,0.43858039379119873,0.2840540409088135,0.2453746348619461,0.407527357339859,0.22068053483963013
plaster,0.28481525182724,0.22419722378253937,0.26503533124923706,0.22727243602275848,0.2442140132188797,0.26503533124923706,0.19901885092258453,0.3568388819694519,0.16202181577682495,0.142530158162117,0.15216755867004395
casts,0.2524765431880951,0.22656522691249847,0.32095256447792053,0.17398615181446075,0.33731380105018616,0.32095256447792053,0.2266022115945816,0.5857190489768982,0.21288363635540009,0.11944776028394699,0.14627884328365326
of,0.38066378235816956,0.3966929316520691,0.733189046382904,0.2452700436115265,0.39081433415412903,0.733189046382904,0.37726253271102905,0.2314109057188034,0.24972429871559143,0.32520920038223267,0.1826142966747284
parts,0.3024260997772217,0.26594671607017517,0.4042440354824066,0.2786969840526581,0.3642873466014862,0.4042440354824066,0.29593268036842346,0.16243228316307068,0.277414470911026,0.21752141416072845,0.12310896813869476
of,0.38066378235816956,0.3966929316520691,0.733189046382904,0.2452700436115265,0.39081433415412903,0.733189046382904,0.37726253271102905,0.2314109057188034,0.24972429871559143,0.32520920038223267,0.1826142966747284
famous,0.3062496483325958,0.18182522058486938,0.28616565465927124,0.13979843258857727,0.20935581624507904,0.28616565465927124,0.23465046286582947,0.18262676894664764,0.1806965470314026,0.21443384885787964,0.10379006713628769
buildings,0.2605574131011963,0.19714148342609406,0.25566717982292175,0.18033361434936523,0.27261707186698914,0.25566717982292175,0.20153003931045532,0.20608863234519958,0.2824168801307678,0.358962744474411,0.11192528158426285
",",0.3149496018886566,0.49057599902153015,0.4933079481124878,0.24522119760513306,0.4062570035457611,0.4933079481124878,0.35859420895576477,0.19477514922618866,0.21853886544704437,0.2678719460964203,0.31091248989105225
including,0.33177727460861206,0.324923574924469,0.3738902807235718,0.19137722253799438,0.45025435090065,0.3738902807235718,0.402707040309906,0.18938800692558289,0.22117748856544495,0.20901727676391602,0.1633303165435791
trajan,0.16217674314975739,0.17612066864967346,0.22454074025154114,0.19132986664772034,0.0624445341527462,0.22454074025154114,0.19062352180480957,0.1347857266664505,0.147251695394516,0.09579522907733917,0.1543252319097519
's,0.0007701900321990252,0.0026888418942689896,-0.01540423184633255,0.05179053172469139,-0.008927806280553341,-0.01540423184633255,0.038143858313560486,0.05063885822892189,0.013939086347818375,-0.031078986823558807,-0.023395681753754616
column,0.20821243524551392,0.16884633898735046,0.2747204005718231,0.26855286955833435,0.14949341118335724,0.2747204005718231,0.22466066479682922,0.16733287274837494,0.11689049005508423,0.044322121888399124,0.10008178651332855
(,0.1970011591911316,0.28656116127967834,0.33289089798927307,0.1321142315864563,0.23263892531394958,0.33289089798927307,0.2169162482023239,0.10343816876411438,0.16223514080047607,0.21025894582271576,0.40561532974243164
in,0.5344807505607605,0.46853652596473694,0.6662389636039734,0.2626299262046814,0.3841303884983063,0.6662389636039734,0.36463531851768494,0.2079460471868515,0.2495848685503006,0.35149815678596497,0.20430970191955566
two,0.32765963673591614,0.3205535411834717,0.43858039379119873,0.28367456793785095,0.46276170015335083,0.43858039379119873,1.0000001192092896,0.23767927289009094,0.14246860146522522,0.20089440047740936,0.19645625352859497
separate,0.28658604621887207,0.29721102118492126,0.3612915575504303,0.2672102451324463,0.3865315318107605,0.3612915575504303,0.44800686836242676,0.12300442904233932,0.22438763082027435,0.1734892874956131,0.16835719347000122
pieces,0.2817496359348297,0.21964214742183685,0.2676405906677246,0.18042650818824768,0.313992440700531,0.2676405906677246,0.2780078053474426,0.19158868491649628,0.1745505928993225,0.06375499069690704,0.12758022546768188
),0.20711064338684082,0.29937487840652466,0.3456730246543884,0.13530845940113068,0.2373749315738678,0.3456730246543884,0.24161455035209656,0.12118634581565857,0.17181523144245148,0.19755883514881134,0.42300865054130554
.,0.41390106081962585,0.49257001280784607,0.5934505462646484,0.3030071258544922,0.3452940285205841,0.5934505462646484,0.3524959683418274,0.21193501353263855,0.2468891590833664,0.28226932883262634,0.4130953550338745
