,how,much,did,silas,b.,cobb,pledge,to,the,university,?
who,0.4070430099964142,0.2998695373535156,0.34038686752319336,0.19485291838645935,-0.04261862486600876,0.26678183674812317,0.24428142607212067,0.42656609416007996,0.3733934462070465,0.2115909904241562,0.26220351457595825
provided,0.25793027877807617,0.24202565848827362,0.2778315246105194,0.11668521165847778,0.03784606605768204,0.0943242758512497,0.23427517712116241,0.28066325187683105,0.304488867521286,0.10602529346942902,0.16893617808818817
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,0.19015543162822723,-0.008502916432917118,0.20319372415542603,0.2515122890472412,0.535392165184021,1.0,0.263973206281662,0.22068053483963013
funds,0.1763608604669571,0.21280568838119507,0.21259962022304535,0.09826180338859558,0.009667850099503994,0.19710791110992432,0.39617425203323364,0.33157411217689514,0.23871955275535583,0.1967913657426834,0.12731410562992096
for,0.3308170735836029,0.2994346022605896,0.318512886762619,0.12152121961116791,-0.09202004224061966,0.25118792057037354,0.2702632248401642,0.4451248347759247,0.4739971458911896,0.18573740124702454,0.264628142118454
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,0.19015543162822723,-0.008502916432917118,0.20319372415542603,0.2515122890472412,0.535392165184021,1.0,0.263973206281662,0.22068053483963013
campus,0.049072764813899994,0.11584357917308807,0.08698362857103348,0.14259067177772522,0.02585100196301937,0.22091950476169586,0.13842083513736725,0.11795692890882492,0.20087170600891113,0.557883620262146,0.06952692568302155
',0.18823795020580292,0.23434685170650482,0.25488927960395813,0.21014688909053802,0.06171083822846413,0.14169354736804962,0.12471828609704971,0.34544456005096436,0.474788099527359,0.21437875926494598,0.330942302942276
first,0.27731001377105713,0.21792817115783691,0.33691170811653137,0.22919054329395294,0.10653546452522278,0.17220285534858704,0.19520673155784607,0.3792489171028137,0.49448907375335693,0.2596641778945923,0.18701928853988647
building,0.19448791444301605,0.2289905697107315,0.14995639026165009,0.14381977915763855,0.009391676634550095,0.24380066990852356,0.12301753461360931,0.2658686637878418,0.3159640431404114,0.22593633830547333,0.13549931347370148
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.34199726581573486,0.0028943277429789305,0.2691267728805542,0.25115370750427246,0.44245919585227966,0.4933079481124878,0.3017033040523529,0.31091248989105225
cobb,0.15404072403907776,0.13752542436122894,0.14266707003116608,0.2715331017971039,-0.04397232457995415,1.0,0.15489986538887024,0.17389927804470062,0.20319372415542603,0.18019737303256989,0.19696582853794098
lecture,0.2609269320964813,0.18421843647956848,0.16983824968338013,0.18125411868095398,-0.10044097900390625,0.16506272554397583,0.20315507054328918,0.16594010591506958,0.19409587979316711,0.3450968861579895,0.10821584612131119
hall,0.09781957417726517,0.11047914624214172,0.12469075620174408,0.25424227118492126,-0.03278743103146553,0.27637267112731934,0.18982744216918945,0.19474083185195923,0.28526565432548523,0.2921856939792633,0.13520537316799164
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.34199726581573486,0.0028943277429789305,0.2691267728805542,0.25115370750427246,0.44245919585227966,0.4933079481124878,0.3017033040523529,0.31091248989105225
and,0.33647966384887695,0.38395699858665466,0.34479495882987976,0.2523978352546692,-0.07499837130308151,0.3029170632362366,0.21585141122341156,0.48971283435821533,0.5171257257461548,0.2665814459323883,0.20544172823429108
matched,0.22753793001174927,0.2350415140390396,0.23339837789535522,0.11636147648096085,-0.02476058341562748,0.1701117753982544,0.05689850449562073,0.21590986847877502,0.21387112140655518,0.10775275528430939,0.17168055474758148
marshall,0.13827402889728546,0.13934974372386932,0.1645045429468155,0.21351070702075958,0.058562178164720535,0.34695976972579956,0.29333847761154175,0.21343639492988586,0.22928133606910706,0.2478753626346588,0.18167579174041748
field,0.19519785046577454,0.1637846827507019,0.16789361834526062,0.10903559625148773,-0.05462854728102684,0.2120954394340515,0.11501076817512512,0.2647967040538788,0.2105809599161148,0.2145719975233078,0.11279727518558502
's,-0.026164190843701363,0.06731651723384857,0.05069678649306297,0.03030024655163288,-0.002039147075265646,0.08916102349758148,0.09561878442764282,0.03782717138528824,-0.01540423184633255,-0.007441582623869181,-0.023395681753754616
pledge,0.2572420835494995,0.18095780909061432,0.25911471247673035,0.19649046659469604,0.09140855818986893,0.15489986538887024,1.0000001192092896,0.3114546835422516,0.2515122890472412,0.23728495836257935,0.2126382738351822
of,0.2480744868516922,0.2671096920967102,0.2513895630836487,0.18711596727371216,-0.0008460881654173136,0.18758952617645264,0.25320112705230713,0.41548454761505127,0.733189046382904,0.30646374821662903,0.1826142966747284
$,0.18718640506267548,0.205519899725914,0.23203131556510925,0.08037915825843811,-0.10516916215419769,0.21522754430770874,0.2468501478433609,0.22282108664512634,0.23367542028427124,0.18970860540866852,0.2786129117012024
"100,000",0.10288455337285995,0.010383859276771545,0.10198205709457397,0.17770467698574066,-0.005248373840004206,0.08236678689718246,0.07444699108600616,0.10855402797460556,0.12082944065332413,0.08461818099021912,0.035472359508275986
.,0.3287222981452942,0.3374604284763336,0.35288307070732117,0.23189377784729004,-0.009697958827018738,0.29674121737480164,0.18745620548725128,0.4645031690597534,0.5934505462646484,0.290679007768631,0.4130953550338745
