,who,did,the,mongols,give,control,of,korea,?
the,0.3733934462070465,0.34736719727516174,1.0,0.310281366109848,0.29086416959762573,0.32841500639915466,0.733189046382904,0.2667161226272583,0.22068053483963013
mongol,0.22505711019039154,0.17534953355789185,0.2924198508262634,0.905461847782135,0.12671449780464172,0.23836106061935425,0.22712039947509766,0.2969683110713959,0.12849251925945282
emperor,0.19567297399044037,0.13150596618652344,0.2871226370334625,0.3789825737476349,0.12813471257686615,0.18424704670906067,0.2615426778793335,0.2325972020626068,0.19661661982536316
kublai,0.2874084413051605,0.2875992953777313,0.32886171340942383,0.5959007740020752,0.1752326935529709,0.20939205586910248,0.231930211186409,0.3357400894165039,0.14562560617923737
khan,0.2616176903247833,0.155345618724823,0.21067845821380615,0.5210641026496887,0.11046889424324036,0.12853464484214783,0.17124508321285248,0.20698118209838867,0.12862591445446014
rebuked,0.29127389192581177,0.35933324694633484,0.3760504722595215,0.36521995067596436,0.23496194183826447,0.27572816610336304,0.30007684230804443,0.24998463690280914,0.19616980850696564
the,0.3733934462070465,0.34736719727516174,1.0,0.310281366109848,0.29086416959762573,0.32841500639915466,0.733189046382904,0.2667161226272583,0.22068053483963013
korean,0.19757816195487976,0.17729751765727997,0.2349277287721634,0.22479528188705444,0.09831179678440094,0.08717591315507889,0.21011142432689667,0.7458873391151428,0.1996629685163498
king,0.24555552005767822,0.24472618103027344,0.25887003540992737,0.23180559277534485,0.1920946091413498,0.17772836983203888,0.2938710153102875,0.18057844042778015,0.19130074977874756
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.26664721965789795,0.2844066619873047,0.20811550319194794,0.4946078956127167,0.22335247695446014,0.31091248989105225
saying,0.3759990632534027,0.4131317138671875,0.30105578899383545,0.17980213463306427,0.3765150010585785,0.14554047584533691,0.2578328251838684,0.13168534636497498,0.36382168531417847
that,0.45444270968437195,0.47518548369407654,0.5473989248275757,0.22344286739826202,0.41792264580726624,0.2951871454715729,0.41498205065727234,0.2458973079919815,0.32716336846351624
the,0.3733934462070465,0.34736719727516174,1.0,0.310281366109848,0.29086416959762573,0.32841500639915466,0.733189046382904,0.2667161226272583,0.22068053483963013
uighur,0.11250530183315277,0.1011723205447197,0.2778043746948242,0.30120983719825745,0.10419722646474838,0.12132526189088821,0.24139994382858276,0.300273597240448,0.21201187372207642
king,0.24555552005767822,0.24472618103027344,0.25887003540992737,0.23180559277534485,0.1920946091413498,0.17772836983203888,0.2938710153102875,0.18057844042778015,0.19130074977874756
of,0.2827862501144409,0.2513895630836487,0.733189046382904,0.23517343401908875,0.33489471673965454,0.2817542552947998,1.0,0.2644958198070526,0.1826142966747284
qocho,0.1683555245399475,0.18618051707744598,0.30962467193603516,0.2715598940849304,0.1419995278120041,0.1521812230348587,0.2404760718345642,0.24148182570934296,0.1867162138223648
was,0.3318818509578705,0.41399896144866943,0.48711544275283813,0.19519121944904327,0.16511452198028564,0.19347785413265228,0.4069072902202606,0.21645154058933258,0.18412111699581146
ranked,0.17860917747020721,0.1721140742301941,0.2711145281791687,0.17161762714385986,0.09444302320480347,0.13385288417339325,0.276383638381958,0.19517502188682556,0.12953443825244904
higher,0.20071525871753693,0.17969463765621185,0.3292480409145355,0.16134411096572876,0.25662240386009216,0.22783426940441132,0.3096220791339874,0.18869663774967194,0.15679465234279633
than,0.24983921647071838,0.24820660054683685,0.3227543234825134,0.1295662820339203,0.3182321786880493,0.17750686407089233,0.33036211133003235,0.14257284998893738,0.24917294085025787
the,0.3733934462070465,0.34736719727516174,1.0,0.310281366109848,0.29086416959762573,0.32841500639915466,0.733189046382904,0.2667161226272583,0.22068053483963013
karluk,0.242883563041687,0.1417689472436905,0.27753403782844543,0.3057321310043335,0.09303495287895203,0.12434560060501099,0.23197144269943237,0.25067412853240967,0.20684975385665894
kara-khanid,0.2530910074710846,0.1565234214067459,0.2745368778705597,0.5537573099136353,0.13076013326644897,0.22927112877368927,0.24797147512435913,0.31347936391830444,0.19402749836444855
ruler,0.2611336410045624,0.19686377048492432,0.23322275280952454,0.3870810866355896,0.19089271128177643,0.34580036997795105,0.28001952171325684,0.15951551496982574,0.14533701539039612
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.26664721965789795,0.2844066619873047,0.20811550319194794,0.4946078956127167,0.22335247695446014,0.31091248989105225
who,0.9999998807907104,0.34038686752319336,0.3733934462070465,0.2709572911262512,0.28740519285202026,0.23970051109790802,0.2827862501144409,0.13684290647506714,0.26220351457595825
in,0.2792111933231354,0.2593238651752472,0.6662389636039734,0.22694018483161926,0.20895415544509888,0.24831421673297882,0.5696388483047485,0.2038920670747757,0.20430970191955566
turn,0.25479328632354736,0.16850222647190094,0.3359498679637909,0.16464167833328247,0.36181360483169556,0.25504446029663086,0.23566555976867676,0.10368387401103973,0.2072952687740326
was,0.3318818509578705,0.41399896144866943,0.48711544275283813,0.19519121944904327,0.16511452198028564,0.19347785413265228,0.4069072902202606,0.21645154058933258,0.18412111699581146
ranked,0.17860917747020721,0.1721140742301941,0.2711145281791687,0.17161762714385986,0.09444302320480347,0.13385288417339325,0.276383638381958,0.19517502188682556,0.12953443825244904
higher,0.20071525871753693,0.17969463765621185,0.3292480409145355,0.16134411096572876,0.25662240386009216,0.22783426940441132,0.3096220791339874,0.18869663774967194,0.15679465234279633
than,0.24983921647071838,0.24820660054683685,0.3227543234825134,0.1295662820339203,0.3182321786880493,0.17750686407089233,0.33036211133003235,0.14257284998893738,0.24917294085025787
the,0.3733934462070465,0.34736719727516174,1.0,0.310281366109848,0.29086416959762573,0.32841500639915466,0.733189046382904,0.2667161226272583,0.22068053483963013
korean,0.19757816195487976,0.17729751765727997,0.2349277287721634,0.22479528188705444,0.09831179678440094,0.08717591315507889,0.21011142432689667,0.7458873391151428,0.1996629685163498
king,0.24555552005767822,0.24472618103027344,0.25887003540992737,0.23180559277534485,0.1920946091413498,0.17772836983203888,0.2938710153102875,0.18057844042778015,0.19130074977874756
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.26664721965789795,0.2844066619873047,0.20811550319194794,0.4946078956127167,0.22335247695446014,0.31091248989105225
who,0.9999998807907104,0.34038686752319336,0.3733934462070465,0.2709572911262512,0.28740519285202026,0.23970051109790802,0.2827862501144409,0.13684290647506714,0.26220351457595825
was,0.3318818509578705,0.41399896144866943,0.48711544275283813,0.19519121944904327,0.16511452198028564,0.19347785413265228,0.4069072902202606,0.21645154058933258,0.18412111699581146
ranked,0.17860917747020721,0.1721140742301941,0.2711145281791687,0.17161762714385986,0.09444302320480347,0.13385288417339325,0.276383638381958,0.19517502188682556,0.12953443825244904
last,0.30598369240760803,0.30895525217056274,0.3698786795139313,0.18699456751346588,0.25880035758018494,0.16819506883621216,0.3052992522716522,0.14350886642932892,0.22371746599674225
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.26664721965789795,0.2844066619873047,0.20811550319194794,0.4946078956127167,0.22335247695446014,0.31091248989105225
because,0.4398062229156494,0.45674043893814087,0.44596394896507263,0.2003025859594345,0.40194305777549744,0.2736515998840332,0.4075504541397095,0.24825702607631683,0.2528740465641022
the,0.3733934462070465,0.34736719727516174,1.0,0.310281366109848,0.29086416959762573,0.32841500639915466,0.733189046382904,0.2667161226272583,0.22068053483963013
uighurs,0.20429787039756775,0.17369377613067627,0.3033442199230194,0.35289567708969116,0.14049032330513,0.18705642223358154,0.23551470041275024,0.3162086009979248,0.17329514026641846
surrendered,0.22589848935604095,0.25101137161254883,0.2820700705051422,0.385815292596817,0.2015760987997055,0.2887027859687805,0.2576293647289276,0.15845650434494019,0.09069284051656723
to,0.42656609416007996,0.4452643394470215,0.535392165184021,0.230276957154274,0.4396136403083801,0.28164729475975037,0.41548454761505127,0.2505953907966614,0.29463258385658264
the,0.3733934462070465,0.34736719727516174,1.0,0.310281366109848,0.29086416959762573,0.32841500639915466,0.733189046382904,0.2667161226272583,0.22068053483963013
mongols,0.2709572911262512,0.21908389031887054,0.310281366109848,0.9999999403953552,0.14034011960029602,0.2699570655822754,0.23517343401908875,0.2714029848575592,0.11517509818077087
first,0.39065709710121155,0.33691170811653137,0.49448907375335693,0.11316115409135818,0.2218824028968811,0.19593946635723114,0.3536086082458496,0.2124265432357788,0.18701928853988647
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.26664721965789795,0.2844066619873047,0.20811550319194794,0.4946078956127167,0.22335247695446014,0.31091248989105225
the,0.3733934462070465,0.34736719727516174,1.0,0.310281366109848,0.29086416959762573,0.32841500639915466,0.733189046382904,0.2667161226272583,0.22068053483963013
karluks,0.32881468534469604,0.19018672406673431,0.3321180045604706,0.37921327352523804,0.16016334295272827,0.18482789397239685,0.2945755124092102,0.23270979523658752,0.23538310825824738
surrendered,0.22589848935604095,0.25101137161254883,0.2820700705051422,0.385815292596817,0.2015760987997055,0.2887027859687805,0.2576293647289276,0.15845650434494019,0.09069284051656723
after,0.32549580931663513,0.30330467224121094,0.4565047025680542,0.2098093330860138,0.23631000518798828,0.18320131301879883,0.3867455720901489,0.20162712037563324,0.16608688235282898
the,0.3733934462070465,0.34736719727516174,1.0,0.310281366109848,0.29086416959762573,0.32841500639915466,0.733189046382904,0.2667161226272583,0.22068053483963013
uighurs,0.20429787039756775,0.17369377613067627,0.3033442199230194,0.35289567708969116,0.14049032330513,0.18705642223358154,0.23551470041275024,0.3162086009979248,0.17329514026641846
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.26664721965789795,0.2844066619873047,0.20811550319194794,0.4946078956127167,0.22335247695446014,0.31091248989105225
and,0.41279885172843933,0.34479495882987976,0.5171257257461548,0.2535054385662079,0.3040338158607483,0.29790008068084717,0.5116966962814331,0.24820920825004578,0.20544172823429108
the,0.3733934462070465,0.34736719727516174,1.0,0.310281366109848,0.29086416959762573,0.32841500639915466,0.733189046382904,0.2667161226272583,0.22068053483963013
koreans,0.30688464641571045,0.2591695487499237,0.2526109516620636,0.3299066424369812,0.17117753624916077,0.14381738007068634,0.22756856679916382,0.7334049344062805,0.22291037440299988
surrendered,0.22589848935604095,0.25101137161254883,0.2820700705051422,0.385815292596817,0.2015760987997055,0.2887027859687805,0.2576293647289276,0.15845650434494019,0.09069284051656723
last,0.30598369240760803,0.30895525217056274,0.3698786795139313,0.18699456751346588,0.25880035758018494,0.16819506883621216,0.3052992522716522,0.14350886642932892,0.22371746599674225
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.26664721965789795,0.2844066619873047,0.20811550319194794,0.4946078956127167,0.22335247695446014,0.31091248989105225
and,0.41279885172843933,0.34479495882987976,0.5171257257461548,0.2535054385662079,0.3040338158607483,0.29790008068084717,0.5116966962814331,0.24820920825004578,0.20544172823429108
that,0.45444270968437195,0.47518548369407654,0.5473989248275757,0.22344286739826202,0.41792264580726624,0.2951871454715729,0.41498205065727234,0.2458973079919815,0.32716336846351624
the,0.3733934462070465,0.34736719727516174,1.0,0.310281366109848,0.29086416959762573,0.32841500639915466,0.733189046382904,0.2667161226272583,0.22068053483963013
uighurs,0.20429787039756775,0.17369377613067627,0.3033442199230194,0.35289567708969116,0.14049032330513,0.18705642223358154,0.23551470041275024,0.3162086009979248,0.17329514026641846
surrendered,0.22589848935604095,0.25101137161254883,0.2820700705051422,0.385815292596817,0.2015760987997055,0.2887027859687805,0.2576293647289276,0.15845650434494019,0.09069284051656723
peacefully,0.3011750280857086,0.2426479011774063,0.32506445050239563,0.34133386611938477,0.25060421228408813,0.2700001299381256,0.25296738743782043,0.19091933965682983,0.19521015882492065
without,0.2402247190475464,0.3172723054885864,0.3270869255065918,0.22113990783691406,0.34897497296333313,0.19762004911899567,0.3081340193748474,0.17171117663383484,0.2928665280342102
violently,0.28097084164619446,0.18945986032485962,0.2549045979976654,0.2657287120819092,0.16221071779727936,0.19828645884990692,0.18032042682170868,0.09121035784482956,0.16854359209537506
resisting,0.202134907245636,0.20038309693336487,0.3003624975681305,0.19563257694244385,0.21346308290958405,0.2775718569755554,0.3195885419845581,0.20164090394973755,0.06712238490581512
.,0.3541337847709656,0.35288307070732117,0.5934505462646484,0.1921418309211731,0.34017711877822876,0.24319837987422943,0.5352458953857422,0.2509368360042572,0.4130953550338745
