,on,what,date,was,series,two,first,shown,by,the,cbc,?
labrador,0.1561049520969391,0.19159148633480072,0.13156557083129883,0.15537303686141968,0.12798506021499634,0.1673809140920639,0.14123068749904633,0.13257761299610138,0.1841605007648468,0.2608497440814972,0.2107180655002594,0.15356546640396118
),0.29937487840652466,0.26259949803352356,0.2753516137599945,0.3267642855644226,0.20434704422950745,0.24161455035209656,0.27228695154190063,0.20446927845478058,0.2151763141155243,0.3456730246543884,0.16556473076343536,0.42300865054130554
",",0.49057599902153015,0.3087472915649414,0.2279704213142395,0.45456063747406006,0.24060699343681335,0.35859420895576477,0.34503069519996643,0.25911012291908264,0.3680937886238098,0.4933079481124878,0.12637729942798615,0.31091248989105225
shortly,0.35808733105659485,0.16521772742271423,0.28498727083206177,0.36920204758644104,0.2134110927581787,0.2614796459674835,0.3830384314060211,0.10426691174507141,0.312191903591156,0.3447211682796478,0.1778130680322647,0.13327454030513763
after,0.39330315589904785,0.21973377466201782,0.2596578001976013,0.49306565523147583,0.22890618443489075,0.3276641070842743,0.42302387952804565,0.18614354729652405,0.41259682178497314,0.4565047025680542,0.1943015456199646,0.16608688235282898
that,0.42569106817245483,0.6297725439071655,0.22681793570518494,0.33670201897621155,0.24595457315444946,0.3858162462711334,0.3482176661491394,0.3633551597595215,0.37496164441108704,0.5473989248275757,0.2076324075460434,0.32716336846351624
day,0.3332281708717346,0.2990210950374603,0.28625646233558655,0.24314451217651367,0.16648201644420624,0.217762291431427,0.28378555178642273,0.20424701273441315,0.14199325442314148,0.3062323033809662,0.1526215821504593,0.2141837179660797
's,0.0026888418942689896,0.02692362666130066,-0.028415024280548096,0.008974763564765453,0.0006390819908119738,0.038143858313560486,-0.014458609744906425,-0.028585107997059822,-0.010884488001465797,-0.01540423184633255,0.051995787769556046,-0.023395681753754616
cfl,0.20176470279693604,0.17710928618907928,0.20612898468971252,0.1850324124097824,0.18957772850990295,0.10303319990634918,0.21299009025096893,0.15969331562519073,0.11054366827011108,0.21114958822727203,0.39844849705696106,0.15918771922588348
double,0.14537112414836884,0.16209302842617035,0.14185313880443573,0.16609808802604675,0.12153163552284241,0.328250914812088,0.24408823251724243,0.19768743216991425,0.22076348960399628,0.21355170011520386,0.1499219536781311,0.10017921775579453
header,0.21457542479038239,0.23762476444244385,0.282387912273407,0.10218825191259384,0.2279038429260254,0.19901211559772491,0.24415433406829834,0.2216816395521164,0.16938990354537964,0.25634846091270447,0.16543735563755035,0.2604534924030304
on,0.9999999403953552,0.34226128458976746,0.21806180477142334,0.3909217119216919,0.23828625679016113,0.3205535411834717,0.3120559751987457,0.33996689319610596,0.33887791633605957,0.5107308030128479,0.22740131616592407,0.2714994251728058
thanksgiving,0.30847659707069397,0.3412812650203705,0.26274749636650085,0.2733171284198761,0.22162498533725739,0.1685841828584671,0.3274891674518585,0.28960326313972473,0.19475127756595612,0.3310045897960663,0.2861019968986511,0.30316072702407837
in,0.46853652596473694,0.30808621644973755,0.21362407505512238,0.45514053106307983,0.2914260923862457,0.36463531851768494,0.4127444326877594,0.2988935708999634,0.370934396982193,0.6662389636039734,0.10762260854244232,0.20430970191955566
most,0.28303956985473633,0.3219912350177765,0.1141492947936058,0.29933857917785645,0.20793810486793518,0.3709908723831177,0.34339818358421326,0.17725767195224762,0.270847886800766,0.47635307908058167,0.1392425298690796,0.2107497900724411
of,0.3966929316520691,0.33290785551071167,0.19568462669849396,0.4069072902202606,0.22268271446228027,0.37726253271102905,0.3536086082458496,0.24332952499389648,0.3646814823150635,0.733189046382904,0.095858134329319,0.1826142966747284
the,0.5107308030128479,0.42745697498321533,0.25333094596862793,0.48711544275283813,0.31376904249191284,0.43858039379119873,0.49448907375335693,0.3387985825538635,0.4408751428127289,1.0,0.2067898064851761,0.22068053483963013
country,0.21584933996200562,0.22705033421516418,0.1716461330652237,0.24557247757911682,0.12673962116241455,0.16295059025287628,0.25299665331840515,0.08196486532688141,0.24224938452243805,0.30432501435279846,0.12034162878990173,0.12647280097007751
.,0.49257001280784607,0.3567904531955719,0.2508279085159302,0.40146201848983765,0.3121925890445709,0.3524959683418274,0.4345304071903229,0.3143177330493927,0.3936232924461365,0.5934505462646484,0.19692395627498627,0.4130953550338745
