,what,would,be,lower,if,there,were,fewer,people,?
the,0.42745697498321533,0.4133751392364502,0.4248143136501312,0.3463275134563446,0.33724796772003174,0.47025805711746216,0.3906462490558624,0.37070468068122864,0.36838498711586,0.22068053483963013
result,0.19945499300956726,0.30209586024284363,0.3516577184200287,0.2211267501115799,0.42563605308532715,0.2712252736091614,0.21311920881271362,0.23048560321331024,0.1918027251958847,0.17218433320522308
of,0.33290785551071167,0.3353942930698395,0.33904364705085754,0.31757521629333496,0.2557544410228729,0.44397735595703125,0.34038281440734863,0.30926164984703064,0.3251037895679474,0.1826142966747284
the,0.42745697498321533,0.4133751392364502,0.4248143136501312,0.3463275134563446,0.33724796772003174,0.47025805711746216,0.3906462490558624,0.37070468068122864,0.36838498711586,0.22068053483963013
increase,0.21153631806373596,0.29228541254997253,0.3498366177082062,0.30993348360061646,0.2895248830318451,0.28883108496665955,0.19452497363090515,0.37965694069862366,0.23550847172737122,0.11119163036346436
of,0.33290785551071167,0.3353942930698395,0.33904364705085754,0.31757521629333496,0.2557544410228729,0.44397735595703125,0.34038281440734863,0.30926164984703064,0.3251037895679474,0.1826142966747284
emissions,0.2559395730495453,0.28593963384628296,0.27206796407699585,0.26508280634880066,0.2796948552131653,0.2656662166118622,0.2526808977127075,0.2544628381729126,0.21394671499729156,0.19590985774993896
per,0.21384303271770477,0.23669259250164032,0.2702259421348572,0.15756863355636597,0.23294150829315186,0.2405444234609604,0.13182692229747772,0.2568095922470093,0.15314239263534546,0.22323818504810333
person,0.41527870297431946,0.3100294768810272,0.40550696849823,0.1713743954896927,0.48828333616256714,0.3014226257801056,0.16889125108718872,0.23059818148612976,0.4672341048717499,0.324093222618103
being,0.3760843276977539,0.41456547379493713,0.5586286783218384,0.18108683824539185,0.4287751317024231,0.29726627469062805,0.4775565266609192,0.2790438234806061,0.28552132844924927,0.26743772625923157
multiplied,0.24529024958610535,0.3074089288711548,0.2892807424068451,0.24094711244106293,0.4100728929042816,0.22780516743659973,0.20253826677799225,0.25113317370414734,0.1486300230026245,0.1695268452167511
by,0.2455483376979828,0.28394925594329834,0.43158695101737976,0.17122666537761688,0.2429230511188507,0.20383623242378235,0.4406847059726715,0.23916463553905487,0.20350977778434753,0.17966607213020325
a,0.3320399522781372,0.398599237203598,0.39883795380592346,0.2221667766571045,0.41272827982902527,0.4214206337928772,0.17203083634376526,0.26265600323677063,0.3483705520629883,0.23916715383529663
multiplier,0.22570478916168213,0.27586451172828674,0.2942274510860443,0.223900705575943,0.39191511273384094,0.18262052536010742,0.1237119659781456,0.2503988742828369,0.12107878178358078,0.16493377089500427
.,0.3567904531955719,0.35067233443260193,0.4383580684661865,0.24347278475761414,0.421799898147583,0.43897318840026855,0.3378238379955292,0.29590389132499695,0.33118996024131775,0.4130953550338745
,what,would,be,lower,if,there,were,fewer,people,?
if,0.5277165174484253,0.5543612837791443,0.5628611445426941,0.30462658405303955,1.0,0.37692952156066895,0.1688997447490692,0.2768751382827759,0.2449760138988495,0.4441644251346588
there,0.35085538029670715,0.33190950751304626,0.41019052267074585,0.24815864861011505,0.37692952156066895,1.0,0.4359818994998932,0.41971373558044434,0.4820519685745239,0.29405656456947327
were,0.22298263013362885,0.37426912784576416,0.4064064621925354,0.17496317625045776,0.1688997447490692,0.4359818994998932,1.0000001192092896,0.35701701045036316,0.35862088203430176,0.17890112102031708
fewer,0.2367485761642456,0.3009280860424042,0.3191867172718048,0.35118064284324646,0.2768751382827759,0.41971373558044434,0.35701701045036316,1.0000001192092896,0.3716241121292114,0.16989107429981232
people,0.32444337010383606,0.3082716464996338,0.2593584358692169,0.16504937410354614,0.2449760138988495,0.4820519685745239,0.35862088203430176,0.3716241121292114,1.0000001192092896,0.23739641904830933
however,0.4480680823326111,0.5514755845069885,0.5002188086509705,0.24047216773033142,0.4875394105911255,0.4319024085998535,0.4428504705429077,0.41020938754081726,0.2839839458465576,0.2152075469493866
",",0.3087472915649414,0.32586824893951416,0.39254459738731384,0.236776202917099,0.257730096578598,0.4587128460407257,0.36755475401878357,0.2990303933620453,0.36644625663757324,0.31091248989105225
this,0.5489566326141357,0.47797831892967224,0.566177248954773,0.25191617012023926,0.48231831192970276,0.47775381803512573,0.25469228625297546,0.35483846068382263,0.27838850021362305,0.3155723512172699
multiplier,0.22570478916168213,0.27586451172828674,0.2942274510860443,0.223900705575943,0.39191511273384094,0.18262052536010742,0.1237119659781456,0.2503988742828369,0.12107878178358078,0.16493377089500427
would,0.45766422152519226,1.0000001192092896,0.5202695727348328,0.20360256731510162,0.5543612837791443,0.33190950751304626,0.37426912784576416,0.3009280860424042,0.3082716464996338,0.37178951501846313
be,0.3929833769798279,0.5202695727348328,1.0,0.23055878281593323,0.5628611445426941,0.41019052267074585,0.4064064621925354,0.3191867172718048,0.2593584358692169,0.3324260413646698
lower,0.20079238712787628,0.20360256731510162,0.23055878281593323,1.0,0.30462658405303955,0.24815864861011505,0.17496317625045776,0.35118064284324646,0.16504937410354614,0.08471795171499252
",",0.3087472915649414,0.32586824893951416,0.39254459738731384,0.236776202917099,0.257730096578598,0.4587128460407257,0.36755475401878357,0.2990303933620453,0.36644625663757324,0.31091248989105225
and,0.31309178471565247,0.34921059012413025,0.41766801476478577,0.2802542746067047,0.3498523235321045,0.4242868423461914,0.42175528407096863,0.3560197353363037,0.3016039729118347,0.20544172823429108
thus,0.30745524168014526,0.42054760456085205,0.37298357486724854,0.2793736457824707,0.37342318892478943,0.2632247507572174,0.24238541722297668,0.3085253834724426,0.19330962002277374,0.18769288063049316
the,0.42745697498321533,0.4133751392364502,0.4248143136501312,0.3463275134563446,0.33724796772003174,0.47025805711746216,0.3906462490558624,0.37070468068122864,0.36838498711586,0.22068053483963013
amount,0.2602839767932892,0.3228079080581665,0.3666991889476776,0.1802045702934265,0.4133574068546295,0.2715611755847931,0.16971507668495178,0.3694233298301697,0.22867906093597412,0.17984020709991455
of,0.33290785551071167,0.3353942930698395,0.33904364705085754,0.31757521629333496,0.2557544410228729,0.44397735595703125,0.34038281440734863,0.30926164984703064,0.3251037895679474,0.1826142966747284
environmental,0.16198831796646118,0.18009857833385468,0.22704657912254333,0.1333838552236557,0.1786074936389923,0.23552583158016205,0.1469385176897049,0.20545536279678345,0.20135284960269928,0.19728143513202667
degradation,0.2891780734062195,0.27628979086875916,0.36015787720680237,0.2133014053106308,0.3085559010505676,0.23544228076934814,0.19041714072227478,0.27885702252388,0.17252770066261292,0.15629176795482635
would,0.45766422152519226,1.0000001192092896,0.5202695727348328,0.20360256731510162,0.5543612837791443,0.33190950751304626,0.37426912784576416,0.3009280860424042,0.3082716464996338,0.37178951501846313
be,0.3929833769798279,0.5202695727348328,1.0,0.23055878281593323,0.5628611445426941,0.41019052267074585,0.4064064621925354,0.3191867172718048,0.2593584358692169,0.3324260413646698
lower,0.20079238712787628,0.20360256731510162,0.23055878281593323,1.0,0.30462658405303955,0.24815864861011505,0.17496317625045776,0.35118064284324646,0.16504937410354614,0.08471795171499252
as,0.31749409437179565,0.3824005722999573,0.5230465531349182,0.21512500941753387,0.3354816734790802,0.33535557985305786,0.3025437891483307,0.27561262249946594,0.15704652667045593,0.27043893933296204
well,0.4154493808746338,0.35135388374328613,0.4045031666755676,0.22377200424671173,0.3327123820781708,0.3383244276046753,0.37577003240585327,0.2695331871509552,0.25818559527397156,0.24815571308135986
.,0.3567904531955719,0.35067233443260193,0.4383580684661865,0.24347278475761414,0.421799898147583,0.43897318840026855,0.3378238379955292,0.29590389132499695,0.33118996024131775,0.4130953550338745
