,what,was,abu,hamaz,al-masri,charged,with,when,he,was,arrested,?
",",0.3087472915649414,0.45456063747406006,0.18195876479148865,0.2869681417942047,0.3171159327030182,0.21726356446743011,0.4120737314224243,0.36674630641937256,0.40251094102859497,0.45456063747406006,0.274812251329422,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,0.18975532054901123,0.19078928232192993,0.2711332440376282,0.2047804892063141,0.4223487675189972,0.5091903209686279,0.4571082592010498,0.48711544275283813,0.18817131221294403,0.22068053483963013
imam,0.21073994040489197,0.2037329524755478,0.5321608781814575,0.4598837196826935,0.5658398270606995,0.10618724673986435,0.07007650285959244,0.11022073775529861,0.21985338628292084,0.2037329524755478,0.2002546340227127,0.16913995146751404
of,0.33290785551071167,0.4069072902202606,0.13619738817214966,0.16300615668296814,0.24823138117790222,0.21960902214050293,0.41827285289764404,0.3757161796092987,0.38706058263778687,0.4069072902202606,0.2085658311843872,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.18975532054901123,0.19078928232192993,0.2711332440376282,0.2047804892063141,0.4223487675189972,0.5091903209686279,0.4571082592010498,0.48711544275283813,0.18817131221294403,0.22068053483963013
finsbury,0.21236605942249298,0.2921881079673767,0.17246712744235992,0.21877092123031616,0.2221856713294983,0.13670533895492554,0.21267752349376678,0.1400868147611618,0.20226460695266724,0.2921881079673767,0.21979458630084991,0.18659564852714539
park,0.13500720262527466,0.22738584876060486,0.12928824126720428,0.15344466269016266,0.20475545525550842,0.1416691690683365,0.13919170200824738,0.14917762577533722,0.22067975997924805,0.22738584876060486,0.1636943370103836,0.13508929312229156
mosque,0.21259984374046326,0.20908313989639282,0.3989204466342926,0.2859326899051666,0.4158499240875244,0.118204265832901,0.11884912103414536,0.2019130140542984,0.19593000411987305,0.20908313989639282,0.25289276242256165,0.15313510596752167
",",0.3087472915649414,0.45456063747406006,0.18195876479148865,0.2869681417942047,0.3171159327030182,0.21726356446743011,0.4120737314224243,0.36674630641937256,0.40251094102859497,0.45456063747406006,0.274812251329422,0.31091248989105225
was,0.22111038863658905,1.0000001192092896,0.20178453624248505,0.21451988816261292,0.3112232983112335,0.2394018918275833,0.27411898970603943,0.37326499819755554,0.5410010814666748,1.0000001192092896,0.3498801589012146,0.18412111699581146
arrested,0.1624409258365631,0.3498801589012146,0.23147358000278473,0.22354653477668762,0.2583359181880951,0.5656577348709106,0.18051719665527344,0.23241513967514038,0.33077043294906616,0.3498801589012146,1.0000001192092896,0.15566205978393555
and,0.31309178471565247,0.3740963041782379,0.1517670899629593,0.19761811196804047,0.2880176603794098,0.21699707210063934,0.5477725267410278,0.4716290831565857,0.45427167415618896,0.3740963041782379,0.23770038783550262,0.20544172823429108
charged,0.191240593791008,0.2394018918275833,0.13619990646839142,0.08350107818841934,0.1429029405117035,1.0,0.2160840779542923,0.2788276970386505,0.21921353042125702,0.2394018918275833,0.5656577348709106,0.1305682212114334
with,0.2464839518070221,0.27411898970603943,0.12490478903055191,0.17553846538066864,0.18746724724769592,0.2160840779542923,0.9999999403953552,0.5075214505195618,0.2845253646373749,0.27411898970603943,0.18051719665527344,0.2433311939239502
incitement,0.3460139036178589,0.2719574272632599,0.20524553954601288,0.1658167690038681,0.19041123986244202,0.36053580045700073,0.25188517570495605,0.3726665675640106,0.3074323534965515,0.2719574272632599,0.36446526646614075,0.2264752835035324
to,0.455847829580307,0.3636345863342285,0.17916692793369293,0.13079650700092316,0.24142780900001526,0.17754106223583221,0.4239959120750427,0.5423505902290344,0.385390967130661,0.3636345863342285,0.19391043484210968,0.29463258385658264
terrorism,0.24759571254253387,0.18480929732322693,0.2617907226085663,0.27353644371032715,0.3046586811542511,0.24822312593460083,0.16582311689853668,0.17248298227787018,0.1942383199930191,0.18480929732322693,0.3795986473560333,0.19014182686805725
which,0.5261979103088379,0.2830964922904968,0.13411101698875427,0.13950026035308838,0.1870536506175995,0.21918892860412598,0.46403205394744873,0.572554349899292,0.3415409028530121,0.2830964922904968,0.07661321759223938,0.25814583897590637
has,0.20338068902492523,0.40313825011253357,0.1168755367398262,0.162295401096344,0.2229539006948471,0.11019241064786911,0.44092974066734314,0.34538573026657104,0.4109892249107361,0.40313825011253357,0.1214786022901535,0.15994466841220856
caused,0.22264783084392548,0.25113144516944885,0.10072068125009537,0.12058094888925552,0.09360675513744354,0.23833006620407104,0.31770411133766174,0.3178572356700897,0.15931689739227295,0.25113144516944885,0.19839876890182495,0.20679491758346558
many,0.36131182312965393,0.260356068611145,0.12577912211418152,0.16931810975074768,0.23551926016807556,0.1544356793165207,0.35744401812553406,0.36563900113105774,0.3483840227127075,0.260356068611145,0.2085980325937271,0.2124512493610382
islamists,0.26342982053756714,0.20672175288200378,0.42353278398513794,0.3568132221698761,0.46588337421417236,0.2280043363571167,0.1667894423007965,0.2116072028875351,0.21819157898426056,0.20672175288200378,0.37802135944366455,0.17165705561637878
to,0.455847829580307,0.3636345863342285,0.17916692793369293,0.13079650700092316,0.24142780900001526,0.17754106223583221,0.4239959120750427,0.5423505902290344,0.385390967130661,0.3636345863342285,0.19391043484210968,0.29463258385658264
leave,0.3595171868801117,0.18728552758693695,0.11035731434822083,0.13640952110290527,0.12940850853919983,0.1659001260995865,0.23220542073249817,0.4004695415496826,0.25695252418518066,0.18728552758693695,0.23339129984378815,0.23890845477581024
the,0.42745697498321533,0.48711544275283813,0.18975532054901123,0.19078928232192993,0.2711332440376282,0.2047804892063141,0.4223487675189972,0.5091903209686279,0.4571082592010498,0.48711544275283813,0.18817131221294403,0.22068053483963013
uk,0.17163191735744476,0.206756129860878,0.14713969826698303,0.15482039749622345,0.24001532793045044,0.04133136570453644,0.170000359416008,0.13155107200145721,0.18161073327064514,0.206756129860878,0.11428944766521454,0.20222434401512146
to,0.455847829580307,0.3636345863342285,0.17916692793369293,0.13079650700092316,0.24142780900001526,0.17754106223583221,0.4239959120750427,0.5423505902290344,0.385390967130661,0.3636345863342285,0.19391043484210968,0.29463258385658264
avoid,0.2615243196487427,0.16494938731193542,0.12819477915763855,0.09481735527515411,0.16396021842956543,0.1928340047597885,0.27490565180778503,0.33530113101005554,0.144026517868042,0.16494938731193542,0.18094414472579956,0.26885488629341125
internment,0.2363828420639038,0.34253424406051636,0.19648048281669617,0.25824180245399475,0.2413967251777649,0.2792433202266693,0.26189184188842773,0.29024380445480347,0.3353284001350403,0.34253424406051636,0.49456697702407837,0.21004199981689453
.,0.3567904531955719,0.40146201848983765,0.18809153139591217,0.28103381395339966,0.3117595613002777,0.2187085747718811,0.4446153938770294,0.475719153881073,0.38061028718948364,0.40146201848983765,0.21003171801567078,0.4130953550338745
