,which,branch,of,the,eu,has,had,the,most,influence,on,the,development,of,eu,law,?
role,0.18845273554325104,0.16636894643306732,0.1797693818807602,0.26607486605644226,0.09016813337802887,0.17958451807498932,0.185559943318367,0.26607486605644226,0.2083391547203064,0.26187407970428467,0.16022825241088867,0.26607486605644226,0.2680355906486511,0.1797693818807602,0.09016813337802887,0.15175500512123108,0.18676944077014923
in,0.4840516746044159,0.21656033396720886,0.5696388483047485,0.6662389636039734,0.12919096648693085,0.4173259735107422,0.385026752948761,0.6662389636039734,0.41416558623313904,0.26119694113731384,0.46853652596473694,0.6662389636039734,0.2550492286682129,0.5696388483047485,0.12919096648693085,0.24850773811340332,0.20430970191955566
the,0.6521818041801453,0.2630956768989563,0.733189046382904,1.0,0.14126400649547577,0.4177538752555847,0.3875846862792969,1.0,0.47635307908058167,0.3039984107017517,0.5107308030128479,1.0,0.3362044394016266,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
development,0.3198052942752838,0.23434492945671082,0.28700894117355347,0.3362044394016266,0.176733136177063,0.26726067066192627,0.18838287889957428,0.3362044394016266,0.24969173967838287,0.35900959372520447,0.23800693452358246,0.3362044394016266,0.9999998807907104,0.28700894117355347,0.176733136177063,0.17893387377262115,0.1211358830332756
of,0.5011631846427917,0.23972897231578827,1.0,0.733189046382904,0.1579294353723526,0.3909035325050354,0.37755560874938965,0.733189046382904,0.4178851246833801,0.3608979284763336,0.3966929316520691,0.733189046382904,0.28700894117355347,1.0,0.1579294353723526,0.2816956341266632,0.1826142966747284
eu,0.15620915591716766,0.1294633448123932,0.1579294353723526,0.14126400649547577,0.9999998807907104,0.13703566789627075,0.08442533016204834,0.14126400649547577,0.11768315732479095,0.1234910786151886,0.18063917756080627,0.14126400649547577,0.176733136177063,0.1579294353723526,0.9999998807907104,0.20359504222869873,0.21586786210536957
law,0.20205146074295044,0.21223905682563782,0.2816956341266632,0.24548950791358948,0.20359504222869873,0.15925909578800201,0.14858920872211456,0.24548950791358948,0.10736433416604996,0.24524737894535065,0.13878796994686127,0.24548950791358948,0.17893387377262115,0.2816956341266632,0.20359504222869873,1.0000001192092896,0.1528988480567932
",",0.3658004403114319,0.2610839307308197,0.4946078956127167,0.4933079481124878,0.1565755307674408,0.3734780251979828,0.35487717390060425,0.4933079481124878,0.3636029064655304,0.2585834860801697,0.49057599902153015,0.4933079481124878,0.23776917159557343,0.4946078956127167,0.1565755307674408,0.24953721463680267,0.31091248989105225
by,0.40543368458747864,0.13618141412734985,0.3646814823150635,0.4408751428127289,0.07193604856729507,0.3254803419113159,0.37294110655784607,0.4408751428127289,0.270847886800766,0.29864758253097534,0.33887791633605957,0.4408751428127289,0.19329734146595,0.3646814823150635,0.07193604856729507,0.1977037936449051,0.17966607213020325
assuming,0.33817586302757263,0.10661085695028305,0.34728947281837463,0.2946830689907074,0.1531098634004593,0.2578505277633667,0.2264167070388794,0.2946830689907074,0.22139914333820343,0.19696453213691711,0.2520325481891632,0.2946830689907074,0.17082718014717102,0.34728947281837463,0.1531098634004593,0.20790302753448486,0.40639710426330566
the,0.6521818041801453,0.2630956768989563,0.733189046382904,1.0,0.14126400649547577,0.4177538752555847,0.3875846862792969,1.0,0.47635307908058167,0.3039984107017517,0.5107308030128479,1.0,0.3362044394016266,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
task,0.2638848125934601,0.23732171952724457,0.18514713644981384,0.22566188871860504,0.13272082805633545,0.13162027299404144,0.18766997754573822,0.22566188871860504,0.16410894691944122,0.13967612385749817,0.22084368765354156,0.22566188871860504,0.21481670439243317,0.18514713644981384,0.13272082805633545,0.1817358434200287,0.289821058511734
of,0.5011631846427917,0.23972897231578827,1.0,0.733189046382904,0.1579294353723526,0.3909035325050354,0.37755560874938965,0.733189046382904,0.4178851246833801,0.3608979284763336,0.3966929316520691,0.733189046382904,0.28700894117355347,1.0,0.1579294353723526,0.2816956341266632,0.1826142966747284
interpreting,0.3731285035610199,0.2990889549255371,0.25642865896224976,0.28614485263824463,0.1373228281736374,0.1699051409959793,0.2220413237810135,0.28614485263824463,0.3201146125793457,0.2927664518356323,0.22366295754909515,0.28614485263824463,0.2906913459300995,0.25642865896224976,0.1373228281736374,0.2837163209915161,0.2498621791601181
the,0.6521818041801453,0.2630956768989563,0.733189046382904,1.0,0.14126400649547577,0.4177538752555847,0.3875846862792969,1.0,0.47635307908058167,0.3039984107017517,0.5107308030128479,1.0,0.3362044394016266,0.733189046382904,0.14126400649547577,0.24548950791358948,0.22068053483963013
treaties,0.2657000422477722,0.20668527483940125,0.3281906247138977,0.28970760107040405,0.33172380924224854,0.19029702246189117,0.2781759798526764,0.28970760107040405,0.19292041659355164,0.2736437916755676,0.25548097491264343,0.28970760107040405,0.22563102841377258,0.3281906247138977,0.33172380924224854,0.39653173089027405,0.1693580597639084
",",0.3658004403114319,0.2610839307308197,0.4946078956127167,0.4933079481124878,0.1565755307674408,0.3734780251979828,0.35487717390060425,0.4933079481124878,0.3636029064655304,0.2585834860801697,0.49057599902153015,0.4933079481124878,0.23776917159557343,0.4946078956127167,0.1565755307674408,0.24953721463680267,0.31091248989105225
and,0.506277859210968,0.23874594271183014,0.5116966962814331,0.5171257257461548,0.16977795958518982,0.43716782331466675,0.3872550129890442,0.5171257257461548,0.4309377074241638,0.34756016731262207,0.4077630043029785,0.5171257257461548,0.26069340109825134,0.5116966962814331,0.16977795958518982,0.254730761051178,0.20544172823429108
accelerating,0.33057108521461487,0.15407279133796692,0.2589203715324402,0.27250248193740845,0.12529069185256958,0.1788950264453888,0.13077111542224884,0.27250248193740845,0.18126411736011505,0.22604937851428986,0.21000699698925018,0.27250248193740845,0.3102419674396515,0.2589203715324402,0.12529069185256958,0.23545359075069427,0.14879262447357178
economic,0.2570582926273346,0.14823786914348602,0.3030148148536682,0.282455176115036,0.2556537985801697,0.2052665501832962,0.18136727809906006,0.282455176115036,0.2148471474647522,0.3600142300128937,0.20757777988910675,0.282455176115036,0.4335330128669739,0.3030148148536682,0.2556537985801697,0.25362882018089294,0.1206481084227562
and,0.506277859210968,0.23874594271183014,0.5116966962814331,0.5171257257461548,0.16977795958518982,0.43716782331466675,0.3872550129890442,0.5171257257461548,0.4309377074241638,0.34756016731262207,0.4077630043029785,0.5171257257461548,0.26069340109825134,0.5116966962814331,0.16977795958518982,0.254730761051178,0.20544172823429108
political,0.15920867025852203,0.14022833108901978,0.27319738268852234,0.20477235317230225,0.1833927184343338,0.1945810467004776,0.1999361217021942,0.20477235317230225,0.18180501461029053,0.34951654076576233,0.2335650622844696,0.20477235317230225,0.19457818567752838,0.27319738268852234,0.1833927184343338,0.3273235559463501,0.17130474746227264
integration,0.33968907594680786,0.21726061403751373,0.2982959747314453,0.32554522156715393,0.2523140013217926,0.19354292750358582,0.17780451476573944,0.32554522156715393,0.17737968266010284,0.28504207730293274,0.24278125166893005,0.32554522156715393,0.43660756945610046,0.2982959747314453,0.2523140013217926,0.3366341292858124,0.17221741378307343
.,0.45942068099975586,0.1572728455066681,0.5352458953857422,0.5934505462646484,0.1552242487668991,0.4105546176433563,0.37348684668540955,0.5934505462646484,0.35404038429260254,0.2734014391899109,0.49257001280784607,0.5934505462646484,0.2822875380516052,0.5352458953857422,0.1552242487668991,0.24482665956020355,0.4130953550338745
