,what,did,iqbal,fear,would,weaken,the,spiritual,foundations,of,islam,and,muslim,society,?
nationalism,0.25555992126464844,0.23647046089172363,0.27378299832344055,0.2721346914768219,0.18338480591773987,0.20740310847759247,0.24141642451286316,0.3765904903411865,0.23630495369434357,0.25239041447639465,0.38991525769233704,0.20760926604270935,0.3991055190563202,0.3547286093235016,0.1636960208415985
weaken,0.2361743003129959,0.2719268202781677,0.10726527869701385,0.22066669166088104,0.2839360535144806,0.9999999403953552,0.2523777186870575,0.134531170129776,0.17337460815906525,0.21403706073760986,0.13572567701339722,0.29098576307296753,0.1809753030538559,0.0574694462120533,0.0778965875506401
the,0.42745697498321533,0.34736719727516174,0.1828971952199936,0.23606698215007782,0.4133751392364502,0.2523777186870575,1.0,0.2149372547864914,0.24636128544807434,0.733189046382904,0.2207694798707962,0.5171257257461548,0.28099653124809265,0.2789285480976105,0.22068053483963013
spiritual,0.2431802898645401,0.20156888663768768,0.39456459879875183,0.282668799161911,0.21221786737442017,0.134531170129776,0.2149372547864914,1.0,0.1933208703994751,0.3108343183994293,0.455787718296051,0.2498117983341217,0.3946746587753296,0.21034732460975647,0.1801415979862213
foundations,0.17929114401340485,0.14266040921211243,0.22997313737869263,0.07907258719205856,0.22637520730495453,0.17337460815906525,0.24636128544807434,0.1933208703994751,0.9999998807907104,0.2833683490753174,0.22019290924072266,0.24498789012432098,0.21638713777065277,0.29902103543281555,0.1452419012784958
of,0.33290785551071167,0.2513895630836487,0.17434294521808624,0.2209668904542923,0.3353942930698395,0.21403706073760986,0.733189046382904,0.3108343183994293,0.2833683490753174,1.0,0.21728332340717316,0.5116966962814331,0.267849862575531,0.23646748065948486,0.1826142966747284
islam,0.23237212002277374,0.19058109819889069,0.4368200898170471,0.2530485689640045,0.16905544698238373,0.13572567701339722,0.2207694798707962,0.455787718296051,0.22019290924072266,0.21728332340717316,1.0000001192092896,0.25070106983184814,0.6905730366706848,0.2036060243844986,0.18358638882637024
and,0.31309178471565247,0.34479495882987976,0.26650312542915344,0.2854035496711731,0.34921059012413025,0.29098576307296753,0.5171257257461548,0.2498117983341217,0.24498789012432098,0.5116966962814331,0.25070106983184814,1.0,0.255716472864151,0.24110737442970276,0.20544172823429108
muslim,0.2631456255912781,0.2098924219608307,0.4648188054561615,0.17166480422019958,0.22541315853595734,0.1809753030538559,0.28099653124809265,0.3946746587753296,0.21638713777065277,0.267849862575531,0.6905730366706848,0.255716472864151,1.0,0.21021299064159393,0.17456822097301483
society,0.23231269419193268,0.18197309970855713,0.16244101524353027,0.2342497706413269,0.16268430650234222,0.0574694462120533,0.2789285480976105,0.21034732460975647,0.29902103543281555,0.23646748065948486,0.2036060243844986,0.24110737442970276,0.21021299064159393,0.9999998807907104,0.1373005360364914
",",0.3087472915649414,0.3015086054801941,0.21315646171569824,0.2772972583770752,0.32586824893951416,0.21236854791641235,0.4933079481124878,0.2115405946969986,0.22462241351604462,0.4946078956127167,0.23459285497665405,0.6633074283599854,0.21974200010299683,0.20629194378852844,0.31091248989105225
but,0.5029441118240356,0.49033689498901367,0.17415077984333038,0.2516789138317108,0.5366146564483643,0.34485480189323425,0.4859698414802551,0.1736360788345337,0.19467861950397491,0.39942997694015503,0.268897145986557,0.5762497186660767,0.27257952094078064,0.1678611934185028,0.27921953797340393
that,0.6297725439071655,0.47518548369407654,0.17375388741493225,0.3352656662464142,0.5895259380340576,0.2714628279209137,0.5473989248275757,0.2560626268386841,0.26003509759902954,0.41498205065727234,0.22824111580848694,0.4731321930885315,0.24297045171260834,0.23252169787883759,0.32716336846351624
india,0.23203566670417786,0.17981284856796265,0.38283511996269226,0.15368053317070007,0.21025492250919342,0.12475723028182983,0.3108653426170349,0.2889477014541626,0.22799742221832275,0.29747170209884644,0.3365086019039154,0.2782815098762512,0.39993828535079956,0.1664305329322815,0.10473668575286865
's,0.02692362666130066,0.05069678649306297,0.07606908679008484,-0.009424777701497078,0.036968596279621124,0.03142296522855759,-0.01540423184633255,0.045156367123126984,-0.03480416163802147,-0.03817026689648628,-0.002025830326601863,0.06895173341035843,0.06176655367016792,-0.027537118643522263,-0.023395681753754616
hindu-majority,0.31678271293640137,0.24349835515022278,0.3496793806552887,0.3054526746273041,0.32486721873283386,0.18089474737644196,0.3418053090572357,0.38218456506729126,0.22163884341716766,0.3509899079799652,0.5164040923118591,0.36170533299446106,0.5236049890518188,0.25994032621383667,0.26888683438301086
population,0.2000674307346344,0.0652005523443222,0.12721756100654602,0.14784391224384308,0.13726437091827393,0.17834575474262238,0.32044094800949097,0.1464598923921585,0.1501632183790207,0.3060894012451172,0.2840365767478943,0.23080337047576904,0.2684124708175659,0.21954093873500824,0.14449454843997955
would,0.45766422152519226,0.6268245577812195,0.16778628528118134,0.281614750623703,1.0000001192092896,0.2839360535144806,0.4133751392364502,0.21221786737442017,0.22637520730495453,0.3353942930698395,0.16905544698238373,0.34921059012413025,0.22541315853595734,0.16268430650234222,0.37178951501846313
crowd,0.19679602980613708,0.14388661086559296,0.2089443802833557,0.2193192094564438,0.2522863745689392,0.05268685892224312,0.23447509109973907,0.15166020393371582,0.03510845825076103,0.1527327597141266,0.19389206171035767,0.22952623665332794,0.203278586268425,0.09359179437160492,0.1185348853468895
out,0.3633197546005249,0.28413498401641846,0.12831933796405792,0.2105410248041153,0.37045037746429443,0.25216636061668396,0.39404502511024475,0.16725032031536102,0.23613758385181427,0.34176841378211975,0.17286203801631927,0.3881998062133789,0.20520347356796265,0.0828099176287651,0.22020699083805084
muslim,0.2631456255912781,0.2098924219608307,0.4648188054561615,0.17166480422019958,0.22541315853595734,0.1809753030538559,0.28099653124809265,0.3946746587753296,0.21638713777065277,0.267849862575531,0.6905730366706848,0.255716472864151,1.0,0.21021299064159393,0.17456822097301483
heritage,0.1899084597826004,0.07958368211984634,0.151590958237648,0.051554303616285324,0.15201716125011444,0.0911458432674408,0.25149020552635193,0.2629511058330536,0.3149315118789673,0.2737451195716858,0.19512002170085907,0.20273086428642273,0.24676944315433502,0.239389106631279,0.17516329884529114
",",0.3087472915649414,0.3015086054801941,0.21315646171569824,0.2772972583770752,0.32586824893951416,0.21236854791641235,0.4933079481124878,0.2115405946969986,0.22462241351604462,0.4946078956127167,0.23459285497665405,0.6633074283599854,0.21974200010299683,0.20629194378852844,0.31091248989105225
culture,0.22475376725196838,0.09147893637418747,0.13442204892635345,0.17165157198905945,0.11985217034816742,0.127741277217865,0.27157285809516907,0.32779115438461304,0.1926472932100296,0.27266472578048706,0.31789541244506836,0.2617773115634918,0.25321581959724426,0.35031989216804504,0.13093146681785583
and,0.31309178471565247,0.34479495882987976,0.26650312542915344,0.2854035496711731,0.34921059012413025,0.29098576307296753,0.5171257257461548,0.2498117983341217,0.24498789012432098,0.5116966962814331,0.25070106983184814,1.0,0.255716472864151,0.24110737442970276,0.20544172823429108
political,0.21846716105937958,0.21022029221057892,0.30910858511924744,0.21428973972797394,0.21712204813957214,0.17809364199638367,0.20477235317230225,0.3746780455112457,0.17486973106861115,0.27319738268852234,0.3599332869052887,0.33013346791267395,0.3745584189891815,0.2838869094848633,0.17130474746227264
influence,0.2790174186229706,0.2526049315929413,0.17900776863098145,0.27814069390296936,0.269414484500885,0.3060918152332306,0.3039984107017517,0.31445929408073425,0.2880447208881378,0.3608979284763336,0.21926361322402954,0.34756016731262207,0.2234411984682083,0.27665209770202637,0.14200882613658905
.,0.3567904531955719,0.35288307070732117,0.2092389315366745,0.20022699236869812,0.35067233443260193,0.2229647934436798,0.5934505462646484,0.20261000096797943,0.2627968192100525,0.5352458953857422,0.2825687527656555,0.588965117931366,0.27078697085380554,0.18022798001766205,0.4130953550338745
