,was,this,footage,compatible,or,incompatible,with,live,broadcast,tv,formats,?
for,0.3863949179649353,0.5082864165306091,0.20961812138557434,0.2330467700958252,0.4111599624156952,0.24989712238311768,0.39140474796295166,0.22377748787403107,0.2546502649784088,0.22924813628196716,0.33329418301582336,0.264628142118454
the,0.48711544275283813,0.6274310946464539,0.26520875096321106,0.18147024512290955,0.4174870550632477,0.17226295173168182,0.4223487675189972,0.2995128035545349,0.2713715434074402,0.20034731924533844,0.2539501190185547,0.22068053483963013
live,0.18769018352031708,0.20579808950424194,0.23925836384296417,0.17888817191123962,0.16903264820575714,0.15640032291412354,0.19521716237068176,1.0,0.2711573839187622,0.23631075024604797,0.18996894359588623,0.19481121003627777
television,0.2516675293445587,0.19965235888957977,0.34512388706207275,0.16511432826519012,0.15854187309741974,0.1560821831226349,0.17469868063926697,0.21072427928447723,0.6160560846328735,0.7039412260055542,0.22007933259010315,0.16825827956199646
broadcast,0.24068336188793182,0.24977970123291016,0.32641151547431946,0.1344507336616516,0.17618951201438904,0.13838662207126617,0.1932039111852646,0.2711573839187622,1.0,0.5626955032348633,0.2778247892856598,0.15760008990764618
and,0.3740963041782379,0.42353692650794983,0.16180872917175293,0.21895244717597961,0.4713204801082611,0.23427622020244598,0.5477725267410278,0.29040172696113586,0.22526025772094727,0.2652006149291992,0.22559447586536407,0.20544172823429108
stored,0.14786455035209656,0.33391061425209045,0.23085729777812958,0.35780224204063416,0.33913570642471313,0.33607223629951477,0.21134589612483978,0.13472145795822144,0.16429871320724487,0.11734507977962494,0.39106670022010803,0.18399180471897125
on,0.3909217119216919,0.4193967580795288,0.29166173934936523,0.19669891893863678,0.2897229492664337,0.1962815523147583,0.40749499201774597,0.24591919779777527,0.2845228910446167,0.23779264092445374,0.22424934804439545,0.2714994251728058
magnetic,0.11274728924036026,0.2705516219139099,0.24751006066799164,0.27866077423095703,0.27171701192855835,0.2809167504310608,0.12970861792564392,0.06190592795610428,0.13735385239124298,0.14693835377693176,0.30477094650268555,0.10858146101236343
telemetry,0.18053267896175385,0.2521446645259857,0.23702338337898254,0.2893666625022888,0.18208980560302734,0.2614210247993469,0.19826795160770416,0.1546088457107544,0.3342183530330658,0.32270893454551697,0.2989785075187683,0.25127166509628296
tapes,0.16740727424621582,0.1999226063489914,0.4438135623931885,0.2834799587726593,0.20660151541233063,0.28597623109817505,0.23499223589897156,0.20975401997566223,0.32000967860221863,0.24798522889614105,0.4082046151161194,0.17198848724365234
.,0.40146201848983765,0.500583827495575,0.1540393829345703,0.22532975673675537,0.36683785915374756,0.23293404281139374,0.4446153938770294,0.32964062690734863,0.2280997633934021,0.27196308970451355,0.23290812969207764,0.4130953550338745
