,what,was,the,chinese,name,for,the,central,secretariat,?
affairs,0.15737071633338928,0.22749462723731995,0.22447159886360168,0.13682281970977783,0.1070389375090599,0.21798191964626312,0.22447159886360168,0.178047776222229,0.5331644415855408,0.11928717792034149
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.22324293851852417,0.2706909477710724,0.3357032239437103,0.33289089798927307,0.2010512501001358,0.1984415203332901,0.40561532974243164
or,0.33867141604423523,0.2330796718597412,0.4174870550632477,0.285908579826355,0.19621294736862183,0.4111599624156952,0.4174870550632477,0.17267680168151855,0.22344015538692474,0.32389625906944275
xuanzheng,0.23771709203720093,0.2660960257053375,0.2646876275539398,0.6512194275856018,0.21423865854740143,0.21063467860221863,0.2646876275539398,0.21977141499519348,0.24063082039356232,0.24503181874752045
yuan,0.13503028452396393,0.19482262432575226,0.2548272907733917,0.5665212273597717,0.06442316621541977,0.12319284677505493,0.2548272907733917,0.16617019474506378,0.20263373851776123,0.12871281802654266
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.24107980728149414,0.2638341188430786,0.3639558255672455,0.3456730246543884,0.19551944732666016,0.2023649960756302,0.42300865054130554
held,0.0974166989326477,0.30231067538261414,0.32185450196266174,0.15637415647506714,0.0743686631321907,0.2495253086090088,0.32185450196266174,0.15937039256095886,0.24398253858089447,0.14103956520557404
administrative,0.2697139382362366,0.17269738018512726,0.25410786271095276,0.10297989845275879,0.14672216773033142,0.21193471550941467,0.25410786271095276,0.28531965613365173,0.3521052896976471,0.15912041068077087
rule,0.30539435148239136,0.19895824790000916,0.29894936084747314,0.14630265533924103,0.17993301153182983,0.19033655524253845,0.29894936084747314,0.03152582421898842,0.17954127490520477,0.1955260932445526
over,0.28007611632347107,0.24486446380615234,0.39856547117233276,0.19618132710456848,0.1520776003599167,0.3419422209262848,0.39856547117233276,0.2639354467391968,0.18283283710479736,0.25742942094802856
the,0.42745697498321533,0.48711544275283813,1.0,0.2785343527793884,0.3171212375164032,0.4739971458911896,1.0,0.3417201042175293,0.29265260696411133,0.22068053483963013
whole,0.38441845774650574,0.22826434671878815,0.4517841339111328,0.1728324145078659,0.12033084779977798,0.276226282119751,0.4517841339111328,0.27735430002212524,0.19693663716316223,0.21052291989326477
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24275560677051544,0.24075818061828613,0.4185989499092102,0.733189046382904,0.3415789008140564,0.2976089119911194,0.1826142966747284
modern-day,0.3245202898979187,0.3210471272468567,0.3206247389316559,0.19353137910366058,0.15202084183692932,0.2578970491886139,0.3206247389316559,0.19775381684303284,0.25942203402519226,0.2257315069437027
tibet,0.16768904030323029,0.1067204475402832,0.23859025537967682,0.44241082668304443,0.0833345279097557,0.12388303130865097,0.23859025537967682,0.25338640809059143,0.2276919186115265,0.17537984251976013
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.25892454385757446,0.21235932409763336,0.5064792633056641,0.5171257257461548,0.2465941160917282,0.22919902205467224,0.20544172823429108
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.23124997317790985,0.26421117782592773,0.44038116931915283,0.5829201340675354,0.26925721764564514,0.22453421354293823,0.23916715383529663
part,0.3476244807243347,0.3407018780708313,0.527681291103363,0.10866256803274155,0.239738330245018,0.250704288482666,0.527681291103363,0.3872494101524353,0.2563398778438568,0.08557961881160736
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24275560677051544,0.24075818061828613,0.4185989499092102,0.733189046382904,0.3415789008140564,0.2976089119911194,0.1826142966747284
sichuan,0.16707143187522888,0.1795976310968399,0.2397954910993576,0.5902820229530334,0.10075587034225464,0.14284104108810425,0.2397954910993576,0.26241081953048706,0.15995311737060547,0.12777219712734222
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2697280943393707,0.28145334124565125,0.4464869201183319,0.4933079481124878,0.2587154507637024,0.21162110567092896,0.31091248989105225
qinghai,0.14458763599395752,0.23994594812393188,0.3059384524822235,0.534227728843689,0.08569024503231049,0.1709931343793869,0.3059384524822235,0.32425427436828613,0.2885369658470154,0.20057429373264313
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.25892454385757446,0.21235932409763336,0.5064792633056641,0.5171257257461548,0.2465941160917282,0.22919902205467224,0.20544172823429108
kashmir,0.2208980917930603,0.17328153550624847,0.2859722673892975,0.2657122015953064,0.14742429554462433,0.16939984261989594,0.2859722673892975,0.22828508913516998,0.25900378823280334,0.06440603733062744
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.25441038608551025,0.24737101793289185,0.4726039469242096,0.5934505462646484,0.3193301260471344,0.25253239274024963,0.4130953550338745
