,according,to,reduction,",",if,x,and,y,can,be,solved,by,the,same,algorithm,then,x,performs,what,function,in,relationship,to,y,?
using,0.218962162733078,0.3678804934024811,0.2717548608779907,0.27050045132637024,0.42359769344329834,0.22527708113193512,0.33157408237457275,0.14280611276626587,0.5030062794685364,0.4113650619983673,0.30259719491004944,0.349493145942688,0.28364112973213196,0.3092328608036041,0.26944661140441895,0.3125763237476349,0.22527708113193512,0.20848938822746277,0.27984681725502014,0.23838572204113007,0.2717311978340149,0.1815837174654007,0.3678804934024811,0.14280611276626587,0.2804589569568634
an,0.16550497710704803,0.3138085603713989,0.2275005280971527,0.3581022024154663,0.26347705721855164,0.20501652359962463,0.2838519215583801,0.14772340655326843,0.23671309649944305,0.33041056990623474,0.1653059720993042,0.2719563841819763,0.4207492768764496,0.2785528004169464,0.14905822277069092,0.18823587894439697,0.20501652359962463,0.28556305170059204,0.2821882665157318,0.15086998045444489,0.2605783939361572,0.16991819441318512,0.3138085603713989,0.14772340655326843,0.19793890416622162
algorithm,0.12112503498792648,0.20727625489234924,0.2635457515716553,0.19359813630580902,0.32577699422836304,0.21643932163715363,0.06731905043125153,0.19834791123867035,0.29358604550361633,0.2830074727535248,0.36193591356277466,0.14533276855945587,0.15884782373905182,0.24305599927902222,1.0,0.20699001848697662,0.21643932163715363,0.20067669451236725,0.2700590193271637,0.338969349861145,0.1526014357805252,0.20486922562122345,0.20727625489234924,0.19834791123867035,0.21180397272109985
for,0.1956551969051361,0.4451248347759247,0.2523634135723114,0.4464869201183319,0.3609124422073364,0.18337465822696686,0.5064792633056641,0.13851650059223175,0.35690054297447205,0.3801851272583008,0.18016043305397034,0.3248702883720398,0.4739971458911896,0.31941699981689453,0.22014065086841583,0.3392637073993683,0.18337465822696686,0.27192601561546326,0.3017193675041199,0.22728246450424194,0.4322226941585541,0.1835637241601944,0.4451248347759247,0.13851650059223175,0.264628142118454
y,0.05745386332273483,0.20773886144161224,0.10819388180971146,0.22943292558193207,0.21151725947856903,0.4701380729675293,0.1590278595685959,0.9999998807907104,0.15719540417194366,0.1817682832479477,0.19524481892585754,0.08655878901481628,0.1503237932920456,0.21819284558296204,0.19834791123867035,0.22925446927547455,0.4701380729675293,0.0750676691532135,0.1446227878332138,0.25959262251853943,0.14807109534740448,0.1259523630142212,0.20773886144161224,0.9999998807907104,0.2510884404182434
",",0.3107093870639801,0.44245919585227966,0.20516319572925568,1.0000001192092896,0.257730096578598,0.2696380019187927,0.6633074283599854,0.22943292558193207,0.3139454126358032,0.39254459738731384,0.25483599305152893,0.3680937886238098,0.4933079481124878,0.3207721710205078,0.19359813630580902,0.36768391728401184,0.2696380019187927,0.25913795828819275,0.3087472915649414,0.18487244844436646,0.5201468467712402,0.23936419188976288,0.44245919585227966,0.22943292558193207,0.31091248989105225
x,0.06935568898916245,0.21431612968444824,0.20341621339321136,0.2696380019187927,0.2319261133670807,0.9999999403953552,0.21577593684196472,0.4701380729675293,0.22120405733585358,0.22865693271160126,0.20542564988136292,0.14551936089992523,0.20980626344680786,0.21453455090522766,0.21643932163715363,0.25714871287345886,0.9999999403953552,0.15185071527957916,0.13783220946788788,0.2780509889125824,0.16749148070812225,0.1368633210659027,0.21431612968444824,0.4701380729675293,0.23304535448551178
is,0.2838992476463318,0.42745086550712585,0.2509012222290039,0.4691906273365021,0.30927813053131104,0.1738782823085785,0.3859752118587494,0.15005770325660706,0.44256699085235596,0.4819129705429077,0.16888999938964844,0.3899846076965332,0.5823672413825989,0.31152886152267456,0.24848374724388123,0.24618037045001984,0.1738782823085785,0.27495327591896057,0.28837618231773376,0.17586156725883484,0.5394441485404968,0.22806847095489502,0.42745086550712585,0.15005770325660706,0.22961433231830597
no,0.18292589485645294,0.30015695095062256,0.1974208801984787,0.29972612857818604,0.41504931449890137,0.15898497402668,0.25880882143974304,0.1706223487854004,0.2225070297718048,0.4173688292503357,0.26933446526527405,0.15267254412174225,0.3461136817932129,0.2655576169490814,0.16607441008090973,0.2526523470878601,0.15898497402668,0.13488700985908508,0.339326947927475,0.2121964544057846,0.24372287094593048,0.15665486454963684,0.30015695095062256,0.1706223487854004,0.32165053486824036
more,0.22043061256408691,0.47084665298461914,0.27991193532943726,0.3696524500846863,0.3938486874103546,0.17921370267868042,0.39880692958831787,0.1092979907989502,0.4044358730316162,0.5445363521575928,0.2395361214876175,0.2627272307872772,0.39758381247520447,0.2824520468711853,0.2135988175868988,0.2772486209869385,0.17921370267868042,0.17427276074886322,0.3484537899494171,0.20834574103355408,0.32563260197639465,0.20367875695228577,0.47084665298461914,0.1092979907989502,0.27894994616508484
difficult,0.2356451451778412,0.4417358338832855,0.28936949372291565,0.24675612151622772,0.3463487923145294,0.11530106514692307,0.28586524724960327,0.019783593714237213,0.44322800636291504,0.374691903591156,0.26589956879615784,0.21304745972156525,0.277450829744339,0.23050202429294586,0.2725038230419159,0.23824281990528107,0.11530106514692307,0.2259707748889923,0.37928828597068787,0.17557089030742645,0.2128705233335495,0.24618065357208252,0.4417358338832855,0.019783593714237213,0.20408590137958527
than,0.21595615148544312,0.3192550539970398,0.2833653688430786,0.3371901512145996,0.387159138917923,0.2102220505475998,0.39361441135406494,0.11008048802614212,0.3532506823539734,0.46516597270965576,0.18946965038776398,0.2015816867351532,0.3227543234825134,0.33586159348487854,0.1826319694519043,0.24344494938850403,0.2102220505475998,0.12872490286827087,0.29388150572776794,0.22723710536956787,0.3270052373409271,0.18747882544994354,0.3192550539970398,0.11008048802614212,0.24917294085025787
y,0.05745386332273483,0.20773886144161224,0.10819388180971146,0.22943292558193207,0.21151725947856903,0.4701380729675293,0.1590278595685959,0.9999998807907104,0.15719540417194366,0.1817682832479477,0.19524481892585754,0.08655878901481628,0.1503237932920456,0.21819284558296204,0.19834791123867035,0.22925446927547455,0.4701380729675293,0.0750676691532135,0.1446227878332138,0.25959262251853943,0.14807109534740448,0.1259523630142212,0.20773886144161224,0.9999998807907104,0.2510884404182434
",",0.3107093870639801,0.44245919585227966,0.20516319572925568,1.0000001192092896,0.257730096578598,0.2696380019187927,0.6633074283599854,0.22943292558193207,0.3139454126358032,0.39254459738731384,0.25483599305152893,0.3680937886238098,0.4933079481124878,0.3207721710205078,0.19359813630580902,0.36768391728401184,0.2696380019187927,0.25913795828819275,0.3087472915649414,0.18487244844436646,0.5201468467712402,0.23936419188976288,0.44245919585227966,0.22943292558193207,0.31091248989105225
and,0.30645591020584106,0.48971283435821533,0.23248422145843506,0.6633074283599854,0.3498523235321045,0.21577593684196472,1.0,0.1590278595685959,0.3675691485404968,0.41766801476478577,0.20209883153438568,0.4289871156215668,0.5171257257461548,0.3205644488334656,0.06731905043125153,0.4372139573097229,0.21577593684196472,0.24521252512931824,0.31309178471565247,0.22180378437042236,0.4954058527946472,0.3086830675601959,0.48971283435821533,0.1590278595685959,0.20544172823429108
we,0.21003206074237823,0.4005183279514313,0.22912371158599854,0.2699093222618103,0.5221020579338074,0.2241344302892685,0.2896674871444702,0.19362913072109222,0.44348785281181335,0.4495842754840851,0.35182005167007446,0.21095210313796997,0.3206169009208679,0.3528391420841217,0.327864408493042,0.393195241689682,0.2241344302892685,0.169638991355896,0.5622460842132568,0.2841028571128845,0.23132319748401642,0.22207358479499817,0.4005183279514313,0.19362913072109222,0.535264790058136
say,0.4232216477394104,0.38071900606155396,0.19031381607055664,0.35129812359809875,0.46269670128822327,0.19536036252975464,0.3314565122127533,0.19651968777179718,0.36452728509902954,0.4455845355987549,0.222569540143013,0.21690572798252106,0.3200206458568573,0.37754026055336,0.18656153976917267,0.2859937846660614,0.19536036252975464,0.1526212841272354,0.5386801958084106,0.1706765741109848,0.26482993364334106,0.22326922416687012,0.38071900606155396,0.19651968777179718,0.4357808530330658
that,0.29146862030029297,0.5436353087425232,0.2762419581413269,0.4137537479400635,0.5634250640869141,0.2282639741897583,0.4731321930885315,0.1836707890033722,0.4522190988063812,0.6036020517349243,0.32926955819129944,0.37496164441108704,0.5473989248275757,0.47339269518852234,0.24969768524169922,0.455153226852417,0.2282639741897583,0.17427554726600647,0.6297725439071655,0.2751213610172272,0.435920387506485,0.33911964297294617,0.5436353087425232,0.1836707890033722,0.32716336846351624
x,0.06935568898916245,0.21431612968444824,0.20341621339321136,0.2696380019187927,0.2319261133670807,0.9999999403953552,0.21577593684196472,0.4701380729675293,0.22120405733585358,0.22865693271160126,0.20542564988136292,0.14551936089992523,0.20980626344680786,0.21453455090522766,0.21643932163715363,0.25714871287345886,0.9999999403953552,0.15185071527957916,0.13783220946788788,0.2780509889125824,0.16749148070812225,0.1368633210659027,0.21431612968444824,0.4701380729675293,0.23304535448551178
reduces,0.19193458557128906,0.28110599517822266,0.654949963092804,0.190145343542099,0.31529733538627625,0.17834588885307312,0.2700943052768707,0.08988071233034134,0.4061768651008606,0.2910451591014862,0.19433601200580597,0.1755691021680832,0.29580312967300415,0.23982736468315125,0.22569319605827332,0.16764898598194122,0.17834588885307312,0.13174068927764893,0.13156245648860931,0.33023035526275635,0.2139897495508194,0.16318434476852417,0.28110599517822266,0.08988071233034134,0.09830642491579056
to,0.28520727157592773,1.0,0.248092919588089,0.44245919585227966,0.4559597074985504,0.21431612968444824,0.48971283435821533,0.20773886144161224,0.4979398250579834,0.4972836375236511,0.1576203852891922,0.33534231781959534,0.535392165184021,0.3205692768096924,0.20727625489234924,0.5203860402107239,0.21431612968444824,0.23709747195243835,0.455847829580307,0.2079751342535019,0.45010748505592346,0.25194117426872253,1.0,0.20773886144161224,0.29463258385658264
y,0.05745386332273483,0.20773886144161224,0.10819388180971146,0.22943292558193207,0.21151725947856903,0.4701380729675293,0.1590278595685959,0.9999998807907104,0.15719540417194366,0.1817682832479477,0.19524481892585754,0.08655878901481628,0.1503237932920456,0.21819284558296204,0.19834791123867035,0.22925446927547455,0.4701380729675293,0.0750676691532135,0.1446227878332138,0.25959262251853943,0.14807109534740448,0.1259523630142212,0.20773886144161224,0.9999998807907104,0.2510884404182434
.,0.29052162170410156,0.4645031690597534,0.23716990649700165,0.6812511086463928,0.421799898147583,0.27645573019981384,0.588965117931366,0.24694207310676575,0.35783761739730835,0.4383580684661865,0.23306991159915924,0.3936232924461365,0.5934505462646484,0.3682591915130615,0.15753796696662903,0.4572431147098541,0.27645573019981384,0.18979604542255402,0.3567904531955719,0.253307044506073,0.5591574311256409,0.22535671293735504,0.4645031690597534,0.24694207310676575,0.4130953550338745
