,what,is,the,seldom,used,force,unit,equal,to,one,thousand,newtons,?
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23801246285438538,0.3120402991771698,0.22091743350028992,0.22452907264232635,0.2120320051908493,0.44245919585227966,0.3696635365486145,0.2690547704696655,0.28834429383277893,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.3308003842830658,0.3150506615638733,0.24372100830078125,0.19952000677585602,0.26747193932533264,0.48971283435821533,0.42438167333602905,0.2791053056716919,0.2688082754611969,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.2849511206150055,0.3718377649784088,0.2800885736942291,0.24230392277240753,0.21154357492923737,0.535392165184021,0.5514441132545471,0.25864744186401367,0.24954970180988312,0.22068053483963013
kip,0.1385980248451233,0.1634218394756317,0.1809663474559784,0.17687740921974182,0.17845967411994934,0.1696903109550476,0.07581166177988052,0.12373959273099899,0.13532978296279907,0.15760095417499542,0.13472768664360046,0.11669830977916718,0.1946587860584259
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23801246285438538,0.3120402991771698,0.22091743350028992,0.22452907264232635,0.2120320051908493,0.44245919585227966,0.3696635365486145,0.2690547704696655,0.28834429383277893,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.3776809573173523,0.414506196975708,0.22571609914302826,0.2437334656715393,0.26968082785606384,0.5345056653022766,0.510688066482544,0.2658918499946594,0.28812095522880554,0.25814583897590637
is,0.28837618231773376,1.0,0.5823672413825989,0.21450664103031158,0.3288823366165161,0.22036980092525482,0.1913307011127472,0.20287640392780304,0.42745086550712585,0.4544198513031006,0.1768493354320526,0.2736393213272095,0.22961433231830597
equivalent,0.1903919279575348,0.31158339977264404,0.25884127616882324,0.19995373487472534,0.32193461060523987,0.2235725373029709,0.29942455887794495,0.4044036865234375,0.2572562098503113,0.3352090120315552,0.32957807183265686,0.3850080370903015,0.19755122065544128
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.3013942539691925,0.40058770775794983,0.24496492743492126,0.19828897714614868,0.28325995802879333,1.0,0.4025384783744812,0.2559698224067688,0.27659696340560913,0.29463258385658264
1000,0.1520967036485672,0.07894288003444672,0.17211811244487762,0.1688094288110733,0.1104561910033226,0.06897513568401337,-0.015775319188833237,0.09155474603176117,0.15657290816307068,0.10559471696615219,0.1134229302406311,0.0912485122680664,0.13314302265644073
lbf,0.19555744528770447,0.25647035241127014,0.22945675253868103,0.23265482485294342,0.3213808238506317,0.3822190463542938,0.43609049916267395,0.399812787771225,0.2429865449666977,0.2779655456542969,0.2354443371295929,0.5160940885543823,0.25105881690979004
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2292267084121704,0.33111312985420227,0.2783275842666626,0.2251177579164505,0.25790271162986755,0.4645031690597534,0.4123194217681885,0.2243419587612152,0.25207266211509705,0.4130953550338745
