,what,did,tesla,claim,to,perfect,while,at,the,exchange,?
and,0.31309178471565247,0.34479495882987976,0.19560420513153076,0.22851447761058807,0.48971283435821533,0.24410279095172882,0.45699796080589294,0.3571503460407257,0.5171257257461548,0.23130671679973602,0.20544172823429108
claimed,0.2667301297187805,0.34913167357444763,0.09713935106992722,0.686729907989502,0.2575981914997101,0.11877405643463135,0.23583979904651642,0.20993585884571075,0.2761930227279663,0.18791818618774414,0.2083493024110794
to,0.455847829580307,0.4452643394470215,0.17548894882202148,0.324158638715744,1.0,0.16786597669124603,0.43899232149124146,0.36524343490600586,0.535392165184021,0.20507046580314636,0.29463258385658264
have,0.39808809757232666,0.3783526122570038,0.12181562930345535,0.3330055773258209,0.4544740617275238,0.2977578639984131,0.3577405512332916,0.29004791378974915,0.40389683842658997,0.1672881841659546,0.32991164922714233
perfected,0.2386176586151123,0.25379645824432373,0.15795280039310455,0.18550986051559448,0.19740459322929382,0.8050791025161743,0.3219476342201233,0.2451043426990509,0.26233235001564026,0.13242968916893005,0.16060343384742737
a,0.3320399522781372,0.2552328109741211,0.2211925983428955,0.19074557721614838,0.45503583550453186,0.26281291246414185,0.3733035624027252,0.3095070421695709,0.5829201340675354,0.14749813079833984,0.23916715383529663
telephone,0.16968877613544464,0.15489530563354492,0.2969077527523041,0.1610792726278305,0.21706709265708923,0.1592942178249359,0.19701743125915527,0.15921905636787415,0.22550040483474731,0.2805635333061218,0.13201479613780975
repeater,0.24268965423107147,0.17268705368041992,0.16212265193462372,0.19594621658325195,0.2732269763946533,0.19473709166049957,0.2786406874656677,0.1787509024143219,0.2717674970626831,0.11254702508449554,0.16661866009235382
or,0.33867141604423523,0.28211739659309387,0.1529218554496765,0.27037349343299866,0.38921234011650085,0.2171308696269989,0.3737879693508148,0.21026140451431274,0.4174870550632477,0.1295548975467682,0.32389625906944275
amplifier,0.22088147699832916,0.10588172823190689,0.3831250071525574,0.12433051317930222,0.2500898241996765,0.23183587193489075,0.16112157702445984,0.08915971219539642,0.19245751202106476,0.19034594297409058,0.12569008767604828
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.2664267122745514,0.44245919585227966,0.2037888914346695,0.38232675194740295,0.38314947485923767,0.4933079481124878,0.2447657436132431,0.31091248989105225
which,0.5261979103088379,0.2750149369239807,0.2203940600156784,0.2379729151725769,0.5345056653022766,0.27090805768966675,0.38669952750205994,0.3286694884300232,0.6521818041801453,0.18720823526382446,0.25814583897590637
was,0.22111038863658905,0.41399896144866943,0.16455206274986267,0.15881295502185822,0.3636345863342285,0.13582894206047058,0.3253832161426544,0.36707764863967896,0.48711544275283813,0.15612690150737762,0.18412111699581146
never,0.42662814259529114,0.4329567551612854,0.09116636961698532,0.30112454295158386,0.386821448802948,0.28383690118789673,0.36365652084350586,0.25275537371635437,0.31617826223373413,0.06442680209875107,0.24137508869171143
patented,0.1101711094379425,0.17659124732017517,0.35220110416412354,0.21635037660598755,0.17664222419261932,0.19543756544589996,0.10916241258382797,0.131089985370636,0.13766011595726013,0.17450769245624542,0.08803384751081467
nor,0.33353856205940247,0.3459411859512329,0.09493263065814972,0.3021702766418457,0.29058706760406494,0.2875586450099945,0.2836345136165619,0.1606459617614746,0.26533758640289307,0.13244183361530304,0.2602383494377136
publicly,0.2473599910736084,0.2797805666923523,0.1423075646162033,0.3233742117881775,0.29973188042640686,0.13208256661891937,0.26584702730178833,0.15733909606933594,0.2108452022075653,0.3076212406158447,0.24073180556297302
described,0.22590412199497223,0.23657096922397614,0.06866312026977539,0.22457408905029297,0.16602091491222382,0.29086726903915405,0.20450618863105774,0.1767263114452362,0.2878154516220093,0.13191069662570953,0.1374269425868988
.,0.3567904531955719,0.35288307070732117,0.17949827015399933,0.24773532152175903,0.4645031690597534,0.21378976106643677,0.38690751791000366,0.4549728035926819,0.5934505462646484,0.14290252327919006,0.4130953550338745
