,in,the,united,states,the,umc,ranks,as,the,largest,what,?
southern,0.3190481662750244,0.3282862603664398,0.2923206686973572,0.29004350304603577,0.3282862603664398,0.16727468371391296,0.11880705505609512,0.17950406670570374,0.3282862603664398,0.29432255029678345,0.18679563701152802,0.11225555837154388
baptist,0.19495439529418945,0.19322502613067627,0.2292758673429489,0.2285778671503067,0.19322502613067627,0.3109814524650574,0.0889534279704094,0.21228796243667603,0.19322502613067627,0.2062142938375473,0.18676947057247162,0.13512451946735382
convention,0.22991126775741577,0.2588678300380707,0.2669795751571655,0.24713486433029175,0.2588678300380707,0.19421565532684326,0.045869018882513046,0.256980836391449,0.2588678300380707,0.2118183672428131,0.17446810007095337,0.1647067815065384
",",0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.4933079481124878,0.1953766793012619,0.23430244624614716,0.48816442489624023,0.4933079481124878,0.26626327633857727,0.3087472915649414,0.31091248989105225
and,0.4954058527946472,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.5171257257461548,0.21982228755950928,0.2867589294910431,0.49487000703811646,0.5171257257461548,0.24602696299552917,0.31309178471565247,0.20544172823429108
the,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,1.0,0.21262750029563904,0.32440441846847534,0.48381632566452026,1.0,0.3757036626338959,0.42745697498321533,0.22068053483963013
third,0.3309578001499176,0.4229298532009125,0.2602181136608124,0.21343602240085602,0.4229298532009125,0.14011044800281525,0.22597087919712067,0.19291457533836365,0.4229298532009125,0.35246315598487854,0.2033906877040863,0.15394791960716248
largest,0.3017216920852661,0.3757036626338959,0.2719666361808777,0.23322616517543793,0.3757036626338959,0.1262800693511963,0.1820281445980072,0.1819920688867569,0.3757036626338959,0.9999999403953552,0.13463157415390015,0.12401245534420013
christian,0.17218929529190063,0.19930796325206757,0.17728173732757568,0.1591995656490326,0.19930796325206757,0.2972712516784668,0.15913273394107819,0.23712071776390076,0.19930796325206757,0.0650094673037529,0.17849333584308624,0.1508396863937378
denomination,0.19585151970386505,0.26250898838043213,0.22201207280158997,0.2330540269613266,0.26250898838043213,0.3519315719604492,0.25005683302879333,0.23284825682640076,0.26250898838043213,0.2598181366920471,0.24481600522994995,0.2643771171569824
.,0.5591574311256409,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.5934505462646484,0.23154163360595703,0.26467087864875793,0.515582263469696,0.5934505462646484,0.18871670961380005,0.3567904531955719,0.4130953550338745
