,in,which,season,did,the,abc,logo,first,appear,as,an,on-screen,bug,?
the,0.6662389636039734,0.6521818041801453,0.2507155239582062,0.34736719727516174,1.0,0.2068762183189392,0.2806010842323303,0.49448907375335693,0.3581200838088989,0.48381632566452026,0.4207492768764496,0.24245591461658478,0.2229783535003662,0.22068053483963013
1993–94,0.07960353791713715,0.04729049280285835,-0.05693211033940315,0.23912064731121063,0.09470314532518387,0.040387824177742004,-0.04662880301475525,0.06429465115070343,-0.01263645850121975,0.06499523669481277,0.14491330087184906,-0.017604144290089607,0.031847402453422546,0.13614708185195923
season,0.2184021919965744,0.20103639364242554,1.0,0.19368280470371246,0.2507155239582062,0.29887476563453674,0.17979180812835693,0.26634398102760315,0.21177588403224945,0.22911055386066437,0.1245875135064125,0.12910687923431396,0.13888579607009888,0.16793298721313477
",",0.5201468467712402,0.3658004403114319,0.2232367992401123,0.3015086054801941,0.4933079481124878,0.2097204476594925,0.20034073293209076,0.34503069519996643,0.28874364495277405,0.48816442489624023,0.3581022024154663,0.23326165974140167,0.22585873305797577,0.31091248989105225
appearing,0.3466743528842926,0.23491492867469788,0.30989596247673035,0.22759860754013062,0.31202155351638794,0.303236722946167,0.2345273196697235,0.3776516318321228,0.6496643424034119,0.3715691864490509,0.16896353662014008,0.3761751353740692,0.14070092141628265,0.1843143105506897
initially,0.2391221970319748,0.38102278113365173,0.1367405205965042,0.2628418803215027,0.2997018098831177,0.17420388758182526,0.19531089067459106,0.34608641266822815,0.2284606397151947,0.34394073486328125,0.21542659401893616,0.27294594049453735,0.12886932492256165,0.0699334517121315
only,0.42992329597473145,0.5654799342155457,0.23518846929073334,0.4039593040943146,0.5497692227363586,0.1885126382112503,0.2087622731924057,0.44869527220726013,0.4060856103897095,0.41781148314476013,0.28787028789520264,0.35372281074523926,0.20180554687976837,0.2767370045185089
for,0.4322226941585541,0.44095608592033386,0.24490800499916077,0.318512886762619,0.4739971458911896,0.22510288655757904,0.2166183590888977,0.3800288736820221,0.2555735111236572,0.44774648547172546,0.3236706852912903,0.3028116524219513,0.1928420215845108,0.264628142118454
60,0.008437495678663254,0.09554819762706757,-0.03667043149471283,0.009732695296406746,0.04635925963521004,-0.17045719921588898,0.018770450726151466,-0.00787199568003416,-0.022723278030753136,0.024229904636740685,0.06699766963720322,0.028762832283973694,-0.04672753065824509,0.06999651342630386
seconds,0.15088556706905365,0.22549928724765778,0.2445662021636963,0.1697860062122345,0.1997634470462799,0.1798011213541031,0.1410185992717743,0.30911749601364136,0.18896418809890747,0.11847973614931107,0.14226184785366058,0.29056215286254883,0.2216622233390808,0.20335537195205688
at,0.4374977946281433,0.3286694884300232,0.18120098114013672,0.28390252590179443,0.457212895154953,0.12953892350196838,0.165674090385437,0.3138778805732727,0.2076321542263031,0.28092536330223083,0.2446778565645218,0.24930670857429504,0.12484456598758698,0.21978627145290375
the,0.6662389636039734,0.6521818041801453,0.2507155239582062,0.34736719727516174,1.0,0.2068762183189392,0.2806010842323303,0.49448907375335693,0.3581200838088989,0.48381632566452026,0.4207492768764496,0.24245591461658478,0.2229783535003662,0.22068053483963013
beginning,0.3787442147731781,0.3885711133480072,0.2846515476703644,0.28616875410079956,0.49622642993927,0.24296143651008606,0.15070299804210663,0.4832592010498047,0.27327367663383484,0.3335636258125305,0.20273609459400177,0.2353394478559494,0.149885892868042,0.19413669407367706
of,0.5696388483047485,0.5011631846427917,0.1598338931798935,0.2513895630836487,0.733189046382904,0.14607268571853638,0.1528109908103943,0.3536086082458496,0.2246912121772766,0.3886612355709076,0.32280945777893066,0.19092558324337006,0.14175695180892944,0.1826142966747284
an,0.2605783939361572,0.3611921966075897,0.1245875135064125,0.22598257660865784,0.4207492768764496,0.16561369597911835,0.1312703788280487,0.29757723212242126,0.18240880966186523,0.37218472361564636,1.0,0.27015215158462524,0.16142672300338745,0.19793890416622162
act,0.22050046920776367,0.3216746747493744,0.18165725469589233,0.15918971598148346,0.28682878613471985,0.14649154245853424,0.10575276613235474,0.22430361807346344,0.24077032506465912,0.2497578263282776,0.20058928430080414,0.1654130071401596,0.09697236865758896,0.1482519507408142
or,0.3586423695087433,0.5105096101760864,0.07640445232391357,0.28211739659309387,0.4174870550632477,0.10767780989408493,0.12444183975458145,0.23187343776226044,0.3141210079193115,0.4400654137134552,0.3096676766872406,0.29817602038383484,0.18243339657783508,0.32389625906944275
segment,0.1870381087064743,0.3681495785713196,0.24050410091876984,0.12884025275707245,0.2940606474876404,0.31673333048820496,0.16981717944145203,0.19171175360679626,0.2792870104312897,0.2322157323360443,0.1843390166759491,0.2866266369819641,0.21859513223171234,0.1495765596628189
",",0.5201468467712402,0.3658004403114319,0.2232367992401123,0.3015086054801941,0.4933079481124878,0.2097204476594925,0.20034073293209076,0.34503069519996643,0.28874364495277405,0.48816442489624023,0.3581022024154663,0.23326165974140167,0.22585873305797577,0.31091248989105225
before,0.4155850410461426,0.3430410623550415,0.2670373320579529,0.33642593026161194,0.45900648832321167,0.15682047605514526,0.18023128807544708,0.46023231744766235,0.23054498434066772,0.3552539646625519,0.2804223895072937,0.21732033789157867,0.20986951887607574,0.2507109045982361
appearing,0.3466743528842926,0.23491492867469788,0.30989596247673035,0.22759860754013062,0.31202155351638794,0.303236722946167,0.2345273196697235,0.3776516318321228,0.6496643424034119,0.3715691864490509,0.16896353662014008,0.3761751353740692,0.14070092141628265,0.1843143105506897
throughout,0.46596065163612366,0.39025890827178955,0.25280123949050903,0.194510817527771,0.4158564507961273,0.21721048653125763,0.07690395414829254,0.2724248468875885,0.20705074071884155,0.2935595214366913,0.14042221009731293,0.1733919233083725,0.10408296436071396,0.12665234506130219
programs,0.2276356965303421,0.36594220995903015,0.16178523004055023,0.2038959413766861,0.21757709980010986,0.3454950749874115,0.22289645671844482,0.20401053130626678,0.1851038634777069,0.2817786931991577,0.2300964742898941,0.4141835570335388,0.18589702248573303,0.16452431678771973
(,0.3087427020072937,0.2589828372001648,0.1242075115442276,0.18979617953300476,0.33289089798927307,0.183883935213089,0.1609923243522644,0.2450505793094635,0.19830937683582306,0.32029855251312256,0.286407470703125,0.20041614770889282,0.17912018299102783,0.40561532974243164
except,0.22713249921798706,0.32604995369911194,0.18037442862987518,0.2574186623096466,0.31242886185646057,0.08358469605445862,0.17402182519435883,0.23284554481506348,0.3263499438762665,0.2589585483074188,0.10369080305099487,0.16865114867687225,0.17073839902877808,0.16405975818634033
during,0.4627237319946289,0.3590145409107208,0.30325618386268616,0.30679523944854736,0.4838213622570038,0.18870772421360016,0.07960591465234756,0.45377472043037415,0.18418042361736298,0.29671990871429443,0.21076080203056335,0.204807847738266,0.07963018119335175,0.1325719803571701
commercial,0.2615188956260681,0.28039100766181946,0.19004957377910614,0.17984269559383392,0.23051398992538452,0.20757772028446198,0.25465044379234314,0.27400627732276917,0.23565618693828583,0.2411440908908844,0.19474388659000397,0.28926563262939453,0.21162861585617065,0.04216946288943291
breaks,0.1855093091726303,0.33197590708732605,0.1534530520439148,0.17226888239383698,0.27422723174095154,0.10220459848642349,0.07573844492435455,0.1742420494556427,0.1978743076324463,0.19597844779491425,0.20180699229240417,0.151983380317688,0.22355742752552032,0.1638723760843277
),0.3326910734176636,0.2758678197860718,0.14535100758075714,0.18584993481636047,0.3456730246543884,0.18381085991859436,0.15031807124614716,0.27228695154190063,0.17772293090820312,0.32161882519721985,0.2873353958129883,0.21942269802093506,0.18891672790050507,0.42300865054130554
beginning,0.3787442147731781,0.3885711133480072,0.2846515476703644,0.28616875410079956,0.49622642993927,0.24296143651008606,0.15070299804210663,0.4832592010498047,0.27327367663383484,0.3335636258125305,0.20273609459400177,0.2353394478559494,0.149885892868042,0.19413669407367706
in,1.0,0.4840516746044159,0.2184021919965744,0.2593238651752472,0.6662389636039734,0.1697147786617279,0.1848117560148239,0.4127444326877594,0.2517908811569214,0.3887844979763031,0.2605783939361572,0.18040308356285095,0.19665397703647614,0.20430970191955566
the,0.6662389636039734,0.6521818041801453,0.2507155239582062,0.34736719727516174,1.0,0.2068762183189392,0.2806010842323303,0.49448907375335693,0.3581200838088989,0.48381632566452026,0.4207492768764496,0.24245591461658478,0.2229783535003662,0.22068053483963013
1995–96,-0.01295068021863699,-0.07778165489435196,-0.0376037172973156,0.18515411019325256,0.02230633608996868,0.0633656308054924,0.09818213433027267,-0.010861929506063461,-0.04155297949910164,0.11679726094007492,0.05654783919453621,0.030272433534264565,-0.043809689581394196,0.18680338561534882
season,0.2184021919965744,0.20103639364242554,1.0,0.19368280470371246,0.2507155239582062,0.29887476563453674,0.17979180812835693,0.26634398102760315,0.21177588403224945,0.22911055386066437,0.1245875135064125,0.12910687923431396,0.13888579607009888,0.16793298721313477
;,0.092739537358284,-0.01244901679456234,0.05342886224389076,0.10727239400148392,0.09152708947658539,-0.0012340332614257932,0.07858105003833771,0.07760433852672577,0.11690788716077805,0.05586666986346245,-0.0424368716776371,0.03800137713551521,0.008822662755846977,0.10349778085947037
the,0.6662389636039734,0.6521818041801453,0.2507155239582062,0.34736719727516174,1.0,0.2068762183189392,0.2806010842323303,0.49448907375335693,0.3581200838088989,0.48381632566452026,0.4207492768764496,0.24245591461658478,0.2229783535003662,0.22068053483963013
respective,0.2688440978527069,0.3254552483558655,0.13897357881069183,0.29235729575157166,0.3637433648109436,0.117442786693573,0.2658540606498718,0.30184757709503174,0.3387070894241333,0.32889828085899353,0.1555662453174591,0.24546025693416595,0.12611737847328186,0.2512778639793396
iterations,0.21302717924118042,0.37566402554512024,0.1380462944507599,0.1841849982738495,0.33099132776260376,0.1031818613409996,0.2805229723453522,0.22274142503738403,0.3002355396747589,0.267443984746933,0.17517288029193878,0.239151269197464,0.24638916552066803,0.26976051926612854
of,0.5696388483047485,0.5011631846427917,0.1598338931798935,0.2513895630836487,0.733189046382904,0.14607268571853638,0.1528109908103943,0.3536086082458496,0.2246912121772766,0.3886612355709076,0.32280945777893066,0.19092558324337006,0.14175695180892944,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.2507155239582062,0.34736719727516174,1.0,0.2068762183189392,0.2806010842323303,0.49448907375335693,0.3581200838088989,0.48381632566452026,0.4207492768764496,0.24245591461658478,0.2229783535003662,0.22068053483963013
translucent,0.18740835785865784,0.3816642165184021,0.15025337040424347,0.13159064948558807,0.25996485352516174,0.1080612987279892,0.2901512086391449,0.1811644434928894,0.3249185383319855,0.22057496011257172,0.18197284638881683,0.4241478443145752,0.23650404810905457,0.15156331658363342
logo,0.1848117560148239,0.25611594319343567,0.17979180812835693,0.13651727139949799,0.2806010842323303,0.23574566841125488,1.0000001192092896,0.1942633092403412,0.24361225962638855,0.19516409933567047,0.1312703788280487,0.26557233929634094,0.27440088987350464,0.23347119987010956
bug,0.19665397703647614,0.24330776929855347,0.13888579607009888,0.173519104719162,0.2229783535003662,0.17026932537555695,0.27440088987350464,0.15816447138786316,0.19071413576602936,0.1295047104358673,0.16142672300338745,0.29647982120513916,1.0,0.27909624576568604
were,0.3815755248069763,0.2807837128639221,0.20231115818023682,0.4162326455116272,0.3906462490558624,0.09045279771089554,0.09099958837032318,0.3285558819770813,0.26346173882484436,0.3025437891483307,0.08893381804227829,0.15103009343147278,0.05438624322414398,0.17890112102031708
also,0.5073733329772949,0.6566565632820129,0.23262320458889008,0.39334940910339355,0.6021018624305725,0.2030053734779358,0.23630216717720032,0.43768298625946045,0.33279478549957275,0.5774298906326294,0.36835694313049316,0.28383398056030273,0.21405960619449615,0.21848613023757935
incorporated,0.2849850654602051,0.2934405207633972,0.10292119532823563,0.12795422971248627,0.28890469670295715,0.1526198387145996,0.26012760400772095,0.22695006430149078,0.1593269258737564,0.2786473333835602,0.1948239654302597,0.15553714334964752,0.17434817552566528,0.13423967361450195
within,0.40576374530792236,0.43539655208587646,0.11155810952186584,0.15734176337718964,0.39827480912208557,0.07063239067792892,0.11452069878578186,0.20293103158473969,0.2291923463344574,0.2626299560070038,0.180417001247406,0.18527507781982422,0.12607531249523163,0.1870293766260147
program,0.1994907110929489,0.3116832673549652,0.1791892945766449,0.18915289640426636,0.22986935079097748,0.28949791193008423,0.23115241527557373,0.2659492492675781,0.1310838758945465,0.19883424043655396,0.2383636236190796,0.3353613317012787,0.20245136320590973,0.1440187245607376
promotions,0.1997411847114563,0.2093925029039383,0.22722668945789337,0.24347122013568878,0.24518147110939026,0.22880257666110992,0.27573660016059875,0.2620016038417816,0.24768541753292084,0.28257325291633606,0.1193631961941719,0.2104019820690155,0.12533517181873322,0.23684287071228027
until,0.38338494300842285,0.2778668999671936,0.28258734941482544,0.33905428647994995,0.37191009521484375,0.175827294588089,0.16997526586055756,0.3975810110569,0.17647941410541534,0.3237951695919037,0.2086891084909439,0.19371739029884338,0.10406085103750229,0.20304496586322784
the,0.6662389636039734,0.6521818041801453,0.2507155239582062,0.34736719727516174,1.0,0.2068762183189392,0.2806010842323303,0.49448907375335693,0.3581200838088989,0.48381632566452026,0.4207492768764496,0.24245591461658478,0.2229783535003662,0.22068053483963013
2011–12,0.14698152244091034,0.18063481152057648,-0.0344950295984745,0.08369189500808716,0.16413088142871857,0.019805537536740303,-0.002746512182056904,0.06111624836921692,0.029872532933950424,0.1493014395236969,0.10658681392669678,0.10367777198553085,0.032218046486377716,0.10546701401472092
season,0.2184021919965744,0.20103639364242554,1.0,0.19368280470371246,0.2507155239582062,0.29887476563453674,0.17979180812835693,0.26634398102760315,0.21177588403224945,0.22911055386066437,0.1245875135064125,0.12910687923431396,0.13888579607009888,0.16793298721313477
.,0.5591574311256409,0.45942068099975586,0.24674734473228455,0.35288307070732117,0.5934505462646484,0.2567209303379059,0.2531629800796509,0.4345304071903229,0.2815418541431427,0.515582263469696,0.3581749200820923,0.27055996656417847,0.2048974484205246,0.4130953550338745
