,what,kind,of,cell,did,cynaobacteria,enter,long,ago,?
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.25192439556121826,0.3596470057964325,0.2554897665977478,0.20617704093456268,0.23432248830795288,0.21287672221660614,0.27043893933296204
food,0.23540689051151276,0.2242279201745987,0.2602803111076355,0.1746610403060913,0.18677744269371033,0.3586936891078949,0.2428356111049652,0.250161349773407,0.14701561629772186,0.15376032888889313
or,0.33867141604423523,0.4102349579334259,0.3792596757411957,0.2717095911502838,0.28211739659309387,0.35657286643981934,0.2738136947154999,0.2804487943649292,0.20230405032634735,0.32389625906944275
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.25192439556121826,0.3596470057964325,0.2554897665977478,0.20617704093456268,0.23432248830795288,0.21287672221660614,0.27043893933296204
an,0.2821882665157318,0.2510696351528168,0.32280945777893066,0.1520475447177887,0.22598257660865784,0.21375958621501923,0.18427564203739166,0.22368325293064117,0.19418419897556305,0.19793890416622162
internal,0.2065390944480896,0.18872638046741486,0.273920476436615,0.2570814788341522,0.13179753720760345,0.24818502366542816,0.24040253460407257,0.1454101949930191,0.07617878913879395,0.1665428727865219
parasite,0.10727100819349289,0.2468160092830658,0.1924804300069809,0.331133097410202,0.12890373170375824,0.6115099787712097,0.18205638229846954,0.1991681158542633,0.10366235673427582,0.1782570779323578
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.17534321546554565,0.3015086054801941,0.2951468527317047,0.20928232371807098,0.3431144952774048,0.26431804895401,0.31091248989105225
but,0.5029441118240356,0.3482404947280884,0.39942997694015503,0.19171488285064697,0.49033689498901367,0.28716015815734863,0.30215635895729065,0.33308175206184387,0.3124816417694092,0.27921953797340393
managed,0.1400795578956604,0.06129191815853119,0.19627609848976135,0.07403837144374847,0.31631556153297424,0.05535252392292023,0.22170931100845337,0.17032651603221893,0.08109647780656815,0.1315973401069641
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.19730474054813385,0.4452643394470215,0.22713281214237213,0.3060675263404846,0.30218687653541565,0.2610180675983429,0.29463258385658264
escape,0.21352531015872955,0.12212769687175751,0.17960478365421295,0.1679658144712448,0.20764513313770294,0.16508936882019043,0.34493643045425415,0.12883107364177704,0.10252409428358078,0.11586874723434448
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.15822452306747437,0.34736719727516174,0.2527695298194885,0.3499310314655304,0.3075225353240967,0.23063679039478302,0.22068053483963013
phagocytic,0.2480984926223755,0.3052201569080353,0.22393812239170074,0.5378900170326233,0.1611611694097519,0.6673790216445923,0.19047284126281738,0.21758505702018738,0.22653059661388397,0.24065247178077698
vacuole,0.23653627932071686,0.30082759261131287,0.29516348242759705,0.5614805221557617,0.12246885895729065,0.5871539115905762,0.1913636028766632,0.2273014485836029,0.1993744671344757,0.2012493908405304
it,0.45803478360176086,0.2979188859462738,0.38761502504348755,0.11782132834196091,0.2993364930152893,0.2542520761489868,0.20559366047382355,0.34568047523498535,0.3296685814857483,0.25732165575027466
was,0.22111038863658905,0.1604125201702118,0.4069072902202606,0.11768463999032974,0.41399896144866943,0.21517081558704376,0.1587110310792923,0.1968146562576294,0.24615181982517242,0.18412111699581146
contained,0.18997789919376373,0.23956266045570374,0.37918418645858765,0.2563939392566681,0.22769203782081604,0.2744111120700836,0.22693198919296265,0.17396272718906403,0.20099104940891266,0.171995609998703
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.16478286683559418,0.2593238651752472,0.25943535566329956,0.2540470063686371,0.2759332060813904,0.2414315938949585,0.20430970191955566
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.2801848351955414,0.35288307070732117,0.29824382066726685,0.26709118485450745,0.3247973620891571,0.2834824323654175,0.4130953550338745
