,what,is,that,grace,of,god,which,sustains,the,believers,in,the,journey,towards,christian,perfection,?
heart,0.18515849113464355,0.21632468700408936,0.17119134962558746,0.2225356549024582,0.21639685332775116,0.1722990721464157,0.21042637526988983,0.17117872834205627,0.23747070133686066,0.2352665364742279,0.2078341841697693,0.23747070133686066,0.26874855160713196,0.07530339062213898,0.13942131400108337,0.26054447889328003,0.11825142055749893
",",0.3087472915649414,0.4691906273365021,0.4137537479400635,0.2696996033191681,0.4946078956127167,0.24755379557609558,0.3658004403114319,0.25045767426490784,0.4933079481124878,0.2485993355512619,0.5201468467712402,0.4933079481124878,0.18947862088680267,0.2550581693649292,0.23595517873764038,0.23037490248680115,0.31091248989105225
soul,0.23502515256404877,0.1911991834640503,0.2695053815841675,0.31572967767715454,0.1792602837085724,0.3443109095096588,0.22030168771743774,0.13605308532714844,0.2054273635149002,0.31909486651420593,0.1501491367816925,0.2054273635149002,0.2952406406402588,0.1259593963623047,0.2129030078649521,0.2583235204219818,0.2029775083065033
",",0.3087472915649414,0.4691906273365021,0.4137537479400635,0.2696996033191681,0.4946078956127167,0.24755379557609558,0.3658004403114319,0.25045767426490784,0.4933079481124878,0.2485993355512619,0.5201468467712402,0.4933079481124878,0.18947862088680267,0.2550581693649292,0.23595517873764038,0.23037490248680115,0.31091248989105225
mind,0.305233895778656,0.16031856834888458,0.437778502702713,0.24356915056705475,0.17234256863594055,0.24719887971878052,0.1871776133775711,0.17990779876708984,0.16300682723522186,0.2964748740196228,0.19911706447601318,0.16300682723522186,0.14200830459594727,0.1724323183298111,0.15998683869838715,0.2839464545249939,0.22109316289424896
",",0.3087472915649414,0.4691906273365021,0.4137537479400635,0.2696996033191681,0.4946078956127167,0.24755379557609558,0.3658004403114319,0.25045767426490784,0.4933079481124878,0.2485993355512619,0.5201468467712402,0.4933079481124878,0.18947862088680267,0.2550581693649292,0.23595517873764038,0.23037490248680115,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.4731321930885315,0.21748536825180054,0.5116966962814331,0.23257656395435333,0.506277859210968,0.32012709975242615,0.5171257257461548,0.30080944299697876,0.4954058527946472,0.5171257257461548,0.28162792325019836,0.32443711161613464,0.210403174161911,0.28258058428764343,0.20544172823429108
strength,0.23972263932228088,0.17222268879413605,0.28473690152168274,0.28405699133872986,0.2074614018201828,0.2510015368461609,0.2643732726573944,0.37173134088516235,0.22000056505203247,0.2203354835510254,0.19223929941654205,0.22000056505203247,0.19890651106834412,0.26472508907318115,0.1070779338479042,0.2657082676887512,0.09558156877756119
",",0.3087472915649414,0.4691906273365021,0.4137537479400635,0.2696996033191681,0.4946078956127167,0.24755379557609558,0.3658004403114319,0.25045767426490784,0.4933079481124878,0.2485993355512619,0.5201468467712402,0.4933079481124878,0.18947862088680267,0.2550581693649292,0.23595517873764038,0.23037490248680115,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.4731321930885315,0.21748536825180054,0.5116966962814331,0.23257656395435333,0.506277859210968,0.32012709975242615,0.5171257257461548,0.30080944299697876,0.4954058527946472,0.5171257257461548,0.28162792325019836,0.32443711161613464,0.210403174161911,0.28258058428764343,0.20544172823429108
a,0.3320399522781372,0.658733606338501,0.47537946701049805,0.2073177546262741,0.5052502155303955,0.18792781233787537,0.56894451379776,0.29036128520965576,0.5829201340675354,0.25312989950180054,0.539380669593811,0.5829201340675354,0.1638973504304886,0.2078181505203247,0.1843954622745514,0.28832826018333435,0.23916715383529663
genuine,0.32851019501686096,0.2102500945329666,0.44582730531692505,0.17094683647155762,0.24213914573192596,0.28100061416625977,0.33947357535362244,0.18267281353473663,0.2630370259284973,0.2952256202697754,0.221604585647583,0.2630370259284973,0.18637287616729736,0.20290808379650116,0.21974453330039978,0.3167678117752075,0.2639915645122528
love,0.2620820701122284,0.12761151790618896,0.24653686583042145,0.35169315338134766,0.15893672406673431,0.36246347427368164,0.21517449617385864,0.23736517131328583,0.19631516933441162,0.2531166970729828,0.2026566118001938,0.19631516933441162,0.2800315320491791,0.11566536128520966,0.17766399681568146,0.33575478196144104,0.24261747300624847
of,0.33290785551071167,0.4854315221309662,0.41498205065727234,0.2101200968027115,1.0,0.2159487009048462,0.5011631846427917,0.22190773487091064,0.733189046382904,0.3132140040397644,0.5696388483047485,0.733189046382904,0.19444577395915985,0.26409703493118286,0.23494116961956024,0.23496948182582855,0.1826142966747284
our,0.3871900141239166,0.21384528279304504,0.3767656981945038,0.1830895096063614,0.28844836354255676,0.2790161371231079,0.2903716266155243,0.3091897666454315,0.34956011176109314,0.3010192811489105,0.17172041535377502,0.34956011176109314,0.14834749698638916,0.24469193816184998,0.15472054481506348,0.23358748853206635,0.2894428074359894
neighbors,0.21172936260700226,0.18150940537452698,0.2219015210866928,0.129508838057518,0.15291766822338104,0.1684531718492508,0.19332978129386902,0.13947942852973938,0.19269266724586487,0.2865831255912781,0.2135869413614273,0.19269266724586487,0.17491374909877777,0.2235814779996872,0.14405591785907745,0.1885339468717575,0.051071129739284515
as,0.31749409437179565,0.43216490745544434,0.4735107421875,0.17881780862808228,0.3886612355709076,0.20248441398143768,0.41006597876548767,0.21229702234268188,0.48381632566452026,0.22129228711128235,0.3887844979763031,0.48381632566452026,0.16659961640834808,0.2836703062057495,0.23712071776390076,0.20971761643886566,0.27043893933296204
ourselves,0.4149954319000244,0.15238800644874573,0.32885077595710754,0.1540919989347458,0.1767258197069168,0.31839242577552795,0.2319435179233551,0.2443854808807373,0.21517565846443176,0.33701378107070923,0.09104133397340775,0.21517565846443176,0.22951868176460266,0.20845408737659454,0.15666593611240387,0.24236609041690826,0.3727979063987732
.,0.3567904531955719,0.4569662809371948,0.4460422694683075,0.22931961715221405,0.5352458953857422,0.2337683141231537,0.45942068099975586,0.19629085063934326,0.5934505462646484,0.23031313717365265,0.5591574311256409,0.5934505462646484,0.1895405799150467,0.24058549106121063,0.2474701702594757,0.20545408129692078,0.4130953550338745
