,when,was,the,military-political,complex,reflected,upon,within,the,scope,of,understanding,imperialism,?
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.22038386762142181,0.19742736220359802,0.2599312365055084,0.3876325786113739,0.2702226936817169,0.5107308030128479,0.2507413625717163,0.3966929316520691,0.20821434259414673,0.09501302242279053,0.2714994251728058
europe,0.18744638562202454,0.2931758761405945,0.34463706612586975,0.2789883315563202,0.082707479596138,0.154671773314476,0.1249113529920578,0.18136706948280334,0.34463706612586975,0.1658385545015335,0.29299741983413696,0.19947554171085358,0.3225352466106415,0.18278923630714417
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.30537691712379456,0.2636418044567108,0.22107748687267303,0.27234330773353577,0.2513136863708496,0.4933079481124878,0.2220296561717987,0.4946078956127167,0.2624114453792572,0.2420617640018463,0.31091248989105225
as,0.4437963366508484,0.3677520453929901,0.48381632566452026,0.24854877591133118,0.20222511887550354,0.2227185070514679,0.19482944905757904,0.2626299560070038,0.48381632566452026,0.1898433268070221,0.3886612355709076,0.3173309564590454,0.2192956656217575,0.27043893933296204
well,0.33199459314346313,0.3130364418029785,0.42630070447921753,0.25280579924583435,0.3435693681240082,0.22724966704845428,0.18496930599212646,0.2628636956214905,0.42630070447921753,0.26538151502609253,0.3343164324760437,0.38238242268562317,0.2120748907327652,0.24815571308135986
as,0.4437963366508484,0.3677520453929901,0.48381632566452026,0.24854877591133118,0.20222511887550354,0.2227185070514679,0.19482944905757904,0.2626299560070038,0.48381632566452026,0.1898433268070221,0.3886612355709076,0.3173309564590454,0.2192956656217575,0.27043893933296204
contributed,0.16785307228565216,0.301775723695755,0.2633678913116455,0.2352638840675354,0.21847768127918243,0.38056376576423645,0.1410113424062729,0.21082259714603424,0.2633678913116455,0.18499165773391724,0.29837220907211304,0.4031069278717041,0.22343717515468597,0.21200142800807953
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.2197287529706955,0.2934706509113312,0.23165373504161835,0.2616317570209503,0.34980177879333496,0.535392165184021,0.2205829918384552,0.41548454761505127,0.3789423108100891,0.21685542166233063,0.29463258385658264
reflections,0.19500809907913208,0.15722103416919708,0.25796404480934143,0.24022267758846283,0.2603447735309601,0.8031328320503235,0.23978357017040253,0.20278491079807281,0.25796404480934143,0.17201237380504608,0.2645363211631775,0.3878574073314667,0.3164752423763275,0.14566797018051147
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.22038386762142181,0.19742736220359802,0.2599312365055084,0.3876325786113739,0.2702226936817169,0.5107308030128479,0.2507413625717163,0.3966929316520691,0.20821434259414673,0.09501302242279053,0.2714994251728058
the,0.5091903209686279,0.48711544275283813,1.0,0.24605801701545715,0.25326284766197205,0.3111802637577057,0.28184252977371216,0.39827480912208557,1.0,0.19500651955604553,0.733189046382904,0.3089916408061981,0.2716025412082672,0.22068053483963013
rise,0.15769775211811066,0.1483619064092636,0.3404741883277893,0.17727990448474884,0.19883161783218384,0.23389874398708344,0.19865022599697113,0.1585804969072342,0.3404741883277893,0.12219516187906265,0.2733727991580963,0.24789847433567047,0.24328505992889404,0.10799103230237961
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.3249916732311249,0.24271073937416077,0.2816413640975952,0.3224298357963562,0.39594778418540955,0.733189046382904,0.14044347405433655,1.0,0.31433331966400146,0.29240643978118896,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.24605801701545715,0.25326284766197205,0.3111802637577057,0.28184252977371216,0.39827480912208557,1.0,0.19500651955604553,0.733189046382904,0.3089916408061981,0.2716025412082672,0.22068053483963013
military-political,0.18827244639396667,0.27493634819984436,0.24605801701545715,1.0000001192092896,0.19903473556041718,0.22133946418762207,0.1424180269241333,0.2557062804698944,0.24605801701545715,0.2519057095050812,0.3249916732311249,0.26710858941078186,0.45392248034477234,0.2186080664396286
complex,0.19313043355941772,0.15738925337791443,0.25326284766197205,0.19903473556041718,0.9999998807907104,0.22768886387348175,0.07633576542139053,0.29315242171287537,0.25326284766197205,0.2194540649652481,0.24271073937416077,0.3461610674858093,0.10853773355484009,0.17752902209758759
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.2688996195793152,0.26918336749076843,0.24084343016147614,0.20347267389297485,0.40576374530792236,0.6662389636039734,0.12903113663196564,0.5696388483047485,0.23784463107585907,0.2081184834241867,0.20430970191955566
the,0.5091903209686279,0.48711544275283813,1.0,0.24605801701545715,0.25326284766197205,0.3111802637577057,0.28184252977371216,0.39827480912208557,1.0,0.19500651955604553,0.733189046382904,0.3089916408061981,0.2716025412082672,0.22068053483963013
united,0.2490900456905365,0.31727492809295654,0.34367692470550537,0.29938432574272156,0.13344067335128784,0.11256162822246552,0.19597437977790833,0.24872973561286926,0.34367692470550537,0.18459179997444153,0.3187655806541443,0.10789478570222855,0.21189694106578827,0.17266890406608582
states,0.24639196693897247,0.2847922146320343,0.3463578522205353,0.3101019263267517,0.13562588393688202,0.1043025329709053,0.15030957758426666,0.2406880259513855,0.3463578522205353,0.18542979657649994,0.30884552001953125,0.1397753804922104,0.24396070837974548,0.16272737085819244
from,0.405669629573822,0.31171464920043945,0.40150508284568787,0.22597451508045197,0.16958864033222198,0.22418373823165894,0.22521688044071198,0.31641101837158203,0.40150508284568787,0.15730753540992737,0.4249346852302551,0.23784297704696655,0.16361792385578156,0.19969791173934937
the,0.5091903209686279,0.48711544275283813,1.0,0.24605801701545715,0.25326284766197205,0.3111802637577057,0.28184252977371216,0.39827480912208557,1.0,0.19500651955604553,0.733189046382904,0.3089916408061981,0.2716025412082672,0.22068053483963013
1950s,0.39774516224861145,0.2797155976295471,0.3424292504787445,0.14170117676258087,0.18819217383861542,0.26162898540496826,0.19515468180179596,0.17309626936912537,0.3424292504787445,0.062006525695323944,0.2965795397758484,0.2701858580112457,0.09332431852817535,0.16557677090168
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.27176743745803833,0.2245299518108368,0.2348291277885437,0.18839296698570251,0.2984525263309479,0.5934505462646484,0.18487031757831573,0.5352458953857422,0.2826120853424072,0.22279119491577148,0.4130953550338745
