,on,what,date,did,the,first,railway,trip,in,the,world,occur,?
february,0.35595810413360596,0.1913013905286789,0.20380203425884247,0.25426602363586426,0.26483774185180664,0.27188631892204285,0.14505800604820251,0.20373877882957458,0.2990526556968689,0.26483774185180664,0.18396277725696564,0.06825307011604309,0.29594847559928894
1804,-0.06522782146930695,-0.05124351382255554,-0.02680446021258831,-0.06567509472370148,-0.031808193773031235,-0.15224631130695343,-0.04541214928030968,-0.09566561877727509,-0.04234183579683304,-0.031808193773031235,0.0395176075398922,0.07989414781332016,0.011757442727684975
",",0.49057599902153015,0.3087472915649414,0.2279704213142395,0.3015086054801941,0.4933079481124878,0.34503069519996643,0.21531596779823303,0.23607087135314941,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.28566715121269226,0.31091248989105225
the,0.5107308030128479,0.42745697498321533,0.25333094596862793,0.34736719727516174,1.0,0.49448907375335693,0.2692219316959381,0.2299763560295105,0.6662389636039734,1.0,0.33604270219802856,0.26611819863319397,0.22068053483963013
world,0.22789059579372406,0.21669597923755646,0.11867576837539673,0.1944720596075058,0.33604270219802856,0.31190985441207886,0.15220041573047638,0.22879745066165924,0.3038199245929718,0.33604270219802856,1.0000001192092896,0.18640851974487305,0.17579582333564758
's,0.0026888418942689896,0.02692362666130066,-0.028415024280548096,0.05069678649306297,-0.01540423184633255,-0.014458609744906425,0.04776231199502945,0.09064716845750809,-0.037580832839012146,-0.01540423184633255,0.11877062171697617,-0.011642850004136562,-0.023395681753754616
first,0.3120559751987457,0.28086137771606445,0.2779913544654846,0.33691170811653137,0.49448907375335693,1.0,0.17453445494174957,0.28243494033813477,0.4127444326877594,0.49448907375335693,0.31190985441207886,0.16797398030757904,0.18701928853988647
railway,0.1921648234128952,0.16704553365707397,0.1448681503534317,0.13646093010902405,0.2692219316959381,0.17453445494174957,1.0,0.147661954164505,0.2326211929321289,0.2692219316959381,0.15220041573047638,0.1293022483587265,0.07994066178798676
journey,0.22706623375415802,0.1740729808807373,0.1866353303194046,0.173209547996521,0.24944555759429932,0.27903813123703003,0.18982551991939545,0.5030127763748169,0.1607937216758728,0.24944555759429932,0.2800378203392029,0.1133049950003624,0.06391996890306473
took,0.22459004819393158,0.1316593885421753,0.0813618153333664,0.42470768094062805,0.31657639145851135,0.36460110545158386,0.11819141358137131,0.2730299234390259,0.2818296551704407,0.31657639145851135,0.23690995573997498,0.18956530094146729,0.14109265804290771
place,0.32431602478027344,0.2689766585826874,0.26762399077415466,0.24020224809646606,0.4179787337779999,0.283309668302536,0.14031782746315002,0.20355269312858582,0.38128477334976196,0.4179787337779999,0.2469390332698822,0.2647521495819092,0.2455766350030899
as,0.36047765612602234,0.31749409437179565,0.24707698822021484,0.3596470057964325,0.48381632566452026,0.33842000365257263,0.19128337502479553,0.1372639238834381,0.3887844979763031,0.48381632566452026,0.22848254442214966,0.21296989917755127,0.27043893933296204
trevithick,0.26824334263801575,0.19898971915245056,0.19755405187606812,0.17673523724079132,0.31533631682395935,0.32800382375717163,0.3499394357204437,0.2557852566242218,0.3304753005504608,0.31533631682395935,0.26725339889526367,0.10348684340715408,0.2125524878501892
's,0.0026888418942689896,0.02692362666130066,-0.028415024280548096,0.05069678649306297,-0.01540423184633255,-0.014458609744906425,0.04776231199502945,0.09064716845750809,-0.037580832839012146,-0.01540423184633255,0.11877062171697617,-0.011642850004136562,-0.023395681753754616
unnamed,0.2189694494009018,0.19988253712654114,0.3511037826538086,0.13089357316493988,0.317085862159729,0.28028708696365356,0.09658078104257584,0.20636439323425293,0.24712584912776947,0.317085862159729,0.13680507242679596,0.24276545643806458,0.15394726395606995
steam,0.1939276158809662,0.15672586858272552,0.14747579395771027,0.19902050495147705,0.23105813562870026,0.2210129350423813,0.4340377151966095,0.19086062908172607,0.19852672517299652,0.23105813562870026,0.14963915944099426,0.19261027872562408,0.113324373960495
locomotive,0.1268535554409027,0.13605007529258728,0.13992005586624146,0.07816889882087708,0.22304096817970276,0.16801829636096954,0.562675416469574,0.13217981159687042,0.19649046659469604,0.22304096817970276,0.09237456321716309,0.1224176436662674,0.10199091583490372
hauled,0.2679380774497986,0.15768182277679443,0.10376562178134918,0.25758326053619385,0.25450438261032104,0.2582257091999054,0.4002758264541626,0.3438010513782501,0.2113831788301468,0.25450438261032104,0.20038996636867523,0.09778104722499847,0.20349560678005219
a,0.3848365545272827,0.3320399522781372,0.20166118443012238,0.2552328109741211,0.5829201340675354,0.4287874400615692,0.23760579526424408,0.231536865234375,0.539380669593811,0.5829201340675354,0.22239887714385986,0.18892104923725128,0.23916715383529663
train,0.23991303145885468,0.203918918967247,0.06894103437662125,0.13482995331287384,0.22828160226345062,0.20000076293945312,0.5728828310966492,0.34721803665161133,0.2214587926864624,0.22828160226345062,0.15147261321544647,0.16176429390907288,0.14194068312644958
along,0.41361382603645325,0.22421957552433014,0.10509415715932846,0.18832118809223175,0.39495137333869934,0.23936891555786133,0.22928255796432495,0.21937869489192963,0.3603311777114868,0.39495137333869934,0.164489284157753,0.1524990200996399,0.17134909331798553
the,0.5107308030128479,0.42745697498321533,0.25333094596862793,0.34736719727516174,1.0,0.49448907375335693,0.2692219316959381,0.2299763560295105,0.6662389636039734,1.0,0.33604270219802856,0.26611819863319397,0.22068053483963013
tramway,0.22330926358699799,0.2608603835105896,0.1690613329410553,0.19883887469768524,0.26713812351226807,0.22583214938640594,0.6131868362426758,0.21161003410816193,0.21678026020526886,0.26713812351226807,0.1841210126876831,0.09591269493103027,0.1270989626646042
from,0.36926645040512085,0.2737620174884796,0.20628158748149872,0.20248863101005554,0.40150508284568787,0.23348960280418396,0.16502360999584198,0.2549302279949188,0.4274188280105591,0.40150508284568787,0.22603429853916168,0.19627679884433746,0.19969791173934937
the,0.5107308030128479,0.42745697498321533,0.25333094596862793,0.34736719727516174,1.0,0.49448907375335693,0.2692219316959381,0.2299763560295105,0.6662389636039734,1.0,0.33604270219802856,0.26611819863319397,0.22068053483963013
pen-y-darren,0.20759181678295135,0.1778748333454132,0.1274719536304474,0.18909215927124023,0.23910298943519592,0.27006059885025024,0.19818927347660065,0.19094175100326538,0.22968770563602448,0.23910298943519592,0.17736802995204926,0.12889401614665985,0.22408299148082733
ironworks,0.24040748178958893,0.1472932994365692,0.18236811459064484,0.09107862412929535,0.3233153522014618,0.2942066192626953,0.3559719920158386,0.16482260823249817,0.28005915880203247,0.3233153522014618,0.28132694959640503,0.19461116194725037,0.11666838079690933
",",0.49057599902153015,0.3087472915649414,0.2279704213142395,0.3015086054801941,0.4933079481124878,0.34503069519996643,0.21531596779823303,0.23607087135314941,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.28566715121269226,0.31091248989105225
near,0.3508072793483734,0.19414293766021729,0.12272018939256668,0.08748484402894974,0.2879819869995117,0.14128509163856506,0.23610255122184753,0.20101779699325562,0.40211278200149536,0.2879819869995117,0.13713081181049347,0.18301641941070557,0.10734958201646805
merthyr,0.17846715450286865,0.10009980201721191,0.23656286299228668,0.1390838772058487,0.18598799407482147,0.12852907180786133,0.3220284879207611,0.19380596280097961,0.21884311735630035,0.18598799407482147,0.12955830991268158,0.1675509512424469,0.18144433200359344
tydfil,0.18114957213401794,0.08868876844644547,0.19624461233615875,0.0759275034070015,0.21313093602657318,0.1963110715150833,0.35874322056770325,0.20907139778137207,0.19683896005153656,0.21313093602657318,0.1427396684885025,0.14476828277111053,0.1899530440568924
to,0.41031414270401,0.455847829580307,0.2530132532119751,0.4452643394470215,0.535392165184021,0.3792489171028137,0.20460735261440277,0.29589349031448364,0.45010748505592346,0.535392165184021,0.26213452219963074,0.1967356950044632,0.29463258385658264
abercynon,0.1772107034921646,0.1239716187119484,0.19776222109794617,0.1424626260995865,0.31709733605384827,0.24485181272029877,0.36786460876464844,0.21704517304897308,0.31569069623947144,0.31709733605384827,0.14346280694007874,0.08574336022138596,0.15294891595840454
in,0.46853652596473694,0.30808621644973755,0.21362407505512238,0.2593238651752472,0.6662389636039734,0.4127444326877594,0.2326211929321289,0.2560811936855316,1.0,0.6662389636039734,0.3038199245929718,0.26916563510894775,0.20430970191955566
south,0.22021299600601196,0.15388517081737518,0.07323085516691208,0.1510593444108963,0.3129390776157379,0.21650062501430511,0.2943040728569031,0.20863784849643707,0.33642083406448364,0.3129390776157379,0.23710407316684723,0.14358417689800262,0.12336621433496475
wales,0.1974547952413559,0.1505342721939087,0.15723691880702972,0.18606702983379364,0.23852568864822388,0.19307951629161835,0.24153657257556915,0.16677145659923553,0.18714384734630585,0.23852568864822388,0.20330080389976501,0.13080841302871704,0.15627945959568024
.,0.49257001280784607,0.3567904531955719,0.2508279085159302,0.35288307070732117,0.5934505462646484,0.4345304071903229,0.20848026871681213,0.22995343804359436,0.5591574311256409,0.5934505462646484,0.3177160322666168,0.21290622651576996,0.4130953550338745
