,who,lives,no,longer,on,average,than,greeks,and,new,zealanders,?
increases,0.11741001158952713,0.08700290322303772,0.2521817088127136,0.33062487840652466,0.22925710678100586,0.37674903869628906,0.39614054560661316,0.1304914653301239,0.2800044119358063,0.1301034688949585,0.11906595528125763,0.10270863026380539
rapidly,0.10261338949203491,0.18376606702804565,0.17296364903450012,0.22453753650188446,0.22099164128303528,0.21001116931438446,0.23524509370326996,0.20965389907360077,0.2722635865211487,0.1842559576034546,0.1671309471130371,0.11245343834161758
as,0.3923053741455078,0.17050504684448242,0.28687340021133423,0.2959308624267578,0.36047765612602234,0.1320570707321167,0.40532299876213074,0.1504541039466858,0.49487000703811646,0.24585270881652832,0.19981467723846436,0.27043893933296204
per,0.13033156096935272,0.11308730393648148,0.2209293097257614,0.17006368935108185,0.19372130930423737,0.3395370543003082,0.27741798758506775,0.10706716030836105,0.21036672592163086,0.15048722922801971,0.10611826926469803,0.22323818504810333
capita,0.17219282686710358,0.1273077428340912,0.1517287790775299,0.1966625452041626,0.12876160442829132,0.42949187755584717,0.3299274742603302,0.18629471957683563,0.21602581441402435,0.12966406345367432,0.06943023949861526,0.21739831566810608
income,0.1852571815252304,0.15556225180625916,0.15510082244873047,0.1600872427225113,0.12938405573368073,0.430448055267334,0.22589486837387085,0.16251149773597717,0.2518245577812195,0.14913420379161835,0.1486213207244873,0.14935168623924255
increases,0.11741001158952713,0.08700290322303772,0.2521817088127136,0.33062487840652466,0.22925710678100586,0.37674903869628906,0.39614054560661316,0.1304914653301239,0.2800044119358063,0.1301034688949585,0.11906595528125763,0.10270863026380539
",",0.3365725874900818,0.32538965344429016,0.29972612857818604,0.2897856831550598,0.49057599902153015,0.23098047077655792,0.3371901512145996,0.21010330319404602,0.6633074283599854,0.36073189973831177,0.2592828869819641,0.31091248989105225
but,0.4487357437610626,0.2662135064601898,0.3842293322086334,0.44764143228530884,0.3584071099758148,0.19987721741199493,0.5279248356819153,0.2634950876235962,0.5762497186660767,0.2431885451078415,0.2093314826488495,0.27921953797340393
in,0.2792111933231354,0.3182811737060547,0.24372287094593048,0.2513541877269745,0.46853652596473694,0.23465414345264435,0.3270052373409271,0.20599527657032013,0.4954058527946472,0.3758552670478821,0.26071232557296753,0.20430970191955566
recent,0.22189895808696747,0.16690266132354736,0.2666950523853302,0.26093998551368713,0.26223310828208923,0.20960667729377747,0.3112363815307617,0.13655391335487366,0.2640383541584015,0.284889817237854,0.1973416656255722,0.2544887959957123
decades,0.1927538365125656,0.18254464864730835,0.12925201654434204,0.26538676023483276,0.1831984519958496,0.19367054104804993,0.27457520365715027,0.26592496037483215,0.2763746976852417,0.17766931653022766,0.2114856094121933,0.06808225065469742
it,0.2868398427963257,0.2263665348291397,0.25005611777305603,0.36766934394836426,0.4529881477355957,0.25883322954177856,0.3603973984718323,0.20631638169288635,0.40957894921302795,0.23156195878982544,0.13019917905330658,0.25732165575027466
has,0.2558172643184662,0.2616070806980133,0.2747333347797394,0.2752714157104492,0.34604379534721375,0.27553778886795044,0.32792407274246216,0.11935792118310928,0.43716782331466675,0.20920851826667786,0.1317262202501297,0.15994466841220856
slowed,0.11061695963144302,0.08205358684062958,0.1782277524471283,0.2831529378890991,0.29640617966651917,0.23967204988002777,0.2812463939189911,0.2008674591779709,0.2605600357055664,0.12503039836883545,0.10765501856803894,0.10585252940654755
down,0.23123176395893097,0.07728207856416702,0.19093209505081177,0.25902751088142395,0.28514569997787476,0.16560083627700806,0.2260105013847351,0.23663881421089172,0.2760816216468811,0.17361775040626526,0.07365864515304565,0.13836295902729034
among,0.32480236887931824,0.14503440260887146,0.16469359397888184,0.1973550021648407,0.2041729986667633,0.20357969403266907,0.2639242112636566,0.17824207246303558,0.39211368560791016,0.1640370488166809,0.19296325743198395,0.14343059062957764
middle,0.16097767651081085,0.11322372406721115,0.13431201875209808,0.19315752387046814,0.22140929102897644,0.1745597869157791,0.1809392124414444,0.2189459651708603,0.2514324486255646,0.11113183945417404,0.17607265710830688,0.13139553368091583
income,0.1852571815252304,0.15556225180625916,0.15510082244873047,0.1600872427225113,0.12938405573368073,0.430448055267334,0.22589486837387085,0.16251149773597717,0.2518245577812195,0.14913420379161835,0.1486213207244873,0.14935168623924255
countries,0.3002627491950989,0.1680593341588974,0.16044752299785614,0.19737066328525543,0.2938643991947174,0.1647624522447586,0.28124192357063293,0.24395771324634552,0.37200918793678284,0.1453324258327484,0.28551071882247925,0.15128466486930847
and,0.41279885172843933,0.27047020196914673,0.25880882143974304,0.28952836990356445,0.4077630043029785,0.2138829380273819,0.39361441135406494,0.22702422738075256,1.0,0.31402453780174255,0.3151538074016571,0.20544172823429108
plateaued,0.17790192365646362,0.2472776174545288,0.16632521152496338,0.18141692876815796,0.28161728382110596,0.30853334069252014,0.20843443274497986,0.22162489593029022,0.32102978229522705,0.17272207140922546,0.07996616512537003,0.1809154897928238
among,0.32480236887931824,0.14503440260887146,0.16469359397888184,0.1973550021648407,0.2041729986667633,0.20357969403266907,0.2639242112636566,0.17824207246303558,0.39211368560791016,0.1640370488166809,0.19296325743198395,0.14343059062957764
the,0.3733934462070465,0.24881523847579956,0.3461136817932129,0.361417293548584,0.5107308030128479,0.27058175206184387,0.3227543234825134,0.2657344937324524,0.5171257257461548,0.3845241069793701,0.2497773915529251,0.22068053483963013
richest,0.262132465839386,0.26443159580230713,0.06702585518360138,0.13116516172885895,0.1410948485136032,0.26202577352523804,0.20574013888835907,0.16429020464420319,0.2843356430530548,0.1881600171327591,0.22123393416404724,0.15691500902175903
thirty,0.24997729063034058,0.16292612254619598,0.15164175629615784,0.27436330914497375,0.2781735360622406,0.17365406453609467,0.3194595277309418,0.18986083567142487,0.26866909861564636,0.1718055009841919,0.13295069336891174,0.12186062335968018
or,0.31144875288009644,0.13823428750038147,0.36535751819610596,0.3673054277896881,0.2897229492664337,0.22127775847911835,0.5002588033676147,0.2116825431585312,0.4713204801082611,0.1627417951822281,0.18096721172332764,0.32389625906944275
so,0.39952170848846436,0.16870959103107452,0.4325599670410156,0.47294265031814575,0.31848302483558655,0.2315853238105774,0.45253628492355347,0.27933233976364136,0.4655851125717163,0.23517999053001404,0.18815550208091736,0.43163934350013733
countries,0.3002627491950989,0.1680593341588974,0.16044752299785614,0.19737066328525543,0.2938643991947174,0.1647624522447586,0.28124192357063293,0.24395771324634552,0.37200918793678284,0.1453324258327484,0.28551071882247925,0.15128466486930847
in,0.2792111933231354,0.3182811737060547,0.24372287094593048,0.2513541877269745,0.46853652596473694,0.23465414345264435,0.3270052373409271,0.20599527657032013,0.4954058527946472,0.3758552670478821,0.26071232557296753,0.20430970191955566
the,0.3733934462070465,0.24881523847579956,0.3461136817932129,0.361417293548584,0.5107308030128479,0.27058175206184387,0.3227543234825134,0.2657344937324524,0.5171257257461548,0.3845241069793701,0.2497773915529251,0.22068053483963013
world,0.25158336758613586,0.25111740827560425,0.16245347261428833,0.20128639042377472,0.22789059579372406,0.15420986711978912,0.19279077649116516,0.2136247605085373,0.3246132433414459,0.22683997452259064,0.25070318579673767,0.17579582333564758
.,0.3541337847709656,0.2944296896457672,0.35224834084510803,0.3278593122959137,0.49257001280784607,0.2717139422893524,0.3594527542591095,0.22188177704811096,0.588965117931366,0.35031336545944214,0.23341573774814606,0.4130953550338745
