,which,major,cities,in,eastern,europe,were,not,destroyed,by,the,mongol,invasion,?
all,0.50777268409729,0.27899685502052307,0.20516392588615417,0.3335905969142914,0.27131980657577515,0.3224366307258606,0.4387909770011902,0.4974499046802521,0.2336764633655548,0.2944089472293854,0.4860881567001343,0.1824498176574707,0.21905210614204407,0.29575422406196594
of,0.5011631846427917,0.2641255557537079,0.29528072476387024,0.5696388483047485,0.33281487226486206,0.29299741983413696,0.34038281440734863,0.3307090103626251,0.27498680353164673,0.3646814823150635,0.733189046382904,0.22712039947509766,0.256956547498703,0.1826142966747284
the,0.6521818041801453,0.31775903701782227,0.2621172070503235,0.6662389636039734,0.3928247392177582,0.34463706612586975,0.3906462490558624,0.4310511648654938,0.3403017520904541,0.4408751428127289,1.0,0.2924198508262634,0.32296645641326904,0.22068053483963013
major,0.31470122933387756,0.9999998807907104,0.2587451636791229,0.3249945342540741,0.21762019395828247,0.22002781927585602,0.17227254807949066,0.20751503109931946,0.18259195983409882,0.19764594733715057,0.31775903701782227,0.19989311695098877,0.1654641330242157,0.19788557291030884
cities,0.21391116082668304,0.2587451636791229,1.0,0.32293570041656494,0.2827165722846985,0.2622022330760956,0.2273229956626892,0.1655239462852478,0.2104371041059494,0.14042139053344727,0.2621172070503235,0.19590207934379578,0.19043733179569244,0.13339310884475708
of,0.5011631846427917,0.2641255557537079,0.29528072476387024,0.5696388483047485,0.33281487226486206,0.29299741983413696,0.34038281440734863,0.3307090103626251,0.27498680353164673,0.3646814823150635,0.733189046382904,0.22712039947509766,0.256956547498703,0.1826142966747284
eastern,0.26815342903137207,0.21762019395828247,0.2827165722846985,0.3306356370449066,1.0,0.3554437458515167,0.23770202696323395,0.17380474507808685,0.25906041264533997,0.17081402242183685,0.3928247392177582,0.2840557396411896,0.24228288233280182,0.20060817897319794
europe,0.23978596925735474,0.22002781927585602,0.2622022330760956,0.33061710000038147,0.3554437458515167,1.0000001192092896,0.2586973309516907,0.20899003744125366,0.21508140861988068,0.2368858903646469,0.34463706612586975,0.23321789503097534,0.28698015213012695,0.18278923630714417
with,0.46403205394744873,0.21643421053886414,0.22294199466705322,0.4080928862094879,0.22773508727550507,0.27254554629325867,0.3179011940956116,0.3409014642238617,0.20886339247226715,0.39731505513191223,0.4223487675189972,0.1917596012353897,0.17501716315746307,0.2433311939239502
the,0.6521818041801453,0.31775903701782227,0.2621172070503235,0.6662389636039734,0.3928247392177582,0.34463706612586975,0.3906462490558624,0.4310511648654938,0.3403017520904541,0.4408751428127289,1.0,0.2924198508262634,0.32296645641326904,0.22068053483963013
exceptions,0.3444182276725769,0.1803250014781952,0.284476101398468,0.25888991355895996,0.2128993570804596,0.21248146891593933,0.29178521037101746,0.45892539620399475,0.15701264142990112,0.19656915962696075,0.29394328594207764,0.09385649114847183,0.10238751024007797,0.17539265751838684
of,0.5011631846427917,0.2641255557537079,0.29528072476387024,0.5696388483047485,0.33281487226486206,0.29299741983413696,0.34038281440734863,0.3307090103626251,0.27498680353164673,0.3646814823150635,0.733189046382904,0.22712039947509766,0.256956547498703,0.1826142966747284
novgorod,0.1756872981786728,0.1638096123933792,0.22403286397457123,0.2023029774427414,0.2853393256664276,0.2542356848716736,0.18503247201442719,0.1575491726398468,0.19049443304538727,0.13625454902648926,0.24954740703105927,0.46410050988197327,0.23809880018234253,0.11957753449678421
and,0.506277859210968,0.29795366525650024,0.292957067489624,0.4954058527946472,0.22891712188720703,0.3463572859764099,0.42175528407096863,0.39099299907684326,0.2592630386352539,0.4289871156215668,0.5171257257461548,0.21553155779838562,0.2170204222202301,0.20544172823429108
pskov,0.17297810316085815,0.15109695494174957,0.21333330869674683,0.23950347304344177,0.22680559754371643,0.2141830027103424,0.14206628501415253,0.15219822525978088,0.212966650724411,0.1296449452638626,0.2656862437725067,0.40713009238243103,0.2415654957294464,0.11175359785556793
.,0.45942068099975586,0.3054012954235077,0.2525215446949005,0.5591574311256409,0.2820250988006592,0.31984585523605347,0.3378238379955292,0.4824007451534271,0.278834730386734,0.3936232924461365,0.5934505462646484,0.16751837730407715,0.25034767389297485,0.4130953550338745
