,what,kind,of,death,did,luther,say,the,revolting,peasants,deserve,?
plundering,0.2671132981777191,0.17088072001934052,0.268602579832077,0.2532046437263489,0.27517110109329224,0.17756885290145874,0.23433683812618256,0.28343576192855835,0.48404449224472046,0.3989452123641968,0.23794585466384888,0.2439187467098236
placed,0.20823347568511963,0.2107602059841156,0.2962164878845215,0.1108182892203331,0.20626646280288696,0.07475709915161133,0.21949978172779083,0.38702741265296936,0.1415622979402542,0.11506716907024384,0.1872788518667221,0.18964257836341858
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.21438048779964447,0.34736719727516174,0.1759674996137619,0.3200206458568573,1.0,0.2655515968799591,0.29513445496559143,0.22725093364715576,0.22068053483963013
peasants,0.22674663364887238,0.11239298433065414,0.23470257222652435,0.1617186963558197,0.283174604177475,0.12856873869895935,0.19557598233222961,0.29513445496559143,0.4631853699684143,0.9999998807907104,0.26862508058547974,0.14431370794773102
``,0.008517155423760414,-0.040448643267154694,0.06780257821083069,0.02746286429464817,-0.029888948425650597,-0.013964727520942688,0.062410302460193634,0.029072100296616554,0.05559111386537552,0.07128429412841797,0.08165253698825836,0.0685480609536171
outside,0.3224688768386841,0.1868113875389099,0.2973117530345917,0.13257670402526855,0.21874573826789856,0.07572868466377258,0.21593156456947327,0.3879719078540802,0.14827963709831238,0.22433120012283325,0.17810769379138947,0.14839068055152893
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.21438048779964447,0.34736719727516174,0.1759674996137619,0.3200206458568573,1.0,0.2655515968799591,0.29513445496559143,0.22725093364715576,0.22068053483963013
law,0.2145031988620758,0.19211867451667786,0.2816956341266632,0.1834864318370819,0.2238171398639679,0.21635621786117554,0.2307913899421692,0.24548950791358948,0.17510059475898743,0.17240141332149506,0.19868238270282745,0.1528988480567932
of,0.33290785551071167,0.2285657674074173,1.0,0.23778599500656128,0.2513895630836487,0.1719115972518921,0.30290520191192627,0.733189046382904,0.24284951388835907,0.23470257222652435,0.21395038068294525,0.1826142966747284
god,0.3127830922603607,0.2347908467054367,0.2159487009048462,0.16916334629058838,0.2420882135629654,0.2238161414861679,0.3750264644622803,0.24689088761806488,0.23801739513874054,0.20348089933395386,0.2844407260417938,0.23396754264831543
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.1816639006137848,0.34479495882987976,0.20796556770801544,0.3314565122127533,0.5171257257461548,0.205049067735672,0.25373342633247375,0.25460484623908997,0.20544172823429108
empire,0.21723191440105438,0.10222473740577698,0.30522286891937256,0.15863066911697388,0.18850058317184448,0.10935846716165543,0.15753576159477234,0.32532164454460144,0.38795968890190125,0.2571030855178833,0.1324859857559204,0.14909450709819794
'',0.08143015950918198,0.01890246570110321,0.13035868108272552,-0.04736875370144844,0.01978493109345436,-0.04572787508368492,0.09060607105493546,0.041273195296525955,-0.0307734664529562,0.033623311668634415,0.06753236800432205,0.018684765323996544
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2070959210395813,0.3015086054801941,0.23255878686904907,0.35129812359809875,0.4933079481124878,0.21471624076366425,0.23394730687141418,0.25263288617134094,0.31091248989105225
so,0.539469838142395,0.34033241868019104,0.3184450566768646,0.18045511841773987,0.43696269392967224,0.16361072659492493,0.5394450426101685,0.4296516180038452,0.27856969833374023,0.2525513768196106,0.48183199763298035,0.43163934350013733
they,0.4431931674480438,0.29935595393180847,0.3426007330417633,0.21029233932495117,0.4879390597343445,0.16441592574119568,0.3993258774280548,0.49925389885902405,0.22709815204143524,0.3076607882976532,0.3107672929763794,0.2753053903579712
deserved,0.3741156756877899,0.23289895057678223,0.22438104450702667,0.21207675337791443,0.43204912543296814,0.15661261975765228,0.3985190987586975,0.23025192320346832,0.24576497077941895,0.23377539217472076,0.8027756214141846,0.3370356857776642
``,0.008517155423760414,-0.040448643267154694,0.06780257821083069,0.02746286429464817,-0.029888948425650597,-0.013964727520942688,0.062410302460193634,0.029072100296616554,0.05559111386537552,0.07128429412841797,0.08165253698825836,0.0685480609536171
death,0.2267695665359497,0.10607148706912994,0.23778599500656128,0.9999998807907104,0.2252790331840515,0.15764257311820984,0.18634241819381714,0.21438048779964447,0.2918701171875,0.1617186963558197,0.21867769956588745,0.21149799227714539
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.18743370473384857,0.2593238651752472,0.20523880422115326,0.26482993364334106,0.6662389636039734,0.17032216489315033,0.2750670909881592,0.17602461576461792,0.20430970191955566
body,0.2143840193748474,0.21003969013690948,0.25063133239746094,0.21721474826335907,0.17681342363357544,0.09127452969551086,0.20319180190563202,0.31682634353637695,0.14719508588314056,0.11835106462240219,0.15220968425273895,0.20136451721191406
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.1816639006137848,0.34479495882987976,0.20796556770801544,0.3314565122127533,0.5171257257461548,0.205049067735672,0.25373342633247375,0.25460484623908997,0.20544172823429108
soul,0.23502515256404877,0.19120365381240845,0.1792602837085724,0.25791794061660767,0.13049879670143127,0.1514018028974533,0.15454526245594025,0.2054273635149002,0.19959087669849396,0.14371927082538605,0.2381761074066162,0.2029775083065033
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2070959210395813,0.3015086054801941,0.23255878686904907,0.35129812359809875,0.4933079481124878,0.21471624076366425,0.23394730687141418,0.25263288617134094,0.31091248989105225
if,0.5277165174484253,0.32327282428741455,0.2557544410228729,0.15691077709197998,0.3197491765022278,0.17693482339382172,0.46269670128822327,0.33724796772003174,0.2183990329504013,0.15581125020980835,0.47743648290634155,0.4441644251346588
only,0.41415658593177795,0.2942347824573517,0.49632513523101807,0.20644022524356842,0.4039593040943146,0.10428047180175781,0.41487210988998413,0.5497692227363586,0.18060484528541565,0.19129259884357452,0.3657054007053375,0.2767370045185089
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.19013920426368713,0.3596470057964325,0.20242992043495178,0.3316376805305481,0.48381632566452026,0.2096615880727768,0.20992252230644226,0.3200988173484802,0.27043893933296204
highwaymen,0.2351793497800827,0.07551300525665283,0.21199721097946167,0.1936362236738205,0.18409611284732819,0.24854600429534912,0.20975515246391296,0.22948665916919708,0.18987956643104553,0.22776643931865692,0.1938636749982834,0.2037997990846634
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.1816639006137848,0.34479495882987976,0.20796556770801544,0.3314565122127533,0.5171257257461548,0.205049067735672,0.25373342633247375,0.25460484623908997,0.20544172823429108
murderers,0.2580276131629944,0.061900023370981216,0.19978387653827667,0.35106921195983887,0.23835793137550354,0.20445393025875092,0.24977901577949524,0.212107315659523,0.3702152371406555,0.38544338941574097,0.3181260824203491,0.22441038489341736
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.24631039798259735,0.35288307070732117,0.24907569587230682,0.33481550216674805,0.5934505462646484,0.20599870383739471,0.19590462744235992,0.27650895714759827,0.4130953550338745
'',0.08143015950918198,0.01890246570110321,0.13035868108272552,-0.04736875370144844,0.01978493109345436,-0.04572787508368492,0.09060607105493546,0.041273195296525955,-0.0307734664529562,0.033623311668634415,0.06753236800432205,0.018684765323996544
