,the,issues,of,what,era,did,tesla,'s,article,talk,about,?
and,0.5171257257461548,0.2817770540714264,0.5116966962814331,0.31309178471565247,0.23158983886241913,0.34479495882987976,0.19560420513153076,0.06895173341035843,0.23647621273994446,0.2586424648761749,0.3875081241130829,0.20544172823429108
discovery,0.29877567291259766,0.15224669873714447,0.2566966712474823,0.16559629142284393,0.1480657160282135,0.14172746241092682,0.19655756652355194,-0.09045044332742691,0.178068608045578,0.19173265993595123,0.22584247589111328,0.11594310402870178
are,0.40399202704429626,0.2136288285255432,0.39081433415412903,0.29724663496017456,0.1152600347995758,0.2159031480550766,0.11131513863801956,-0.008927806280553341,0.23467081785202026,0.258561909198761,0.36165615916252136,0.24591213464736938
the,1.0,0.2638932764530182,0.733189046382904,0.42745697498321533,0.266272634267807,0.34736719727516174,0.1324402391910553,-0.01540423184633255,0.3329811692237854,0.2565208673477173,0.37995871901512146,0.22068053483963013
great,0.2822027802467346,0.1416694074869156,0.3168134391307831,0.2562883198261261,0.17887739837169647,0.2083706259727478,0.12483514845371246,-0.014279589988291264,0.19244353473186493,0.12208634614944458,0.2101561576128006,0.13135133683681488
forces,0.3134811818599701,0.22817206382751465,0.3090144991874695,0.2112482488155365,0.04369346424937248,0.13164828717708588,0.13653887808322906,0.011176351457834244,0.15233801305294037,0.11288812011480331,0.10254624485969543,0.16984491050243378
which,0.6521818041801453,0.24184490740299225,0.5011631846427917,0.5261979103088379,0.26643016934394836,0.2750149369239807,0.2203940600156784,0.03856118768453598,0.3171063959598541,0.26754334568977356,0.4059852957725525,0.25814583897590637
will,0.3635469079017639,0.27937403321266174,0.2473582625389099,0.3510494530200958,0.06856811046600342,0.40638336539268494,0.1795932650566101,0.00371179124340415,0.37351781129837036,0.3999440670013428,0.22317971289157867,0.35046905279159546
lead,0.21995973587036133,0.2725653648376465,0.19835850596427917,0.19642074406147003,0.16511031985282898,0.2009882926940918,0.05822818726301193,-0.057115159928798676,0.25445443391799927,0.19089528918266296,0.19637209177017212,0.14552436769008636
to,0.535392165184021,0.27458062767982483,0.41548454761505127,0.455847829580307,0.12544193863868713,0.4452643394470215,0.17548894882202148,0.03782717138528824,0.361922025680542,0.30511119961738586,0.391953706741333,0.29463258385658264
the,1.0,0.2638932764530182,0.733189046382904,0.42745697498321533,0.266272634267807,0.34736719727516174,0.1324402391910553,-0.01540423184633255,0.3329811692237854,0.2565208673477173,0.37995871901512146,0.22068053483963013
consummation,0.2827487289905548,0.34285789728164673,0.28864020109176636,0.30988505482673645,0.17383097112178802,0.24428434669971466,0.19363106787204742,-0.050812672823667526,0.2929267883300781,0.25558897852897644,0.2525239586830139,0.2843547463417053
of,0.733189046382904,0.2288406491279602,1.0,0.33290785551071167,0.20396220684051514,0.2513895630836487,0.18837453424930573,-0.03817026689648628,0.25720444321632385,0.15524029731750488,0.40939709544181824,0.1826142966747284
the,1.0,0.2638932764530182,0.733189046382904,0.42745697498321533,0.266272634267807,0.34736719727516174,0.1324402391910553,-0.01540423184633255,0.3329811692237854,0.2565208673477173,0.37995871901512146,0.22068053483963013
war,0.366199791431427,0.24186737835407257,0.31680163741111755,0.22516006231307983,0.2639199495315552,0.27422013878822327,0.15806899964809418,0.06856801360845566,0.1842338740825653,0.15442252159118652,0.19373086094856262,0.15510529279708862
'',0.041273195296525955,-0.01239775400608778,0.13035868108272552,0.08143015950918198,0.04030510038137436,0.01978493109345436,0.048713020980358124,-0.04859459400177002,0.08483149111270905,0.04335198551416397,0.007750829216092825,0.018684765323996544
(,0.33289089798927307,0.24448470771312714,0.35032153129577637,0.2411840260028839,0.20460860431194305,0.18979617953300476,0.2156914919614792,0.0012731997994706035,0.25957366824150085,0.39688804745674133,0.27495184540748596,0.40561532974243164
20,-0.06418957561254501,0.0597492940723896,-0.0318976491689682,-0.036424171179533005,0.025944268330931664,-0.11960799992084503,0.05092301219701767,-0.016651324927806854,0.034039631485939026,0.029384732246398926,0.002091008936986327,0.11360422521829605
december,0.23266014456748962,0.19840681552886963,0.1503814309835434,0.19304980337619781,0.17503896355628967,0.2542226016521454,0.10906380414962769,-0.06368480622768402,0.2589621841907501,0.2945343554019928,0.1457035392522812,0.2480352818965912
1914,0.04474614933133125,0.04612712189555168,0.08154571056365967,0.111264169216156,0.10934162884950638,0.04601496458053589,0.1780894547700882,-0.005902550183236599,0.14696446061134338,0.207332581281662,0.0412302128970623,0.14893388748168945
),0.3456730246543884,0.24080540239810944,0.3680361211299896,0.26259949803352356,0.21257998049259186,0.18584993481636047,0.22692398726940155,0.021107977256178856,0.26026514172554016,0.407153844833374,0.2775460183620453,0.42300865054130554
.,0.5934505462646484,0.23493336141109467,0.5352458953857422,0.3567904531955719,0.1924184113740921,0.35288307070732117,0.17949827015399933,-0.003708066651597619,0.30669885873794556,0.2742018699645996,0.42038556933403015,0.4130953550338745
