,what,former,building,is,currently,known,as,grand,1401,?
building,0.23529528081417084,0.1645875722169876,0.9999998807907104,0.20087163150310516,0.1656506061553955,0.15695130825042725,0.23924584686756134,0.177911639213562,-0.015608293935656548,0.13549931347370148
(,0.2411840260028839,0.2858748733997345,0.17772680521011353,0.35393038392066956,0.25274062156677246,0.2843264043331146,0.32029855251312256,0.20479898154735565,-0.06875214725732803,0.40561532974243164
currently,0.21436211466789246,0.2928127348423004,0.1656506061553955,0.4011616110801697,1.0000001192092896,0.2568579614162445,0.32914450764656067,0.08288073539733887,0.04361637309193611,0.1861555278301239
known,0.20381177961826324,0.22469110786914825,0.15695130825042725,0.41921812295913696,0.2568579614162445,1.0,0.4815765619277954,0.15458019077777863,0.0109304403886199,0.18314571678638458
as,0.31749409437179565,0.21401739120483398,0.23924584686756134,0.43216490745544434,0.32914450764656067,0.4815765619277954,1.0,0.1407623589038849,0.05019161105155945,0.27043893933296204
the,0.42745697498321533,0.2251449078321457,0.3159640431404114,0.5823672413825989,0.2945235073566437,0.3624623417854309,0.48381632566452026,0.305169016122818,0.10025900602340698,0.22068053483963013
grand,0.1358851045370102,0.12588168680667877,0.177911639213562,0.212590292096138,0.08288073539733887,0.15458019077777863,0.1407623589038849,0.9999999403953552,-0.0149563392624259,0.1168735921382904
1401,0.03889961540699005,-0.02195887640118599,-0.015608293935656548,0.032859932631254196,0.04361637309193611,0.0109304403886199,0.05019161105155945,-0.0149563392624259,1.0,0.013339387252926826
),0.26259949803352356,0.3046077489852905,0.1678667515516281,0.37732169032096863,0.24783915281295776,0.297453910112381,0.32161882519721985,0.21498210728168488,-0.04001728445291519,0.42300865054130554
",",0.3087472915649414,0.2738454341888428,0.2374238669872284,0.4691906273365021,0.33041635155677795,0.3604377806186676,0.48816442489624023,0.29582488536834717,0.011976378969848156,0.31091248989105225
and,0.31309178471565247,0.2516189515590668,0.2593274712562561,0.3859752118587494,0.2922934591770172,0.3468935489654541,0.49487000703811646,0.24639178812503815,0.1003064289689064,0.20544172823429108
the,0.42745697498321533,0.2251449078321457,0.3159640431404114,0.5823672413825989,0.2945235073566437,0.3624623417854309,0.48381632566452026,0.305169016122818,0.10025900602340698,0.22068053483963013
hughes,0.1980774700641632,0.148062065243721,0.10018599033355713,0.13423453271389008,0.13287217915058136,0.08333232253789902,0.21809400618076324,0.1652265340089798,0.028146622702479362,0.1937333196401596
hotel,0.12076243758201599,0.16181166470050812,0.376268595457077,0.1717997044324875,0.09522927552461624,0.15771935880184174,0.15147483348846436,0.28587183356285095,0.02339562214910984,0.05846213921904564
(,0.2411840260028839,0.2858748733997345,0.17772680521011353,0.35393038392066956,0.25274062156677246,0.2843264043331146,0.32029855251312256,0.20479898154735565,-0.06875214725732803,0.40561532974243164
burned,0.1846838891506195,0.15268206596374512,0.28432491421699524,0.13575679063796997,0.016725528985261917,0.17210102081298828,0.15548688173294067,0.15072324872016907,0.08211927115917206,0.14875538647174835
down,0.26226112246513367,0.150149866938591,0.20065347850322723,0.16725905239582062,0.13878846168518066,0.1935652792453766,0.2080715298652649,0.08135095983743668,0.09144046157598495,0.13836295902729034
),0.26259949803352356,0.3046077489852905,0.1678667515516281,0.37732169032096863,0.24783915281295776,0.297453910112381,0.32161882519721985,0.21498210728168488,-0.04001728445291519,0.42300865054130554
",",0.3087472915649414,0.2738454341888428,0.2374238669872284,0.4691906273365021,0.33041635155677795,0.3604377806186676,0.48816442489624023,0.29582488536834717,0.011976378969848156,0.31091248989105225
to,0.455847829580307,0.12857267260551453,0.2658686637878418,0.42745086550712585,0.2719990611076355,0.14337651431560516,0.42092081904411316,0.21583840250968933,0.129457026720047,0.29463258385658264
name,0.18623162806034088,0.18270879983901978,0.13405893743038177,0.3359788954257965,0.23681321740150452,0.3659360110759735,0.2851914167404175,0.08946142345666885,-0.02429402433335781,0.15381577610969543
a,0.3320399522781372,0.2562483549118042,0.2576078176498413,0.658733606338501,0.2612716257572174,0.30882248282432556,0.39550232887268066,0.22816790640354156,0.07304076850414276,0.23916715383529663
few,0.2780759632587433,0.16657093167304993,0.21051904559135437,0.22223958373069763,0.2049175649881363,0.17922227084636688,0.2811742126941681,0.15598365664482117,0.2696673572063446,0.2334265559911728
.,0.3567904531955719,0.20895031094551086,0.275610089302063,0.4569662809371948,0.29744869470596313,0.283290296792984,0.515582263469696,0.22995266318321228,0.06800021231174469,0.4130953550338745
