,what,devices,have,been,credited,as,the,moving,force,of,the,industrial,revolution,?
force,0.16915984451770782,0.14617300033569336,0.17953111231327057,0.13239213824272156,0.07829824835062027,0.19216643273830414,0.2800885736942291,0.2562520503997803,1.0000001192092896,0.27094775438308716,0.2800885736942291,0.17223505675792694,0.16417771577835083,0.1650998443365097
behind,0.1959938108921051,0.18871456384658813,0.2356386035680771,0.15804438292980194,0.11899738013744354,0.25558921694755554,0.38928431272506714,0.28756484389305115,0.24517229199409485,0.2801654636859894,0.38928431272506714,0.1470068395137787,0.08200976252555847,0.19274599850177765
the,0.42745697498321533,0.2281099557876587,0.40389683842658997,0.3563927710056305,0.19653713703155518,0.48381632566452026,1.0,0.34510132670402527,0.2800885736942291,0.733189046382904,1.0,0.30435431003570557,0.276140034198761,0.22068053483963013
industrial,0.16054853796958923,0.27056100964546204,0.16391263902187347,0.15432368218898773,0.21581469476222992,0.20984408259391785,0.30435431003570557,0.14958199858665466,0.17223505675792694,0.3120400011539459,0.30435431003570557,1.0,0.3976142108440399,0.08039500564336777
revolution,0.1946869045495987,0.11297202110290527,0.17049159109592438,0.1759459227323532,0.20761702954769135,0.18969079852104187,0.276140034198761,0.1548299342393875,0.16417771577835083,0.27144062519073486,0.276140034198761,0.3976142108440399,0.9999999403953552,0.1727980077266693
and,0.31309178471565247,0.22865693271160126,0.4711785912513733,0.3424558639526367,0.19575771689414978,0.49487000703811646,0.5171257257461548,0.30970147252082825,0.24372100830078125,0.5116966962814331,0.5171257257461548,0.3274568021297455,0.21575188636779785,0.20544172823429108
saw,0.24788837134838104,0.1565367877483368,0.2567714750766754,0.24449387192726135,0.2437424212694168,0.2733803391456604,0.318278044462204,0.2642205059528351,0.13990885019302368,0.28204935789108276,0.318278044462204,0.17760223150253296,0.2281830608844757,0.14690998196601868
widespread,0.236628457903862,0.19333672523498535,0.3172450363636017,0.31350672245025635,0.11729463934898376,0.23282738029956818,0.30728161334991455,0.1688089519739151,0.14299719035625458,0.2750900983810425,0.30728161334991455,0.21848468482494354,0.1865418553352356,0.16958627104759216
commercial,0.12070754915475845,0.29414382576942444,0.1735086292028427,0.21807174384593964,0.271877259016037,0.2411440908908844,0.23051398992538452,0.12109192460775375,0.11166706681251526,0.21107374131679535,0.23051398992538452,0.4184786081314087,0.10335338115692139,0.04216946288943291
use,0.3453877568244934,0.45379525423049927,0.4805850088596344,0.27338850498199463,0.09876646101474762,0.3453201949596405,0.34342584013938904,0.3021065294742584,0.20234666764736176,0.2750902473926544,0.34342584013938904,0.23516546189785004,0.1297503113746643,0.32795652747154236
driving,0.249915212392807,0.3432454466819763,0.19500716030597687,0.19706681370735168,0.159263476729393,0.24629461765289307,0.2537495791912079,0.41963592171669006,0.24215462803840637,0.18947714567184448,0.2537495791912079,0.23904284834861755,0.11091399937868118,0.0902169942855835
machinery,0.19969290494918823,0.41582316160202026,0.2141607105731964,0.20612578094005585,0.2029278725385666,0.21678555011749268,0.24471142888069153,0.2726377248764038,0.17925891280174255,0.24580177664756775,0.24471142888069153,0.503724217414856,0.26134124398231506,0.13786892592906952
in,0.30808621644973755,0.19009613990783691,0.36843645572662354,0.3515113592147827,0.0795225128531456,0.3887844979763031,0.6662389636039734,0.2693832814693451,0.21744468808174133,0.5696388483047485,0.6662389636039734,0.3118434548377991,0.23010264337062836,0.20430970191955566
factories,0.18422946333885193,0.3340393304824829,0.2788086533546448,0.2460566759109497,0.14886823296546936,0.21602179110050201,0.2603243589401245,0.2506944239139557,0.2634414732456207,0.28616368770599365,0.2603243589401245,0.5878298878669739,0.33319082856178284,0.13455291092395782
",",0.3087472915649414,0.20052815973758698,0.3541618287563324,0.34873589873313904,0.24781621992588043,0.48816442489624023,0.4933079481124878,0.28020262718200684,0.22091743350028992,0.4946078956127167,0.4933079481124878,0.28774935007095337,0.26235419511795044,0.31091248989105225
mills,0.11937421560287476,0.2204672396183014,0.1919964849948883,0.20041897892951965,0.1669156402349472,0.20700213313102722,0.19292980432510376,0.19389007985591888,0.16012078523635864,0.20120367407798767,0.19292980432510376,0.37924161553382874,0.21808883547782898,0.13688337802886963
and,0.31309178471565247,0.22865693271160126,0.4711785912513733,0.3424558639526367,0.19575771689414978,0.49487000703811646,0.5171257257461548,0.30970147252082825,0.24372100830078125,0.5116966962814331,0.5171257257461548,0.3274568021297455,0.21575188636779785,0.20544172823429108
mines,0.1355462670326233,0.26559117436408997,0.1798422634601593,0.22712072730064392,0.089158795773983,0.14967142045497894,0.23820319771766663,0.13513390719890594,0.18773426115512848,0.24548937380313873,0.23820319771766663,0.39654064178466797,0.2212338000535965,0.1238413155078888
;,0.10986888408660889,0.014952168799936771,0.10650043189525604,0.09567742794752121,0.012981490232050419,0.05586666986346245,0.09152708947658539,0.006110894028097391,0.047252725809812546,0.054534342139959335,0.09152708947658539,0.011297528631985188,-0.0030123840551823378,0.10349778085947037
powering,0.17623014748096466,0.4103572964668274,0.2509690225124359,0.18329668045043945,0.15896214544773102,0.3120192289352417,0.26271846890449524,0.2878531217575073,0.22493015229701996,0.24845950305461884,0.26271846890449524,0.32707470655441284,0.16989096999168396,0.14105787873268127
pumping,0.19585782289505005,0.40080195665359497,0.25314757227897644,0.18136528134346008,0.13889221847057343,0.17635656893253326,0.27380403876304626,0.4511144161224365,0.24173316359519958,0.20805159211158752,0.27380403876304626,0.29698896408081055,0.12559688091278076,0.19188620150089264
stations,0.1621520221233368,0.3848435878753662,0.23396307229995728,0.2246703803539276,0.16032463312149048,0.23359498381614685,0.24762700498104095,0.22760193049907684,0.254163920879364,0.20414425432682037,0.24762700498104095,0.2831123173236847,0.12523253262043,0.13192185759544373
;,0.10986888408660889,0.014952168799936771,0.10650043189525604,0.09567742794752121,0.012981490232050419,0.05586666986346245,0.09152708947658539,0.006110894028097391,0.047252725809812546,0.054534342139959335,0.09152708947658539,0.011297528631985188,-0.0030123840551823378,0.10349778085947037
and,0.31309178471565247,0.22865693271160126,0.4711785912513733,0.3424558639526367,0.19575771689414978,0.49487000703811646,0.5171257257461548,0.30970147252082825,0.24372100830078125,0.5116966962814331,0.5171257257461548,0.3274568021297455,0.21575188636779785,0.20544172823429108
propelling,0.23911462724208832,0.3754282295703888,0.3167031705379486,0.225613534450531,0.17474067211151123,0.24365076422691345,0.2606395483016968,0.40937623381614685,0.34961599111557007,0.2127242088317871,0.2606395483016968,0.2352536916732788,0.20909050107002258,0.1735215187072754
transport,0.1845296025276184,0.20874106884002686,0.196601003408432,0.15932394564151764,0.0642261952161789,0.19943572580814362,0.2433847039937973,0.257739394903183,0.2677884101867676,0.2811439633369446,0.2433847039937973,0.2824259102344513,0.1502508521080017,0.16607823967933655
appliances,0.22092172503471375,0.6244544982910156,0.29840755462646484,0.22290700674057007,0.18407408893108368,0.27375736832618713,0.24450041353702545,0.28678348660469055,0.22353820502758026,0.25020113587379456,0.24450041353702545,0.4642597734928131,0.15973928570747375,0.1466084122657776
such,0.23989605903625488,0.3656790852546692,0.42997312545776367,0.33591920137405396,0.2212780863046646,0.6207084655761719,0.3575236201286316,0.2892622649669647,0.15871496498584747,0.3209529519081116,0.3575236201286316,0.19396142661571503,0.1306608021259308,0.17851735651493073
as,0.31749409437179565,0.20490479469299316,0.37788212299346924,0.3975982367992401,0.3051469624042511,1.0,0.48381632566452026,0.2739008069038391,0.19216643273830414,0.3886612355709076,0.48381632566452026,0.20984408259391785,0.18969079852104187,0.27043893933296204
railway,0.16704553365707397,0.20148737728595734,0.1520480364561081,0.1456293761730194,0.15054698288440704,0.19128337502479553,0.2692219316959381,0.16957996785640717,0.18704712390899658,0.21322962641716003,0.2692219316959381,0.3146052658557892,0.18070057034492493,0.07994066178798676
locomotives,0.12965811789035797,0.2664100229740143,0.1639963537454605,0.1237565279006958,0.14868339896202087,0.17339439690113068,0.20427684485912323,0.23179934918880463,0.1819288730621338,0.18200701475143433,0.20427684485912323,0.29123803973197937,0.12591060996055603,0.13195066154003143
",",0.3087472915649414,0.20052815973758698,0.3541618287563324,0.34873589873313904,0.24781621992588043,0.48816442489624023,0.4933079481124878,0.28020262718200684,0.22091743350028992,0.4946078956127167,0.4933079481124878,0.28774935007095337,0.26235419511795044,0.31091248989105225
ships,0.18164707720279694,0.24603235721588135,0.22845560312271118,0.21908865869045258,0.10494473576545715,0.21477726101875305,0.279244989156723,0.2341480255126953,0.34351325035095215,0.2382369190454483,0.279244989156723,0.24800576269626617,0.1585199236869812,0.18477600812911987
",",0.3087472915649414,0.20052815973758698,0.3541618287563324,0.34873589873313904,0.24781621992588043,0.48816442489624023,0.4933079481124878,0.28020262718200684,0.22091743350028992,0.4946078956127167,0.4933079481124878,0.28774935007095337,0.26235419511795044,0.31091248989105225
steamboats,0.09068640321493149,0.28595343232154846,0.20965278148651123,0.18530839681625366,0.1938447654247284,0.22135771811008453,0.26897579431533813,0.26045674085617065,0.2288791835308075,0.21302677690982819,0.26897579431533813,0.32944369316101074,0.18942153453826904,0.09294833987951279
and,0.31309178471565247,0.22865693271160126,0.4711785912513733,0.3424558639526367,0.19575771689414978,0.49487000703811646,0.5171257257461548,0.30970147252082825,0.24372100830078125,0.5116966962814331,0.5171257257461548,0.3274568021297455,0.21575188636779785,0.20544172823429108
road,0.14859327673912048,0.1338786482810974,0.13440147042274475,0.15110506117343903,0.16151347756385803,0.14971306920051575,0.27181798219680786,0.15891143679618835,0.12248202413320541,0.24218276143074036,0.27181798219680786,0.18816852569580078,0.14463117718696594,0.10894691944122314
vehicles,0.1784372627735138,0.4354327321052551,0.2648106515407562,0.21497519314289093,0.16182273626327515,0.25228750705718994,0.23281720280647278,0.3116168975830078,0.2547648549079895,0.22431141138076782,0.23281720280647278,0.308871865272522,0.11907117813825607,0.1874745488166809
.,0.3567904531955719,0.19384057819843292,0.41614407300949097,0.33645182847976685,0.1519664227962494,0.515582263469696,0.5934505462646484,0.3260027766227722,0.2783275842666626,0.5352458953857422,0.5934505462646484,0.2738547623157501,0.2770307958126068,0.4130953550338745
