,what,is,the,name,of,the,program,that,provides,contracting,work,to,local,companies,?
veteran,0.12123548984527588,0.15776368975639343,0.2511998414993286,0.06789641827344894,0.22665295004844666,0.2511998414993286,0.11184784024953842,0.135825514793396,0.13922199606895447,0.09353900700807571,0.1526489555835724,0.15511025488376617,0.0880303829908371,0.13391655683517456,0.15891358256340027
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.24895258247852325,0.4731321930885315,0.28077030181884766,0.23179253935813904,0.37551814317703247,0.48971283435821533,0.2468787580728531,0.2527635991573334,0.20544172823429108
lesbian,0.1944192498922348,0.16836071014404297,0.18838512897491455,0.10820142924785614,0.1412847489118576,0.18838512897491455,0.1817663460969925,0.29170849919319153,0.16864551603794098,0.22972725331783295,0.17257173359394073,0.19449923932552338,0.19950275123119354,0.1650332808494568,0.1751367151737213
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.17760658264160156,0.4137537479400635,0.20848950743675232,0.25104057788848877,0.3283594250679016,0.44245919585227966,0.20673875510692596,0.28041911125183105,0.31091248989105225
gay,0.18720343708992004,0.13343872129917145,0.21040017902851105,0.11690221726894379,0.12390328198671341,0.21040017902851105,0.1498948037624359,0.2595752775669098,0.09955745190382004,0.1526600569486618,0.17079173028469086,0.22856906056404114,0.15846438705921173,0.1685924232006073,0.19433937966823578
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.17760658264160156,0.4137537479400635,0.20848950743675232,0.25104057788848877,0.3283594250679016,0.44245919585227966,0.20673875510692596,0.28041911125183105,0.31091248989105225
bisexual,0.23736189305782318,0.13173000514507294,0.12405083328485489,0.13874785602092743,0.12147096544504166,0.12405083328485489,0.16547329723834991,0.25410544872283936,0.11412208527326584,0.22143782675266266,0.19732746481895447,0.20745182037353516,0.09499982744455338,0.19968697428703308,0.1762753427028656
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.24895258247852325,0.4731321930885315,0.28077030181884766,0.23179253935813904,0.37551814317703247,0.48971283435821533,0.2468787580728531,0.2527635991573334,0.20544172823429108
transgender-owned,0.28287747502326965,0.2170112431049347,0.268655389547348,0.16495098173618317,0.2648433446884155,0.268655389547348,0.2422066032886505,0.3383685052394867,0.19202229380607605,0.2987399995326996,0.26379823684692383,0.2437029629945755,0.2225949466228485,0.2727607786655426,0.26507705450057983
businesses,0.23735997080802917,0.18728959560394287,0.25707828998565674,0.14312082529067993,0.22186020016670227,0.25707828998565674,0.2703503370285034,0.3305304944515228,0.28990763425827026,0.2739505171775818,0.2810031771659851,0.31314024329185486,0.28712448477745056,0.6451296806335449,0.15998470783233643
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.1994907110929489,0.435920387506485,0.22731803357601166,0.22853407263755798,0.2753349542617798,0.45010748505592346,0.2223825752735138,0.2321794629096985,0.20430970191955566
business,0.21758167445659637,0.19332653284072876,0.2389037162065506,0.1640031337738037,0.23985227942466736,0.2389037162065506,0.2969934046268463,0.25197073817253113,0.24402040243148804,0.29191476106643677,0.2754879295825958,0.28079214692115784,0.19567106664180756,0.5448580980300903,0.1545659303665161
connect,0.21411117911338806,0.2621147632598877,0.28719469904899597,0.1465851366519928,0.21932561695575714,0.28719469904899597,0.1422421932220459,0.2584347426891327,0.3402203619480133,0.238686665892601,0.19509507715702057,0.2861320674419403,0.18741410970687866,0.19021174311637878,0.12289916723966599
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.17760658264160156,0.4137537479400635,0.20848950743675232,0.25104057788848877,0.3283594250679016,0.44245919585227966,0.20673875510692596,0.28041911125183105,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22986935079097748,0.5473989248275757,0.29657405614852905,0.2827729284763336,0.2704800069332123,0.535392165184021,0.2130540907382965,0.26917189359664917,0.22068053483963013
super,0.13651713728904724,0.15390309691429138,0.21959073841571808,0.15042594075202942,0.14718765020370483,0.21959073841571808,0.11822658032178879,0.18258553743362427,0.05344920605421066,0.18815389275550842,0.10580860078334808,0.17783479392528534,0.08448050171136856,0.09137734025716782,0.166326642036438
bowl,0.15942467749118805,0.14233897626399994,0.21576224267482758,0.10893726348876953,0.2243070751428604,0.21576224267482758,0.07493903487920761,0.10987387597560883,0.049755025655031204,0.11550632119178772,0.13507358729839325,0.16993016004562378,0.12165422737598419,0.062123797833919525,0.21118052303791046
program,0.25047802925109863,0.17881494760513306,0.22986935079097748,0.15997080504894257,0.17376001179218292,0.22986935079097748,1.0,0.33504533767700195,0.2873849868774414,0.18085737526416779,0.2454264760017395,0.23681028187274933,0.17955830693244934,0.22887325286865234,0.1440187245607376
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5473989248275757,0.33504533767700195,1.0,0.30973124504089355,0.32888296246528625,0.34257015585899353,0.5436353087425232,0.22915975749492645,0.24354611337184906,0.32716336846351624
provides,0.16175243258476257,0.3195696473121643,0.29657405614852905,0.10845465213060379,0.3119201064109802,0.29657405614852905,0.2873849868774414,0.30973124504089355,1.0000001192092896,0.2972043454647064,0.20986239612102509,0.2667657732963562,0.24658571183681488,0.2820231318473816,0.1500944346189499
local,0.18981902301311493,0.13173899054527283,0.2130540907382965,0.17083096504211426,0.20668989419937134,0.2130540907382965,0.17955830693244934,0.22915975749492645,0.24658571183681488,0.14436793327331543,0.12901702523231506,0.2207600325345993,1.0,0.17028748989105225,0.15022775530815125
companies,0.20801754295825958,0.1956041008234024,0.26917189359664917,0.15141929686069489,0.22608543932437897,0.26917189359664917,0.22887325286865234,0.24354611337184906,0.2820231318473816,0.2988695204257965,0.2092597633600235,0.2619103491306305,0.17028748989105225,1.0000001192092896,0.14365637302398682
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.14732027053833008,0.4154358208179474,0.3041352331638336,0.328469455242157,0.2649822533130646,0.4239959120750427,0.16601361334323883,0.21648374199867249,0.2433311939239502
contracting,0.2756916880607605,0.20132382214069366,0.2827729284763336,0.1616663783788681,0.23802630603313446,0.2827729284763336,0.18085737526416779,0.32888296246528625,0.2972043454647064,1.0,0.35889744758605957,0.31779366731643677,0.14436793327331543,0.2988695204257965,0.1360260248184204
opportunities,0.2428092211484909,0.13409724831581116,0.2523994743824005,0.08516859263181686,0.23166045546531677,0.2523994743824005,0.284261018037796,0.2994297742843628,0.40491151809692383,0.2990974187850952,0.2831054627895355,0.33219078183174133,0.22520947456359863,0.3812705874443054,0.18024922907352448
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.1994907110929489,0.435920387506485,0.22731803357601166,0.22853407263755798,0.2753349542617798,0.45010748505592346,0.2223825752735138,0.2321794629096985,0.20430970191955566
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.24895258247852325,0.4731321930885315,0.28077030181884766,0.23179253935813904,0.37551814317703247,0.48971283435821533,0.2468787580728531,0.2527635991573334,0.20544172823429108
around,0.27475327253341675,0.286477267742157,0.40085816383361816,0.16205066442489624,0.3296394646167755,0.40085816383361816,0.1746738702058792,0.36311936378479004,0.23188859224319458,0.2567611038684845,0.2030848115682602,0.3591267168521881,0.2629804015159607,0.18389461934566498,0.14729668200016022
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22986935079097748,0.5473989248275757,0.29657405614852905,0.2827729284763336,0.2704800069332123,0.535392165184021,0.2130540907382965,0.26917189359664917,0.22068053483963013
super,0.13651713728904724,0.15390309691429138,0.21959073841571808,0.15042594075202942,0.14718765020370483,0.21959073841571808,0.11822658032178879,0.18258553743362427,0.05344920605421066,0.18815389275550842,0.10580860078334808,0.17783479392528534,0.08448050171136856,0.09137734025716782,0.166326642036438
bowl,0.15942467749118805,0.14233897626399994,0.21576224267482758,0.10893726348876953,0.2243070751428604,0.21576224267482758,0.07493903487920761,0.10987387597560883,0.049755025655031204,0.11550632119178772,0.13507358729839325,0.16993016004562378,0.12165422737598419,0.062123797833919525,0.21118052303791046
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.18964338302612305,0.4460422694683075,0.1774633228778839,0.23061105608940125,0.33121398091316223,0.4645031690597534,0.26217252016067505,0.20400826632976532,0.4130953550338745
