,by,1897,",",how,much,had,tesla,",",brown,",",and,peck,received,in,royalties,and,licenses,over,the,patents,?
tesla,0.16513796150684357,-0.039326224476099014,0.20599327981472015,0.19128404557704926,0.20609156787395477,0.12050733715295792,0.9999999403953552,0.20599327981472015,0.07134627550840378,0.20599327981472015,0.19560420513153076,0.09895811975002289,0.1541121006011963,0.17097744345664978,0.19358721375465393,0.19560420513153076,0.14465896785259247,0.16356024146080017,0.1324402391910553,0.352291464805603,0.10250775516033173
's,-0.010884488001465797,0.049382299184799194,-0.0016132977325469255,-0.026164190843701363,0.06731651723384857,-0.004401352722197771,0.06449045985937119,-0.0016132977325469255,0.0031092315912246704,-0.0016132977325469255,0.06895173341035843,-0.07934148609638214,-0.07378163188695908,-0.037580832839012146,0.015413123182952404,0.06895173341035843,-0.0032277076970785856,0.016215575858950615,-0.01540423184633255,0.011529999785125256,-0.023395681753754616
ac,0.1186637356877327,-0.026795625686645508,0.1705707460641861,0.11219378560781479,0.12022420018911362,0.09857317060232162,0.31766265630722046,0.1705707460641861,0.055853039026260376,0.1705707460641861,0.08613406121730804,0.047738898545503616,0.10789603739976883,0.09242649376392365,0.15169696509838104,0.08613406121730804,0.1259707361459732,0.08267270773649216,0.11894276738166809,0.1844795197248459,0.19071458280086517
patent,0.21061699092388153,-0.005979872774332762,0.20812061429023743,0.19871893525123596,0.17990490794181824,0.1199074536561966,0.3651154637336731,0.20812061429023743,0.09603869915008545,0.20812061429023743,0.13321366906166077,0.1770525425672531,0.20042450726032257,0.18244080245494843,0.24304050207138062,0.13321366906166077,0.34453973174095154,0.14722073078155518,0.1728275567293167,0.8816136121749878,0.13298413157463074
",",0.3680937886238098,-0.029812507331371307,1.0000001192092896,0.22659391164779663,0.36182254552841187,0.35487717390060425,0.20599327981472015,1.0000001192092896,0.2983597218990326,1.0000001192092896,0.6633074283599854,0.26360607147216797,0.2926693558692932,0.5201468467712402,0.26653391122817993,0.6633074283599854,0.2226131111383438,0.3301127254962921,0.4933079481124878,0.22191748023033142,0.31091248989105225
which,0.40543368458747864,-0.020536087453365326,0.3658004403114319,0.4852597713470459,0.4274604916572571,0.3188965916633606,0.2203940600156784,0.3658004403114319,0.2118930220603943,0.3658004403114319,0.506277859210968,0.14172090590000153,0.15137042105197906,0.4840516746044159,0.2541441023349762,0.506277859210968,0.2510277032852173,0.4256240129470825,0.6521818041801453,0.25553449988365173,0.25814583897590637
bankers,0.18238970637321472,-0.0029900255613029003,0.21139311790466309,0.17288176715373993,0.18637728691101074,0.18634548783302307,0.1983546018600464,0.21139311790466309,0.16467297077178955,0.21139311790466309,0.24689820408821106,0.21206262707710266,0.16035261750221252,0.19558122754096985,0.3695245087146759,0.24689820408821106,0.14125126600265503,0.16535811126232147,0.21344134211540222,0.2984875738620758,0.12298112362623215
considered,0.23957760632038116,0.03203403577208519,0.32932984828948975,0.1960998773574829,0.2904464900493622,0.2744917571544647,0.08748162537813187,0.32932984828948975,0.0999908298254013,0.32932984828948975,0.3359341621398926,0.1623232215642929,0.2751013934612274,0.28591203689575195,0.1862902045249939,0.3359341621398926,0.19506175816059113,0.22459743916988373,0.4028765559196472,0.0842113047838211,0.19909770786762238
a,0.32094135880470276,-0.050298742949962616,0.427140474319458,0.29312583804130554,0.2958075702190399,0.34897568821907043,0.2211925983428955,0.427140474319458,0.21047969162464142,0.427140474319458,0.3739250600337982,0.24783697724342346,0.22444266080856323,0.539380669593811,0.1876024752855301,0.3739250600337982,0.1466277688741684,0.32199642062187195,0.5829201340675354,0.2283138483762741,0.23916715383529663
financial,0.19205018877983093,-0.05993146449327469,0.25465908646583557,0.20090524852275848,0.18630428612232208,0.2231896072626114,0.17402200400829315,0.25465908646583557,0.10348913818597794,0.25465908646583557,0.26681631803512573,0.13746993243694305,0.1976892650127411,0.23881284892559052,0.37227222323417664,0.26681631803512573,0.24603483080863953,0.22443854808807373,0.29952070116996765,0.28803694248199463,0.06444920599460602
strain,0.2412935346364975,-0.07018579542636871,0.2557505965232849,0.25993484258651733,0.26016080379486084,0.2059251368045807,0.17554794251918793,0.2557505965232849,0.18075990676879883,0.2557505965232849,0.3105657994747162,0.2643183469772339,0.12358394265174866,0.1721917688846588,0.18968622386455536,0.3105657994747162,0.20061004161834717,0.31824129819869995,0.1979137361049652,0.17557114362716675,0.14672546088695526
on,0.33887791633605957,0.06671147048473358,0.49057599902153015,0.32655060291290283,0.2834896147251129,0.36692994832992554,0.16159376502037048,0.49057599902153015,0.21359805762767792,0.49057599902153015,0.4077630043029785,0.25456929206848145,0.2403624951839447,0.46853652596473694,0.177037313580513,0.4077630043029785,0.22456057369709015,0.39810362458229065,0.5107308030128479,0.20074613392353058,0.2714994251728058
the,0.4408751428127289,-0.06401624530553818,0.4933079481124878,0.33890387415885925,0.35023224353790283,0.3875846862792969,0.1324402391910553,0.4933079481124878,0.2198052853345871,0.4933079481124878,0.5171257257461548,0.2147165983915329,0.24890556931495667,0.6662389636039734,0.21267080307006836,0.5171257257461548,0.20083267986774445,0.39856547117233276,1.0,0.20236903429031372,0.22068053483963013
company,0.22328482568264008,-0.04389836639165878,0.2697763442993164,0.15308363735675812,0.17030248045921326,0.19269630312919617,0.23045730590820312,0.2697763442993164,0.12029571086168289,0.2697763442993164,0.23788511753082275,0.11175356060266495,0.1314510852098465,0.22141718864440918,0.3141639232635498,0.23788511753082275,0.30702534317970276,0.2113076150417328,0.26591673493385315,0.3766961097717285,0.12195809185504913
(,0.20696312189102173,-0.05777914449572563,0.6363511681556702,0.1676948219537735,0.21788647770881653,0.16223937273025513,0.2156914919614792,0.6363511681556702,0.22629423439502716,0.6363511681556702,0.4862271547317505,0.1763029396533966,0.19827008247375488,0.3087427020072937,0.09729829430580139,0.4862271547317505,0.11388751864433289,0.20570816099643707,0.33289089798927307,0.08312778919935226,0.40561532974243164
at,0.2368064820766449,-0.030218491330742836,0.38314947485923767,0.2154216170310974,0.23158283531665802,0.3288320302963257,0.16552478075027466,0.38314947485923767,0.1908298134803772,0.38314947485923767,0.3571503460407257,0.18770384788513184,0.2666997015476227,0.4374977946281433,0.1864534318447113,0.3571503460407257,0.159912571310997,0.34008997678756714,0.457212895154953,0.15194596350193024,0.21978627145290375
that,0.37496164441108704,-0.030602848157286644,0.4137537479400635,0.557814359664917,0.4869440197944641,0.4407361149787903,0.22102725505828857,0.4137537479400635,0.18803873658180237,0.4137537479400635,0.4731321930885315,0.1605188101530075,0.16830024123191833,0.435920387506485,0.2502487897872925,0.4731321930885315,0.2575620412826538,0.3882925808429718,0.5473989248275757,0.2503669261932373,0.32716336846351624
point,0.16723552346229553,0.0966310203075409,0.28971099853515625,0.21504828333854675,0.23877499997615814,0.19398483633995056,0.1225433424115181,0.28971099853515625,0.07537021487951279,0.28971099853515625,0.23319636285305023,0.07821712642908096,0.16018427908420563,0.24451331794261932,0.10747867077589035,0.23319636285305023,0.11649969220161438,0.22948047518730164,0.3084787130355835,0.1034717857837677,0.19189560413360596
westinghouse,0.2823614776134491,-0.005094869527965784,0.277236670255661,0.1836739182472229,0.1912594586610794,0.2198336273431778,0.35764777660369873,0.277236670255661,0.23409830033779144,0.277236670255661,0.2865493595600128,0.29347383975982666,0.21756529808044434,0.2579890191555023,0.2417360246181488,0.2865493595600128,0.3033861517906189,0.19553717970848083,0.3101098835468292,0.39605584740638733,0.17307911813259125
had,0.37294110655784607,-0.012890790589153767,0.35487717390060425,0.2549138069152832,0.31141290068626404,0.9999999403953552,0.12050733715295792,0.35487717390060425,0.20139196515083313,0.35487717390060425,0.3872550129890442,0.21478697657585144,0.3640618324279785,0.385026752948761,0.34649544954299927,0.3872550129890442,0.16415885090827942,0.3937615752220154,0.3875846862792969,0.17608098685741425,0.20728366076946259
paid,0.24049314856529236,-0.01888321153819561,0.18092423677444458,0.19544272124767303,0.26621535420417786,0.35630255937576294,0.17706304788589478,0.18092423677444458,0.11928849667310715,0.18092423677444458,0.23595960438251495,0.13172970712184906,0.29134371876716614,0.1910562664270401,0.3567541241645813,0.23595960438251495,0.29769468307495117,0.22924496233463287,0.22871042788028717,0.23012959957122803,0.20964482426643372
out,0.29497629404067993,-0.10872091352939606,0.3161109685897827,0.3963836133480072,0.3749011158943176,0.317210853099823,0.2017683982849121,0.3161109685897827,0.15555113554000854,0.3161109685897827,0.3881998062133789,0.28022927045822144,0.1494208574295044,0.3576207756996155,0.1818455010652542,0.3881998062133789,0.1951456516981125,0.38542792201042175,0.39404502511024475,0.2546972632408142,0.22020699083805084
an,0.2719563841819763,-0.03518589958548546,0.3581022024154663,0.2520636022090912,0.2866077721118927,0.22327841818332672,0.13714656233787537,0.3581022024154663,0.14553560316562653,0.3581022024154663,0.2838519215583801,0.13137996196746826,0.1721169799566269,0.2605783939361572,0.10819079726934433,0.2838519215583801,0.14050304889678955,0.22070914506912231,0.4207492768764496,0.14016205072402954,0.19793890416622162
estimated,0.21071015298366547,-0.08821330219507217,0.2654368579387665,0.21406520903110504,0.2984779179096222,0.2793443500995636,0.19459319114685059,0.2654368579387665,0.18137133121490479,0.2654368579387665,0.211697056889534,0.15184271335601807,0.14956456422805786,0.2508986294269562,0.25343677401542664,0.211697056889534,0.08383356779813766,0.35031139850616455,0.29184040427207947,0.1461837887763977,0.18149758875370026
$,0.18890754878520966,-0.06636766344308853,0.21166811883449554,0.18718640506267548,0.205519899725914,0.2278132438659668,0.23458653688430786,0.21166811883449554,0.14466024935245514,0.21166811883449554,0.20277954638004303,0.17974595725536346,0.24966531991958618,0.21616753935813904,0.3674606680870056,0.20277954638004303,0.19619855284690857,0.24352870881557465,0.23367542028427124,0.25174519419670105,0.2786129117012024
"200,000",0.11681672930717468,-0.04977031052112579,0.0822363868355751,0.025636112317442894,-0.06130961328744888,0.035737045109272,0.12938782572746277,0.0822363868355751,0.023583613336086273,0.0822363868355751,0.0814400240778923,0.1719789355993271,0.21921846270561218,0.04889736324548721,0.06762558966875076,0.0814400240778923,0.030421050265431404,-0.053851328790187836,0.11895683407783508,0.07229667901992798,-0.020140642300248146
in,0.370934396982193,-0.037797924131155014,0.5201468467712402,0.2601168751716614,0.2725222110748291,0.385026752948761,0.17097744345664978,0.5201468467712402,0.20236437022686005,0.5201468467712402,0.4954058527946472,0.2105751633644104,0.2772020101547241,1.0,0.1539279967546463,0.4954058527946472,0.19164490699768066,0.3605569899082184,0.6662389636039734,0.20229753851890564,0.20430970191955566
licenses,0.20475628972053528,0.033277902752161026,0.2226131111383438,0.18558941781520844,0.1975761204957962,0.16415885090827942,0.14465896785259247,0.2226131111383438,0.0892496407032013,0.2226131111383438,0.24958379566669464,0.13287261128425598,0.18809828162193298,0.19164490699768066,0.44061279296875,0.24958379566669464,0.9999999403953552,0.17684626579284668,0.20083267986774445,0.35868769884109497,0.20863908529281616
and,0.4289871156215668,-0.005717042367905378,0.6633074283599854,0.33647966384887695,0.38395699858665466,0.3872550129890442,0.19560420513153076,0.6633074283599854,0.28234389424324036,0.6633074283599854,1.0,0.2566913664340973,0.24762246012687683,0.4954058527946472,0.2909553050994873,1.0,0.24958379566669464,0.4021143913269043,0.5171257257461548,0.15322813391685486,0.20544172823429108
royalties,0.2642728388309479,0.01921037770807743,0.26653391122817993,0.23175649344921112,0.23236945271492004,0.34649544954299927,0.19358721375465393,0.26653391122817993,0.09724879264831543,0.26653391122817993,0.2909553050994873,0.11286279559135437,0.2972153425216675,0.1539279967546463,1.0,0.2909553050994873,0.44061279296875,0.25148680806159973,0.21267080307006836,0.2678849399089813,0.20977091789245605
to,0.33534231781959534,-0.1238127127289772,0.44245919585227966,0.44169697165489197,0.40610215067863464,0.37984350323677063,0.17548894882202148,0.44245919585227966,0.20498941838741302,0.44245919585227966,0.48971283435821533,0.19434410333633423,0.18226240575313568,0.45010748505592346,0.2555391192436218,0.48971283435821533,0.27215200662612915,0.38635820150375366,0.535392165184021,0.2135588526725769,0.29463258385658264
tesla,0.16513796150684357,-0.039326224476099014,0.20599327981472015,0.19128404557704926,0.20609156787395477,0.12050733715295792,0.9999999403953552,0.20599327981472015,0.07134627550840378,0.20599327981472015,0.19560420513153076,0.09895811975002289,0.1541121006011963,0.17097744345664978,0.19358721375465393,0.19560420513153076,0.14465896785259247,0.16356024146080017,0.1324402391910553,0.352291464805603,0.10250775516033173
",",0.3680937886238098,-0.029812507331371307,1.0000001192092896,0.22659391164779663,0.36182254552841187,0.35487717390060425,0.20599327981472015,1.0000001192092896,0.2983597218990326,1.0000001192092896,0.6633074283599854,0.26360607147216797,0.2926693558692932,0.5201468467712402,0.26653391122817993,0.6633074283599854,0.2226131111383438,0.3301127254962921,0.4933079481124878,0.22191748023033142,0.31091248989105225
brown,0.22148872911930084,0.08320476859807968,0.2983597218990326,0.154130220413208,0.15004368126392365,0.20139196515083313,0.07134627550840378,0.2983597218990326,1.0000001192092896,0.2983597218990326,0.28234389424324036,0.2998613715171814,0.12809228897094727,0.20236437022686005,0.09724879264831543,0.28234389424324036,0.0892496407032013,0.17461110651493073,0.2198052853345871,0.08634824305772781,0.18920691311359406
",",0.3680937886238098,-0.029812507331371307,1.0000001192092896,0.22659391164779663,0.36182254552841187,0.35487717390060425,0.20599327981472015,1.0000001192092896,0.2983597218990326,1.0000001192092896,0.6633074283599854,0.26360607147216797,0.2926693558692932,0.5201468467712402,0.26653391122817993,0.6633074283599854,0.2226131111383438,0.3301127254962921,0.4933079481124878,0.22191748023033142,0.31091248989105225
and,0.4289871156215668,-0.005717042367905378,0.6633074283599854,0.33647966384887695,0.38395699858665466,0.3872550129890442,0.19560420513153076,0.6633074283599854,0.28234389424324036,0.6633074283599854,1.0,0.2566913664340973,0.24762246012687683,0.4954058527946472,0.2909553050994873,1.0,0.24958379566669464,0.4021143913269043,0.5171257257461548,0.15322813391685486,0.20544172823429108
peck,0.21817539632320404,-0.036990247666835785,0.26360607147216797,0.2172025591135025,0.17678771913051605,0.21478697657585144,0.09895811975002289,0.26360607147216797,0.2998613715171814,0.26360607147216797,0.2566913664340973,0.9999999403953552,0.21964585781097412,0.2105751633644104,0.11286279559135437,0.2566913664340973,0.13287261128425598,0.13563065230846405,0.2147165983915329,0.16591130197048187,0.22361880540847778
),0.2151763141155243,-0.035223230719566345,0.63033527135849,0.17939934134483337,0.22256317734718323,0.17014533281326294,0.22692398726940155,0.63033527135849,0.2110663801431656,0.63033527135849,0.4961937665939331,0.16993214190006256,0.2169337123632431,0.3326910734176636,0.11053664982318878,0.4961937665939331,0.10182889550924301,0.20568643510341644,0.3456730246543884,0.0725870132446289,0.42300865054130554
.,0.3936232924461365,-0.023639611899852753,0.6812511086463928,0.3287222981452942,0.3374604284763336,0.37348684668540955,0.17949827015399933,0.6812511086463928,0.3447112441062927,0.6812511086463928,0.588965117931366,0.2531663477420807,0.25050681829452515,0.5591574311256409,0.19982904195785522,0.588965117931366,0.2143820971250534,0.37877383828163147,0.5934505462646484,0.21918348968029022,0.4130953550338745
