,why,is,jochi,'s,reported,alliance,with,the,muslims,historically,suspect,?
son,0.1876598298549652,0.19694165885448456,0.2647548019886017,-0.035570673644542694,0.16356295347213745,0.184083953499794,0.16736911237239838,0.2102738618850708,0.15167377889156342,0.16515715420246124,0.21010059118270874,0.14735563099384308
secretly,0.260806143283844,0.1390194445848465,0.11558067798614502,0.04170006513595581,0.16770103573799133,0.2530086040496826,0.20855285227298737,0.23499827086925507,0.2167721539735794,0.18138492107391357,0.26392999291419983,0.1746927946805954
poisoned,0.2545889616012573,0.16017811000347137,0.26865196228027344,-0.02456585504114628,0.275203675031662,0.14404305815696716,0.2211666852235794,0.21990323066711426,0.15825045108795166,0.15770532190799713,0.30843332409858704,0.14626102149486542
;,0.031007718294858932,0.05324986204504967,0.02459743246436119,0.006909397430717945,0.01117746438831091,0.03804260492324829,0.12944702804088593,0.09152708947658539,0.06534317135810852,0.181315615773201,-0.031721968203783035,0.10349778085947037
however,0.425906240940094,0.33769986033439636,0.17229729890823364,0.011690815910696983,0.37151432037353516,0.20886312425136566,0.44603243470191956,0.49814513325691223,0.29911723732948303,0.3578101396560669,0.31189149618148804,0.2152075469493866
",",0.2827242314815521,0.4691906273365021,0.2696787714958191,-0.0016132977325469255,0.2771649956703186,0.21540239453315735,0.4120737314224243,0.4933079481124878,0.19662503898143768,0.23128527402877808,0.2508068382740021,0.31091248989105225
as,0.3103298544883728,0.43216490745544434,0.15048301219940186,-0.05775856226682663,0.2451612651348114,0.21339169144630432,0.40387406945228577,0.48381632566452026,0.201192706823349,0.32979917526245117,0.2625463306903839,0.27043893933296204
sultan,0.08687439560890198,0.1660642921924591,0.30814328789711,-0.0010919607011601329,0.13919146358966827,0.17427681386470795,0.08956178277730942,0.20653769373893738,0.42544105648994446,0.19318269193172455,0.15212976932525635,0.11157335340976715
muhammad,0.1388172060251236,0.1552620530128479,0.2314481884241104,0.02274157851934433,0.1868399828672409,0.16073183715343475,0.14958986639976501,0.18824619054794312,0.5239554643630981,0.1476323902606964,0.20734502375125885,0.20699374377727509
was,0.23341619968414307,0.5810302495956421,0.22727705538272858,0.008974763564765453,0.2993243634700775,0.22298447787761688,0.27411898970603943,0.48711544275283813,0.18350748717784882,0.2532992362976074,0.1914251148700714,0.18412111699581146
already,0.46158409118652344,0.27460595965385437,0.12157029658555984,-0.030866524204611778,0.2240041047334671,0.1957593560218811,0.34823688864707947,0.34582915902137756,0.12037663161754608,0.21555368602275848,0.30951568484306335,0.3477933406829834
dead,0.1315966695547104,0.17096485197544098,0.19368872046470642,0.00573191000148654,0.24418161809444427,0.07752858102321625,0.17710033059120178,0.23191702365875244,0.09668570011854172,0.08317510783672333,0.29376158118247986,0.1856520175933838
in,0.23227278888225555,0.5394441485404968,0.20567668974399567,-0.037580832839012146,0.25024300813674927,0.1712876558303833,0.4080928862094879,0.6662389636039734,0.18662098050117493,0.30565258860588074,0.1799444556236267,0.20430970191955566
1223,0.12088174372911453,0.05024999380111694,0.10149413347244263,0.050494641065597534,0.12703214585781097,-0.04256245866417885,0.0011189605575054884,0.04458068683743477,0.0829763412475586,-0.024342985823750496,0.03738761320710182,0.34379109740257263
",",0.2827242314815521,0.4691906273365021,0.2696787714958191,-0.0016132977325469255,0.2771649956703186,0.21540239453315735,0.4120737314224243,0.4933079481124878,0.19662503898143768,0.23128527402877808,0.2508068382740021,0.31091248989105225
the,0.30742117762565613,0.5823672413825989,0.19898229837417603,-0.01540423184633255,0.24444028735160828,0.24372223019599915,0.4223487675189972,1.0,0.2657718360424042,0.3502887785434723,0.26095888018608093,0.22068053483963013
accuracy,0.26299041509628296,0.1825960874557495,0.085657499730587,0.06140429899096489,0.2324342578649521,0.09839541465044022,0.2630702257156372,0.22482456266880035,0.16433033347129822,0.23502874374389648,0.24925611913204193,0.2192702442407608
of,0.28464117646217346,0.4854315221309662,0.15254677832126617,-0.03817026689648628,0.23745855689048767,0.23659467697143555,0.41827285289764404,0.733189046382904,0.22355489432811737,0.30144402384757996,0.21128375828266144,0.1826142966747284
this,0.5040162205696106,0.480927973985672,0.17600376904010773,0.02106832154095173,0.17576971650123596,0.16132500767707825,0.36358317732810974,0.6274310946464539,0.2760971784591675,0.2944878339767456,0.29137128591537476,0.3155723512172699
story,0.2431090623140335,0.21414481103420258,0.18224777281284332,0.045654792338609695,0.2232612818479538,0.12570720911026,0.18703196942806244,0.2915393114089966,0.1407063901424408,0.16591587662696838,0.23716239631175995,0.2304346114397049
is,0.26410171389579773,1.0,0.1545657068490982,0.02396530658006668,0.13764138519763947,0.14165513217449188,0.3250955045223236,0.5823672413825989,0.2225831001996994,0.312755286693573,0.22394156455993652,0.22961433231830597
questionable,0.4400748312473297,0.274428129196167,0.15163706243038177,-0.017832370474934578,0.26789894700050354,0.0987948328256607,0.25246837735176086,0.2604181468486786,0.23628082871437073,0.26271820068359375,0.4467014968395233,0.44966721534729004
.,0.32909876108169556,0.4569662809371948,0.21038752794265747,-0.003708066651597619,0.254204124212265,0.2052314132452011,0.4446153938770294,0.5934505462646484,0.23631970584392548,0.20293954014778137,0.22936463356018066,0.4130953550338745
