,what,type,of,rail,line,is,pacific,national,?
now,0.4903225302696228,0.15984998643398285,0.29182544350624084,0.23605433106422424,0.23596182465553284,0.39589470624923706,0.14792513847351074,0.2153392881155014,0.29641881585121155
owned,0.12432919442653656,0.13670656085014343,0.17190153896808624,0.20597559213638306,0.13422128558158875,0.20921923220157623,0.19738148152828217,0.21642951667308807,0.1288648396730423
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.15947316586971283,0.1433108150959015,0.3899846076965332,0.1571187973022461,0.19307640194892883,0.17966607213020325
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2306264042854309,0.29789501428604126,0.5823672413825989,0.28543707728385925,0.32739606499671936,0.22068053483963013
victorian,0.15513519942760468,0.14063771069049835,0.28338366746902466,0.20112554728984833,0.1322227269411087,0.1690170168876648,0.21504896879196167,0.26450979709625244,0.07572567462921143
government,0.28074538707733154,0.09938877820968628,0.3475167155265808,0.2453198879957199,0.09277745336294174,0.20343491435050964,0.1637163609266281,0.29917800426483154,0.18851417303085327
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.19919529557228088,0.22637072205543518,0.4691906273365021,0.2034771740436554,0.23933029174804688,0.31091248989105225
operates,0.17323419451713562,0.241817444562912,0.22910091280937195,0.33214640617370605,0.24758076667785645,0.29712775349617004,0.21698686480522156,0.22919023036956787,0.12270797789096832
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.24957029521465302,0.23499317467212677,0.658733606338501,0.2022901177406311,0.27889734506607056,0.23916715383529663
concentrated,0.20476274192333221,0.1669771373271942,0.28396520018577576,0.15018098056316376,0.1475619375705719,0.25344735383987427,0.20662368834018707,0.10721536725759506,0.11501483619213104
service,0.16857224702835083,0.1756446659564972,0.18425606191158295,0.24396128952503204,0.2586337625980377,0.15705204010009766,0.19354937970638275,0.28096842765808105,0.1676298975944519
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.21482926607131958,0.2615616023540497,0.42745086550712585,0.2440171241760254,0.21067756414413452,0.29463258385658264
major,0.21026742458343506,0.12121699005365372,0.2641255557537079,0.16314925253391266,0.12594392895698547,0.19079607725143433,0.19550131261348724,0.2638278603553772,0.19788557291030884
regional,0.1532609760761261,0.2181188315153122,0.2853882610797882,0.24422667920589447,0.17299766838550568,0.1760118007659912,0.17265012860298157,0.43083569407463074,0.09246466308832169
centres,0.1298195868730545,0.188479945063591,0.27108636498451233,0.20536507666110992,0.15962445735931396,0.24178358912467957,0.1741245836019516,0.24733750522136688,0.07723820209503174
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.19919529557228088,0.22637072205543518,0.4691906273365021,0.2034771740436554,0.23933029174804688,0.31091248989105225
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.1878965198993683,0.22621846199035645,0.43216490745544434,0.17329740524291992,0.21661384403705597,0.27043893933296204
well,0.4154493808746338,0.18039114773273468,0.3343164324760437,0.1447034776210785,0.1810854822397232,0.33406564593315125,0.15248604118824005,0.22215932607650757,0.24815571308135986
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.1878965198993683,0.22621846199035645,0.43216490745544434,0.17329740524291992,0.21661384403705597,0.27043893933296204
long,0.28276848793029785,0.19205956161022186,0.2567519545555115,0.24211320281028748,0.19871768355369568,0.28473302721977234,0.19939136505126953,0.10439147055149078,0.19699987769126892
distance,0.18809965252876282,0.10028146207332611,0.20277999341487885,0.2868894934654236,0.26055753231048584,0.2458917796611786,0.19098986685276031,0.14937043190002441,0.05407539755105972
services,0.16048473119735718,0.15156874060630798,0.23787347972393036,0.36782321333885193,0.28615665435791016,0.2128378003835678,0.177119180560112,0.21445021033287048,0.1328447163105011
on,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.179046630859375,0.2094266265630722,0.3635730445384979,0.17629875242710114,0.18674622476100922,0.2714994251728058
other,0.341873437166214,0.2522227168083191,0.38583824038505554,0.16386471688747406,0.17413140833377838,0.25895947217941284,0.2164900153875351,0.1963898241519928,0.24682199954986572
lines,0.21269705891609192,0.17563766241073608,0.1948472559452057,0.3984358310699463,0.679698646068573,0.1740446388721466,0.1483900099992752,0.1384177803993225,0.18324026465415955
;,0.10986888408660889,-0.004756918177008629,0.054534342139959335,0.04088904708623886,0.01159252692013979,0.05324986204504967,0.11810373514890671,0.027917055413126945,0.10349778085947037
pacific,0.12389002740383148,0.0863519236445427,0.21646003425121307,0.19651728868484497,0.18455694615840912,0.1590694636106491,1.0000001192092896,0.252828449010849,0.13060949742794037
national,0.16882304847240448,0.14095038175582886,0.3314673602581024,0.20094642043113708,0.11778663098812103,0.23413582146167755,0.252828449010849,1.0000001192092896,0.15643028914928436
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.19919529557228088,0.22637072205543518,0.4691906273365021,0.2034771740436554,0.23933029174804688,0.31091248989105225
cfcl,0.18015676736831665,0.2906744182109833,0.17570719122886658,0.3087504208087921,0.16191215813159943,0.2588302493095398,0.2567744851112366,0.1781894564628601,0.2285650074481964
australia,0.1913539320230484,0.21287479996681213,0.2669609785079956,0.18058209121227264,0.16486798226833344,0.1734699010848999,0.269855797290802,0.28855279088020325,0.15702682733535767
which,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.22425106167793274,0.2508549988269806,0.4457404911518097,0.2135714292526245,0.28337109088897705,0.25814583897590637
operate,0.23576132953166962,0.25747373700141907,0.22024419903755188,0.3415222465991974,0.2514365613460541,0.24157488346099854,0.20875416696071625,0.13332922756671906,0.16664595901966095
freight,0.15516939759254456,0.18767467141151428,0.19673147797584534,0.55289226770401,0.30411285161972046,0.18018470704555511,0.2879013419151306,0.1785159409046173,0.16984380781650543
services,0.16048473119735718,0.15156874060630798,0.23787347972393036,0.36782321333885193,0.28615665435791016,0.2128378003835678,0.177119180560112,0.21445021033287048,0.1328447163105011
;,0.10986888408660889,-0.004756918177008629,0.054534342139959335,0.04088904708623886,0.01159252692013979,0.05324986204504967,0.11810373514890671,0.027917055413126945,0.10349778085947037
great,0.2562883198261261,0.1103498712182045,0.3168134391307831,0.1601177603006363,0.1988118290901184,0.1345067322254181,0.19442152976989746,0.17188800871372223,0.13135133683681488
southern,0.18679563701152802,0.08976348489522934,0.31933003664016724,0.2290772646665573,0.15367671847343445,0.2419366091489792,0.3668748438358307,0.24961405992507935,0.11225555837154388
rail,0.1369147002696991,0.20728597044944763,0.18577207624912262,1.0,0.36632755398750305,0.20201268792152405,0.19651728868484497,0.20094642043113708,0.1349031925201416
which,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.22425106167793274,0.2508549988269806,0.4457404911518097,0.2135714292526245,0.28337109088897705,0.25814583897590637
operates,0.17323419451713562,0.241817444562912,0.22910091280937195,0.33214640617370605,0.24758076667785645,0.29712775349617004,0.21698686480522156,0.22919023036956787,0.12270797789096832
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2306264042854309,0.29789501428604126,0.5823672413825989,0.28543707728385925,0.32739606499671936,0.22068053483963013
overland,0.19365379214286804,0.10491150617599487,0.250652551651001,0.27345460653305054,0.28573089838027954,0.15822353959083557,0.2320186197757721,0.1881018429994583,0.11552838236093521
melbourne—adelaide,0.14254358410835266,0.16200602054595947,0.2495918869972229,0.23150129616260529,0.21207056939601898,0.17095424234867096,0.2498292326927185,0.21382585167884827,0.13708564639091492
;,0.10986888408660889,-0.004756918177008629,0.054534342139959335,0.04088904708623886,0.01159252692013979,0.05324986204504967,0.11810373514890671,0.027917055413126945,0.10349778085947037
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2157215178012848,0.24584348499774933,0.3859752118587494,0.19360679388046265,0.2608908712863922,0.20544172823429108
nsw,0.21179232001304626,0.19527924060821533,0.19744537770748138,0.28256896138191223,0.16831594705581665,0.1515708863735199,0.2512846291065216,0.3136148750782013,0.19039511680603027
trainlink,0.16731387376785278,0.31238678097724915,0.1119629442691803,0.5810156464576721,0.3999694883823395,0.13864994049072266,0.21742859482765198,0.151133731007576,0.29051098227500916
which,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.22425106167793274,0.2508549988269806,0.4457404911518097,0.2135714292526245,0.28337109088897705,0.25814583897590637
operates,0.17323419451713562,0.241817444562912,0.22910091280937195,0.33214640617370605,0.24758076667785645,0.29712775349617004,0.21698686480522156,0.22919023036956787,0.12270797789096832
xpts,0.21553801000118256,0.14800095558166504,0.23979397118091583,0.1775342971086502,0.19344213604927063,0.21492552757263184,0.10256462544202805,0.23189793527126312,0.16626691818237305
melbourne—sydney,0.13384796679019928,0.17910978198051453,0.23138868808746338,0.24444517493247986,0.16670235991477966,0.1543663740158081,0.2521439492702484,0.2143154740333557,0.0891689658164978
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.1775164008140564,0.25851553678512573,0.4569662809371948,0.27515438199043274,0.29436907172203064,0.4130953550338745
