,what,player,punched,the,ball,in,from,the,2,?
giving,0.28628480434417725,0.05297272652387619,0.18032710254192352,0.3626074492931366,0.08097457885742188,0.24607835710048676,0.2503957152366638,0.3626074492931366,-0.06768740713596344,0.2052922248840332
denver,0.1275133192539215,0.14441537857055664,0.18265977501869202,0.2052404284477234,0.19353048503398895,0.2221570909023285,0.1697966605424881,0.2052404284477234,-0.02153838239610195,0.1520889848470688
a,0.3320399522781372,0.2591003477573395,0.2863278388977051,0.5829201340675354,0.23578347265720367,0.539380669593811,0.322764128446579,0.5829201340675354,-0.05323360115289688,0.23916715383529663
24–10,0.05741516873240471,0.0409725084900856,-0.0068081519566476345,0.1489364504814148,0.01952260173857212,0.14988355338573456,0.0954553633928299,0.1489364504814148,0.07275284826755524,0.06738992035388947
lead,0.19642074406147003,0.16769561171531677,0.11595550179481506,0.21995973587036133,0.1036292165517807,0.2055644989013672,0.2400083839893341,0.21995973587036133,0.011206243187189102,0.14552436769008636
with,0.2464839518070221,0.15822981297969818,0.22149792313575745,0.4223487675189972,0.1654299646615982,0.4080928862094879,0.26272761821746826,0.4223487675189972,-0.05764888972043991,0.2433311939239502
3:08,0.24833367764949799,-0.08418747037649155,-0.024292968213558197,0.07741329073905945,-0.02127733826637268,0.06284826993942261,0.014608965255320072,0.07741329073905945,-0.02266119420528412,0.1286461055278778
left,0.2442072629928589,0.1500101536512375,0.2696737051010132,0.33113980293273926,0.13393549621105194,0.21139952540397644,0.2032279670238495,0.33113980293273926,-0.05917077139019966,0.13251960277557373
and,0.31309178471565247,0.22685286402702332,0.17874573171138763,0.5171257257461548,0.19981779158115387,0.4954058527946472,0.3601827025413513,0.5171257257461548,-0.0926629975438118,0.20544172823429108
essentially,0.36749956011772156,0.08019143342971802,0.19667592644691467,0.2945486903190613,0.10327504575252533,0.18692578375339508,0.2569475471973419,0.2945486903190613,0.03554101288318634,0.24316146969795227
putting,0.36515408754348755,0.09879893064498901,0.3770036995410919,0.3357599675655365,0.22042115032672882,0.21577180922031403,0.21516408026218414,0.3357599675655365,-0.0713147297501564,0.26915207505226135
the,0.42745697498321533,0.19900773465633392,0.20059612393379211,1.0,0.18895584344863892,0.6662389636039734,0.40150508284568787,1.0,-0.019434669986367226,0.22068053483963013
game,0.2246788740158081,0.46623334288597107,0.2313232421875,0.285271555185318,0.34016361832618713,0.23986028134822845,0.18001270294189453,0.285271555185318,-0.14873525500297546,0.1829071193933487
away,0.2797873020172119,0.13653969764709473,0.1727716624736786,0.29030847549438477,0.18551963567733765,0.2264246642589569,0.37826648354530334,0.29030847549438477,-0.052433114498853683,0.15156377851963043
.,0.3567904531955719,0.22491109371185303,0.18937243521213531,0.5934505462646484,0.214210644364357,0.5591574311256409,0.41536515951156616,0.5934505462646484,-0.037111926823854446,0.4130953550338745
