,on,what,date,was,victoria,declared,independent,from,new,south,wales,?
election,0.2223266214132309,0.2325795590877533,0.2233263999223709,0.2808833718299866,0.2051299512386322,0.3049905300140381,0.2697165012359619,0.19005756080150604,0.1781606674194336,0.18441854417324066,0.25239694118499756,0.23105260729789734
of,0.3966929316520691,0.33290785551071167,0.19568462669849396,0.4069072902202606,0.2505437433719635,0.27392512559890747,0.30508819222450256,0.4249346852302551,0.343457967042923,0.33382371068000793,0.23133093118667603,0.1826142966747284
the,0.5107308030128479,0.42745697498321533,0.25333094596862793,0.48711544275283813,0.2204313427209854,0.260531485080719,0.2927691638469696,0.40150508284568787,0.3845241069793701,0.3129390776157379,0.23852568864822388,0.22068053483963013
first,0.3120559751987457,0.28086137771606445,0.2779913544654846,0.5022147297859192,0.25445491075515747,0.20834754407405853,0.2647183835506439,0.23348960280418396,0.3283863663673401,0.21650062501430511,0.19307951629161835,0.18701928853988647
victorian,0.1450318843126297,0.15513519942760468,0.1567719727754593,0.27178600430488586,0.7158359885215759,0.1580723375082016,0.12243373692035675,0.17833232879638672,0.21021321415901184,0.32377487421035767,0.43479523062705994,0.07572567462921143
legislative,0.16444751620292664,0.22232688963413239,0.14519810676574707,0.20243224501609802,0.2750515341758728,0.25277695059776306,0.2036057710647583,0.20308499038219452,0.24549748003482819,0.2520781457424164,0.29928478598594666,0.1654243916273117
council,0.16224971413612366,0.16933071613311768,0.13025930523872375,0.23921515047550201,0.14262935519218445,0.22330094873905182,0.203214630484581,0.16122816503047943,0.1857822835445404,0.2518231272697449,0.2687714993953705,0.1160062924027443
",",0.49057599902153015,0.3087472915649414,0.2279704213142395,0.45456063747406006,0.2279360294342041,0.2511547803878784,0.24115799367427826,0.39760664105415344,0.36073189973831177,0.3256652057170868,0.19783782958984375,0.31091248989105225
and,0.4077630043029785,0.31309178471565247,0.21585220098495483,0.3740963041782379,0.24507255852222443,0.2012694627046585,0.22274264693260193,0.3601827025413513,0.31402453780174255,0.3140619993209839,0.2818523943424225,0.20544172823429108
the,0.5107308030128479,0.42745697498321533,0.25333094596862793,0.48711544275283813,0.2204313427209854,0.260531485080719,0.2927691638469696,0.40150508284568787,0.3845241069793701,0.3129390776157379,0.23852568864822388,0.22068053483963013
absolute,0.15630216896533966,0.3186502158641815,0.13171128928661346,0.16923728585243225,0.1534533053636551,0.22085149586200714,0.21204261481761932,0.16836242377758026,0.15517543256282806,0.10284969210624695,0.11637869477272034,0.22724391520023346
independence,0.20299798250198364,0.24622133374214172,0.20141731202602386,0.24797119200229645,0.16910886764526367,0.4751761853694916,0.6369733810424805,0.1805717945098877,0.24189493060112,0.26115038990974426,0.1068623885512352,0.12301119416952133
of,0.3966929316520691,0.33290785551071167,0.19568462669849396,0.4069072902202606,0.2505437433719635,0.27392512559890747,0.30508819222450256,0.4249346852302551,0.343457967042923,0.33382371068000793,0.23133093118667603,0.1826142966747284
victoria,0.17229951918125153,0.1194850504398346,0.12138955295085907,0.2550773620605469,1.0,0.15405122935771942,0.13802865147590637,0.19426235556602478,0.23444870114326477,0.3955533504486084,0.46979740262031555,0.12246892601251602
from,0.36926645040512085,0.2737620174884796,0.20628158748149872,0.31171464920043945,0.19426235556602478,0.13642384111881256,0.16480715572834015,1.0,0.3360432982444763,0.308648020029068,0.17945602536201477,0.19969791173934937
new,0.31106263399124146,0.2130378633737564,0.18049058318138123,0.2748313844203949,0.23444870114326477,0.1727549284696579,0.240186408162117,0.3360432982444763,0.9999999403953552,0.31787005066871643,0.3829886019229889,0.14782847464084625
south,0.22021299600601196,0.15388517081737518,0.07323085516691208,0.2792486846446991,0.3955533504486084,0.18548452854156494,0.19521404802799225,0.308648020029068,0.31787005066871643,1.0000001192092896,0.427888423204422,0.12336621433496475
wales,0.1974547952413559,0.1505342721939087,0.15723691880702972,0.18637675046920776,0.46979740262031555,0.12938086688518524,0.12412486970424652,0.17945602536201477,0.3829886019229889,0.427888423204422,1.0000001192092896,0.15627945959568024
was,0.3909217119216919,0.22111038863658905,0.23531168699264526,1.0000001192092896,0.2550773620605469,0.3524813950061798,0.2497003674507141,0.31171464920043945,0.2748313844203949,0.2792486846446991,0.18637675046920776,0.18412111699581146
established,0.18237954378128052,0.14869536459445953,0.17006319761276245,0.26515325903892517,0.11204653233289719,0.3284263610839844,0.3221838176250458,0.13375751674175262,0.21703021228313446,0.18483494222164154,0.10759199410676956,0.15917523205280304
proclaiming,0.21822361648082733,0.25265875458717346,0.25346511602401733,0.3033546507358551,0.16027109324932098,0.5821918249130249,0.2593635618686676,0.18836452066898346,0.21848848462104797,0.21383802592754364,0.18009227514266968,0.24665366113185883
a,0.3848365545272827,0.3320399522781372,0.20166118443012238,0.4508470594882965,0.15216270089149475,0.17912326753139496,0.2332436740398407,0.322764128446579,0.3214259147644043,0.23680485785007477,0.16283482313156128,0.23916715383529663
new,0.31106263399124146,0.2130378633737564,0.18049058318138123,0.2748313844203949,0.23444870114326477,0.1727549284696579,0.240186408162117,0.3360432982444763,0.9999999403953552,0.31787005066871643,0.3829886019229889,0.14782847464084625
colony,0.14955559372901917,0.26261213421821594,0.10923776775598526,0.25879696011543274,0.23235772550106049,0.2814735174179077,0.30099937319755554,0.18396958708763123,0.29187142848968506,0.26421207189559937,0.23250383138656616,0.13831071555614471
of,0.3966929316520691,0.33290785551071167,0.19568462669849396,0.4069072902202606,0.2505437433719635,0.27392512559890747,0.30508819222450256,0.4249346852302551,0.343457967042923,0.33382371068000793,0.23133093118667603,0.1826142966747284
victoria,0.17229951918125153,0.1194850504398346,0.12138955295085907,0.2550773620605469,1.0,0.15405122935771942,0.13802865147590637,0.19426235556602478,0.23444870114326477,0.3955533504486084,0.46979740262031555,0.12246892601251602
.,0.49257001280784607,0.3567904531955719,0.2508279085159302,0.40146201848983765,0.23069117963314056,0.22663556039333344,0.24531036615371704,0.41536515951156616,0.35031336545944214,0.2798699140548706,0.27743059396743774,0.4130953550338745
