,what,happens,to,the,working,fluid,in,a,closed,loop,system,?
directly,0.3618607521057129,0.20883701741695404,0.46690139174461365,0.4502958655357361,0.15206480026245117,0.2505650520324707,0.25104159116744995,0.27976194024086,0.20357561111450195,0.259748637676239,0.30103757977485657,0.2187996357679367
released,0.20228935778141022,0.21282434463500977,0.21765387058258057,0.24578391015529633,0.23117466270923615,0.16352102160453796,0.2659924626350403,0.23456448316574097,0.2273941934108734,0.1299072504043579,0.19401051104068756,0.20329579710960388
to,0.455847829580307,0.25381678342819214,1.0,0.535392165184021,0.28215980529785156,0.20024138689041138,0.45010748505592346,0.45503583550453186,0.2852984070777893,0.22678492963314056,0.26662686467170715,0.29463258385658264
the,0.42745697498321533,0.32930514216423035,0.535392165184021,1.0,0.25857484340667725,0.23256433010101318,0.6662389636039734,0.5829201340675354,0.2359541952610016,0.24706609547138214,0.3233085572719574,0.22068053483963013
atmosphere,0.2530241310596466,0.2878817915916443,0.24801792204380035,0.24429655075073242,0.15718026459217072,0.3520892858505249,0.20898397266864777,0.17583811283111572,0.15219032764434814,0.17032673954963684,0.2224208265542984,0.15636961162090302
",",0.3087472915649414,0.24968470633029938,0.44245919585227966,0.4933079481124878,0.29007792472839355,0.10517379641532898,0.5201468467712402,0.427140474319458,0.2763722538948059,0.17224496603012085,0.18439900875091553,0.31091248989105225
and,0.31309178471565247,0.23238006234169006,0.48971283435821533,0.5171257257461548,0.30510061979293823,0.20163339376449585,0.4954058527946472,0.3739250600337982,0.21235816180706024,0.17781208455562592,0.231138214468956,0.20544172823429108
a,0.3320399522781372,0.3780156075954437,0.45503583550453186,0.5829201340675354,0.2998538911342621,0.22105562686920166,0.539380669593811,1.0,0.1631089150905609,0.24126464128494263,0.2589043080806732,0.23916715383529663
separate,0.33215096592903137,0.2633867561817169,0.3234710395336151,0.3612915575504303,0.2468753457069397,0.1773850917816162,0.3099668025970459,0.3137926161289215,0.2581588327884674,0.1642000377178192,0.2237393707036972,0.16835719347000122
source,0.2553733289241791,0.21174004673957825,0.2501981854438782,0.30258262157440186,0.12697413563728333,0.17624901235103607,0.24019475281238556,0.18778453767299652,0.2330320030450821,0.22371305525302887,0.20411387085914612,0.2462312877178192
of,0.33290785551071167,0.2803132236003876,0.41548454761505127,0.733189046382904,0.19986772537231445,0.217294842004776,0.5696388483047485,0.5052502155303955,0.15899594128131866,0.15407337248325348,0.25597915053367615,0.1826142966747284
water,0.17456887662410736,0.29456964135169983,0.27858173847198486,0.297396719455719,0.17502498626708984,0.4363020062446594,0.23966141045093536,0.2979097068309784,0.20969901978969574,0.21389444172382355,0.1872812807559967,0.14731885492801666
feeding,0.25255632400512695,0.24247698485851288,0.23164182901382446,0.27616533637046814,0.22400954365730286,0.3067975640296936,0.20608384907245636,0.24663759768009186,0.213252991437912,0.15470020473003387,0.18056464195251465,0.1769361048936844
the,0.42745697498321533,0.32930514216423035,0.535392165184021,1.0,0.25857484340667725,0.23256433010101318,0.6662389636039734,0.5829201340675354,0.2359541952610016,0.24706609547138214,0.3233085572719574,0.22068053483963013
boiler,0.23551298677921295,0.27229470014572144,0.18706591427326202,0.2309672236442566,0.20434069633483887,0.31279897689819336,0.25116536021232605,0.2275201976299286,0.2246130257844925,0.28060001134872437,0.24986565113067627,0.20881007611751556
is,0.28837618231773376,0.3918035626411438,0.42745086550712585,0.5823672413825989,0.20290212333202362,0.23022614419460297,0.5394441485404968,0.658733606338501,0.15169702470302582,0.20200759172439575,0.2282046526670456,0.22961433231830597
supplied,0.148319274187088,0.16317787766456604,0.2647247314453125,0.3064648509025574,0.16263966262340546,0.2537335753440857,0.19743295013904572,0.19202668964862823,0.20926213264465332,0.09630530327558517,0.12149897962808609,0.08668285608291626
.,0.3567904531955719,0.24076157808303833,0.4645031690597534,0.5934505462646484,0.28468647599220276,0.17701123654842377,0.5591574311256409,0.50484299659729,0.24888747930526733,0.19817034900188446,0.2277725487947464,0.4130953550338745
