,why,should,someone,not,commit,a,crime,when,they,are,protesting,?
the,0.30742117762565613,0.32399165630340576,0.2575405538082123,0.4310511648654938,0.16320577263832092,0.5829201340675354,0.2052120864391327,0.5091903209686279,0.49925389885902405,0.40399202704429626,0.30172768235206604,0.22068053483963013
crime,0.18043945729732513,0.1841205656528473,0.292934387922287,0.24251356720924377,0.5087068676948547,0.22928372025489807,0.9999999403953552,0.1260923594236374,0.17700369656085968,0.1521315723657608,0.22847290337085724,0.2067868858575821
covertly,0.29371845722198486,0.29141250252723694,0.27055513858795166,0.33155253529548645,0.20198272168636322,0.2866778075695038,0.24638651311397552,0.28082075715065,0.28759223222732544,0.2739642560482025,0.3218149244785309,0.21012113988399506
and,0.27806392312049866,0.27632346749305725,0.22983601689338684,0.39099299907684326,0.2209395468235016,0.3739250600337982,0.24905915558338165,0.4716290831565857,0.5073080658912659,0.48576638102531433,0.2742563486099243,0.20544172823429108
avoiding,0.2865044176578522,0.3595384955406189,0.35387861728668213,0.37606725096702576,0.248945951461792,0.287608802318573,0.1761075109243393,0.3189665973186493,0.23990418016910553,0.3357309401035309,0.256388783454895,0.2956450283527374
attribution,0.3429907560348511,0.4173777997493744,0.3194267451763153,0.35703667998313904,0.28155702352523804,0.2590976655483246,0.20787400007247925,0.17255008220672607,0.21673624217510223,0.19799432158470154,0.18550564348697662,0.35129237174987793
",",0.2827242314815521,0.2706286907196045,0.23755213618278503,0.3769696354866028,0.22574645280838013,0.427140474319458,0.21491537988185883,0.36674630641937256,0.390799880027771,0.4062570035457611,0.3004133105278015,0.31091248989105225
or,0.3391086459159851,0.38324013352394104,0.49079629778862,0.5119067430496216,0.2717740833759308,0.48853766918182373,0.19304226338863373,0.417120099067688,0.4633304476737976,0.5374364256858826,0.20450052618980408,0.32389625906944275
by,0.19170543551445007,0.2928081750869751,0.21211211383342743,0.291808545589447,0.22258785367012024,0.32094135880470276,0.24834075570106506,0.4376842677593231,0.3391372263431549,0.37842893600463867,0.21867947280406952,0.17966607213020325
denying,0.3767238259315491,0.37468111515045166,0.38450101017951965,0.42730778455734253,0.36756816506385803,0.25782835483551025,0.29466816782951355,0.2863408923149109,0.2547667920589447,0.20149193704128265,0.41664400696754456,0.34335482120513916
having,0.3649033308029175,0.3455738127231598,0.3618587851524353,0.45144879817962646,0.18834644556045532,0.3929923176765442,0.2182372510433197,0.4296937882900238,0.4178488850593567,0.3686100244522095,0.27040714025497437,0.22418256103992462
committed,0.17860066890716553,0.24360838532447815,0.28761619329452515,0.29861852526664734,0.7974355220794678,0.1865316480398178,0.5001983046531677,0.22024820744991302,0.2729461193084717,0.18387417495250702,0.3410607874393463,0.20722328126430511
the,0.30742117762565613,0.32399165630340576,0.2575405538082123,0.4310511648654938,0.16320577263832092,0.5829201340675354,0.2052120864391327,0.5091903209686279,0.49925389885902405,0.40399202704429626,0.30172768235206604,0.22068053483963013
crime,0.18043945729732513,0.1841205656528473,0.292934387922287,0.24251356720924377,0.5087068676948547,0.22928372025489807,0.9999999403953552,0.1260923594236374,0.17700369656085968,0.1521315723657608,0.22847290337085724,0.2067868858575821
",",0.2827242314815521,0.2706286907196045,0.23755213618278503,0.3769696354866028,0.22574645280838013,0.427140474319458,0.21491537988185883,0.36674630641937256,0.390799880027771,0.4062570035457611,0.3004133105278015,0.31091248989105225
or,0.3391086459159851,0.38324013352394104,0.49079629778862,0.5119067430496216,0.2717740833759308,0.48853766918182373,0.19304226338863373,0.417120099067688,0.4633304476737976,0.5374364256858826,0.20450052618980408,0.32389625906944275
by,0.19170543551445007,0.2928081750869751,0.21211211383342743,0.291808545589447,0.22258785367012024,0.32094135880470276,0.24834075570106506,0.4376842677593231,0.3391372263431549,0.37842893600463867,0.21867947280406952,0.17966607213020325
fleeing,0.22582560777664185,0.18304376304149628,0.17791524529457092,0.2137460708618164,0.3245639503002167,0.23241834342479706,0.26579782366752625,0.37628236413002014,0.32161441445350647,0.21126709878444672,0.4230283498764038,0.16525696218013763
the,0.30742117762565613,0.32399165630340576,0.2575405538082123,0.4310511648654938,0.16320577263832092,0.5829201340675354,0.2052120864391327,0.5091903209686279,0.49925389885902405,0.40399202704429626,0.30172768235206604,0.22068053483963013
jurisdiction,0.16432662308216095,0.285937637090683,0.20751377940177917,0.314441055059433,0.32335931062698364,0.21104411780834198,0.3728697896003723,0.1746465414762497,0.2104615867137909,0.20440074801445007,0.23548084497451782,0.19550715386867523
",",0.2827242314815521,0.2706286907196045,0.23755213618278503,0.3769696354866028,0.22574645280838013,0.427140474319458,0.21491537988185883,0.36674630641937256,0.390799880027771,0.4062570035457611,0.3004133105278015,0.31091248989105225
is,0.26410171389579773,0.33635082840919495,0.2935047447681427,0.3776007890701294,0.16407126188278198,0.658733606338501,0.23180164396762848,0.3471449911594391,0.330102801322937,0.5330929756164551,0.16472825407981873,0.22961433231830597
generally,0.3794300854206085,0.43803733587265015,0.34394294023513794,0.4818459153175354,0.19016717374324799,0.37653425335884094,0.15512315928936005,0.38531962037086487,0.4530896842479706,0.5254502892494202,0.2226264327764511,0.23411904275417328
viewed,0.23098500072956085,0.2441900074481964,0.18889085948467255,0.22306884825229645,0.12163036316633224,0.22637882828712463,0.15415021777153015,0.1449430286884308,0.18669317662715912,0.17731130123138428,0.1894899308681488,0.19983090460300446
as,0.3103298544883728,0.414644330739975,0.24472671747207642,0.5105602741241455,0.19956886768341064,0.39550232887268066,0.19112218916416168,0.4437963366508484,0.3294360637664795,0.3826591968536377,0.20372438430786133,0.27043893933296204
not,0.5504072904586792,0.5875406265258789,0.42651668190956116,0.9999999403953552,0.37307119369506836,0.3791346549987793,0.24251356720924377,0.4799930453300476,0.5804335474967957,0.46186959743499756,0.24801456928253174,0.41942933201789856
being,0.3835456669330597,0.42095839977264404,0.3563985228538513,0.4366016089916229,0.2191319614648819,0.3727131485939026,0.22844655811786652,0.47212454676628113,0.41845834255218506,0.4656608998775482,0.29663652181625366,0.26743772625923157
a,0.2667238116264343,0.2715131938457489,0.4145890474319458,0.3791346549987793,0.2070140689611435,1.0,0.22928372025489807,0.44397395849227905,0.3528250455856323,0.265255331993103,0.2591511309146881,0.23916715383529663
civil,0.14097142219543457,0.1821049451828003,0.14305506646633148,0.18740713596343994,0.22258321940898895,0.21693918108940125,0.22153392434120178,0.14899945259094238,0.14507707953453064,0.12244163453578949,0.3131106197834015,0.1494513899087906
disobedient,0.19437843561172485,0.29568782448768616,0.2740049362182617,0.3789924085140228,0.3957044184207916,0.28178003430366516,0.33620479702949524,0.31682902574539185,0.32510906457901,0.23756493628025055,0.5147239565849304,0.17197857797145844
.,0.32909876108169556,0.3516756594181061,0.24185851216316223,0.4824007451534271,0.283060222864151,0.50484299659729,0.22651058435440063,0.475719153881073,0.4510921239852905,0.3452940285205841,0.2967488765716553,0.4130953550338745
,why,should,someone,not,commit,a,crime,when,they,are,protesting,?
therefore,0.5313050746917725,0.48857998847961426,0.35649603605270386,0.5721608996391296,0.2650054693222046,0.4029415249824524,0.1812371015548706,0.41573891043663025,0.448416143655777,0.4124811887741089,0.25525805354118347,0.3325358033180237
",",0.2827242314815521,0.2706286907196045,0.23755213618278503,0.3769696354866028,0.22574645280838013,0.427140474319458,0.21491537988185883,0.36674630641937256,0.390799880027771,0.4062570035457611,0.3004133105278015,0.31091248989105225
conscientious,0.3635209798812866,0.3408210277557373,0.33485373854637146,0.3566814661026001,0.3173728883266449,0.2526516616344452,0.25829851627349854,0.21758392453193665,0.28256145119667053,0.20602929592132568,0.33033689856529236,0.24232997000217438
lawbreakers,0.24923278391361237,0.1644548922777176,0.18607082962989807,0.23141616582870483,0.22812555730342865,0.2769600450992584,0.3215130865573883,0.24699091911315918,0.3323785364627838,0.2967046797275543,0.23424768447875977,0.20063912868499756
must,0.27111372351646423,0.5377094149589539,0.31939685344696045,0.48002883791923523,0.23647376894950867,0.3016769587993622,0.18786804378032684,0.3487336039543152,0.3667615056037903,0.3923934996128082,0.10716569423675537,0.23707495629787445
be,0.4042811989784241,0.6527681946754456,0.45383936166763306,0.5788898468017578,0.2702273428440094,0.39883795380592346,0.1888611763715744,0.4451393485069275,0.4858434796333313,0.5556803941726685,0.20142053067684174,0.3324260413646698
punished,0.2429686188697815,0.24822258949279785,0.31340983510017395,0.34345927834510803,0.4526232182979584,0.15516428649425507,0.42960867285728455,0.264311283826828,0.34478312730789185,0.20500345528125763,0.3133965730667114,0.23893512785434723
.,0.32909876108169556,0.3516756594181061,0.24185851216316223,0.4824007451534271,0.283060222864151,0.50484299659729,0.22651058435440063,0.475719153881073,0.4510921239852905,0.3452940285205841,0.2967488765716553,0.4130953550338745
,why,should,someone,not,commit,a,crime,when,they,are,protesting,?
one,0.37620118260383606,0.30376771092414856,0.3170619606971741,0.3642125129699707,0.19734512269496918,0.4910551905632019,0.13771073520183563,0.38307374715805054,0.4178827106952667,0.42537835240364075,0.2446364462375641,0.2673267424106598
theory,0.3339385986328125,0.20318785309791565,0.21840006113052368,0.24455146491527557,0.13779129087924957,0.2233850657939911,0.06157904490828514,0.20727984607219696,0.20866937935352325,0.1918308287858963,0.1645093411207199,0.1387292891740799
is,0.26410171389579773,0.33635082840919495,0.2935047447681427,0.3776007890701294,0.16407126188278198,0.658733606338501,0.23180164396762848,0.3471449911594391,0.330102801322937,0.5330929756164551,0.16472825407981873,0.22961433231830597
that,0.5601457357406616,0.4588061273097992,0.47597742080688477,0.6600887179374695,0.31462377309799194,0.47537946701049805,0.2198101431131363,0.5860282182693481,0.5710820555686951,0.45265161991119385,0.31985118985176086,0.32716336846351624
",",0.2827242314815521,0.2706286907196045,0.23755213618278503,0.3769696354866028,0.22574645280838013,0.427140474319458,0.21491537988185883,0.36674630641937256,0.390799880027771,0.4062570035457611,0.3004133105278015,0.31091248989105225
while,0.3304853141307831,0.3031889796257019,0.2875765562057495,0.4146956503391266,0.2608141303062439,0.3733035624027252,0.13640600442886353,0.548916757106781,0.3770460784435272,0.34230953454971313,0.29905858635902405,0.21076419949531555
disobedience,0.22061246633529663,0.30054971575737,0.2766490578651428,0.38157403469085693,0.4233427345752716,0.25352153182029724,0.3779057264328003,0.2761690020561218,0.3148254156112671,0.19937367737293243,0.5386278629302979,0.19890835881233215
may,0.25454580783843994,0.3535434603691101,0.24132280051708221,0.39885732531547546,0.13024131953716278,0.29255667328834534,0.19988925755023956,0.3167054355144501,0.3371005356311798,0.3162533640861511,0.21024306118488312,0.2768254578113556
be,0.4042811989784241,0.6527681946754456,0.45383936166763306,0.5788898468017578,0.2702273428440094,0.39883795380592346,0.1888611763715744,0.4451393485069275,0.4858434796333313,0.5556803941726685,0.20142053067684174,0.3324260413646698
helpful,0.41270366311073303,0.4772859811782837,0.4154442846775055,0.440122127532959,0.2836354672908783,0.2612265944480896,0.2113465815782547,0.26638105511665344,0.31218793988227844,0.3421100080013275,0.18332774937152863,0.42450982332229614
",",0.2827242314815521,0.2706286907196045,0.23755213618278503,0.3769696354866028,0.22574645280838013,0.427140474319458,0.21491537988185883,0.36674630641937256,0.390799880027771,0.4062570035457611,0.3004133105278015,0.31091248989105225
any,0.4423638582229614,0.447360634803772,0.4794093072414398,0.5995424389839172,0.25634151697158813,0.45031747221946716,0.23275181651115417,0.4210505485534668,0.4171105623245239,0.40178635716438293,0.2334660440683365,0.4113408327102661
great,0.19439856708049774,0.16104336082935333,0.17293760180473328,0.1675761491060257,0.14097784459590912,0.21836373209953308,0.07244923710823059,0.2342798113822937,0.2067948579788208,0.13090994954109192,0.09779734909534454,0.13135133683681488
amount,0.268189013004303,0.2695535719394684,0.29687169194221497,0.3809864819049835,0.1553935408592224,0.3439450263977051,0.1642807275056839,0.33989670872688293,0.32928937673568726,0.2873819172382355,0.18154005706310272,0.17984020709991455
of,0.28464117646217346,0.23792634904384613,0.18018293380737305,0.3307090103626251,0.17131838202476501,0.5052502155303955,0.21116793155670166,0.3757161796092987,0.3426007330417633,0.39081433415412903,0.31025201082229614,0.1826142966747284
it,0.376611590385437,0.3525244891643524,0.36422115564346313,0.4651523232460022,0.2244308739900589,0.5452592968940735,0.24319672584533691,0.4775012135505676,0.44394949078559875,0.3617996573448181,0.19622966647148132,0.25732165575027466
would,0.4549354612827301,0.5900080800056458,0.39700669050216675,0.5854519605636597,0.29075780510902405,0.398599237203598,0.19322024285793304,0.4219970703125,0.5262938141822815,0.32024338841438293,0.3043925166130066,0.37178951501846313
undermine,0.36583730578422546,0.40991872549057007,0.34233182668685913,0.46402278542518616,0.32050424814224243,0.26254621148109436,0.2810157835483551,0.285945326089859,0.31885072588920593,0.24295276403427124,0.30857133865356445,0.31749099493026733
the,0.30742117762565613,0.32399165630340576,0.2575405538082123,0.4310511648654938,0.16320577263832092,0.5829201340675354,0.2052120864391327,0.5091903209686279,0.49925389885902405,0.40399202704429626,0.30172768235206604,0.22068053483963013
law,0.18942931294441223,0.2088879495859146,0.16232065856456757,0.2588513493537903,0.2629097104072571,0.2212858349084854,0.32701653242111206,0.2062477022409439,0.21479126811027527,0.13009320199489594,0.33029448986053467,0.1528988480567932
by,0.19170543551445007,0.2928081750869751,0.21211211383342743,0.291808545589447,0.22258785367012024,0.32094135880470276,0.24834075570106506,0.4376842677593231,0.3391372263431549,0.37842893600463867,0.21867947280406952,0.17966607213020325
encouraging,0.3481769561767578,0.3666186034679413,0.2763751447200775,0.3873026967048645,0.3207060396671295,0.2406242936849594,0.2335386425256729,0.2614632248878479,0.28040432929992676,0.2973876893520355,0.3834795355796814,0.23532812297344208
general,0.13639043271541595,0.21871064603328705,0.15650473535060883,0.19737575948238373,0.17550820112228394,0.2157215178012848,0.13476872444152832,0.20438088476657867,0.21230264008045197,0.15219135582447052,0.20192669332027435,0.1972234547138214
disobedience,0.22061246633529663,0.30054971575737,0.2766490578651428,0.38157403469085693,0.4233427345752716,0.25352153182029724,0.3779057264328003,0.2761690020561218,0.3148254156112671,0.19937367737293243,0.5386278629302979,0.19890835881233215
which,0.4444611668586731,0.31937870383262634,0.3639863431453705,0.46766895055770874,0.1907128542661667,0.56894451379776,0.18157020211219788,0.572554349899292,0.5165667533874512,0.42922598123550415,0.26733139157295227,0.25814583897590637
is,0.26410171389579773,0.33635082840919495,0.2935047447681427,0.3776007890701294,0.16407126188278198,0.658733606338501,0.23180164396762848,0.3471449911594391,0.330102801322937,0.5330929756164551,0.16472825407981873,0.22961433231830597
neither,0.3780602216720581,0.3468873202800751,0.34809190034866333,0.5245838165283203,0.27332544326782227,0.3513123095035553,0.15667951107025146,0.40875497460365295,0.3676902949810028,0.3007992208003998,0.15320420265197754,0.262674480676651
conscientious,0.3635209798812866,0.3408210277557373,0.33485373854637146,0.3566814661026001,0.3173728883266449,0.2526516616344452,0.25829851627349854,0.21758392453193665,0.28256145119667053,0.20602929592132568,0.33033689856529236,0.24232997000217438
nor,0.32894328236579895,0.36020389199256897,0.2949351668357849,0.4992593824863434,0.25206777453422546,0.24612422287464142,0.1265428215265274,0.2987140417098999,0.3260992765426636,0.2467597872018814,0.1645614057779312,0.2602383494377136
of,0.28464117646217346,0.23792634904384613,0.18018293380737305,0.3307090103626251,0.17131838202476501,0.5052502155303955,0.21116793155670166,0.3757161796092987,0.3426007330417633,0.39081433415412903,0.31025201082229614,0.1826142966747284
social,0.20344845950603485,0.2230125218629837,0.21122966706752777,0.19088992476463318,0.16180478036403656,0.2286769598722458,0.21666553616523743,0.17212750017642975,0.24111700057983398,0.21125389635562897,0.23532330989837646,0.1615191102027893
benefit,0.30531632900238037,0.3367747664451599,0.32562410831451416,0.39115750789642334,0.2025832086801529,0.23359325528144836,0.14726871252059937,0.2032705545425415,0.29741957783699036,0.27772945165634155,0.2586800456047058,0.31136202812194824
.,0.32909876108169556,0.3516756594181061,0.24185851216316223,0.4824007451534271,0.283060222864151,0.50484299659729,0.22651058435440063,0.475719153881073,0.4510921239852905,0.3452940285205841,0.2967488765716553,0.4130953550338745
,why,should,someone,not,commit,a,crime,when,they,are,protesting,?
michael,0.0840381383895874,0.10080459713935852,0.1796056628227234,0.11010126769542694,0.15859247744083405,0.21851083636283875,0.10790400207042694,0.13016393780708313,0.1716967523097992,0.0680089145898819,0.15760858356952667,0.0667748749256134
bayles,0.13251551985740662,0.09495570510625839,0.0976400375366211,0.16652491688728333,0.1629945933818817,0.16446644067764282,0.16098427772521973,0.19150927662849426,0.25151562690734863,0.20322269201278687,0.1910381317138672,0.16070181131362915
argues,0.2541227638721466,0.24935844540596008,0.23026606440544128,0.2694745361804962,0.24600034952163696,0.21543139219284058,0.20245587825775146,0.1820296049118042,0.20035116374492645,0.1532573252916336,0.20993535220623016,0.20733967423439026
that,0.5601457357406616,0.4588061273097992,0.47597742080688477,0.6600887179374695,0.31462377309799194,0.47537946701049805,0.2198101431131363,0.5860282182693481,0.5710820555686951,0.45265161991119385,0.31985118985176086,0.32716336846351624
if,0.525363028049469,0.5581767559051514,0.5409966707229614,0.6100378632545471,0.2763753831386566,0.41272827982902527,0.21277159452438354,0.5608453154563904,0.4092397689819336,0.32547882199287415,0.18152497708797455,0.4441644251346588
a,0.2667238116264343,0.2715131938457489,0.4145890474319458,0.3791346549987793,0.2070140689611435,1.0,0.22928372025489807,0.44397395849227905,0.3528250455856323,0.265255331993103,0.2591511309146881,0.23916715383529663
person,0.3112850785255432,0.3114619255065918,0.6576197743415833,0.3899572491645813,0.3403867483139038,0.4078793525695801,0.2778583765029907,0.3738875091075897,0.3959071934223175,0.2964897155761719,0.15594382584095,0.324093222618103
violates,0.3465169370174408,0.4328441321849823,0.33049413561820984,0.42134568095207214,0.37948086857795715,0.2133554369211197,0.33868345618247986,0.23560775816440582,0.2550913095474243,0.2491704523563385,0.3013819456100464,0.3474772870540619
a,0.2667238116264343,0.2715131938457489,0.4145890474319458,0.3791346549987793,0.2070140689611435,1.0,0.22928372025489807,0.44397395849227905,0.3528250455856323,0.265255331993103,0.2591511309146881,0.23916715383529663
law,0.18942931294441223,0.2088879495859146,0.16232065856456757,0.2588513493537903,0.2629097104072571,0.2212858349084854,0.32701653242111206,0.2062477022409439,0.21479126811027527,0.13009320199489594,0.33029448986053467,0.1528988480567932
in,0.23227278888225555,0.23054338991641998,0.18814018368721008,0.3403114080429077,0.17741988599300385,0.539380669593811,0.22510747611522675,0.4431333839893341,0.4330179989337921,0.3841303884983063,0.32945486903190613,0.20430970191955566
order,0.1690959632396698,0.2464611828327179,0.14912797510623932,0.24432697892189026,0.16575419902801514,0.24138490855693817,0.15737976133823395,0.2338472604751587,0.30929040908813477,0.22330260276794434,0.15331347286701202,0.13725648820400238
to,0.4100138247013092,0.44452130794525146,0.38986673951148987,0.5149973034858704,0.2989535629749298,0.45503583550453186,0.20496699213981628,0.5423505902290344,0.5452046394348145,0.3504326641559601,0.2454739362001419,0.29463258385658264
create,0.30252912640571594,0.31214335560798645,0.30716457962989807,0.35991010069847107,0.19535492360591888,0.3041161596775055,0.13338398933410645,0.28369492292404175,0.3212818503379822,0.29562345147132874,0.18585781753063202,0.300167441368103
a,0.2667238116264343,0.2715131938457489,0.4145890474319458,0.3791346549987793,0.2070140689611435,1.0,0.22928372025489807,0.44397395849227905,0.3528250455856323,0.265255331993103,0.2591511309146881,0.23916715383529663
test,0.2127515971660614,0.26514098048210144,0.22820907831192017,0.24568605422973633,0.13806326687335968,0.2521366477012634,0.16720835864543915,0.2440095990896225,0.18307891488075256,0.19636113941669464,0.25245779752731323,0.19832737743854523
case,0.31864359974861145,0.36858198046684265,0.34703484177589417,0.3788454234600067,0.28240010142326355,0.3104211390018463,0.24997754395008087,0.3450794816017151,0.2654382288455963,0.26273006200790405,0.2595037817955017,0.33232852816581726
as,0.3103298544883728,0.414644330739975,0.24472671747207642,0.5105602741241455,0.19956886768341064,0.39550232887268066,0.19112218916416168,0.4437963366508484,0.3294360637664795,0.3826591968536377,0.20372438430786133,0.27043893933296204
to,0.4100138247013092,0.44452130794525146,0.38986673951148987,0.5149973034858704,0.2989535629749298,0.45503583550453186,0.20496699213981628,0.5423505902290344,0.5452046394348145,0.3504326641559601,0.2454739362001419,0.29463258385658264
the,0.30742117762565613,0.32399165630340576,0.2575405538082123,0.4310511648654938,0.16320577263832092,0.5829201340675354,0.2052120864391327,0.5091903209686279,0.49925389885902405,0.40399202704429626,0.30172768235206604,0.22068053483963013
constitutionality,0.22309401631355286,0.31737762689590454,0.24974162876605988,0.3447287678718567,0.27648672461509705,0.21856823563575745,0.32947883009910583,0.17244738340377808,0.2561565935611725,0.22137148678302765,0.3580664396286011,0.2698788344860077
of,0.28464117646217346,0.23792634904384613,0.18018293380737305,0.3307090103626251,0.17131838202476501,0.5052502155303955,0.21116793155670166,0.3757161796092987,0.3426007330417633,0.39081433415412903,0.31025201082229614,0.1826142966747284
a,0.2667238116264343,0.2715131938457489,0.4145890474319458,0.3791346549987793,0.2070140689611435,1.0,0.22928372025489807,0.44397395849227905,0.3528250455856323,0.265255331993103,0.2591511309146881,0.23916715383529663
law,0.18942931294441223,0.2088879495859146,0.16232065856456757,0.2588513493537903,0.2629097104072571,0.2212858349084854,0.32701653242111206,0.2062477022409439,0.21479126811027527,0.13009320199489594,0.33029448986053467,0.1528988480567932
",",0.2827242314815521,0.2706286907196045,0.23755213618278503,0.3769696354866028,0.22574645280838013,0.427140474319458,0.21491537988185883,0.36674630641937256,0.390799880027771,0.4062570035457611,0.3004133105278015,0.31091248989105225
and,0.27806392312049866,0.27632346749305725,0.22983601689338684,0.39099299907684326,0.2209395468235016,0.3739250600337982,0.24905915558338165,0.4716290831565857,0.5073080658912659,0.48576638102531433,0.2742563486099243,0.20544172823429108
then,0.3774382174015045,0.3387238383293152,0.29577091336250305,0.4044761657714844,0.24807213246822357,0.3970017731189728,0.16046223044395447,0.6026323437690735,0.4681341052055359,0.23076686263084412,0.24070550501346588,0.2884598970413208
wins,0.11966396868228912,0.12056608498096466,0.11959753185510635,0.12143466621637344,0.13105815649032593,0.21106159687042236,0.14237593114376068,0.17578642070293427,0.14586317539215088,0.1484755128622055,0.12091083079576492,0.15258653461933136
his,0.19196097552776337,0.19372496008872986,0.31599539518356323,0.2710725963115692,0.22823910415172577,0.3497250974178314,0.20858371257781982,0.37120407819747925,0.3750406801700592,0.1785505712032318,0.25897863507270813,0.18075084686279297
case,0.31864359974861145,0.36858198046684265,0.34703484177589417,0.3788454234600067,0.28240010142326355,0.3104211390018463,0.24997754395008087,0.3450794816017151,0.2654382288455963,0.26273006200790405,0.2595037817955017,0.33232852816581726
",",0.2827242314815521,0.2706286907196045,0.23755213618278503,0.3769696354866028,0.22574645280838013,0.427140474319458,0.21491537988185883,0.36674630641937256,0.390799880027771,0.4062570035457611,0.3004133105278015,0.31091248989105225
then,0.3774382174015045,0.3387238383293152,0.29577091336250305,0.4044761657714844,0.24807213246822357,0.3970017731189728,0.16046223044395447,0.6026323437690735,0.4681341052055359,0.23076686263084412,0.24070550501346588,0.2884598970413208
that,0.5601457357406616,0.4588061273097992,0.47597742080688477,0.6600887179374695,0.31462377309799194,0.47537946701049805,0.2198101431131363,0.5860282182693481,0.5710820555686951,0.45265161991119385,0.31985118985176086,0.32716336846351624
act,0.14742594957351685,0.2016647607088089,0.2361227124929428,0.2604115903377533,0.23361025750637054,0.2060188204050064,0.2655484080314636,0.22280360758304596,0.27907612919807434,0.22266654670238495,0.2609851360321045,0.1482519507408142
did,0.3820922374725342,0.3792380094528198,0.2379743605852127,0.6481515765190125,0.25941476225852966,0.2552328109741211,0.18921169638633728,0.3228907287120819,0.4879390597343445,0.2159031480550766,0.24901489913463593,0.3023456633090973
not,0.5504072904586792,0.5875406265258789,0.42651668190956116,0.9999999403953552,0.37307119369506836,0.3791346549987793,0.24251356720924377,0.4799930453300476,0.5804335474967957,0.46186959743499756,0.24801456928253174,0.41942933201789856
constitute,0.27410510182380676,0.2783984839916229,0.19674275815486908,0.34883633255958557,0.1509718894958496,0.21458278596401215,0.20330452919006348,0.21248771250247955,0.24703727662563324,0.263676255941391,0.3029380142688751,0.23319922387599945
civil,0.14097142219543457,0.1821049451828003,0.14305506646633148,0.18740713596343994,0.22258321940898895,0.21693918108940125,0.22153392434120178,0.14899945259094238,0.14507707953453064,0.12244163453578949,0.3131106197834015,0.1494513899087906
disobedience,0.22061246633529663,0.30054971575737,0.2766490578651428,0.38157403469085693,0.4233427345752716,0.25352153182029724,0.3779057264328003,0.2761690020561218,0.3148254156112671,0.19937367737293243,0.5386278629302979,0.19890835881233215
.,0.32909876108169556,0.3516756594181061,0.24185851216316223,0.4824007451534271,0.283060222864151,0.50484299659729,0.22651058435440063,0.475719153881073,0.4510921239852905,0.3452940285205841,0.2967488765716553,0.4130953550338745
