,what,title,was,given,to,genghis,khan,posthumously,?
successor,0.14961299300193787,0.13179850578308105,0.287630170583725,0.13535192608833313,0.11769062280654907,0.28109827637672424,0.2138257473707199,0.21000581979751587,0.0913006067276001
",",0.3087472915649414,0.2202284336090088,0.45456063747406006,0.2843315005302429,0.44245919585227966,0.2891939878463745,0.19700400531291962,0.19392962753772736,0.31091248989105225
ögedei,0.23134218156337738,0.27707529067993164,0.3649882376194,0.21721123158931732,0.2247658520936966,0.6161514520645142,0.43523725867271423,0.3760230839252472,0.20177854597568512
",",0.3087472915649414,0.2202284336090088,0.45456063747406006,0.2843315005302429,0.44245919585227966,0.2891939878463745,0.19700400531291962,0.19392962753772736,0.31091248989105225
took,0.1316593885421753,0.14426308870315552,0.48213186860084534,0.2733401358127594,0.24576251208782196,0.22911474108695984,0.14650984108448029,0.1788436770439148,0.14109265804290771
the,0.42745697498321533,0.27465343475341797,0.48711544275283813,0.37508252263069153,0.535392165184021,0.3448939025402069,0.21067845821380615,0.2437174916267395,0.22068053483963013
title,0.205022931098938,0.9999999403953552,0.19408874213695526,0.2575627863407135,0.24913249909877777,0.22426576912403107,0.22046531736850739,0.19661268591880798,0.34551161527633667
for,0.3017193675041199,0.2096623331308365,0.3863949179649353,0.44294488430023193,0.4451248347759247,0.14123353362083435,0.13388998806476593,0.2156725376844406,0.264628142118454
himself,0.2431095689535141,0.18516510725021362,0.34733298420906067,0.1487760841846466,0.2758015990257263,0.2502084970474243,0.2027694135904312,0.28394269943237305,0.10407622903585434
and,0.31309178471565247,0.20763245224952698,0.3740963041782379,0.30185943841934204,0.48971283435821533,0.26551535725593567,0.22885166108608246,0.13505162298679352,0.20544172823429108
extended,0.20863614976406097,0.08069314062595367,0.23736250400543213,0.2628862261772156,0.28740090131759644,0.19184018671512604,0.15721826255321503,0.1628914773464203,0.17568568885326385
it,0.45803478360176086,0.2083277851343155,0.4577186405658722,0.22770175337791443,0.513711154460907,0.2149120718240738,0.13704395294189453,0.1522725373506546,0.25732165575027466
posthumously,0.16169004142284393,0.19661268591880798,0.32021570205688477,0.32405954599380493,0.12914881110191345,0.32087793946266174,0.13620926439762115,1.0,0.19097557663917542
to,0.455847829580307,0.24913249909877777,0.3636345863342285,0.3428947925567627,1.0,0.2294713407754898,0.18221943080425262,0.12914881110191345,0.29463258385658264
his,0.26976513862609863,0.22620166838169098,0.4405253231525421,0.2973951995372772,0.3715193271636963,0.3744826912879944,0.26570460200309753,0.3617780804634094,0.18075084686279297
father,0.21527598798274994,0.25298357009887695,0.3492507338523865,0.16470643877983093,0.2544635832309723,0.28569796681404114,0.2717169225215912,0.23678824305534363,0.14826634526252747
(,0.2411840260028839,0.24515381455421448,0.2980341613292694,0.2224431186914444,0.30882009863853455,0.2257842868566513,0.1773909628391266,0.14028695225715637,0.40561532974243164
as,0.31749409437179565,0.2520829439163208,0.3677520453929901,0.32487574219703674,0.42092081904411316,0.17543354630470276,0.22500167787075043,0.17763343453407288,0.27043893933296204
he,0.3114890456199646,0.2028372436761856,0.5410010814666748,0.22582392394542694,0.385390967130661,0.28288567066192627,0.24136358499526978,0.23761777579784393,0.2089974731206894
was,0.22111038863658905,0.19408874213695526,1.0000001192092896,0.26878538727760315,0.3636345863342285,0.3037589192390442,0.23483267426490784,0.32021570205688477,0.18412111699581146
also,0.42747777700424194,0.24138477444648743,0.4032125174999237,0.33274105191230774,0.5348826050758362,0.2539297640323639,0.21398134529590607,0.20723702013492584,0.21848613023757935
to,0.455847829580307,0.24913249909877777,0.3636345863342285,0.3428947925567627,1.0,0.2294713407754898,0.18221943080425262,0.12914881110191345,0.29463258385658264
be,0.3929833769798279,0.2216247171163559,0.42228707671165466,0.2965909540653229,0.4972836375236511,0.16810378432273865,0.19255778193473816,0.16189078986644745,0.3324260413646698
posthumously,0.16169004142284393,0.19661268591880798,0.32021570205688477,0.32405954599380493,0.12914881110191345,0.32087793946266174,0.13620926439762115,1.0,0.19097557663917542
declared,0.15646570920944214,0.13562411069869995,0.3524813950061798,0.22272972762584686,0.19457092881202698,0.19812043011188507,0.14359000325202942,0.317684143781662,0.17688149213790894
the,0.42745697498321533,0.27465343475341797,0.48711544275283813,0.37508252263069153,0.535392165184021,0.3448939025402069,0.21067845821380615,0.2437174916267395,0.22068053483963013
founder,0.14688730239868164,0.14856325089931488,0.3223331570625305,0.14239078760147095,0.1436357945203781,0.28055045008659363,0.28315770626068115,0.20413237810134888,0.13665783405303955
of,0.33290785551071167,0.18969319760799408,0.4069072902202606,0.39388060569763184,0.41548454761505127,0.2938849925994873,0.17124508321285248,0.2285393923521042,0.1826142966747284
the,0.42745697498321533,0.27465343475341797,0.48711544275283813,0.37508252263069153,0.535392165184021,0.3448939025402069,0.21067845821380615,0.2437174916267395,0.22068053483963013
yuan,0.13503028452396393,0.1150713786482811,0.19482262432575226,0.15679694712162018,0.1499021351337433,0.46819373965263367,0.4321361780166626,0.1920580267906189,0.12871281802654266
dynasty,0.17240095138549805,0.1595592200756073,0.24324211478233337,0.18079417943954468,0.1214921623468399,0.49750640988349915,0.34412047266960144,0.2437378615140915,0.15884074568748474
),0.26259949803352356,0.2601674497127533,0.3267642855644226,0.25457310676574707,0.31236231327056885,0.24887141585350037,0.2105041742324829,0.15123143792152405,0.42300865054130554
.,0.3567904531955719,0.26782113313674927,0.40146201848983765,0.3169408142566681,0.4645031690597534,0.25373268127441406,0.19819748401641846,0.22678790986537933,0.4130953550338745
