,who,led,the,north,american,huguenot,colonial,expedition,?
and,0.41279885172843933,0.2780643701553345,0.5171257257461548,0.2776443064212799,0.32290002703666687,0.2762077748775482,0.29516419768333435,0.21988366544246674,0.20544172823429108
settled,0.24547432363033295,0.2624500095844269,0.29293251037597656,0.23616638779640198,0.129208505153656,0.28613531589508057,0.3483777344226837,0.3307770788669586,0.09694210439920425
instead,0.2789587676525116,0.1599980592727661,0.3940567970275879,0.1439979076385498,0.13775043189525604,0.12160270661115646,0.15836021304130554,0.10220803320407867,0.2942638397216797
in,0.2792111933231354,0.2990247309207916,0.6662389636039734,0.39050599932670593,0.22871561348438263,0.26198551058769226,0.25196215510368347,0.19481515884399414,0.20430970191955566
the,0.3733934462070465,0.3267505168914795,1.0,0.36298373341560364,0.24562937021255493,0.29557526111602783,0.2715741693973541,0.26213887333869934,0.22068053483963013
dutch,0.25214898586273193,0.16785328090190887,0.1705695390701294,0.17258015275001526,0.35628044605255127,0.39192789793014526,0.27866068482398987,0.11353076994419098,0.1081366017460823
colony,0.19062858819961548,0.2001950442790985,0.2740810811519623,0.2429647147655487,0.15633408725261688,0.32352373003959656,0.6329621076583862,0.29877805709838867,0.13831071555614471
of,0.2827862501144409,0.32918456196784973,0.733189046382904,0.3604778051376343,0.22180068492889404,0.29061198234558105,0.2972153425216675,0.18468376994132996,0.1826142966747284
new,0.2378052920103073,0.21234406530857086,0.3845241069793701,0.24270093441009521,0.24982258677482605,0.20695649087429047,0.3134441077709198,0.131717249751091,0.14782847464084625
netherland,0.2167697250843048,0.1961890012025833,0.23271988332271576,0.21210165321826935,0.2016313076019287,0.3622977137565613,0.22665150463581085,0.08258924633264542,0.10630402714014053
(,0.2443375140428543,0.17649628221988678,0.33289089798927307,0.20408999919891357,0.3044136166572571,0.18252547085285187,0.19721278548240662,0.1230628564953804,0.40561532974243164
later,0.35185644030570984,0.3059271574020386,0.4060266613960266,0.2359502762556076,0.18800488114356995,0.22229710221290588,0.18162833154201508,0.2448645979166031,0.1417175978422165
incorporated,0.10158542543649673,0.1330552101135254,0.28890469670295715,0.1759001910686493,0.22837387025356293,0.11764661222696304,0.20013348758220673,0.09927275031805038,0.13423967361450195
into,0.16956904530525208,0.19662180542945862,0.39493247866630554,0.2229379117488861,0.1574302315711975,0.18424221873283386,0.10555058717727661,0.14139994978904724,0.15662476420402527
new,0.2378052920103073,0.21234406530857086,0.3845241069793701,0.24270093441009521,0.24982258677482605,0.20695649087429047,0.3134441077709198,0.131717249751091,0.14782847464084625
york,0.23077517747879028,0.1501234769821167,0.3034006953239441,0.23026305437088013,0.40939056873321533,0.2514478862285614,0.2720523476600647,0.12977762520313263,0.15262620151042938
and,0.41279885172843933,0.2780643701553345,0.5171257257461548,0.2776443064212799,0.32290002703666687,0.2762077748775482,0.29516419768333435,0.21988366544246674,0.20544172823429108
new,0.2378052920103073,0.21234406530857086,0.3845241069793701,0.24270093441009521,0.24982258677482605,0.20695649087429047,0.3134441077709198,0.131717249751091,0.14782847464084625
jersey,0.20014655590057373,0.12367957085371017,0.24937452375888824,0.20364783704280853,0.2993708550930023,0.236641988158226,0.19727197289466858,0.0738438293337822,0.08899276703596115
),0.2457384318113327,0.1660025268793106,0.3456730246543884,0.19693730771541595,0.30758509039878845,0.18730930984020233,0.18209196627140045,0.13265575468540192,0.42300865054130554
;,0.007937713526189327,0.10556129366159439,0.09152708947658539,0.10713676363229752,0.07995785772800446,0.03235732764005661,0.06669079512357712,0.09012226015329361,0.10349778085947037
as,0.3923053741455078,0.20535489916801453,0.48381632566452026,0.22670356929302216,0.2994234561920166,0.15821954607963562,0.19303007423877716,0.15791034698486328,0.27043893933296204
well,0.3480316996574402,0.17339912056922913,0.42630070447921753,0.2249448150396347,0.22763043642044067,0.21486397087574005,0.1427944302558899,0.17584793269634247,0.24815571308135986
as,0.3923053741455078,0.20535489916801453,0.48381632566452026,0.22670356929302216,0.2994234561920166,0.15821954607963562,0.19303007423877716,0.15791034698486328,0.27043893933296204
great,0.24061277508735657,0.1807110458612442,0.2822027802467346,0.22796976566314697,0.13104276359081268,0.23021931946277618,0.1409463733434677,0.2206590324640274,0.13135133683681488
britain,0.2346068173646927,0.20651252567768097,0.29784059524536133,0.2739139497280121,0.2377658486366272,0.32227766513824463,0.29980775713920593,0.2552676796913147,0.1268460750579834
's,0.05599616840481758,-0.01628696173429489,-0.01540423184633255,0.06196961551904678,0.01565130427479744,-0.03130035102367401,0.011192948557436466,0.031321313232183456,-0.023395681753754616
colonies,0.20463168621063232,0.20542655885219574,0.30451729893684387,0.2843923270702362,0.1589435338973999,0.3901054561138153,0.6708295941352844,0.25553861260414124,0.07886616140604019
",",0.3365725874900818,0.22548827528953552,0.4933079481124878,0.31834840774536133,0.3048616647720337,0.24752236902713776,0.2506951689720154,0.17991885542869568,0.31091248989105225
including,0.2835840582847595,0.29415345191955566,0.3738902807235718,0.18914736807346344,0.23705288767814636,0.21996931731700897,0.14161494374275208,0.15406495332717896,0.1633303165435791
nova,0.1614656001329422,0.20297391712665558,0.16876175999641418,0.1970871388912201,0.1416717767715454,0.14950409531593323,0.230487659573555,0.25757166743278503,0.11942808330059052
scotia,0.1539689600467682,0.1852094680070877,0.18287070095539093,0.25834083557128906,0.19653606414794922,0.20560863614082336,0.2785157859325409,0.2718648314476013,0.10058031976222992
.,0.3541337847709656,0.19335708022117615,0.5934505462646484,0.3171539604663849,0.29108086228370667,0.2060975730419159,0.263717383146286,0.17779675126075745,0.4130953550338745
