,on,what,day,were,images,of,the,moon,'s,surface,transmitted,to,earth,via,television,images,?
william,0.22346492111682892,0.24990826845169067,0.17017264664173126,0.18914814293384552,0.1671711802482605,0.20272590219974518,0.21537061035633087,0.14540274441242218,0.00675395829603076,0.16509009897708893,0.1429504007101059,0.19802416861057281,0.12625162303447723,0.04424973204731941,0.20806291699409485,0.1671711802482605,0.14462219178676605
anders,0.15035317838191986,0.08947420865297318,0.13566544651985168,0.21690978109836578,0.08928342908620834,0.14217761158943176,0.1969938576221466,0.17129899561405182,0.003198663704097271,0.045874156057834625,0.20174895226955414,0.1378898322582245,0.16021761298179626,0.08153537660837173,0.21894516050815582,0.08928342908620834,0.13406920433044434
captured,0.20104572176933289,0.1119019091129303,0.17936262488365173,0.29422783851623535,0.13812997937202454,0.2722737491130829,0.2944179177284241,0.208982452750206,0.006844574119895697,0.1550523191690445,0.20908667147159576,0.22367680072784424,0.14986974000930786,0.1707257628440857,0.14282625913619995,0.13812997937202454,0.11851847916841507
the,0.5107308030128479,0.42745697498321533,0.3062323033809662,0.3906462490558624,0.22232814133167267,0.733189046382904,1.0,0.23613092303276062,-0.01540423184633255,0.2555135488510132,0.2535918653011322,0.535392165184021,0.2801888585090637,0.23979412019252777,0.24569597840309143,0.22232814133167267,0.22068053483963013
world,0.22789059579372406,0.21669597923755646,0.20018808543682098,0.2498536854982376,0.14473900198936462,0.2828933000564575,0.33604270219802856,0.21634063124656677,0.11877062171697617,0.14099088311195374,0.16071070730686188,0.26213452219963074,0.2691185772418976,0.14184533059597015,0.19271276891231537,0.14473900198936462,0.17579582333564758
's,0.0026888418942689896,0.02692362666130066,0.03448042273521423,0.007088581565767527,0.03858690336346626,-0.03817026689648628,-0.01540423184633255,0.0421946756541729,0.9999999403953552,0.11841000616550446,-0.061072129756212234,0.03782717138528824,0.0661235973238945,-0.009976539760828018,0.11021530628204346,0.03858690336346626,-0.023395681753754616
attention,0.2695760428905487,0.3020271062850952,0.17369098961353302,0.23697125911712646,0.2897905111312866,0.21725396811962128,0.256243497133255,0.12956465780735016,0.022576546296477318,0.12161988019943237,0.2074567824602127,0.3454606831073761,0.13769327104091644,0.13159357011318207,0.26212623715400696,0.2897905111312866,0.19994445145130157
by,0.33887791633605957,0.2455483376979828,0.14199325442314148,0.4406847059726715,0.19230501353740692,0.3646814823150635,0.4408751428127289,0.2189643681049347,-0.010884488001465797,0.2144230455160141,0.25242558121681213,0.33534231781959534,0.1861492097377777,0.284832626581192,0.23368048667907715,0.19230501353740692,0.17966607213020325
making,0.3108430504798889,0.30777570605278015,0.22382529079914093,0.2804111838340759,0.19604068994522095,0.3250596821308136,0.35185980796813965,0.1920083463191986,0.043641600757837296,0.2251744121313095,0.18267829716205597,0.3740498423576355,0.19145534932613373,0.16422583162784576,0.18841435015201569,0.19604068994522095,0.2539324164390564
10,0.12170017510652542,0.11840458959341049,0.05773071572184563,0.24970363080501556,0.008902473375201225,0.2777891755104065,0.2880653440952301,0.032854609191417694,0.07577503472566605,0.012642664834856987,0.0602157823741436,0.18753696978092194,0.12000816315412521,0.04377303272485733,-0.02912394516170025,0.008902473375201225,0.022911956533789635
lunar,0.22814977169036865,0.18274477124214172,0.2803722620010376,0.19600282609462738,0.2319890558719635,0.204553484916687,0.23309995234012604,0.6080004572868347,0.05316370725631714,0.34174928069114685,0.16116516292095184,0.15437743067741394,0.4071253836154938,0.07153059542179108,0.15665408968925476,0.2319890558719635,0.1628302037715912
orbits,0.1745595633983612,0.21134568750858307,0.13825258612632751,0.16416136920452118,0.2613258957862854,0.18168918788433075,0.17004740238189697,0.5840681195259094,0.012196021154522896,0.3868806064128876,0.21298038959503174,0.21161802113056183,0.48474186658859253,0.04876158758997917,0.16350886225700378,0.2613258957862854,0.14841602742671967
in,0.46853652596473694,0.30808621644973755,0.2671984136104584,0.3815755248069763,0.1735273003578186,0.5696388483047485,0.6662389636039734,0.1284755915403366,-0.037580832839012146,0.20246390998363495,0.1705920398235321,0.45010748505592346,0.18566735088825226,0.19981135427951813,0.2689782977104187,0.1735273003578186,0.20430970191955566
20,-0.025147348642349243,-0.036424171179533005,-0.06966983526945114,0.01462146732956171,-0.002412694040685892,-0.0318976491689682,-0.06418957561254501,0.02392064779996872,-0.016651324927806854,-0.05540011078119278,0.05844028294086456,-0.018198585137724876,-0.053758591413497925,-0.03211255744099617,-0.0385671928524971,-0.002412694040685892,0.11360422521829605
hours,0.3053959012031555,0.21807120740413666,0.43262389302253723,0.1828146129846573,0.21096599102020264,0.1357264667749405,0.18919475376605988,0.2626129984855652,0.057343196123838425,0.24163933098316193,0.2028033584356308,0.23638038337230682,0.18174481391906738,0.17831991612911224,0.1553834229707718,0.21096599102020264,0.21755769848823547
",",0.49057599902153015,0.3087472915649414,0.30821847915649414,0.36755475401878357,0.23035936057567596,0.4946078956127167,0.4933079481124878,0.18567080795764923,-0.0016132977325469255,0.23000483214855194,0.2063266634941101,0.44245919585227966,0.23186853528022766,0.26232874393463135,0.27995240688323975,0.23035936057567596,0.31091248989105225
transmitting,0.21281778812408447,0.25582337379455566,0.16684214770793915,0.15369084477424622,0.2388145625591278,0.2278607189655304,0.28402256965637207,0.15313751995563507,-0.04681193083524704,0.25725656747817993,0.9099240303039551,0.25436335802078247,0.25399553775787354,0.3359898328781128,0.27874964475631714,0.2388145625591278,0.16731256246566772
television,0.2825660705566406,0.19838058948516846,0.15245814621448517,0.18070289492607117,0.17611163854599,0.21995750069618225,0.24569597840309143,0.17559866607189178,0.11021530628204346,0.14077460765838623,0.2647491693496704,0.1933557242155075,0.19517122209072113,0.12059302628040314,1.0000001192092896,0.17611163854599,0.16825827956199646
pictures,0.26527127623558044,0.25560304522514343,0.1392938643693924,0.2648778557777405,0.539196789264679,0.19921936094760895,0.2478199452161789,0.17847485840320587,0.02501317672431469,0.17549562454223633,0.18961749970912933,0.20347432792186737,0.20589600503444672,0.12295076251029968,0.2794632315635681,0.539196789264679,0.20528490841388702
of,0.3966929316520691,0.33290785551071167,0.2934032380580902,0.34038281440734863,0.2139289528131485,1.0,0.733189046382904,0.18815091252326965,-0.03817026689648628,0.24204103648662567,0.22560763359069824,0.41548454761505127,0.2329314798116684,0.1293322592973709,0.21995750069618225,0.2139289528131485,0.1826142966747284
the,0.5107308030128479,0.42745697498321533,0.3062323033809662,0.3906462490558624,0.22232814133167267,0.733189046382904,1.0,0.23613092303276062,-0.01540423184633255,0.2555135488510132,0.2535918653011322,0.535392165184021,0.2801888585090637,0.23979412019252777,0.24569597840309143,0.22232814133167267,0.22068053483963013
lunar,0.22814977169036865,0.18274477124214172,0.2803722620010376,0.19600282609462738,0.2319890558719635,0.204553484916687,0.23309995234012604,0.6080004572868347,0.05316370725631714,0.34174928069114685,0.16116516292095184,0.15437743067741394,0.4071253836154938,0.07153059542179108,0.15665408968925476,0.2319890558719635,0.1628302037715912
surface,0.2674844264984131,0.23580394685268402,0.1753237098455429,0.16185584664344788,0.2780541181564331,0.24204103648662567,0.2555135488510132,0.3550443947315216,0.11841000616550446,0.9999998807907104,0.2316332906484604,0.23727688193321228,0.49709221720695496,0.13527323305606842,0.14077460765838623,0.2780541181564331,0.14613434672355652
on,0.9999999403953552,0.34226128458976746,0.3332281708717346,0.2774328887462616,0.24004612863063812,0.3966929316520691,0.5107308030128479,0.20249907672405243,0.0026888418942689896,0.2674844264984131,0.19800366461277008,0.41031414270401,0.20645220577716827,0.29968157410621643,0.2825660705566406,0.24004612863063812,0.2714994251728058
christmas,0.27231931686401367,0.2578675448894501,0.3427578806877136,0.16054369509220123,0.20576319098472595,0.14198152720928192,0.2044597715139389,0.15767796337604523,0.03567468002438545,0.0904918983578682,0.1461380124092102,0.17153602838516235,0.21245045959949493,0.0690377727150917,0.26987674832344055,0.20576319098472595,0.23817040026187897
eve,0.2784496247768402,0.20910058915615082,0.376086562871933,0.1655508279800415,0.14088748395442963,0.11783141642808914,0.21724742650985718,0.1699143350124359,-0.04732388257980347,0.05406281352043152,0.14054711163043976,0.17965903878211975,0.13806703686714172,0.1368960440158844,0.24441777169704437,0.14088748395442963,0.23469486832618713
",",0.49057599902153015,0.3087472915649414,0.30821847915649414,0.36755475401878357,0.23035936057567596,0.4946078956127167,0.4933079481124878,0.18567080795764923,-0.0016132977325469255,0.23000483214855194,0.2063266634941101,0.44245919585227966,0.23186853528022766,0.26232874393463135,0.27995240688323975,0.23035936057567596,0.31091248989105225
and,0.4077630043029785,0.31309178471565247,0.26673999428749084,0.42175528407096863,0.1939600706100464,0.5116966962814331,0.5171257257461548,0.2018347829580307,0.06895173341035843,0.2626544237136841,0.20762556791305542,0.48971283435821533,0.27524080872535706,0.20018906891345978,0.29514092206954956,0.1939600706100464,0.20544172823429108
returning,0.3125755488872528,0.22942082583904266,0.25473088026046753,0.23064006865024567,0.1657128632068634,0.3265147805213928,0.3807036876678467,0.1776074767112732,-0.052470237016677856,0.17332138121128082,0.16850726306438446,0.3828968405723572,0.18116849660873413,0.28202924132347107,0.1501772105693817,0.1657128632068634,0.14488300681114197
safely,0.30031970143318176,0.27337709069252014,0.20682336390018463,0.19390639662742615,0.17065027356147766,0.17903819680213928,0.2783729135990143,0.21829527616500854,0.007557258941233158,0.2781917452812195,0.24382367730140686,0.40653085708618164,0.33185145258903503,0.23450110852718353,0.17159515619277954,0.17065027356147766,0.2161647230386734
to,0.41031414270401,0.455847829580307,0.21753256022930145,0.31913647055625916,0.2165423482656479,0.41548454761505127,0.535392165184021,0.17707908153533936,0.03782717138528824,0.23727688193321228,0.2317817062139511,1.0,0.2486501932144165,0.27847176790237427,0.1933557242155075,0.2165423482656479,0.29463258385658264
earth,0.20645220577716827,0.25883176922798157,0.15831735730171204,0.1662740856409073,0.23365189135074615,0.2329314798116684,0.2801888585090637,0.5198023319244385,0.0661235973238945,0.49709221720695496,0.20067372918128967,0.2486501932144165,1.0,0.04772097244858742,0.19517122209072113,0.23365189135074615,0.17717236280441284
.,0.49257001280784607,0.3567904531955719,0.24232520163059235,0.3378238379955292,0.20531399548053741,0.5352458953857422,0.5934505462646484,0.2040150910615921,-0.003708066651597619,0.2543797492980957,0.21686874330043793,0.4645031690597534,0.2542925775051117,0.19197528064250946,0.2806251645088196,0.20531399548053741,0.4130953550338745
