,in,which,year,did,benjamin,lamme,achieve,success,making,the,motor,more,efficient,?
developing,0.2911061644554138,0.3343001902103424,0.1970621645450592,0.21685825288295746,0.10334363579750061,0.17109882831573486,0.3277824819087982,0.23361247777938843,0.39701607823371887,0.3203009068965912,0.22169989347457886,0.3200918734073639,0.344139963388443,0.1301516592502594
an,0.2605783939361572,0.3611921966075897,0.17045794427394867,0.22598257660865784,0.17122232913970947,0.1514570564031601,0.18877805769443512,0.14948700368404388,0.1598726212978363,0.4207492768764496,0.1450599581003189,0.316240519285202,0.2286422997713089,0.19793890416622162
efficient,0.1738889366388321,0.34435197710990906,0.08195118606090546,0.22738628089427948,0.07701964676380157,0.09665049612522125,0.4089493155479431,0.26029250025749207,0.3330226242542267,0.22032952308654785,0.2979415953159332,0.4292800724506378,1.0000001192092896,0.18034493923187256
version,0.19599339365959167,0.28911566734313965,0.19092321395874023,0.21677692234516144,0.11907137930393219,0.12543679773807526,0.0886264368891716,0.1842532455921173,0.17510206997394562,0.27268242835998535,0.09389495849609375,0.22629407048225403,0.20339396595954895,0.2573966085910797
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.2513895630836487,0.19692720472812653,0.27509185671806335,0.24381192028522491,0.20485365390777588,0.3250596821308136,0.733189046382904,0.20839329063892365,0.30478984117507935,0.22586165368556976,0.1826142966747284
tesla,0.17097744345664978,0.2203940600156784,0.1455472707748413,0.09757418930530548,0.13292011618614197,0.06943371891975403,0.2081649750471115,0.10949093848466873,0.18178114295005798,0.1324402391910553,0.3617369830608368,0.14603446424007416,0.3339598476886749,0.10250775516033173
's,-0.037580832839012146,0.03856118768453598,-0.04087831452488899,0.05069678649306297,-0.07152775675058365,0.08733031898736954,0.03920497000217438,0.041425660252571106,0.043641600757837296,-0.01540423184633255,0.061700910329818726,0.032942235469818115,0.08796707540750504,-0.023395681753754616
induction,0.18288569152355194,0.36106711626052856,0.12400799244642258,0.09851984679698944,0.16673791408538818,0.13490930199623108,0.3033822178840637,0.21097134053707123,0.25601625442504883,0.26266005635261536,0.3147507905960083,0.18484045565128326,0.3245278000831604,0.1510571390390396
motor,0.21732762455940247,0.3341423571109772,0.1394796520471573,0.13840025663375854,0.018685534596443176,0.1631574183702469,0.15264065563678741,0.13583679497241974,0.2033996880054474,0.26024484634399414,0.9999999403953552,0.18345464766025543,0.2979415953159332,0.0637441948056221
and,0.4954058527946472,0.506277859210968,0.2506658732891083,0.34479495882987976,0.2318885326385498,0.20997068285942078,0.23828470706939697,0.2493283897638321,0.38677045702934265,0.5171257257461548,0.20162664353847504,0.39880692958831787,0.2733532190322876,0.20544172823429108
westinghouse,0.2579890191555023,0.2770593464374542,0.23696589469909668,0.1608617752790451,0.23909178376197815,0.17369309067726135,0.1398426741361618,0.17787358164787292,0.18227821588516235,0.3101098835468292,0.3054238557815552,0.18871226906776428,0.26657459139823914,0.17307911813259125
electric,0.19779469072818756,0.272510290145874,0.11029687523841858,0.12459144741296768,0.15851236879825592,0.12756873667240143,0.15579412877559662,0.16443617641925812,0.18820278346538544,0.21345196664333344,0.3861134946346283,0.1604176014661789,0.279072642326355,0.15674720704555511
started,0.3199414014816284,0.19839827716350555,0.2950398623943329,0.3904789686203003,0.18097127974033356,0.15920840203762054,0.12548404932022095,0.2193780392408371,0.30568206310272217,0.3222070634365082,0.11912468820810318,0.2581404745578766,0.12071551382541656,0.19447724521160126
branding,0.23767031729221344,0.28330713510513306,0.21535053849220276,0.21578311920166016,0.1955975890159607,0.16468404233455658,0.2049849033355713,0.2628156244754791,0.3687686622142792,0.26101231575012207,0.26212215423583984,0.24247848987579346,0.18560348451137543,0.16631950438022614
their,0.34976133704185486,0.4582767188549042,0.20591455698013306,0.38078752160072327,0.18849040567874908,0.1260025054216385,0.3192746937274933,0.30365830659866333,0.30188608169555664,0.516537070274353,0.15485286712646484,0.36147117614746094,0.2853699028491974,0.1898253709077835
complete,0.2201821506023407,0.33639606833457947,0.12896934151649475,0.2538607120513916,0.08722800016403198,0.05961119756102562,0.22839921712875366,0.2467724233865738,0.16544051468372345,0.277624249458313,0.11731026321649551,0.2551126182079315,0.2539799213409424,0.11962060630321503
polyphase,0.20455771684646606,0.38463014364242554,0.17080022394657135,0.13229048252105713,0.057055506855249405,0.08701450377702713,0.20028573274612427,0.0991206243634224,0.2130230963230133,0.2849670350551605,0.19612620770931244,0.2770051956176758,0.32515206933021545,0.13757970929145813
phase,0.21901577711105347,0.28078609704971313,0.2045787125825882,0.11914237588644028,0.07762059569358826,0.08584099262952805,0.23429924249649048,0.08823805302381516,0.16972999274730682,0.29143109917640686,0.18267738819122314,0.22315362095832825,0.2762271761894226,0.16345681250095367
ac,0.09242649376392365,0.1381830871105194,0.0834597572684288,0.08334841579198837,0.05136314034461975,0.05677574500441551,0.20656296610832214,0.17310912907123566,0.09433431923389435,0.11894276738166809,0.2673928141593933,0.1406451016664505,0.2813842296600342,0.19071458280086517
system,0.21978288888931274,0.37390631437301636,0.15319517254829407,0.1967303454875946,0.10052976757287979,0.03998441621661186,0.2753179967403412,0.13860654830932617,0.24851533770561218,0.3233085572719574,0.24123358726501465,0.24080024659633636,0.27801910042762756,0.15556083619594574
as,0.3887844979763031,0.41006597876548767,0.28440728783607483,0.3596470057964325,0.21975237131118774,0.1798119843006134,0.19959303736686707,0.23974087834358215,0.32462048530578613,0.48381632566452026,0.1736621856689453,0.42839905619621277,0.2651938199996948,0.27043893933296204
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,0.2507040798664093,0.2814979553222656,0.23965083062648773,0.2764457166194916,0.35185980796813965,1.0,0.26024484634399414,0.39758381247520447,0.22032952308654785,0.22068053483963013
``,0.04765888676047325,0.05178012326359749,0.050706423819065094,-0.029888948425650597,0.01706846058368683,0.04475583881139755,0.020460907369852066,-0.00912145059555769,-0.04598552733659744,0.029072100296616554,-0.0210040882229805,0.08673381805419922,0.09808303415775299,0.0685480609536171
tesla,0.17097744345664978,0.2203940600156784,0.1455472707748413,0.09757418930530548,0.13292011618614197,0.06943371891975403,0.2081649750471115,0.10949093848466873,0.18178114295005798,0.1324402391910553,0.3617369830608368,0.14603446424007416,0.3339598476886749,0.10250775516033173
polyphase,0.20455771684646606,0.38463014364242554,0.17080022394657135,0.13229048252105713,0.057055506855249405,0.08701450377702713,0.20028573274612427,0.0991206243634224,0.2130230963230133,0.2849670350551605,0.19612620770931244,0.2770051956176758,0.32515206933021545,0.13757970929145813
system,0.21978288888931274,0.37390631437301636,0.15319517254829407,0.1967303454875946,0.10052976757287979,0.03998441621661186,0.2753179967403412,0.13860654830932617,0.24851533770561218,0.3233085572719574,0.24123358726501465,0.24080024659633636,0.27801910042762756,0.15556083619594574
'',0.07432962208986282,-0.03332270681858063,-0.01924106478691101,0.01978493109345436,-0.014535175636410713,-0.005730167496949434,0.036543816328048706,-0.03503505140542984,-0.09846730530261993,0.041273195296525955,-0.017022768035531044,0.006126302294433117,-0.04047811031341553,0.018684765323996544
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.23367361724376678,0.23539932072162628,0.17202849686145782,0.2008737027645111,0.3254455029964447,0.4933079481124878,0.16592276096343994,0.3696524500846863,0.19394852221012115,0.31091248989105225
noting,0.2514696419239044,0.3680932819843292,0.22164864838123322,0.31826019287109375,0.12080516666173935,0.12303850054740906,0.28319013118743896,0.22386541962623596,0.37116536498069763,0.3196581304073334,0.1556125283241272,0.35202914476394653,0.2821474075317383,0.3035415709018707
how,0.2601168751716614,0.4852597713470459,0.19631797075271606,0.375736802816391,0.17408737540245056,0.0565079040825367,0.2588358223438263,0.24049155414104462,0.32306843996047974,0.33890387415885925,0.1877703219652176,0.4319567084312439,0.2996949255466461,0.4024120569229126
they,0.4330179989337921,0.5165667533874512,0.22890345752239227,0.4879390597343445,0.1658506542444229,0.09806982427835464,0.2364218831062317,0.24632716178894043,0.3265129029750824,0.49925389885902405,0.22297775745391846,0.4636705815792084,0.26268744468688965,0.2753053903579712
believed,0.2605416774749756,0.3179844319820404,0.14536023139953613,0.3807709813117981,0.07269565016031265,0.11361414194107056,0.24029506742954254,0.14974230527877808,0.2135387659072876,0.324635773897171,0.1010575219988823,0.25528839230537415,0.1689824014902115,0.17606885731220245
tesla,0.17097744345664978,0.2203940600156784,0.1455472707748413,0.09757418930530548,0.13292011618614197,0.06943371891975403,0.2081649750471115,0.10949093848466873,0.18178114295005798,0.1324402391910553,0.3617369830608368,0.14603446424007416,0.3339598476886749,0.10250775516033173
's,-0.037580832839012146,0.03856118768453598,-0.04087831452488899,0.05069678649306297,-0.07152775675058365,0.08733031898736954,0.03920497000217438,0.041425660252571106,0.043641600757837296,-0.01540423184633255,0.061700910329818726,0.032942235469818115,0.08796707540750504,-0.023395681753754616
patents,0.20229753851890564,0.25553449988365173,0.13023830950260162,0.19803202152252197,0.19209584593772888,0.13654202222824097,0.17090164124965668,0.2433653175830841,0.25948643684387207,0.20236903429031372,0.27180734276771545,0.18679140508174896,0.33525002002716064,0.1148110032081604
gave,0.24152803421020508,0.19981732964515686,0.18203102052211761,0.4154756963253021,0.18862485885620117,0.22484850883483887,0.23366723954677582,0.28410273790359497,0.3021630346775055,0.32555076479911804,0.050991058349609375,0.1656908541917801,0.12016131728887558,0.1910865753889084
them,0.29119014739990234,0.4958057701587677,0.23057101666927338,0.44189682602882385,0.1682511866092682,0.11847962439060211,0.2826840579509735,0.23011209070682526,0.41334807872772217,0.4788833558559418,0.12900669872760773,0.4907491207122803,0.33517780900001526,0.35435691475868225
patent,0.18244080245494843,0.22893927991390228,0.12342982739210129,0.17086273431777954,0.17557135224342346,0.11244077235460281,0.16192685067653656,0.1931253969669342,0.21570469439029694,0.1728275567293167,0.24921424686908722,0.16477607190608978,0.29397693276405334,0.13298413157463074
priority,0.19576391577720642,0.3368947505950928,0.16974562406539917,0.23176109790802002,0.1471756249666214,0.0935070812702179,0.37061217427253723,0.29896852374076843,0.19454680383205414,0.2734284996986389,0.14382381737232208,0.32071518898010254,0.3384455442428589,0.2980290353298187
over,0.3605569899082184,0.4256240129470825,0.2620522379875183,0.2535076439380646,0.13629701733589172,0.14114327728748322,0.2281607836484909,0.1872776448726654,0.3378947675228119,0.39856547117233276,0.20715269446372986,0.452426552772522,0.2728998363018036,0.25742942094802856
other,0.39989137649536133,0.50507652759552,0.20244070887565613,0.31707024574279785,0.13603974878787994,0.06483545899391174,0.19512556493282318,0.1485988050699234,0.340985506772995,0.44152235984802246,0.17381270229816437,0.49628373980522156,0.2831292152404785,0.24682199954986572
ac,0.09242649376392365,0.1381830871105194,0.0834597572684288,0.08334841579198837,0.05136314034461975,0.05677574500441551,0.20656296610832214,0.17310912907123566,0.09433431923389435,0.11894276738166809,0.2673928141593933,0.1406451016664505,0.2813842296600342,0.19071458280086517
systems,0.21664761006832123,0.31837889552116394,0.12104392051696777,0.19584694504737854,0.11519470810890198,0.009375669993460178,0.28845858573913574,0.1730225384235382,0.26155757904052734,0.28089964389801025,0.20378035306930542,0.27189967036247253,0.3656797707080841,0.1575973927974701
.,0.5591574311256409,0.45942068099975586,0.32538118958473206,0.35288307070732117,0.23694847524166107,0.20210431516170502,0.18454299867153168,0.25725793838500977,0.3708619773387909,0.5934505462646484,0.19128412008285522,0.4070230722427368,0.2178027182817459,0.4130953550338745
