,what,party,is,strongest,in,melbourne,'s,affluent,areas,?
party,0.2398013323545456,0.9999999403953552,0.1756078004837036,0.25214847922325134,0.20446790754795074,0.20605561137199402,0.02531869150698185,0.1719747930765152,0.17073777318000793,0.19031576812267303
of,0.33290785551071167,0.23662418127059937,0.4854315221309662,0.27349069714546204,0.5696388483047485,0.1963735967874527,-0.03817026689648628,0.3012096583843231,0.2803763747215271,0.1826142966747284
australia,0.1913539320230484,0.25781694054603577,0.1734699010848999,0.1913454234600067,0.2697675824165344,0.6183432340621948,0.040361400693655014,0.09569331258535385,0.21897336840629578,0.15702682733535767
",",0.3087472915649414,0.21963930130004883,0.4691906273365021,0.2481238842010498,0.5201468467712402,0.18849031627178192,-0.0016132977325469255,0.2887665927410126,0.2789289653301239,0.31091248989105225
and,0.31309178471565247,0.20650289952754974,0.3859752118587494,0.26421281695365906,0.4954058527946472,0.22872792184352875,0.06895173341035843,0.32401397824287415,0.40107932686805725,0.20544172823429108
the,0.42745697498321533,0.23779736459255219,0.5823672413825989,0.3046645522117615,0.6662389636039734,0.2464369535446167,-0.01540423184633255,0.28431323170661926,0.3311663568019867,0.22068053483963013
environmentalist,0.10888823121786118,0.3387085497379303,0.19724129140377045,0.13226604461669922,0.20270052552223206,0.16004855930805206,0.032661162316799164,0.214901864528656,0.22913244366645813,0.15612958371639252
australian,0.13873113691806793,0.17602510750293732,0.1682673692703247,0.11699087172746658,0.1796053647994995,0.5590357780456543,0.06212134659290314,0.11938410252332687,0.1272033452987671,0.10848008096218109
greens,0.0763634666800499,0.5009442567825317,0.1802338808774948,0.2006874680519104,0.16785408556461334,0.2660614550113678,0.13017088174819946,0.12644122540950775,0.20523561537265778,0.11291272938251495
are,0.29724663496017456,0.1489485502243042,0.5330929756164551,0.16421034932136536,0.3841303884983063,0.17143335938453674,-0.008927806280553341,0.24032823741436005,0.4082777500152588,0.24591213464736938
victoria,0.1194850504398346,0.17201867699623108,0.1633591204881668,0.16906721889972687,0.20823122560977936,0.5566045641899109,0.06206126511096954,0.12222158908843994,0.19170348346233368,0.12246892601251602
's,0.02692362666130066,0.02531869150698185,0.02396530658006668,0.047782525420188904,-0.037580832839012146,0.09813514351844788,0.9999999403953552,-0.01573607325553894,0.03540606424212456,-0.023395681753754616
main,0.2344268560409546,0.096624456346035,0.3009335994720459,0.2351764738559723,0.28862449526786804,0.1435454785823822,0.032559316605329514,0.2387315332889557,0.23101603984832764,0.1665669083595276
political,0.21846716105937958,0.5684571266174316,0.15203817188739777,0.18013717234134674,0.22136160731315613,0.11841163039207458,0.04151610657572746,0.2189457267522812,0.2027815729379654,0.17130474746227264
parties,0.21181418001651764,0.6788443326950073,0.18434752523899078,0.1856846660375595,0.21453756093978882,0.1546396017074585,0.050334759056568146,0.13619516789913177,0.2680697441101074,0.16949701309204102
.,0.3567904531955719,0.23341989517211914,0.4569662809371948,0.22475631535053253,0.5591574311256409,0.22616931796073914,-0.003708066651597619,0.2848411500453949,0.23760369420051575,0.4130953550338745
,what,party,is,strongest,in,melbourne,'s,affluent,areas,?
the,0.42745697498321533,0.23779736459255219,0.5823672413825989,0.3046645522117615,0.6662389636039734,0.2464369535446167,-0.01540423184633255,0.28431323170661926,0.3311663568019867,0.22068053483963013
liberals,0.2300756871700287,0.5773968696594238,0.11943046748638153,0.2220170944929123,0.16441549360752106,0.14889489114284515,0.01913558878004551,0.193978413939476,0.25809207558631897,0.14718686044216156
',0.3245812654495239,0.18846945464611053,0.5508411526679993,0.2388506829738617,0.4158826768398285,0.17202958464622498,0.07651367038488388,0.2223767638206482,0.138359934091568,0.330942302942276
main,0.2344268560409546,0.096624456346035,0.3009335994720459,0.2351764738559723,0.28862449526786804,0.1435454785823822,0.032559316605329514,0.2387315332889557,0.23101603984832764,0.1665669083595276
support,0.2797985076904297,0.304129034280777,0.17214131355285645,0.25333142280578613,0.17618270218372345,0.16658872365951538,-0.013377348892390728,0.25862711668014526,0.14060541987419128,0.22626608610153198
lies,0.23107554018497467,0.12189210206270218,0.38107678294181824,0.17796404659748077,0.27506011724472046,0.10148534178733826,0.04500377178192139,0.12386002391576767,0.2887568175792694,0.14148172736167908
in,0.30808621644973755,0.20446790754795074,0.5394441485404968,0.2373267114162445,1.0,0.21059004962444305,-0.037580832839012146,0.3044084906578064,0.33029478788375854,0.20430970191955566
melbourne,0.10823550075292587,0.20605561137199402,0.14877618849277496,0.13945667445659637,0.21059004962444305,1.0,0.09813514351844788,0.1202208548784256,0.15642160177230835,0.09101688116788864
's,0.02692362666130066,0.02531869150698185,0.02396530658006668,0.047782525420188904,-0.037580832839012146,0.09813514351844788,0.9999999403953552,-0.01573607325553894,0.03540606424212456,-0.023395681753754616
more,0.3484537899494171,0.20042955875396729,0.2946030795574188,0.25245097279548645,0.32563260197639465,0.16653327643871307,0.032942235469818115,0.32393091917037964,0.33441853523254395,0.27894994616508484
affluent,0.262390673160553,0.1719747930765152,0.27484479546546936,0.20349052548408508,0.3044084906578064,0.1202208548784256,-0.01573607325553894,1.0,0.23019036650657654,0.20516721904277802
eastern,0.2263268083333969,0.21730193495750427,0.2375388890504837,0.2710449993610382,0.3306356370449066,0.18751688301563263,0.02632785774767399,0.20006214082241058,0.3332836925983429,0.20060817897319794
and,0.31309178471565247,0.20650289952754974,0.3859752118587494,0.26421281695365906,0.4954058527946472,0.22872792184352875,0.06895173341035843,0.32401397824287415,0.40107932686805725,0.20544172823429108
outer,0.2157491147518158,0.11021513491868973,0.21060429513454437,0.25288355350494385,0.2098662108182907,0.23272542655467987,-0.07019069790840149,0.12122433632612228,0.2998878061771393,0.06864649802446365
suburbs,0.14620864391326904,0.18181219696998596,0.18339255452156067,0.027631601318717003,0.2863102853298187,0.47563278675079346,0.024113589897751808,0.11939534544944763,0.35075291991233826,0.07569191604852676
",",0.3087472915649414,0.21963930130004883,0.4691906273365021,0.2481238842010498,0.5201468467712402,0.18849031627178192,-0.0016132977325469255,0.2887665927410126,0.2789289653301239,0.31091248989105225
and,0.31309178471565247,0.20650289952754974,0.3859752118587494,0.26421281695365906,0.4954058527946472,0.22872792184352875,0.06895173341035843,0.32401397824287415,0.40107932686805725,0.20544172823429108
some,0.4491020441055298,0.17324420809745789,0.3038453459739685,0.23314687609672546,0.4010399878025055,0.20852982997894287,0.056411296129226685,0.31420716643333435,0.3996925950050354,0.2562315762042999
rural,0.19569969177246094,0.20728391408920288,0.2128623127937317,0.09703496098518372,0.31192100048065186,0.17288990318775177,0.08167918026447296,0.20607919991016388,0.40146809816360474,0.11320571601390839
and,0.31309178471565247,0.20650289952754974,0.3859752118587494,0.26421281695365906,0.4954058527946472,0.22872792184352875,0.06895173341035843,0.32401397824287415,0.40107932686805725,0.20544172823429108
regional,0.1532609760761261,0.1566726416349411,0.1760118007659912,0.09857261180877686,0.2730329930782318,0.18386906385421753,-0.06399104744195938,0.15248486399650574,0.303212970495224,0.09246466308832169
centres,0.1298195868730545,0.16993197798728943,0.24178358912467957,0.1573890596628189,0.2435951828956604,0.24038010835647583,0.051496751606464386,0.24872368574142456,0.40999171137809753,0.07723820209503174
.,0.3567904531955719,0.23341989517211914,0.4569662809371948,0.22475631535053253,0.5591574311256409,0.22616931796073914,-0.003708066651597619,0.2848411500453949,0.23760369420051575,0.4130953550338745
