,what,are,presented,to,parliament,in,addition,to,the,bill,itself,?
of,0.33290785551071167,0.39081433415412903,0.30231305956840515,0.41548454761505127,0.2885259687900543,0.5696388483047485,0.27503931522369385,0.41548454761505127,0.733189046382904,0.17127205431461334,0.3157202899456024,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,0.3251480758190155,0.535392165184021,0.26521381735801697,0.6662389636039734,0.32955414056777954,0.535392165184021,1.0,0.24155211448669434,0.45971640944480896,0.22068053483963013
bill,0.16425743699073792,0.11081905663013458,0.26074129343032837,0.17981381714344025,0.2732408940792084,0.1447519063949585,0.14958815276622772,0.17981381714344025,0.24155211448669434,0.9999999403953552,0.12180978059768677,0.12855131924152374
will,0.3510494530200958,0.39387544989585876,0.20611193776130676,0.5091033577919006,0.15437255799770355,0.2580665349960327,0.27912136912345886,0.5091033577919006,0.3635469079017639,0.20950356125831604,0.3183749318122864,0.35046905279159546
formally,0.19840256869792938,0.22346246242523193,0.25888127088546753,0.2944337725639343,0.304269939661026,0.2996116280555725,0.21049736440181732,0.2944337725639343,0.3323594629764557,0.17042818665504456,0.30543261766433716,0.1371411830186844
introduce,0.2023693174123764,0.2298937290906906,0.2733818292617798,0.3381519317626953,0.18331246078014374,0.18157897889614105,0.3278867304325104,0.3381519317626953,0.22310380637645721,0.21611514687538147,0.23541294038295746,0.22698114812374115
it,0.45803478360176086,0.3617996573448181,0.1980280727148056,0.513711154460907,0.22944188117980957,0.5130809545516968,0.267532616853714,0.513711154460907,0.6251175999641418,0.164714053273201,0.5190377831459045,0.25732165575027466
to,0.455847829580307,0.3504326641559601,0.24592746794223785,1.0,0.20290622115135193,0.45010748505592346,0.29394859075546265,1.0,0.535392165184021,0.17981381714344025,0.340527206659317,0.29463258385658264
parliament,0.21650300920009613,0.09480422735214233,0.21905829012393951,0.20290622115135193,1.0,0.2323146015405655,0.15849028527736664,0.20290622115135193,0.26521381735801697,0.2732408940792084,0.2203376293182373,0.1586504578590393
together,0.22179445624351501,0.3098504841327667,0.18362951278686523,0.33225905895233154,0.15666617453098297,0.3252169191837311,0.09588087350130081,0.33225905895233154,0.26662585139274597,0.11639589816331863,0.18232452869415283,0.1690303236246109
with,0.2464839518070221,0.38996943831443787,0.270183265209198,0.4239959120750427,0.14422082901000977,0.4080928862094879,0.3659588098526001,0.4239959120750427,0.4223487675189972,0.14591655135154724,0.20826537907123566,0.2433311939239502
its,0.30393704771995544,0.30942749977111816,0.1710420399904251,0.3691340684890747,0.23021577298641205,0.3793783485889435,0.2755911350250244,0.3691340684890747,0.559237003326416,0.18260256946086884,0.5226107835769653,0.15103481709957123
accompanying,0.24260017275810242,0.29446107149124146,0.3553816080093384,0.3037203550338745,0.09956295043230057,0.2416074126958847,0.32857707142829895,0.3037203550338745,0.3379639685153961,0.09526066482067108,0.22959476709365845,0.22333867847919464
documents,0.24864882230758667,0.2325727492570877,0.23992715775966644,0.2840026915073395,0.17524176836013794,0.24765178561210632,0.16848020255565643,0.2840026915073395,0.3147846758365631,0.13047347962856293,0.19512805342674255,0.19020383059978485
–,0.13008765876293182,0.08885963261127472,0.1893187165260315,0.19410304725170135,0.17685334384441376,0.23687128722667694,0.11513065546751022,0.19410304725170135,0.2607575058937073,0.18511170148849487,0.046862632036209106,0.2714554965496063
explanatory,0.3715243637561798,0.2930684983730316,0.2633855938911438,0.3044453263282776,0.11091763526201248,0.18485012650489807,0.2534879148006439,0.3044453263282776,0.21786241233348846,0.09897066652774811,0.26796531677246094,0.3119804859161377
notes,0.19507816433906555,0.2348317801952362,0.17627736926078796,0.22688092291355133,0.12306497991085052,0.1728639006614685,0.08507649600505829,0.22688092291355133,0.20623527467250824,0.1408843994140625,0.13053087890148163,0.23920853435993195
",",0.3087472915649414,0.4062570035457611,0.28443270921707153,0.44245919585227966,0.25442883372306824,0.5201468467712402,0.3040202856063843,0.44245919585227966,0.4933079481124878,0.2472437173128128,0.2783147692680359,0.31091248989105225
a,0.3320399522781372,0.265255331993103,0.24034897983074188,0.45503583550453186,0.22951169312000275,0.539380669593811,0.2617819607257843,0.45503583550453186,0.5829201340675354,0.24716360867023468,0.4065200984477997,0.23916715383529663
policy,0.3869883120059967,0.160745769739151,0.16015581786632538,0.26804789900779724,0.30663374066352844,0.1459147185087204,0.21284882724285126,0.26804789900779724,0.2358427494764328,0.17817780375480652,0.21496206521987915,0.30462446808815
memorandum,0.23814423382282257,0.1960989385843277,0.33547064661979675,0.21849973499774933,0.3551768958568573,0.310710072517395,0.21103057265281677,0.21849973499774933,0.26992401480674744,0.21382088959217072,0.1204315647482872,0.19922512769699097
setting,0.287603497505188,0.1662043184041977,0.22389540076255798,0.27501755952835083,0.1305883526802063,0.2323552966117859,0.19081315398216248,0.27501755952835083,0.2991926074028015,0.12809988856315613,0.24676918983459473,0.16943378746509552
out,0.3633197546005249,0.31390950083732605,0.10420196503400803,0.42386990785598755,0.11517739295959473,0.3576207756996155,0.20068344473838806,0.42386990785598755,0.39404502511024475,0.11102147400379181,0.21892940998077393,0.22020699083805084
the,0.42745697498321533,0.40399202704429626,0.3251480758190155,0.535392165184021,0.26521381735801697,0.6662389636039734,0.32955414056777954,0.535392165184021,1.0,0.24155211448669434,0.45971640944480896,0.22068053483963013
policy,0.3869883120059967,0.160745769739151,0.16015581786632538,0.26804789900779724,0.30663374066352844,0.1459147185087204,0.21284882724285126,0.26804789900779724,0.2358427494764328,0.17817780375480652,0.21496206521987915,0.30462446808815
underlying,0.44977858662605286,0.3211151361465454,0.26224806904792786,0.30195239186286926,0.14328575134277344,0.2481892853975296,0.2528478801250458,0.30195239186286926,0.3030717074871063,0.1466311663389206,0.4113006591796875,0.2342413365840912
the,0.42745697498321533,0.40399202704429626,0.3251480758190155,0.535392165184021,0.26521381735801697,0.6662389636039734,0.32955414056777954,0.535392165184021,1.0,0.24155211448669434,0.45971640944480896,0.22068053483963013
bill,0.16425743699073792,0.11081905663013458,0.26074129343032837,0.17981381714344025,0.2732408940792084,0.1447519063949585,0.14958815276622772,0.17981381714344025,0.24155211448669434,0.9999999403953552,0.12180978059768677,0.12855131924152374
",",0.3087472915649414,0.4062570035457611,0.28443270921707153,0.44245919585227966,0.25442883372306824,0.5201468467712402,0.3040202856063843,0.44245919585227966,0.4933079481124878,0.2472437173128128,0.2783147692680359,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.26139622926712036,0.48971283435821533,0.26227831840515137,0.4954058527946472,0.3508087992668152,0.48971283435821533,0.5171257257461548,0.24696701765060425,0.2663651406764984,0.20544172823429108
a,0.3320399522781372,0.265255331993103,0.24034897983074188,0.45503583550453186,0.22951169312000275,0.539380669593811,0.2617819607257843,0.45503583550453186,0.5829201340675354,0.24716360867023468,0.4065200984477997,0.23916715383529663
financial,0.1900392472743988,0.1316729336977005,0.23962616920471191,0.27715611457824707,0.23885653913021088,0.23881284892559052,0.20235894620418549,0.27715611457824707,0.29952070116996765,0.16628578305244446,0.20960351824760437,0.06444920599460602
memorandum,0.23814423382282257,0.1960989385843277,0.33547064661979675,0.21849973499774933,0.3551768958568573,0.310710072517395,0.21103057265281677,0.21849973499774933,0.26992401480674744,0.21382088959217072,0.1204315647482872,0.19922512769699097
setting,0.287603497505188,0.1662043184041977,0.22389540076255798,0.27501755952835083,0.1305883526802063,0.2323552966117859,0.19081315398216248,0.27501755952835083,0.2991926074028015,0.12809988856315613,0.24676918983459473,0.16943378746509552
out,0.3633197546005249,0.31390950083732605,0.10420196503400803,0.42386990785598755,0.11517739295959473,0.3576207756996155,0.20068344473838806,0.42386990785598755,0.39404502511024475,0.11102147400379181,0.21892940998077393,0.22020699083805084
the,0.42745697498321533,0.40399202704429626,0.3251480758190155,0.535392165184021,0.26521381735801697,0.6662389636039734,0.32955414056777954,0.535392165184021,1.0,0.24155211448669434,0.45971640944480896,0.22068053483963013
costs,0.21587958931922913,0.23149950802326202,0.2114356905221939,0.30544713139533997,0.1754341423511505,0.1732029914855957,0.22039394080638885,0.30544713139533997,0.2180386483669281,0.12881195545196533,0.21070151031017303,0.19150719046592712
and,0.31309178471565247,0.48576638102531433,0.26139622926712036,0.48971283435821533,0.26227831840515137,0.4954058527946472,0.3508087992668152,0.48971283435821533,0.5171257257461548,0.24696701765060425,0.2663651406764984,0.20544172823429108
savings,0.16976867616176605,0.16254843771457672,0.14874276518821716,0.24233758449554443,0.28582796454429626,0.21125531196594238,0.2021486908197403,0.24233758449554443,0.2851330041885376,0.18579897284507751,0.19528412818908691,0.1057102158665657
associated,0.15836219489574432,0.28055059909820557,0.28714433312416077,0.2648659348487854,0.0964512974023819,0.23328746855258942,0.1859568953514099,0.2648659348487854,0.2742886245250702,0.061249010264873505,0.23084071278572083,0.1453326791524887
with,0.2464839518070221,0.38996943831443787,0.270183265209198,0.4239959120750427,0.14422082901000977,0.4080928862094879,0.3659588098526001,0.4239959120750427,0.4223487675189972,0.14591655135154724,0.20826537907123566,0.2433311939239502
it,0.45803478360176086,0.3617996573448181,0.1980280727148056,0.513711154460907,0.22944188117980957,0.5130809545516968,0.267532616853714,0.513711154460907,0.6251175999641418,0.164714053273201,0.5190377831459045,0.25732165575027466
.,0.3567904531955719,0.3452940285205841,0.2494649887084961,0.4645031690597534,0.23747818171977997,0.5591574311256409,0.27481022477149963,0.4645031690597534,0.5934505462646484,0.2289014607667923,0.28960058093070984,0.4130953550338745
