,what,archdiocese,is,warsaw,the,seat,of,?
academy,0.11844556778669357,0.22710183262825012,0.20938169956207275,0.24079398810863495,0.2649388611316681,0.2238558679819107,0.22185729444026947,0.1340850442647934
of,0.33290785551071167,0.31726589798927307,0.4854315221309662,0.19253842532634735,0.733189046382904,0.2283020317554474,1.0,0.1826142966747284
sciences,0.19191189110279083,0.2786721885204315,0.2507065534591675,0.23337316513061523,0.2625935673713684,0.14795750379562378,0.31529930233955383,0.15002119541168213
and,0.31309178471565247,0.20061515271663666,0.3859752118587494,0.2083624005317688,0.5171257257461548,0.1258343905210495,0.5116966962814331,0.20544172823429108
the,0.42745697498321533,0.27209609746932983,0.5823672413825989,0.23137180507183075,1.0,0.24530775845050812,0.733189046382904,0.22068053483963013
university,0.20256435871124268,0.4378584921360016,0.20346471667289734,0.24662628769874573,0.263973206281662,0.24277769029140472,0.30646374821662903,0.11887256056070328
of,0.33290785551071167,0.31726589798927307,0.4854315221309662,0.19253842532634735,0.733189046382904,0.2283020317554474,1.0,0.1826142966747284
warsaw,0.10373849421739578,0.27866390347480774,0.09741193056106567,1.0,0.23137180507183075,0.14837482571601868,0.19253842532634735,0.09769917279481888
",",0.3087472915649414,0.2534197270870209,0.4691906273365021,0.25300899147987366,0.4933079481124878,0.18137462437152863,0.4946078956127167,0.31091248989105225
two,0.23363454639911652,0.16250492632389069,0.2315155267715454,0.14516781270503998,0.43858039379119873,0.09712430834770203,0.37726253271102905,0.19645625352859497
opera,0.19126243889331818,0.1967230886220932,0.1781812608242035,0.1750211864709854,0.21712259948253632,0.18402381241321564,0.2148524820804596,0.12079104036092758
houses,0.1434021294116974,0.19431085884571075,0.1995694637298584,0.13279642164707184,0.2692612111568451,0.22755098342895508,0.2718559205532074,0.10120081901550293
",",0.3087472915649414,0.2534197270870209,0.4691906273365021,0.25300899147987366,0.4933079481124878,0.18137462437152863,0.4946078956127167,0.31091248989105225
theatres,0.13976961374282837,0.23854418098926544,0.190605029463768,0.27332907915115356,0.2874569296836853,0.11963731050491333,0.20605787634849548,0.10397201776504517
",",0.3087472915649414,0.2534197270870209,0.4691906273365021,0.25300899147987366,0.4933079481124878,0.18137462437152863,0.4946078956127167,0.31091248989105225
museums,0.18489275872707367,0.30583813786506653,0.19032974541187286,0.26226547360420227,0.2721219062805176,0.1672428995370865,0.2631984055042267,0.1374243199825287
",",0.3087472915649414,0.2534197270870209,0.4691906273365021,0.25300899147987366,0.4933079481124878,0.18137462437152863,0.4946078956127167,0.31091248989105225
libraries,0.17814436554908752,0.30184152722358704,0.17780977487564087,0.15025873482227325,0.2134861946105957,0.20080864429473877,0.2047192007303238,0.20525334775447845
and,0.31309178471565247,0.20061515271663666,0.3859752118587494,0.2083624005317688,0.5171257257461548,0.1258343905210495,0.5116966962814331,0.20544172823429108
monuments,0.17082810401916504,0.24573270976543427,0.22874300181865692,0.21023789048194885,0.2761452794075012,0.19469663500785828,0.280117005109787,0.1164054125547409
.,0.3567904531955719,0.26714926958084106,0.4569662809371948,0.26825499534606934,0.5934505462646484,0.20119667053222656,0.5352458953857422,0.4130953550338745
