,which,canal,was,dug,in,france,to,carry,rhine,'s,water,?
carries,0.3648480772972107,0.20432475209236145,0.19241845607757568,0.26428335905075073,0.24316389858722687,0.13797514140605927,0.25142285227775574,0.6246627569198608,0.14106231927871704,-0.06221466884016991,0.2993469536304474,0.13831257820129395
a,0.56894451379776,0.1656898409128189,0.4508470594882965,0.1592438817024231,0.539380669593811,0.24802380800247192,0.45503583550453186,0.2364719659090042,0.1823403388261795,0.04866964742541313,0.2979097068309784,0.23916715383529663
significant,0.3548031151294708,0.16286037862300873,0.187061607837677,0.14811478555202484,0.3551969528198242,0.1320868879556656,0.27648770809173584,0.15665194392204285,0.12132226675748825,-0.022819485515356064,0.19234934449195862,0.18679562211036682
part,0.4460882246494293,0.2385552078485489,0.3407018780708313,0.16179664433002472,0.4499994218349457,0.26355621218681335,0.2875264883041382,0.16682235896587372,0.23044916987419128,0.007562864106148481,0.18224267661571503,0.08557961881160736
of,0.5011631846427917,0.18671196699142456,0.4069072902202606,0.17410917580127716,0.5696388483047485,0.3265724182128906,0.41548454761505127,0.23692575097084045,0.2548927664756775,-0.03817026689648628,0.2741255462169647,0.1826142966747284
the,0.6521818041801453,0.26047348976135254,0.48711544275283813,0.2580382227897644,0.6662389636039734,0.35517507791519165,0.535392165184021,0.26752355694770813,0.30735138058662415,-0.01540423184633255,0.297396719455719,0.22068053483963013
river,0.25416892766952515,0.41370633244514465,0.15785206854343414,0.24962863326072693,0.2149806171655655,0.18550540506839752,0.13636653125286102,0.15559418499469757,0.3672541379928589,-0.03599277883768082,0.40245044231414795,0.15390869975090027
water,0.3689718246459961,0.3282609283924103,0.18750394880771637,0.34966859221458435,0.23966141045093536,0.1821964681148529,0.27858173847198486,0.23489810526371002,0.18943050503730774,0.06513497978448868,0.9999998807907104,0.14731885492801666
",",0.3658004403114319,0.21654076874256134,0.45456063747406006,0.20805829763412476,0.5201468467712402,0.28250643610954285,0.44245919585227966,0.1951419711112976,0.167837992310524,-0.0016132977325469255,0.26706066727638245,0.31091248989105225
and,0.506277859210968,0.22985301911830902,0.3740963041782379,0.2587581276893616,0.4954058527946472,0.2925812005996704,0.48971283435821533,0.2731964588165283,0.22029656171798706,0.06895173341035843,0.3054247498512268,0.20544172823429108
all,0.50777268409729,0.07229046523571014,0.23179835081100464,0.17849236726760864,0.3335905969142914,0.23571501672267914,0.42520734667778015,0.3000107705593109,0.12028631567955017,0.03181743621826172,0.18942813575267792,0.29575422406196594
of,0.5011631846427917,0.18671196699142456,0.4069072902202606,0.17410917580127716,0.5696388483047485,0.3265724182128906,0.41548454761505127,0.23692575097084045,0.2548927664756775,-0.03817026689648628,0.2741255462169647,0.1826142966747284
the,0.6521818041801453,0.26047348976135254,0.48711544275283813,0.2580382227897644,0.6662389636039734,0.35517507791519165,0.535392165184021,0.26752355694770813,0.30735138058662415,-0.01540423184633255,0.297396719455719,0.22068053483963013
traffic,0.23032204806804657,0.2881541848182678,0.18086227774620056,0.14838270843029022,0.16985389590263367,0.1830318719148636,0.2721680998802185,0.24760578572750092,0.2509157359600067,0.012575896456837654,0.22078974545001984,0.19721992313861847
.,0.45942068099975586,0.20299389958381653,0.40146201848983765,0.22849786281585693,0.5591574311256409,0.33719199895858765,0.4645031690597534,0.21299658715724945,0.2089352011680603,-0.003708066651597619,0.26634910702705383,0.4130953550338745
