,what,is,the,metric,they,use,to,determine,how,busy,airports,are,?
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.20296113193035126,0.3391372263431549,0.21048003435134888,0.33534231781959534,0.25706249475479126,0.34370526671409607,0.12481163442134857,0.20258782804012299,0.37842893600463867,0.17966607213020325
passenger,0.1339142620563507,0.19047372043132782,0.22676396369934082,0.21545320749282837,0.21340985596179962,0.17137515544891357,0.2609814405441284,0.15457849204540253,0.1549854278564453,0.19116458296775818,0.49672403931617737,0.1398760825395584,0.13056927919387817
volume,0.18066860735416412,0.20146408677101135,0.2396446168422699,0.225523442029953,0.13985610008239746,0.15811879932880402,0.16561628878116608,0.12350183725357056,0.25231415033340454,0.07209262996912003,0.11277977377176285,0.1474607139825821,0.1651400327682495
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.1878732144832611,0.22770340740680695,0.2174896001815796,0.30882009863853455,0.21235394477844238,0.1676948219537735,0.10643515735864639,0.15100979804992676,0.23263892531394958,0.40561532974243164
see,0.44941186904907227,0.30759111046791077,0.3770301640033722,0.2759871780872345,0.3503645956516266,0.44045713543891907,0.3792734146118164,0.3533100485801697,0.404163658618927,0.22830496728420258,0.2239013910293579,0.3773394227027893,0.42005208134651184
world,0.21669597923755646,0.24458536505699158,0.33604270219802856,0.17645031213760376,0.26389625668525696,0.21907508373260498,0.26213452219963074,0.18222489953041077,0.25969967246055603,0.19799907505512238,0.20704953372478485,0.22463127970695496,0.17579582333564758
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.02850743569433689,0.03738465905189514,0.004619393963366747,0.03782717138528824,-0.04907059296965599,-0.026164190843701363,0.06485621631145477,-0.009622735902667046,-0.008927806280553341,-0.023395681753754616
busiest,0.1578541398048401,0.2508534789085388,0.30110985040664673,0.2559128403663635,0.1413911134004593,0.24327963590621948,0.19131967425346375,0.14637313783168793,0.1253429502248764,0.3996504247188568,0.5866501927375793,0.21448466181755066,0.15537287294864655
airports,0.14664587378501892,0.24539045989513397,0.297902911901474,0.2561957538127899,0.22683583199977875,0.30095404386520386,0.2841598093509674,0.13601726293563843,0.11396324634552002,0.2929239571094513,0.9999999403953552,0.32891082763671875,0.14285726845264435
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.20296113193035126,0.3391372263431549,0.21048003435134888,0.33534231781959534,0.25706249475479126,0.34370526671409607,0.12481163442134857,0.20258782804012299,0.37842893600463867,0.17966607213020325
passenger,0.1339142620563507,0.19047372043132782,0.22676396369934082,0.21545320749282837,0.21340985596179962,0.17137515544891357,0.2609814405441284,0.15457849204540253,0.1549854278564453,0.19116458296775818,0.49672403931617737,0.1398760825395584,0.13056927919387817
traffic,0.145517036318779,0.23107631504535675,0.2208961844444275,0.1872527003288269,0.1772332638502121,0.2842575013637543,0.2721680998802185,0.16437940299510956,0.19900892674922943,0.36050865054130554,0.4709179103374481,0.21212369203567505,0.19721992313861847
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.19768795371055603,0.22818082571029663,0.23662498593330383,0.31236231327056885,0.19434958696365356,0.17939934134483337,0.13679605722427368,0.16270869970321655,0.2373749315738678,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.20336702466011047,0.5073080658912659,0.34145063161849976,0.48971283435821533,0.2686745524406433,0.33647966384887695,0.25830915570259094,0.27459996938705444,0.48576638102531433,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.21734559535980225,0.49925389885902405,0.34342584013938904,0.535392165184021,0.40889066457748413,0.33890387415885925,0.2527543902397156,0.297902911901474,0.40399202704429626,0.22068053483963013
third,0.2033906877040863,0.31551501154899597,0.4229298532009125,0.1395285427570343,0.27100688219070435,0.14575320482254028,0.2795414924621582,0.18452750146389008,0.14508451521396637,0.08636242151260376,0.14745143055915833,0.15971572697162628,0.15394791960716248
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.20296113193035126,0.3391372263431549,0.21048003435134888,0.33534231781959534,0.25706249475479126,0.34370526671409607,0.12481163442134857,0.20258782804012299,0.37842893600463867,0.17966607213020325
international,0.10870302468538284,0.19279639422893524,0.23719607293605804,0.20204493403434753,0.13682526350021362,0.24562819302082062,0.21173149347305298,0.2117941975593567,0.1396709680557251,0.18228058516979218,0.4772913455963135,0.18634282052516937,0.15335838496685028
passenger,0.1339142620563507,0.19047372043132782,0.22676396369934082,0.21545320749282837,0.21340985596179962,0.17137515544891357,0.2609814405441284,0.15457849204540253,0.1549854278564453,0.19116458296775818,0.49672403931617737,0.1398760825395584,0.13056927919387817
volume,0.18066860735416412,0.20146408677101135,0.2396446168422699,0.225523442029953,0.13985610008239746,0.15811879932880402,0.16561628878116608,0.12350183725357056,0.25231415033340454,0.07209262996912003,0.11277977377176285,0.1474607139825821,0.1651400327682495
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.1878732144832611,0.22770340740680695,0.2174896001815796,0.30882009863853455,0.21235394477844238,0.1676948219537735,0.10643515735864639,0.15100979804992676,0.23263892531394958,0.40561532974243164
see,0.44941186904907227,0.30759111046791077,0.3770301640033722,0.2759871780872345,0.3503645956516266,0.44045713543891907,0.3792734146118164,0.3533100485801697,0.404163658618927,0.22830496728420258,0.2239013910293579,0.3773394227027893,0.42005208134651184
busiest,0.1578541398048401,0.2508534789085388,0.30110985040664673,0.2559128403663635,0.1413911134004593,0.24327963590621948,0.19131967425346375,0.14637313783168793,0.1253429502248764,0.3996504247188568,0.5866501927375793,0.21448466181755066,0.15537287294864655
airports,0.14664587378501892,0.24539045989513397,0.297902911901474,0.2561957538127899,0.22683583199977875,0.30095404386520386,0.2841598093509674,0.13601726293563843,0.11396324634552002,0.2929239571094513,0.9999999403953552,0.32891082763671875,0.14285726845264435
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.18834827840328217,0.4330179989337921,0.2715643048286438,0.45010748505592346,0.28156906366348267,0.2601168751716614,0.24141757190227509,0.28724297881126404,0.3841303884983063,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.21734559535980225,0.49925389885902405,0.34342584013938904,0.535392165184021,0.40889066457748413,0.33890387415885925,0.2527543902397156,0.297902911901474,0.40399202704429626,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,0.21999897062778473,0.21470296382904053,0.21465958654880524,0.2715383470058441,0.21766091883182526,0.19034643471240997,0.13140279054641724,0.36963844299316406,0.16919764876365662,0.17266890406608582
states,0.21526020765304565,0.21939043700695038,0.3463578522205353,0.22665664553642273,0.23871077597141266,0.1991468071937561,0.2828785181045532,0.2664303779602051,0.20841296017169952,0.14262200891971588,0.33387258648872375,0.1846873015165329,0.16272737085819244
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.20296113193035126,0.3391372263431549,0.21048003435134888,0.33534231781959534,0.25706249475479126,0.34370526671409607,0.12481163442134857,0.20258782804012299,0.37842893600463867,0.17966607213020325
international,0.10870302468538284,0.19279639422893524,0.23719607293605804,0.20204493403434753,0.13682526350021362,0.24562819302082062,0.21173149347305298,0.2117941975593567,0.1396709680557251,0.18228058516979218,0.4772913455963135,0.18634282052516937,0.15335838496685028
passenger,0.1339142620563507,0.19047372043132782,0.22676396369934082,0.21545320749282837,0.21340985596179962,0.17137515544891357,0.2609814405441284,0.15457849204540253,0.1549854278564453,0.19116458296775818,0.49672403931617737,0.1398760825395584,0.13056927919387817
traffic,0.145517036318779,0.23107631504535675,0.2208961844444275,0.1872527003288269,0.1772332638502121,0.2842575013637543,0.2721680998802185,0.16437940299510956,0.19900892674922943,0.36050865054130554,0.4709179103374481,0.21212369203567505,0.19721992313861847
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.19768795371055603,0.22818082571029663,0.23662498593330383,0.31236231327056885,0.19434958696365356,0.17939934134483337,0.13679605722427368,0.16270869970321655,0.2373749315738678,0.42300865054130554
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.03594851866364479,0.14797019958496094,0.09638004004955292,0.0979827418923378,0.05525203421711922,0.07230665534734726,0.0761280357837677,0.07029900699853897,0.15315808355808258,0.10349778085947037
san,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.0235351100564003,0.16093860566616058,0.13510824739933014,0.21651452779769897,0.1511867493391037,0.11613621562719345,0.14806513488292694,0.19106440246105194,0.13921020925045013,0.10952327400445938
diego,0.16958405077457428,0.1608497053384781,0.20885010063648224,0.04432503506541252,0.13555671274662018,0.11359179019927979,0.17890489101409912,0.10592245310544968,0.10675806552171707,0.1452864557504654,0.21137291193008423,0.16360539197921753,0.11438121646642685
international,0.10870302468538284,0.19279639422893524,0.23719607293605804,0.20204493403434753,0.13682526350021362,0.24562819302082062,0.21173149347305298,0.2117941975593567,0.1396709680557251,0.18228058516979218,0.4772913455963135,0.18634282052516937,0.15335838496685028
airport,0.1263120174407959,0.22916455566883087,0.2293178290128708,0.2173754721879959,0.14029307663440704,0.2045191526412964,0.2481278032064438,0.06961570680141449,0.05454898625612259,0.2352779358625412,0.8551590442657471,0.18675020337104797,0.13105051219463348
the,0.42745697498321533,0.5823672413825989,1.0,0.21734559535980225,0.49925389885902405,0.34342584013938904,0.535392165184021,0.40889066457748413,0.33890387415885925,0.2527543902397156,0.297902911901474,0.40399202704429626,0.22068053483963013
busiest,0.1578541398048401,0.2508534789085388,0.30110985040664673,0.2559128403663635,0.1413911134004593,0.24327963590621948,0.19131967425346375,0.14637313783168793,0.1253429502248764,0.3996504247188568,0.5866501927375793,0.21448466181755066,0.15537287294864655
single,0.24458327889442444,0.27151715755462646,0.29338565468788147,0.17616704106330872,0.25009214878082275,0.24517884850502014,0.2593121826648712,0.23404830694198608,0.19500847160816193,0.1483338177204132,0.13402408361434937,0.2179369032382965,0.2151121199131012
runway,0.146897092461586,0.16376128792762756,0.20204009115695953,0.23171156644821167,0.17289403080940247,0.17075781524181366,0.197613924741745,0.08528777956962585,0.09531014412641525,0.24335694313049316,0.5053470134735107,0.17870289087295532,0.10900069773197174
airport,0.1263120174407959,0.22916455566883087,0.2293178290128708,0.2173754721879959,0.14029307663440704,0.2045191526412964,0.2481278032064438,0.06961570680141449,0.05454898625612259,0.2352779358625412,0.8551590442657471,0.18675020337104797,0.13105051219463348
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.18834827840328217,0.4330179989337921,0.2715643048286438,0.45010748505592346,0.28156906366348267,0.2601168751716614,0.24141757190227509,0.28724297881126404,0.3841303884983063,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.21734559535980225,0.49925389885902405,0.34342584013938904,0.535392165184021,0.40889066457748413,0.33890387415885925,0.2527543902397156,0.297902911901474,0.40399202704429626,0.22068053483963013
world,0.21669597923755646,0.24458536505699158,0.33604270219802856,0.17645031213760376,0.26389625668525696,0.21907508373260498,0.26213452219963074,0.18222489953041077,0.25969967246055603,0.19799907505512238,0.20704953372478485,0.22463127970695496,0.17579582333564758
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.03594851866364479,0.14797019958496094,0.09638004004955292,0.0979827418923378,0.05525203421711922,0.07230665534734726,0.0761280357837677,0.07029900699853897,0.15315808355808258,0.10349778085947037
van,0.1477201133966446,0.13741689920425415,0.13541297614574432,0.0802440270781517,0.12176603078842163,0.13528722524642944,0.198682501912117,0.07483085989952087,0.1798630803823471,0.08007374405860901,0.06616555154323578,0.12989100813865662,0.15528257191181183
nuys,0.2026393711566925,0.2384500801563263,0.28316059708595276,0.08116571605205536,0.2528728246688843,0.0911354273557663,0.25613293051719666,0.0574154406785965,0.15706127882003784,0.2037406861782074,0.19839516282081604,0.18401461839675903,0.20751376450061798
airport,0.1263120174407959,0.22916455566883087,0.2293178290128708,0.2173754721879959,0.14029307663440704,0.2045191526412964,0.2481278032064438,0.06961570680141449,0.05454898625612259,0.2352779358625412,0.8551590442657471,0.18675020337104797,0.13105051219463348
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.21044935286045074,0.390799880027771,0.3276674151420593,0.44245919585227966,0.2144405096769333,0.22659391164779663,0.21718189120292664,0.28466933965682983,0.4062570035457611,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.21734559535980225,0.49925389885902405,0.34342584013938904,0.535392165184021,0.40889066457748413,0.33890387415885925,0.2527543902397156,0.297902911901474,0.40399202704429626,0.22068053483963013
world,0.21669597923755646,0.24458536505699158,0.33604270219802856,0.17645031213760376,0.26389625668525696,0.21907508373260498,0.26213452219963074,0.18222489953041077,0.25969967246055603,0.19799907505512238,0.20704953372478485,0.22463127970695496,0.17579582333564758
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.02850743569433689,0.03738465905189514,0.004619393963366747,0.03782717138528824,-0.04907059296965599,-0.026164190843701363,0.06485621631145477,-0.009622735902667046,-0.008927806280553341,-0.023395681753754616
busiest,0.1578541398048401,0.2508534789085388,0.30110985040664673,0.2559128403663635,0.1413911134004593,0.24327963590621948,0.19131967425346375,0.14637313783168793,0.1253429502248764,0.3996504247188568,0.5866501927375793,0.21448466181755066,0.15537287294864655
general,0.24928055703639984,0.20144300162792206,0.28634732961654663,0.1822553426027298,0.21230264008045197,0.16113027930259705,0.24755197763442993,0.1912352740764618,0.19638104736804962,0.11190137267112732,0.25152403116226196,0.15219135582447052,0.1972234547138214
aviation,0.1700924187898636,0.15025636553764343,0.2703816592693329,0.20338064432144165,0.11598916351795197,0.19456452131271362,0.18106655776500702,0.11847705394029617,0.12913678586483002,0.12343564629554749,0.4406811594963074,0.17162001132965088,0.1517462134361267
airport,0.1263120174407959,0.22916455566883087,0.2293178290128708,0.2173754721879959,0.14029307663440704,0.2045191526412964,0.2481278032064438,0.06961570680141449,0.05454898625612259,0.2352779358625412,0.8551590442657471,0.18675020337104797,0.13105051219463348
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.03594851866364479,0.14797019958496094,0.09638004004955292,0.0979827418923378,0.05525203421711922,0.07230665534734726,0.0761280357837677,0.07029900699853897,0.15315808355808258,0.10349778085947037
major,0.21026742458343506,0.19079607725143433,0.31775903701782227,0.05502625182271004,0.20348544418811798,0.12363851070404053,0.19240309298038483,0.1257033497095108,0.12500809133052826,0.2474776655435562,0.27876946330070496,0.21536177396774292,0.19788557291030884
commercial,0.12070754915475845,0.2402932196855545,0.23051398992538452,0.17686478793621063,0.19096551835536957,0.2743256092071533,0.2572329044342041,0.09236732870340347,0.11456913501024246,0.2232230305671692,0.3154732882976532,0.20429889857769012,0.04216946288943291
airports,0.14664587378501892,0.24539045989513397,0.297902911901474,0.2561957538127899,0.22683583199977875,0.30095404386520386,0.2841598093509674,0.13601726293563843,0.11396324634552002,0.2929239571094513,0.9999999403953552,0.32891082763671875,0.14285726845264435
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.18079063296318054,0.29493749141693115,0.22117964923381805,0.36524343490600586,0.2584746479988098,0.2154216170310974,0.26128777861595154,0.17130611836910248,0.2074895054101944,0.21978627145290375
orange,0.18341036140918732,0.20677390694618225,0.20814983546733856,0.10648911446332932,0.1922135204076767,0.162350133061409,0.21824884414672852,0.11227697879076004,0.11673212796449661,0.09747089445590973,0.09211315214633942,0.191231831908226,0.1066059097647667
county,0.16114220023155212,0.19461438059806824,0.21715226769447327,0.17792697250843048,0.13791128993034363,0.111448273062706,0.15845301747322083,0.1312534362077713,0.14041270315647125,0.13389059901237488,0.2843988835811615,0.16119374334812164,0.07680056244134903
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.21044935286045074,0.390799880027771,0.3276674151420593,0.44245919585227966,0.2144405096769333,0.22659391164779663,0.21718189120292664,0.28466933965682983,0.4062570035457611,0.31091248989105225
bakersfield,0.1487322598695755,0.19348205626010895,0.25596779584884644,0.10442677140235901,0.21478396654129028,0.09673600643873215,0.22048959136009216,0.05801859498023987,0.09792204946279526,0.25006115436553955,0.2877168357372284,0.1805514693260193,0.14907705783843994
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.21044935286045074,0.390799880027771,0.3276674151420593,0.44245919585227966,0.2144405096769333,0.22659391164779663,0.21718189120292664,0.28466933965682983,0.4062570035457611,0.31091248989105225
ontario,0.20325867831707,0.19484345614910126,0.23064923286437988,0.07740440219640732,0.1467054784297943,0.11516920477151871,0.1554674208164215,0.1882457137107849,0.1253565102815628,0.1473829299211502,0.14644108712673187,0.17035096883773804,0.1380562037229538
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.21044935286045074,0.390799880027771,0.3276674151420593,0.44245919585227966,0.2144405096769333,0.22659391164779663,0.21718189120292664,0.28466933965682983,0.4062570035457611,0.31091248989105225
burbank,0.18978667259216309,0.14307169616222382,0.2321508675813675,0.16290394961833954,0.15197600424289703,0.15679775178432465,0.21294982731342316,0.12129750102758408,0.23472288250923157,0.1850685179233551,0.20461180806159973,0.11613211035728455,0.17736202478408813
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.20336702466011047,0.5073080658912659,0.34145063161849976,0.48971283435821533,0.2686745524406433,0.33647966384887695,0.25830915570259094,0.27459996938705444,0.48576638102531433,0.20544172823429108
long,0.28276848793029785,0.28473302721977234,0.3075225353240967,0.23898908495903015,0.32104063034057617,0.2960711717605591,0.30218687653541565,0.1824691742658615,0.2615325152873993,0.30281978845596313,0.18872343003749847,0.23909839987754822,0.19699987769126892
beach,0.15818452835083008,0.19757364690303802,0.20261730253696442,0.059683289378881454,0.1553613394498825,0.11891169846057892,0.18073761463165283,0.08901160955429077,0.07042080163955688,0.2314300388097763,0.19913877546787262,0.1654755175113678,0.16120761632919312
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.03594851866364479,0.14797019958496094,0.09638004004955292,0.0979827418923378,0.05525203421711922,0.07230665534734726,0.0761280357837677,0.07029900699853897,0.15315808355808258,0.10349778085947037
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.20336702466011047,0.5073080658912659,0.34145063161849976,0.48971283435821533,0.2686745524406433,0.33647966384887695,0.25830915570259094,0.27459996938705444,0.48576638102531433,0.20544172823429108
numerous,0.1867249608039856,0.14785398542881012,0.3353725075721741,0.14988847076892853,0.3125591278076172,0.18735867738723755,0.23493526875972748,0.19763849675655365,0.18753044307231903,0.25577953457832336,0.18706773221492767,0.4010654389858246,0.0875130444765091
smaller,0.23730900883674622,0.22372925281524658,0.3588939607143402,0.22111786901950836,0.3559090197086334,0.2484225481748581,0.2597835958003998,0.19468361139297485,0.19977930188179016,0.2616629898548126,0.2744784653186798,0.39588505029678345,0.17881669104099274
commercial,0.12070754915475845,0.2402932196855545,0.23051398992538452,0.17686478793621063,0.19096551835536957,0.2743256092071533,0.2572329044342041,0.09236732870340347,0.11456913501024246,0.2232230305671692,0.3154732882976532,0.20429889857769012,0.04216946288943291
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.20336702466011047,0.5073080658912659,0.34145063161849976,0.48971283435821533,0.2686745524406433,0.33647966384887695,0.25830915570259094,0.27459996938705444,0.48576638102531433,0.20544172823429108
general,0.24928055703639984,0.20144300162792206,0.28634732961654663,0.1822553426027298,0.21230264008045197,0.16113027930259705,0.24755197763442993,0.1912352740764618,0.19638104736804962,0.11190137267112732,0.25152403116226196,0.15219135582447052,0.1972234547138214
aviation,0.1700924187898636,0.15025636553764343,0.2703816592693329,0.20338064432144165,0.11598916351795197,0.19456452131271362,0.18106655776500702,0.11847705394029617,0.12913678586483002,0.12343564629554749,0.4406811594963074,0.17162001132965088,0.1517462134361267
airports,0.14664587378501892,0.24539045989513397,0.297902911901474,0.2561957538127899,0.22683583199977875,0.30095404386520386,0.2841598093509674,0.13601726293563843,0.11396324634552002,0.2929239571094513,0.9999999403953552,0.32891082763671875,0.14285726845264435
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2823297381401062,0.4510921239852905,0.3711656630039215,0.4645031690597534,0.323413223028183,0.3287222981452942,0.23183733224868774,0.2659852206707001,0.3452940285205841,0.4130953550338745
