,based,on,population,alone,",",what,is,jacksonville,'s,ranking,in,the,united,states,?
its,0.23942553997039795,0.34331920742988586,0.33083978295326233,0.1939908266067505,0.33157986402511597,0.30393704771995544,0.4447362422943115,0.18570773303508759,0.03202139586210251,0.21444128453731537,0.3793783485889435,0.559237003326416,0.25747814774513245,0.2691997289657593,0.15103481709957123
metropolitan,0.17169582843780518,0.12503963708877563,0.35963642597198486,0.10077723860740662,0.2417047619819641,0.15624397993087769,0.20138509571552277,0.3201444745063782,-0.054288145154714584,0.1836729198694229,0.27762067317962646,0.24378018081188202,0.25768691301345825,0.2378065437078476,0.1861504763364792
population,0.15165822207927704,0.14850834012031555,1.0,0.16349221765995026,0.2967977225780487,0.2000674307346344,0.2727566361427307,0.23063048720359802,0.012951160781085491,0.2820103168487549,0.3268454372882843,0.32044094800949097,0.28376269340515137,0.3036004900932312,0.14449454843997955
within,0.20310701429843903,0.2702226936817169,0.18120217323303223,0.2818211019039154,0.2513136863708496,0.2498195916414261,0.30135563015937805,0.16631029546260834,-0.01527355331927538,0.24915017187595367,0.40576374530792236,0.39827480912208557,0.24872973561286926,0.2406880259513855,0.1870293766260147
the,0.29860720038414,0.5107308030128479,0.32044094800949097,0.2769272029399872,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.2176690250635147,-0.01540423184633255,0.3187980651855469,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
city,0.20024986565113068,0.2549738585948944,0.4607829749584198,0.20068053901195526,0.35839709639549255,0.17493832111358643,0.3186660706996918,0.3285287022590637,0.004406440537422895,0.17493930459022522,0.3911624252796173,0.35769423842430115,0.3402864933013916,0.33636292815208435,0.13423943519592285
limits,0.27116239070892334,0.2650875747203827,0.26662206649780273,0.20628134906291962,0.30125153064727783,0.32290130853652954,0.3030383288860321,0.2305745929479599,-0.025121577084064484,0.12385629862546921,0.2923375964164734,0.3678794801235199,0.21477477252483368,0.2802943289279938,0.14532171189785004
;,0.11460742354393005,-0.017878999933600426,0.03516978397965431,0.05452254042029381,0.04938793554902077,0.10986888408660889,0.05324986204504967,0.021351194009184837,0.006909397430717945,-0.0348818376660347,0.092739537358284,0.09152708947658539,0.03651554137468338,0.03983156383037567,0.10349778085947037
with,0.2607889473438263,0.40749499201774597,0.15404780209064484,0.34624868631362915,0.4120737314224243,0.2464839518070221,0.3250955045223236,0.2283513844013214,-0.04624466598033905,0.18721142411231995,0.4080928862094879,0.4223487675189972,0.19869105517864227,0.21424104273319244,0.2433311939239502
an,0.2026301473379135,0.3192969560623169,0.16069892048835754,0.19619080424308777,0.3581022024154663,0.2821882665157318,0.4654068350791931,0.1959046572446823,0.025255560874938965,0.1625804752111435,0.2605783939361572,0.4207492768764496,0.15972375869750977,0.2041347622871399,0.19793890416622162
estimated,0.15317471325397491,0.1954394280910492,0.5198360681533813,0.2173641324043274,0.2654368579387665,0.19670580327510834,0.23564131557941437,0.19659875333309174,-0.008634808473289013,0.2726735770702362,0.2508986294269562,0.29184040427207947,0.2271430790424347,0.23147062957286835,0.18149758875370026
population,0.15165822207927704,0.14850834012031555,1.0,0.16349221765995026,0.2967977225780487,0.2000674307346344,0.2727566361427307,0.23063048720359802,0.012951160781085491,0.2820103168487549,0.3268454372882843,0.32044094800949097,0.28376269340515137,0.3036004900932312,0.14449454843997955
of,0.3033197224140167,0.3966929316520691,0.3060894012451172,0.2295283079147339,0.4946078956127167,0.33290785551071167,0.4854315221309662,0.23084138333797455,-0.03817026689648628,0.2959146499633789,0.5696388483047485,0.733189046382904,0.3187655806541443,0.30884552001953125,0.1826142966747284
"853,382",-0.08039263635873795,-0.14134734869003296,0.031294338405132294,-0.22229763865470886,-0.06643936038017273,-0.2859613299369812,-0.05785283073782921,-0.04797300696372986,-0.08543679118156433,-0.020489592105150223,0.015468645840883255,-0.049777790904045105,0.03308448567986488,0.010817197151482105,-0.18610163033008575
in,0.3070422410964966,0.46853652596473694,0.3268454372882843,0.24454614520072937,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.22147351503372192,-0.037580832839012146,0.23205991089344025,1.0,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.20430970191955566
2014,0.03754673898220062,0.06381042301654816,0.037611741572618484,0.09816224873065948,0.19350162148475647,0.041483160108327866,0.16745887696743011,0.1339457929134369,-0.012121890671551228,-0.028562603518366814,0.13996225595474243,0.059490643441677094,0.017224879935383797,0.0091150663793087,0.058127544820308685
",",0.27976205945014954,0.49057599902153015,0.2967977225780487,0.2913150191307068,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.2837527096271515,-0.0016132977325469255,0.2863360047340393,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
it,0.304902046918869,0.4529881477355957,0.30431556701660156,0.2671407163143158,0.48329564929008484,0.45803478360176086,0.6328473687171936,0.17523133754730225,0.06608816236257553,0.20317897200584412,0.5130809545516968,0.6251175999641418,0.28033962845802307,0.3072223365306854,0.25732165575027466
is,0.3248139023780823,0.3635730445384979,0.2727566361427307,0.224456325173378,0.4691906273365021,0.28837618231773376,1.0,0.1726600080728531,0.02396530658006668,0.18622669577598572,0.5394441485404968,0.5823672413825989,0.22408509254455566,0.21939043700695038,0.22961433231830597
the,0.29860720038414,0.5107308030128479,0.32044094800949097,0.2769272029399872,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.2176690250635147,-0.01540423184633255,0.3187980651855469,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
most,0.24925106763839722,0.28303956985473633,0.21684317290782928,0.21008272469043732,0.3636029064655304,0.3219912350177765,0.41165053844451904,0.17340192198753357,0.024445664137601852,0.2841104567050934,0.41416558623313904,0.47635307908058167,0.24793334305286407,0.286347895860672,0.2107497900724411
populous,0.17383775115013123,0.14767210185527802,0.6115639805793762,0.10899844020605087,0.3247142732143402,0.18190032243728638,0.3188974857330322,0.18346840143203735,0.05851517990231514,0.2754567563533783,0.35825732350349426,0.3307441174983978,0.29778409004211426,0.32262998819351196,0.1949436515569687
city,0.20024986565113068,0.2549738585948944,0.4607829749584198,0.20068053901195526,0.35839709639549255,0.17493832111358643,0.3186660706996918,0.3285287022590637,0.004406440537422895,0.17493930459022522,0.3911624252796173,0.35769423842430115,0.3402864933013916,0.33636292815208435,0.13423943519592285
proper,0.14628849923610687,0.16947226226329803,0.14642223715782166,0.2513734698295593,0.28737831115722656,0.3295817971229553,0.27530837059020996,0.12152956426143646,0.0309440940618515,0.24395257234573364,0.23365779221057892,0.3680674135684967,0.15088798105716705,0.16082380712032318,0.2291053831577301
in,0.3070422410964966,0.46853652596473694,0.3268454372882843,0.24454614520072937,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.22147351503372192,-0.037580832839012146,0.23205991089344025,1.0,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.20430970191955566
florida,0.11768525093793869,0.22258517146110535,0.17583444714546204,0.144314244389534,0.21896368265151978,0.14450381696224213,0.1775415539741516,0.568950355052948,0.03644531965255737,0.1485857516527176,0.2330404818058014,0.24091358482837677,0.3182266056537628,0.3640097677707672,0.13469882309436798
and,0.2660958170890808,0.4077630043029785,0.23080337047576904,0.2519807815551758,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.2603762745857239,0.06895173341035843,0.2464282363653183,0.4954058527946472,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.20544172823429108
the,0.29860720038414,0.5107308030128479,0.32044094800949097,0.2769272029399872,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.2176690250635147,-0.01540423184633255,0.3187980651855469,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
southeast,0.17814946174621582,0.2020643651485443,0.4105784296989441,0.11285509914159775,0.2752052843570709,0.14982359111309052,0.26845720410346985,0.25697365403175354,0.055491868406534195,0.1558583676815033,0.332625150680542,0.32264992594718933,0.31277889013290405,0.31826892495155334,0.1004139706492424
",",0.27976205945014954,0.49057599902153015,0.2967977225780487,0.2913150191307068,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.2837527096271515,-0.0016132977325469255,0.2863360047340393,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
and,0.2660958170890808,0.4077630043029785,0.23080337047576904,0.2519807815551758,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.2603762745857239,0.06895173341035843,0.2464282363653183,0.4954058527946472,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.20544172823429108
the,0.29860720038414,0.5107308030128479,0.32044094800949097,0.2769272029399872,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.2176690250635147,-0.01540423184633255,0.3187980651855469,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
12th,0.06345094740390778,0.18646547198295593,0.12804795801639557,0.046208012849092484,0.18086852133274078,0.1207122877240181,0.25654837489128113,0.18239212036132812,0.13892988860607147,0.11820884048938751,0.16606415808200836,0.27435246109962463,0.20158356428146362,0.17691990733146667,0.05097517371177673
most,0.24925106763839722,0.28303956985473633,0.21684317290782928,0.21008272469043732,0.3636029064655304,0.3219912350177765,0.41165053844451904,0.17340192198753357,0.024445664137601852,0.2841104567050934,0.41416558623313904,0.47635307908058167,0.24793334305286407,0.286347895860672,0.2107497900724411
populous,0.17383775115013123,0.14767210185527802,0.6115639805793762,0.10899844020605087,0.3247142732143402,0.18190032243728638,0.3188974857330322,0.18346840143203735,0.05851517990231514,0.2754567563533783,0.35825732350349426,0.3307441174983978,0.29778409004211426,0.32262998819351196,0.1949436515569687
in,0.3070422410964966,0.46853652596473694,0.3268454372882843,0.24454614520072937,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.22147351503372192,-0.037580832839012146,0.23205991089344025,1.0,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.20430970191955566
the,0.29860720038414,0.5107308030128479,0.32044094800949097,0.2769272029399872,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.2176690250635147,-0.01540423184633255,0.3187980651855469,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
united,0.24105852842330933,0.2703288793563843,0.28376269340515137,0.21304169297218323,0.3053959608078003,0.20036718249320984,0.22408509254455566,0.303199827671051,-0.03853745758533478,0.23710015416145325,0.3938477039337158,0.34367692470550537,1.0000001192092896,0.8952266573905945,0.17266890406608582
states,0.2050098329782486,0.2692825198173523,0.3036004900932312,0.21087902784347534,0.3315127193927765,0.21526020765304565,0.21939043700695038,0.31034567952156067,-0.004298824816942215,0.23511652648448944,0.3977442979812622,0.3463578522205353,0.8952266573905945,1.0,0.16272737085819244
.,0.29699069261550903,0.49257001280784607,0.26950228214263916,0.27440783381462097,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.2843366861343384,-0.003708066651597619,0.2531220316886902,0.5591574311256409,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.4130953550338745
