,in,the,definition,based,off,the,mountain,range,",",which,region,would,the,desert,portions,of,north,los,angeles,county,be,included,in,?
desert,0.24549730122089386,0.234701469540596,0.1323344111442566,0.11790386587381363,0.17903463542461395,0.234701469540596,0.277183473110199,0.23804129660129547,0.21947160363197327,0.18092185258865356,0.23793764412403107,0.159951850771904,0.234701469540596,1.0,0.20352500677108765,0.20448997616767883,0.23189440369606018,0.2161916345357895,0.1851755976676941,0.14385880529880524,0.16509972512722015,0.1541614532470703,0.24549730122089386,0.16409924626350403
portions,0.28234022855758667,0.3820982575416565,0.2194780558347702,0.1992509663105011,0.21746627986431122,0.3820982575416565,0.15074215829372406,0.33181288838386536,0.2710150480270386,0.43121570348739624,0.20205968618392944,0.26531288027763367,0.3820982575416565,0.20352500677108765,1.0,0.29924145340919495,0.2000264674425125,0.12469961494207382,0.13177794218063354,0.24501770734786987,0.2749616205692291,0.30853143334388733,0.28234022855758667,0.13524997234344482
of,0.5696388483047485,0.733189046382904,0.24912455677986145,0.3033197224140167,0.20023372769355774,0.733189046382904,0.22943821549415588,0.234999418258667,0.4946078956127167,0.5011631846427917,0.2852717339992523,0.3353942930698395,0.733189046382904,0.20448997616767883,0.29924145340919495,1.0,0.3604778051376343,0.17343297600746155,0.16643567383289337,0.2393190860748291,0.33904364705085754,0.4391688108444214,0.5696388483047485,0.1826142966747284
north,0.39050599932670593,0.36298373341560364,0.12888319790363312,0.14165037870407104,0.20367684960365295,0.36298373341560364,0.2859402894973755,0.22437821328639984,0.31834840774536133,0.2384447455406189,0.3999730050563812,0.1797465831041336,0.36298373341560364,0.23189440369606018,0.2000264674425125,0.3604778051376343,1.0,0.21431593596935272,0.20423758029937744,0.3124794065952301,0.19792358577251434,0.18772262334823608,0.39050599932670593,0.11829731613397598
los,0.2795681953430176,0.2502395510673523,0.11161080747842789,0.11295818537473679,0.16510452330112457,0.2502395510673523,0.1655682474374771,0.1689174920320511,0.242568701505661,0.15805238485336304,0.17227911949157715,0.13336390256881714,0.2502395510673523,0.2161916345357895,0.12469961494207382,0.17343297600746155,0.21431593596935272,1.0,0.9408739805221558,0.21694007515907288,0.11489198356866837,0.18027634918689728,0.2795681953430176,0.15495611727237701
angeles,0.23927895724773407,0.24588194489479065,0.10440211743116379,0.13671651482582092,0.17414088547229767,0.24588194489479065,0.14585034549236298,0.15236379206180573,0.23721925914287567,0.15751682221889496,0.14054590463638306,0.15594425797462463,0.24588194489479065,0.1851755976676941,0.13177794218063354,0.16643567383289337,0.20423758029937744,0.9408739805221558,0.9999999403953552,0.22907856106758118,0.15425385534763336,0.16271892189979553,0.23927895724773407,0.16139166057109833
county,0.31363439559936523,0.21715226769447327,0.12832564115524292,0.17200283706188202,0.07972793281078339,0.21715226769447327,0.2302461415529251,0.14632950723171234,0.26861095428466797,0.1709478199481964,0.25755172967910767,0.13327743113040924,0.21715226769447327,0.14385880529880524,0.24501770734786987,0.2393190860748291,0.3124794065952301,0.21694007515907288,0.22907856106758118,1.0,0.10040289163589478,0.1700836569070816,0.31363439559936523,0.07680056244134903
and,0.4954058527946472,0.5171257257461548,0.1981266289949417,0.2660958170890808,0.2800697982311249,0.5171257257461548,0.2430269569158554,0.27470090985298157,0.6633074283599854,0.506277859210968,0.2372262328863144,0.34921059012413025,0.5171257257461548,0.23454883694648743,0.2970886528491974,0.5116966962814331,0.2776443064212799,0.22504177689552307,0.2403915673494339,0.2045455276966095,0.41766801476478577,0.3643590211868286,0.4954058527946472,0.20544172823429108
eastern,0.3306356370449066,0.3928247392177582,0.10841536521911621,0.14598990976810455,0.13659368455410004,0.3928247392177582,0.3358086943626404,0.22673065960407257,0.3081906735897064,0.26815342903137207,0.37173834443092346,0.18936224281787872,0.3928247392177582,0.3053971827030182,0.3223300576210022,0.33281487226486206,0.4527674615383148,0.1615540087223053,0.16306933760643005,0.22429588437080383,0.12666696310043335,0.22362761199474335,0.3306356370449066,0.20060817897319794
kern,0.2369498610496521,0.2651974856853485,0.07841497659683228,0.15185058116912842,0.09028103947639465,0.2651974856853485,0.20474855601787567,0.1737799197435379,0.2924611568450928,0.20145617425441742,0.09644301980733871,0.12892645597457886,0.2651974856853485,0.11134403198957443,0.12439429759979248,0.2414175570011139,0.17539387941360474,0.12323841452598572,0.16159017384052277,0.2652951180934906,0.16674405336380005,0.2025924026966095,0.2369498610496521,0.22484882175922394
and,0.4954058527946472,0.5171257257461548,0.1981266289949417,0.2660958170890808,0.2800697982311249,0.5171257257461548,0.2430269569158554,0.27470090985298157,0.6633074283599854,0.506277859210968,0.2372262328863144,0.34921059012413025,0.5171257257461548,0.23454883694648743,0.2970886528491974,0.5116966962814331,0.2776443064212799,0.22504177689552307,0.2403915673494339,0.2045455276966095,0.41766801476478577,0.3643590211868286,0.4954058527946472,0.20544172823429108
san,0.2617562413215637,0.2858080565929413,0.09474281966686249,0.1743253618478775,0.126940056681633,0.2858080565929413,0.24854476749897003,0.17455275356769562,0.25561806559562683,0.190042182803154,0.13148866593837738,0.1714005321264267,0.2858080565929413,0.17848697304725647,0.15789936482906342,0.25237205624580383,0.27082112431526184,0.45418909192085266,0.4276162087917328,0.25673016905784607,0.10896842181682587,0.13235285878181458,0.2617562413215637,0.10952327400445938
bernardino,0.28734850883483887,0.2722903788089752,0.1539241373538971,0.12910060584545135,0.11966316401958466,0.2722903788089752,0.33261188864707947,0.2272614985704422,0.3134419322013855,0.20370326936244965,0.2884957790374756,0.14205776154994965,0.2722903788089752,0.2191285341978073,0.1540243774652481,0.26093193888664246,0.24693448841571808,0.39600813388824463,0.38698744773864746,0.3130541443824768,0.11563974618911743,0.1734580546617508,0.28734850883483887,0.11443846672773361
counties,0.26787781715393066,0.23370873928070068,0.18873164057731628,0.15674473345279694,0.12311352044343948,0.23370873928070068,0.23588739335536957,0.1534828096628189,0.2766191363334656,0.20777370035648346,0.2988993227481842,0.16920824348926544,0.23370873928070068,0.1499413400888443,0.36933085322380066,0.2559657096862793,0.2893376052379608,0.15060237050056458,0.17358089983463287,0.7461277842521667,0.16683633625507355,0.24581997096538544,0.26787781715393066,0.09521792083978653
would,0.30461156368255615,0.4133751392364502,0.27377018332481384,0.22307464480400085,0.29857581853866577,0.4133751392364502,0.15125203132629395,0.2047356367111206,0.32586824893951416,0.3854503035545349,0.13512389361858368,1.0000001192092896,0.4133751392364502,0.159951850771904,0.26531288027763367,0.3353942930698395,0.1797465831041336,0.13336390256881714,0.15594425797462463,0.13327743113040924,0.5202695727348328,0.29065564274787903,0.30461156368255615,0.37178951501846313
be,0.3481820821762085,0.4248143136501312,0.333861380815506,0.24377326667308807,0.2326182723045349,0.4248143136501312,0.12463688105344772,0.23725727200508118,0.39254459738731384,0.476310670375824,0.18035776913166046,0.5202695727348328,0.4248143136501312,0.16509972512722015,0.2749616205692291,0.33904364705085754,0.19792358577251434,0.11489198356866837,0.15425385534763336,0.10040289163589478,1.0,0.24444355070590973,0.3481820821762085,0.3324260413646698
included,0.32433560490608215,0.3825419843196869,0.265455424785614,0.271335631608963,0.1597944051027298,0.3825419843196869,0.14064250886440277,0.23844625055789948,0.3679811954498291,0.319993793964386,0.16145408153533936,0.29065564274787903,0.3825419843196869,0.1541614532470703,0.30853143334388733,0.4391688108444214,0.18772262334823608,0.18027634918689728,0.16271892189979553,0.1700836569070816,0.24444355070590973,1.0,0.32433560490608215,0.14385655522346497
in,1.0,0.6662389636039734,0.20306213200092316,0.3070422410964966,0.25627145171165466,0.6662389636039734,0.2510811388492584,0.2084861844778061,0.5201468467712402,0.4840516746044159,0.3524819314479828,0.30461156368255615,0.6662389636039734,0.24549730122089386,0.28234022855758667,0.5696388483047485,0.39050599932670593,0.2795681953430176,0.23927895724773407,0.31363439559936523,0.3481820821762085,0.32433560490608215,1.0,0.20430970191955566
the,0.6662389636039734,1.0,0.23176956176757812,0.29860720038414,0.2773582935333252,1.0,0.2931090295314789,0.2311336100101471,0.4933079481124878,0.6521818041801453,0.35020557045936584,0.4133751392364502,1.0,0.234701469540596,0.3820982575416565,0.733189046382904,0.36298373341560364,0.2502395510673523,0.24588194489479065,0.21715226769447327,0.4248143136501312,0.3825419843196869,0.6662389636039734,0.22068053483963013
southern,0.3190481662750244,0.3282862603664398,0.1034817099571228,0.13627943396568298,0.1331864893436432,0.3282862603664398,0.2968273162841797,0.21163228154182434,0.2795628309249878,0.2648681700229645,0.35965695977211,0.1764519065618515,0.3282862603664398,0.2897672653198242,0.22842426598072052,0.31933003664016724,0.4752139151096344,0.18350043892860413,0.19405479729175568,0.2988206446170807,0.13618789613246918,0.15632697939872742,0.3190481662750244,0.11225555837154388
california,0.2772824168205261,0.2750805914402008,0.17904339730739594,0.18212686479091644,0.19691255688667297,0.2750805914402008,0.24591466784477234,0.22007867693901062,0.2704589068889618,0.17128102481365204,0.1643783003091812,0.1618259996175766,0.2750805914402008,0.2769716680049896,0.15997879207134247,0.24929828941822052,0.24246975779533386,0.641045331954956,0.6717669367790222,0.31051957607269287,0.17179958522319794,0.167867973446846,0.2772824168205261,0.1409905105829239
region,0.3524819314479828,0.35020557045936584,0.2000916302204132,0.18393836915493011,0.13726577162742615,0.35020557045936584,0.21147207915782928,0.19586867094039917,0.2119160145521164,0.2328231930732727,1.0,0.13512389361858368,0.35020557045936584,0.23793764412403107,0.20205968618392944,0.2852717339992523,0.3999730050563812,0.17227911949157715,0.14054590463638306,0.25755172967910767,0.18035776913166046,0.16145408153533936,0.3524819314479828,0.13441751897335052
due,0.2516716718673706,0.22577603161334991,0.21499131619930267,0.2385871261358261,0.21438735723495483,0.22577603161334991,0.15541796386241913,0.20174722373485565,0.3106630742549896,0.26323074102401733,0.14752186834812164,0.21841192245483398,0.22577603161334991,0.18316052854061127,0.19211922585964203,0.2533245384693146,0.1577044576406479,0.1627238541841507,0.1645192950963974,0.1298990100622177,0.29785820841789246,0.2059507519006729,0.2516716718673706,0.10954997688531876
to,0.45010748505592346,0.535392165184021,0.2924377918243408,0.19629007577896118,0.3533020317554474,0.535392165184021,0.21757690608501434,0.2767433524131775,0.44245919585227966,0.5345056653022766,0.24118299782276154,0.5965728163719177,0.535392165184021,0.17189157009124756,0.2855440080165863,0.41548454761505127,0.2743184268474579,0.19904789328575134,0.20994949340820312,0.15845301747322083,0.4972836375236511,0.2322428971529007,0.45010748505592346,0.29463258385658264
their,0.34976133704185486,0.516537070274353,0.16472290456295013,0.22706227004528046,0.2395165115594864,0.516537070274353,0.16952389478683472,0.21194800734519958,0.3045167922973633,0.4582767188549042,0.1464851349592209,0.4112042188644409,0.516537070274353,0.1711709350347519,0.2629668116569519,0.4329940676689148,0.14030487835407257,0.18222887814044952,0.19892705976963043,0.13001514971256256,0.3200586438179016,0.2875930070877075,0.34976133704185486,0.1898253709077835
remoteness,0.20144733786582947,0.2981017827987671,0.284717857837677,0.16156190633773804,0.18984530866146088,0.2981017827987671,0.23717409372329712,0.3127170205116272,0.2168370932340622,0.3885364234447479,0.22556142508983612,0.23120112717151642,0.2981017827987671,0.28661784529685974,0.2994351089000702,0.29973524808883667,0.16864557564258575,0.1310315579175949,0.14545470476150513,0.13965821266174316,0.29850640892982483,0.20911905169487,0.20144733786582947,0.13593177497386932
from,0.4274188280105591,0.40150508284568787,0.18503937125205994,0.25130078196525574,0.2782316207885742,0.40150508284568787,0.18535856902599335,0.2519944906234741,0.39760664105415344,0.38755592703819275,0.2132602334022522,0.26231399178504944,0.40150508284568787,0.21160846948623657,0.3108527362346649,0.4249346852302551,0.3180590271949768,0.22446542978286743,0.21691568195819855,0.22043684124946594,0.3107333183288574,0.2588649094104767,0.4274188280105591,0.19969791173934937
the,0.6662389636039734,1.0,0.23176956176757812,0.29860720038414,0.2773582935333252,1.0,0.2931090295314789,0.2311336100101471,0.4933079481124878,0.6521818041801453,0.35020557045936584,0.4133751392364502,1.0,0.234701469540596,0.3820982575416565,0.733189046382904,0.36298373341560364,0.2502395510673523,0.24588194489479065,0.21715226769447327,0.4248143136501312,0.3825419843196869,0.6662389636039734,0.22068053483963013
central,0.30844059586524963,0.3417201042175293,0.2210223525762558,0.1569724678993225,0.11180348694324493,0.3417201042175293,0.2630141079425812,0.2587447464466095,0.2587154507637024,0.2778315246105194,0.33765965700149536,0.15479539334774017,0.3417201042175293,0.26277413964271545,0.24422267079353333,0.3415789008140564,0.45006701350212097,0.2105874866247177,0.18076056241989136,0.24442008137702942,0.12415618449449539,0.1809375137090683,0.30844059586524963,0.14787602424621582
valley,0.2723499834537506,0.2923165559768677,0.08352220058441162,0.17491719126701355,0.09682977199554443,0.2923165559768677,0.4330400228500366,0.2472555935382843,0.212855726480484,0.21860668063163757,0.29820626974105835,0.14988484978675842,0.2923165559768677,0.32919928431510925,0.1712125986814499,0.23914365470409393,0.34153690934181213,0.2624656558036804,0.23978397250175476,0.24501444399356842,0.135179802775383,0.13789615035057068,0.2723499834537506,0.11486150324344635
and,0.4954058527946472,0.5171257257461548,0.1981266289949417,0.2660958170890808,0.2800697982311249,0.5171257257461548,0.2430269569158554,0.27470090985298157,0.6633074283599854,0.506277859210968,0.2372262328863144,0.34921059012413025,0.5171257257461548,0.23454883694648743,0.2970886528491974,0.5116966962814331,0.2776443064212799,0.22504177689552307,0.2403915673494339,0.2045455276966095,0.41766801476478577,0.3643590211868286,0.4954058527946472,0.20544172823429108
interior,0.1942717432975769,0.30233609676361084,0.15145033597946167,0.07906494289636612,0.09026534855365753,0.30233609676361084,0.1584232896566391,0.23635201156139374,0.2132241129875183,0.19453293085098267,0.2274884730577469,0.15272395312786102,0.30233609676361084,0.1824202984571457,0.19009031355381012,0.31906411051750183,0.22416190803050995,0.16224433481693268,0.12971152365207672,0.12034869194030762,0.1374797523021698,0.17437978088855743,0.1942717432975769,0.07520901411771774
