,who,was,appointed,to,be,abc,'s,president,by,noble,in,1950,?
president,0.22565458714962006,0.2505730390548706,0.4252060055732727,0.21247753500938416,0.1541743278503418,0.20593604445457458,-0.08566092699766159,1.0000001192092896,0.18304786086082458,0.10329665243625641,0.18811661005020142,0.013170119374990463,0.14148259162902832
while,0.4068111777305603,0.3253832161426544,0.16919448971748352,0.43899232149124146,0.3466706871986389,0.14978811144828796,0.0011869525769725442,0.17505937814712524,0.3083919286727905,0.13280831277370453,0.3399278521537781,0.004753300920128822,0.21076419949531555
he,0.5500732064247131,0.5410010814666748,0.3380202353000641,0.385390967130661,0.3325980603694916,0.22597992420196533,0.024063590914011,0.28017905354499817,0.2485479861497879,0.19760864973068237,0.41690486669540405,0.10245194286108017,0.2089974731206894
himself,0.4094412326812744,0.34733298420906067,0.251746267080307,0.2758015990257263,0.23848670721054077,0.16164530813694,-0.025549961254000664,0.2059532105922699,0.2957474887371063,0.09930741786956787,0.1521509736776352,0.01761578395962715,0.10407622903585434
served,0.19309519231319427,0.35597074031829834,0.4993100166320801,0.13321098685264587,0.16036882996559143,0.16432487964630127,-0.0319187268614769,0.370574951171875,0.11489864438772202,0.07003741711378098,0.24299493432044983,0.0710272267460823,0.117141492664814
as,0.3923053741455078,0.3677520453929901,0.2932926416397095,0.42092081904411316,0.5230465531349182,0.2286096066236496,-0.05775856226682663,0.2031671553850174,0.3815547823905945,0.17776016891002655,0.3887844979763031,0.09964875876903534,0.27043893933296204
its,0.1326070874929428,0.3518870174884796,0.10788494348526001,0.3691340684890747,0.2731834948062897,0.19045390188694,0.03202139586210251,0.1704227179288864,0.24398943781852722,0.15249545872211456,0.3793783485889435,-0.025120383128523827,0.15103481709957123
ceo,0.18829603493213654,0.2460775375366211,0.3532709777355194,0.16019576787948608,0.09299640357494354,0.17861904203891754,-0.07697489112615585,0.4603186249732971,0.2074500471353531,0.09275034070014954,0.13535729050636292,0.11439681053161621,0.13378572463989258
",",0.3365725874900818,0.45456063747406006,0.27665549516677856,0.44245919585227966,0.39254459738731384,0.2097204476594925,-0.0016132977325469255,0.26552814245224,0.3680937886238098,0.2267053723335266,0.5201468467712402,0.032923124730587006,0.31091248989105225
a,0.36608949303627014,0.4508470594882965,0.18327824771404266,0.45503583550453186,0.39883795380592346,0.21331243216991425,0.04866964742541313,0.16959697008132935,0.32094135880470276,0.2411855012178421,0.539380669593811,0.059626732021570206,0.23916715383529663
position,0.2597297430038452,0.23203803598880768,0.326200932264328,0.2374807894229889,0.23193661868572235,0.1637340784072876,-0.02956485003232956,0.19582977890968323,0.1652236133813858,0.13150200247764587,0.20453733205795288,-0.005554008763283491,0.15529610216617584
he,0.5500732064247131,0.5410010814666748,0.3380202353000641,0.385390967130661,0.3325980603694916,0.22597992420196533,0.024063590914011,0.28017905354499817,0.2485479861497879,0.19760864973068237,0.41690486669540405,0.10245194286108017,0.2089974731206894
would,0.3632977604866028,0.41663143038749695,0.21515989303588867,0.5965728163719177,0.5202695727348328,0.13780725002288818,0.036968596279621124,0.18554231524467468,0.28394925594329834,0.16420938074588776,0.30461156368255615,-0.03768113628029823,0.37178951501846313
hold,0.22237171232700348,0.19631803035736084,0.2203856259584427,0.3469145894050598,0.352611243724823,0.06463664770126343,0.05379863828420639,0.20508147776126862,0.1619003266096115,0.10484015196561813,0.2667064666748047,-0.015022349543869495,0.18586084246635437
until,0.2530071437358856,0.43126991391181946,0.3131175935268402,0.354556679725647,0.24359700083732605,0.175827294588089,0.02445155940949917,0.23530921339988708,0.26738616824150085,0.06683380156755447,0.38338494300842285,0.07272624969482422,0.20304496586322784
his,0.44966956973075867,0.4405253231525421,0.32482656836509705,0.3715193271636963,0.21738691627979279,0.18588677048683167,0.047556519508361816,0.25683027505874634,0.3107621967792511,0.19504152238368988,0.3598145842552185,0.10769903659820557,0.18075084686279297
death,0.20302973687648773,0.28516459465026855,0.22094839811325073,0.19568277895450592,0.18895679712295532,0.11738446354866028,0.07207932323217392,0.1995781660079956,0.23285827040672302,0.14486776292324066,0.18743370473384857,0.12125246226787567,0.21149799227714539
in,0.2792111933231354,0.45514053106307983,0.23088723421096802,0.45010748505592346,0.3481820821762085,0.1697147786617279,-0.037580832839012146,0.18811661005020142,0.370934396982193,0.21956220269203186,1.0,-0.03321470692753792,0.20430970191955566
1958,0.0067874835804104805,0.01881168596446514,-0.06444789469242096,0.047594811767339706,0.1434703916311264,-0.041616421192884445,-0.004081218969076872,-0.09322585165500641,0.09876415133476257,0.10746905952692032,0.03953266516327858,0.11127132922410965,0.009362862445414066
.,0.3541337847709656,0.40146201848983765,0.23383042216300964,0.4645031690597534,0.4383580684661865,0.2567209303379059,-0.003708066651597619,0.26255303621292114,0.3936232924461365,0.2001064568758011,0.5591574311256409,0.05352208390831947,0.4130953550338745
