,how,high,are,victoria,'s,alpine,regions,?
temperate,0.21579961478710175,0.24207477271556854,0.35528498888015747,0.2331869900226593,0.09064024686813354,0.4090590476989746,0.42553815245628357,0.16631656885147095
climate,0.23680974543094635,0.18948031961917877,0.19734856486320496,0.11261758953332901,0.04239832982420921,0.35083091259002686,0.3152238130569458,0.19998492300510406
of,0.2480744868516922,0.2803038954734802,0.39081433415412903,0.2505437433719635,-0.03817026689648628,0.22056277096271515,0.3694140613079071,0.1826142966747284
gippsland,0.1370404213666916,0.23017796874046326,0.23012971878051758,0.550096333026886,0.06738758087158203,0.43015894293785095,0.24372585117816925,0.126456618309021
in,0.2601168751716614,0.2652597725391388,0.3841303884983063,0.20823122560977936,-0.037580832839012146,0.26708051562309265,0.3232547640800476,0.20430970191955566
the,0.33890387415885925,0.28034812211990356,0.40399202704429626,0.2204313427209854,-0.01540423184633255,0.25914666056632996,0.36158451437950134,0.22068053483963013
southeast,0.14396770298480988,0.1556423008441925,0.23038241267204285,0.22859837114810944,0.055491868406534195,0.20253334939479828,0.30692896246910095,0.1004139706492424
to,0.44169697165489197,0.28947713971138,0.3504326641559601,0.18328198790550232,0.03782717138528824,0.19123923778533936,0.252130389213562,0.29463258385658264
the,0.33890387415885925,0.28034812211990356,0.40399202704429626,0.2204313427209854,-0.01540423184633255,0.25914666056632996,0.36158451437950134,0.22068053483963013
snow-covered,0.1856195628643036,0.19062674045562744,0.26631006598472595,0.2865912914276123,0.009626902639865875,0.3472971022129059,0.23123842477798462,0.1893220990896225
victorian,0.18811437487602234,0.1867431402206421,0.20787982642650604,0.7158359885215759,0.07498615235090256,0.21304607391357422,0.08182002604007721,0.07572567462921143
alpine,0.09780821949243546,0.19507017731666565,0.12402027100324631,0.2514338195323944,0.050947315990924835,1.0000001192092896,0.2626582384109497,0.08546924591064453
areas,0.2255835086107254,0.261473685503006,0.4082777500152588,0.19170348346233368,0.03540606424212456,0.2535487711429596,0.5606828927993774,0.1273590475320816
which,0.4852597713470459,0.25426656007766724,0.42922598123550415,0.17652179300785065,0.03856118768453598,0.17427673935890198,0.2879617512226105,0.25814583897590637
rise,0.2018410563468933,0.3030729293823242,0.19183066487312317,0.08068686723709106,-0.0661361962556839,0.107000932097435,0.12025164812803268,0.10799103230237961
to,0.44169697165489197,0.28947713971138,0.3504326641559601,0.18328198790550232,0.03782717138528824,0.19123923778533936,0.252130389213562,0.29463258385658264
almost,0.23828135430812836,0.1822386085987091,0.34548285603523254,0.10460716485977173,0.02320737950503826,0.1194910779595375,0.1858816295862198,0.1372147500514984
"2,000",-0.008793028071522713,-0.03629174083471298,-0.0922631248831749,0.00944358017295599,-0.0077349720522761345,-0.04912453889846802,-0.17526312172412872,-0.01396813802421093
m,0.17182649672031403,0.1866799145936966,0.22155292332172394,0.18717366456985474,0.06595824658870697,0.16461293399333954,0.09977664053440094,0.2618667185306549
(,0.1676948219537735,0.20521607995033264,0.23263892531394958,0.14948904514312744,0.0012731997994706035,0.18939590454101562,0.18475522100925446,0.40561532974243164
"6,600",-0.013991175219416618,0.08451155573129654,-0.0013226803857833147,0.020113486796617508,0.08027396351099014,0.15489912033081055,0.07923239469528198,-0.012842928059399128
ft,0.17820364236831665,0.2972373068332672,0.16373850405216217,0.11696885526180267,-0.0056256139650940895,0.2045370489358902,0.16673001646995544,0.17776548862457275
),0.17939934134483337,0.18911464512348175,0.2373749315738678,0.17964273691177368,0.021107977256178856,0.19697290658950806,0.16148073971271515,0.42300865054130554
",",0.22659391164779663,0.27938312292099,0.4062570035457611,0.2279360294342041,-0.0016132977325469255,0.23049885034561157,0.26776278018951416,0.31091248989105225
with,0.3525622487068176,0.19851811230182648,0.38996943831443787,0.1835653930902481,-0.04624466598033905,0.14756453037261963,0.24451375007629395,0.2433311939239502
mount,0.14012834429740906,0.1585254818201065,0.12138506770133972,0.21794220805168152,-0.07845290750265121,0.2431783676147461,0.13310903310775757,0.10283114016056061
bogong,0.16662275791168213,0.19582392275333405,0.23669645190238953,0.42142900824546814,0.04478507488965988,0.2288898229598999,0.2111717164516449,0.1891341507434845
the,0.33890387415885925,0.28034812211990356,0.40399202704429626,0.2204313427209854,-0.01540423184633255,0.25914666056632996,0.36158451437950134,0.22068053483963013
highest,0.09736836701631546,0.4382160007953644,0.16502201557159424,0.23788277804851532,-0.02329092286527157,0.22975288331508636,0.2063472867012024,0.11527936160564423
peak,0.11518265306949615,0.2826217710971832,0.12090716511011124,0.2150939553976059,-0.014490196481347084,0.23009631037712097,0.21069511771202087,0.10670080035924911
at,0.2154216170310974,0.2874184250831604,0.2074895054101944,0.19641181826591492,-0.08481216430664062,0.21183891594409943,0.12199611216783524,0.21978627145290375
"1,986",0.11805126816034317,-0.03672758489847183,0.01714593730866909,0.03995691239833832,-0.033299513161182404,-0.025425216183066368,0.06564599275588989,0.14259347319602966
m,0.17182649672031403,0.1866799145936966,0.22155292332172394,0.18717366456985474,0.06595824658870697,0.16461293399333954,0.09977664053440094,0.2618667185306549
(,0.1676948219537735,0.20521607995033264,0.23263892531394958,0.14948904514312744,0.0012731997994706035,0.18939590454101562,0.18475522100925446,0.40561532974243164
"6,516",0.046198710799217224,0.04086596891283989,0.05454248562455177,0.1774776428937912,0.09201884269714355,0.15730583667755127,0.07393311709165573,0.029537279158830643
ft,0.17820364236831665,0.2972373068332672,0.16373850405216217,0.11696885526180267,-0.0056256139650940895,0.2045370489358902,0.16673001646995544,0.17776548862457275
),0.17939934134483337,0.18911464512348175,0.2373749315738678,0.17964273691177368,0.021107977256178856,0.19697290658950806,0.16148073971271515,0.42300865054130554
.,0.3287222981452942,0.24301011860370636,0.3452940285205841,0.23069117963314056,-0.003708066651597619,0.22081153094768524,0.25618889927864075,0.4130953550338745
