,who,was,it,essential,to,islam,to,imitate,?
islam,0.25068652629852295,0.15794138610363007,0.19719752669334412,0.21039927005767822,0.2398901730775833,1.0000001192092896,0.2398901730775833,0.13723711669445038,0.18358638882637024
",",0.3365725874900818,0.45456063747406006,0.48329564929008484,0.238135427236557,0.44245919585227966,0.23459285497665405,0.44245919585227966,0.1940954327583313,0.31091248989105225
that,0.45444270968437195,0.33670201897621155,0.5921133160591125,0.3308117985725403,0.5436353087425232,0.22824111580848694,0.5436353087425232,0.33207425475120544,0.32716336846351624
many,0.4149286150932312,0.260356068611145,0.39615920186042786,0.2426944524049759,0.40243685245513916,0.21607667207717896,0.40243685245513916,0.3667975068092346,0.2124512493610382
secular,0.24036633968353271,0.23214595019817352,0.15790486335754395,0.28423288464546204,0.19456274807453156,0.3986283242702484,0.19456274807453156,0.2249389886856079,0.13290788233280182
",",0.3365725874900818,0.45456063747406006,0.48329564929008484,0.238135427236557,0.44245919585227966,0.23459285497665405,0.44245919585227966,0.1940954327583313,0.31091248989105225
westernizing,0.2569581866264343,0.3049810528755188,0.3189358711242676,0.24490338563919067,0.29070812463760376,0.2295243889093399,0.29070812463760376,0.19468648731708527,0.19541893899440765
muslims,0.2942625880241394,0.18350748717784882,0.22133225202560425,0.21812692284584045,0.2779776453971863,0.6962552666664124,0.2779776453971863,0.13100780546665192,0.18742211163043976
were,0.3188014328479767,0.590133786201477,0.25487732887268066,0.12023796886205673,0.31913647055625916,0.14616049826145172,0.31913647055625916,0.20434081554412842,0.17890112102031708
actually,0.4496743977069855,0.29136961698532104,0.47037187218666077,0.21457357704639435,0.4543284475803375,0.17745454609394073,0.4543284475803375,0.26530855894088745,0.36036357283592224
agents,0.26368266344070435,0.1834062784910202,0.21359965205192566,0.20933938026428223,0.26926299929618835,0.14821983873844147,0.26926299929618835,0.19729691743850708,0.1518401801586151
of,0.2827862501144409,0.4069072902202606,0.38761502504348755,0.3107908368110657,0.41548454761505127,0.21728332340717316,0.41548454761505127,0.15610040724277496,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.6251175999641418,0.25420910120010376,0.535392165184021,0.2207694798707962,0.535392165184021,0.16331720352172852,0.22068053483963013
west,0.1436629444360733,0.25970903038978577,0.2561044991016388,0.07057054340839386,0.24611181020736694,0.1558743566274643,0.24611181020736694,0.0802549198269844,0.12088293582201004
serving,0.2584376931190491,0.30192261934280396,0.16990633308887482,0.1561134308576584,0.22908350825309753,0.13503040373325348,0.22908350825309753,0.07384634763002396,0.13876403868198395
western,0.2089514136314392,0.2864105999469757,0.2993638515472412,0.1317213773727417,0.18838192522525787,0.13489766418933868,0.18838192522525787,0.1255715787410736,0.17439141869544983
interests,0.36465388536453247,0.17546378076076508,0.21262115240097046,0.3391644060611725,0.3245762884616852,0.23354586958885193,0.3245762884616852,0.27793484926223755,0.21539683640003204
",",0.3365725874900818,0.45456063747406006,0.48329564929008484,0.238135427236557,0.44245919585227966,0.23459285497665405,0.44245919585227966,0.1940954327583313,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.40957894921302795,0.29929104447364807,0.48971283435821533,0.25070106983184814,0.48971283435821533,0.2953886091709137,0.20544172823429108
that,0.45444270968437195,0.33670201897621155,0.5921133160591125,0.3308117985725403,0.5436353087425232,0.22824111580848694,0.5436353087425232,0.33207425475120544,0.32716336846351624
the,0.3733934462070465,0.48711544275283813,0.6251175999641418,0.25420910120010376,0.535392165184021,0.2207694798707962,0.535392165184021,0.16331720352172852,0.22068053483963013
acts,0.2112383097410202,0.20004795491695404,0.19994030892848969,0.20521865785121918,0.2012343853712082,0.19670362770557404,0.2012343853712082,0.21773609519004822,0.07075770199298859
such,0.2594927251338959,0.12487147748470306,0.28879642486572266,0.31881967186927795,0.2871878743171692,0.11988474428653717,0.2871878743171692,0.35046759247779846,0.17851735651493073
as,0.3923053741455078,0.3677520453929901,0.4461488723754883,0.2324567437171936,0.42092081904411316,0.2478460818529129,0.42092081904411316,0.2548198401927948,0.27043893933296204
``,0.02397952415049076,-0.012679691426455975,0.035206809639930725,0.0012977570295333862,0.06720756739377975,0.1292753964662552,0.06720756739377975,-0.0018952068639919162,0.0685480609536171
plundering,0.3105226755142212,0.21163474023342133,0.2139589786529541,0.1278650313615799,0.28676649928092957,0.253635972738266,0.28676649928092957,0.25760504603385925,0.2439187467098236
'',0.024401003494858742,0.04456103965640068,-0.016964951530098915,0.010182783007621765,-0.009905828163027763,0.020673450082540512,-0.009905828163027763,0.03549031540751457,0.018684765323996544
of,0.2827862501144409,0.4069072902202606,0.38761502504348755,0.3107908368110657,0.41548454761505127,0.21728332340717316,0.41548454761505127,0.15610040724277496,0.1826142966747284
muslim,0.35183024406433105,0.230477973818779,0.1743740737438202,0.19682541489601135,0.2551989257335663,0.6905730366706848,0.2551989257335663,0.06358678638935089,0.17456822097301483
lands,0.2320604920387268,0.22538143396377563,0.24990326166152954,0.09334764629602432,0.285159707069397,0.10387353599071503,0.285159707069397,0.12957243621349335,0.10082722455263138
was,0.3318818509578705,1.0000001192092896,0.4577186405658722,0.14217691123485565,0.3636345863342285,0.15794138610363007,0.3636345863342285,0.09603770077228546,0.18412111699581146
part,0.19576206803321838,0.3407018780708313,0.4648587107658386,0.30352380871772766,0.2875264883041382,0.16381967067718506,0.2875264883041382,0.13044330477714539,0.08557961881160736
of,0.2827862501144409,0.4069072902202606,0.38761502504348755,0.3107908368110657,0.41548454761505127,0.21728332340717316,0.41548454761505127,0.15610040724277496,0.1826142966747284
a,0.36608949303627014,0.4508470594882965,0.5452592968940735,0.22568123042583466,0.45503583550453186,0.15636202692985535,0.45503583550453186,0.21237847208976746,0.23916715383529663
long-term,0.2491312474012375,0.26823827624320984,0.2799557149410248,0.2819933295249939,0.3287690579891205,0.22956626117229462,0.3287690579891205,0.2019868642091751,0.2383396476507187
conspiracy,0.19681134819984436,0.22237509489059448,0.14503158628940582,0.1895972490310669,0.1836303025484085,0.2059222161769867,0.1836303025484085,0.16207465529441833,0.19453290104866028
against,0.2942115366458893,0.22972732782363892,0.19986185431480408,0.12344282120466232,0.310872346162796,0.18106594681739807,0.310872346162796,0.13650768995285034,0.18095137178897858
islam,0.25068652629852295,0.15794138610363007,0.19719752669334412,0.21039927005767822,0.2398901730775833,1.0000001192092896,0.2398901730775833,0.13723711669445038,0.18358638882637024
by,0.39727845788002014,0.4752357602119446,0.40926623344421387,0.19441169500350952,0.33534231781959534,0.15867580473423004,0.33534231781959534,0.21806563436985016,0.17966607213020325
the,0.3733934462070465,0.48711544275283813,0.6251175999641418,0.25420910120010376,0.535392165184021,0.2207694798707962,0.535392165184021,0.16331720352172852,0.22068053483963013
western,0.2089514136314392,0.2864105999469757,0.2993638515472412,0.1317213773727417,0.18838192522525787,0.13489766418933868,0.18838192522525787,0.1255715787410736,0.17439141869544983
governments,0.31170156598091125,0.25224968791007996,0.26958173513412476,0.1989324986934662,0.30281347036361694,0.2625385820865631,0.30281347036361694,0.13680499792099,0.18805137276649475
.,0.3541337847709656,0.40146201848983765,0.5593622326850891,0.21334141492843628,0.4645031690597534,0.2825687527656555,0.4645031690597534,0.18087276816368103,0.4130953550338745
