,juvenile,platyctenids,act,like,what,?
occupy,0.10143567621707916,0.2678360342979431,0.1789519041776657,0.18710479140281677,0.23571893572807312,0.12885627150535583
a,0.2089221328496933,0.23604422807693481,0.2060188204050064,0.38655611872673035,0.3320399522781372,0.23916715383529663
different,0.1620742380619049,0.25958940386772156,0.19939585030078888,0.4748086631298065,0.39262300729751587,0.24476227164268494
ecological,0.1961187869310379,0.3566223382949829,0.12336518615484238,0.12465756386518478,0.22409626841545105,0.1687246412038803
niche,0.1521897166967392,0.3514930009841919,0.10027440637350082,0.2407405972480774,0.21223396062850952,0.1657724678516388
from,0.13665463030338287,0.20177681744098663,0.15529605746269226,0.28165748715400696,0.2737620174884796,0.19969791173934937
their,0.22702263295650482,0.33796370029449463,0.26630544662475586,0.33882319927215576,0.35142919421195984,0.1898253709077835
parents,0.19239763915538788,0.24326471984386444,0.13364574313163757,0.15819218754768372,0.24383264780044556,0.17306075990200043
and,0.21379156410694122,0.26407063007354736,0.2776535749435425,0.46997135877609253,0.31309178471565247,0.20544172823429108
attain,0.11268197000026703,0.16894879937171936,0.21953319013118744,0.14344236254692078,0.201851487159729,0.16433016955852509
the,0.223813995718956,0.2612636685371399,0.28682878613471985,0.32912567257881165,0.42745697498321533,0.22068053483963013
adult,0.4326893091201782,0.3454115688800812,0.17231008410453796,0.21088984608650208,0.2068360149860382,0.14439715445041656
form,0.18020600080490112,0.2721734642982483,0.20209446549415588,0.3105338513851166,0.15868011116981506,0.1463010311126709
by,0.14075146615505219,0.17526626586914062,0.19227443635463715,0.2583819031715393,0.2455483376979828,0.17966607213020325
a,0.2089221328496933,0.23604422807693481,0.2060188204050064,0.38655611872673035,0.3320399522781372,0.23916715383529663
more,0.2015705704689026,0.2603857219219208,0.14653106033802032,0.4001360535621643,0.3484537899494171,0.27894994616508484
radical,0.05104353278875351,0.14513321220874786,0.13359755277633667,0.21725429594516754,0.24992598593235016,0.1306871920824051
metamorphosis,0.37043648958206177,0.5467751026153564,0.16761763393878937,0.25079652667045593,0.2510204613208771,0.17131532728672028
",",0.19538520276546478,0.2663584351539612,0.1787904053926468,0.4085598886013031,0.3087472915649414,0.31091248989105225
after,0.19165758788585663,0.19876264035701752,0.16005510091781616,0.26750901341438293,0.21973377466201782,0.16608688235282898
dropping,0.15360474586486816,0.22123366594314575,0.1999422162771225,0.31835779547691345,0.21507644653320312,0.19169406592845917
to,0.19384002685546875,0.20654718577861786,0.24833928048610687,0.35482415556907654,0.455847829580307,0.29463258385658264
the,0.223813995718956,0.2612636685371399,0.28682878613471985,0.32912567257881165,0.42745697498321533,0.22068053483963013
sea-floor,0.10388445109128952,0.3382832705974579,0.1309467852115631,0.2015773057937622,0.1854361891746521,0.23015794157981873
.,0.2264872044324875,0.26745790243148804,0.2025400698184967,0.393751323223114,0.3567904531955719,0.4130953550338745
