,what,'s,the,nickname,for,newcastle,'s,a167,?
south,0.15388517081737518,0.06268392503261566,0.3129390776157379,0.14655931293964386,0.17502866685390472,0.3142260015010834,0.06268392503261566,0.08338379859924316,0.12336621433496475
to,0.455847829580307,0.03782717138528824,0.535392165184021,0.16497400403022766,0.4451248347759247,0.23559264838695526,0.03782717138528824,0.3861970603466034,0.29463258385658264
london,0.15188734233379364,0.03185916692018509,0.27034124732017517,0.1267048418521881,0.19099627435207367,0.3328736424446106,0.03185916692018509,0.05248598754405975,0.11278104782104492
;,0.10986888408660889,0.006909397430717945,0.09152708947658539,0.009516967460513115,0.0293948445469141,0.10598292201757431,0.006909397430717945,0.11785493791103363,0.10349778085947037
the,0.42745697498321533,-0.01540423184633255,1.0,0.20167101919651031,0.4739971458911896,0.2253497689962387,-0.01540423184633255,0.192526176571846,0.22068053483963013
a19,0.07926604896783829,-0.030695734545588493,-0.11793646216392517,-0.05922221019864082,-0.09498761594295502,-0.22678588330745697,-0.030695734545588493,0.14568912982940674,0.0443696528673172
heading,0.354609876871109,-0.012754184193909168,0.32832297682762146,0.14631496369838715,0.265086829662323,0.27676260471343994,-0.012754184193909168,0.2223355770111084,0.33725887537002563
south,0.15388517081737518,0.06268392503261566,0.3129390776157379,0.14655931293964386,0.17502866685390472,0.3142260015010834,0.06268392503261566,0.08338379859924316,0.12336621433496475
past,0.3538547456264496,0.028495052829384804,0.2747827172279358,0.13673080503940582,0.3203027844429016,0.15514834225177765,0.028495052829384804,0.261354923248291,0.2598046660423279
sunderland,0.14461837708950043,-0.06635862588882446,0.2869705259799957,0.22611498832702637,0.2920832335948944,0.5715211033821106,-0.06635862588882446,0.15911419689655304,0.1341698169708252
and,0.31309178471565247,0.06895173341035843,0.5171257257461548,0.1929931789636612,0.5064792633056641,0.20204751193523407,0.06895173341035843,0.2712674140930176,0.20544172823429108
middlesbrough,0.2253897339105606,-0.04695677384734154,0.24102294445037842,0.28073301911354065,0.306379497051239,0.6062242388725281,-0.04695677384734154,0.10925991088151932,0.25069546699523926
to,0.455847829580307,0.03782717138528824,0.535392165184021,0.16497400403022766,0.4451248347759247,0.23559264838695526,0.03782717138528824,0.3861970603466034,0.29463258385658264
york,0.15652963519096375,-0.02817569300532341,0.3034006953239441,0.15003129839897156,0.23982049524784088,0.3378005027770996,-0.02817569300532341,0.013293174095451832,0.15262620151042938
and,0.31309178471565247,0.06895173341035843,0.5171257257461548,0.1929931789636612,0.5064792633056641,0.20204751193523407,0.06895173341035843,0.2712674140930176,0.20544172823429108
doncaster,0.17558258771896362,0.030254630371928215,0.2787806987762451,0.23758147656917572,0.2583630383014679,0.47288674116134644,0.030254630371928215,0.12298374623060226,0.12163535505533218
;,0.10986888408660889,0.006909397430717945,0.09152708947658539,0.009516967460513115,0.0293948445469141,0.10598292201757431,0.006909397430717945,0.11785493791103363,0.10349778085947037
the,0.42745697498321533,-0.01540423184633255,1.0,0.20167101919651031,0.4739971458911896,0.2253497689962387,-0.01540423184633255,0.192526176571846,0.22068053483963013
a69,0.011292273178696632,-0.018324192613363266,0.029002223163843155,-0.028687061741948128,-0.02506929822266102,0.08225557953119278,-0.018324192613363266,0.024255074560642242,-0.06338778138160706
heading,0.354609876871109,-0.012754184193909168,0.32832297682762146,0.14631496369838715,0.265086829662323,0.27676260471343994,-0.012754184193909168,0.2223355770111084,0.33725887537002563
west,0.1946573108434677,0.05081431567668915,0.32918402552604675,0.1678169220685959,0.17698325216770172,0.26235947012901306,0.05081431567668915,0.08310070633888245,0.12088293582201004
to,0.455847829580307,0.03782717138528824,0.535392165184021,0.16497400403022766,0.4451248347759247,0.23559264838695526,0.03782717138528824,0.3861970603466034,0.29463258385658264
carlisle,0.2330450862646103,-0.06081848964095116,0.2641487419605255,0.17410032451152802,0.18081162869930267,0.38867828249931335,-0.06081848964095116,0.15727508068084717,0.23354613780975342
;,0.10986888408660889,0.006909397430717945,0.09152708947658539,0.009516967460513115,0.0293948445469141,0.10598292201757431,0.006909397430717945,0.11785493791103363,0.10349778085947037
the,0.42745697498321533,-0.01540423184633255,1.0,0.20167101919651031,0.4739971458911896,0.2253497689962387,-0.01540423184633255,0.192526176571846,0.22068053483963013
a696,0.006459783297032118,-0.021207142621278763,0.09606574475765228,-0.053568772971630096,0.06397052109241486,-0.05544579029083252,-0.021207142621278763,-0.020071806386113167,-0.07526197284460068
",",0.3087472915649414,-0.0016132977325469255,0.4933079481124878,0.1957998126745224,0.4464869201183319,0.251589834690094,-0.0016132977325469255,0.14589691162109375,0.31091248989105225
which,0.5261979103088379,0.03856118768453598,0.6521818041801453,0.14653779566287994,0.44095608592033386,0.19934645295143127,0.03856118768453598,0.343922883272171,0.25814583897590637
becomes,0.15717560052871704,-0.04490043967962265,0.2601490020751953,0.15786704421043396,0.13744130730628967,0.119755320250988,-0.04490043967962265,0.11950451880693436,0.1751440465450287
the,0.42745697498321533,-0.01540423184633255,1.0,0.20167101919651031,0.4739971458911896,0.2253497689962387,-0.01540423184633255,0.192526176571846,0.22068053483963013
a68,0.09403269737958908,-0.024567242711782455,-0.05190380662679672,0.011372572742402554,0.02725008875131607,-0.08422869443893433,-0.024567242711782455,0.1115775853395462,0.13398919999599457
heads,0.22840413451194763,-0.020595978945493698,0.3017694354057312,0.20609526336193085,0.17960312962532043,0.2528706192970276,-0.020595978945493698,0.23347093164920807,0.13046061992645264
past,0.3538547456264496,0.028495052829384804,0.2747827172279358,0.13673080503940582,0.3203027844429016,0.15514834225177765,0.028495052829384804,0.261354923248291,0.2598046660423279
newcastle,0.16276082396507263,-0.017262522131204605,0.2253497689962387,0.19517789781093597,0.2425866425037384,1.0000001192092896,-0.017262522131204605,0.1499752551317215,0.0902252271771431
airport,0.1263120174407959,-0.04957332834601402,0.2293178290128708,0.08685065805912018,0.1903308928012848,0.2453719973564148,-0.04957332834601402,0.0707169845700264,0.13105051219463348
and,0.31309178471565247,0.06895173341035843,0.5171257257461548,0.1929931789636612,0.5064792633056641,0.20204751193523407,0.06895173341035843,0.2712674140930176,0.20544172823429108
up,0.28591108322143555,-0.08862818777561188,0.38423117995262146,0.10880769044160843,0.342966228723526,0.16100791096687317,-0.08862818777561188,0.2342558205127716,0.1819818764925003
through,0.23167094588279724,-0.020649312064051628,0.44071322679519653,0.14799167215824127,0.3172857463359833,0.12130791693925858,-0.020649312064051628,0.17981289327144623,0.16913433372974396
central,0.17723965644836426,-0.03171226754784584,0.3417201042175293,0.04345673322677612,0.20646226406097412,0.11717772483825684,-0.03171226754784584,0.02422279864549637,0.14787602424621582
northumberland,0.16041502356529236,-0.0061688716523349285,0.3073427081108093,0.2229502946138382,0.16644585132598877,0.46340325474739075,-0.0061688716523349285,0.19844509661197662,0.12058310210704803
and,0.31309178471565247,0.06895173341035843,0.5171257257461548,0.1929931789636612,0.5064792633056641,0.20204751193523407,0.06895173341035843,0.2712674140930176,0.20544172823429108
central,0.17723965644836426,-0.03171226754784584,0.3417201042175293,0.04345673322677612,0.20646226406097412,0.11717772483825684,-0.03171226754784584,0.02422279864549637,0.14787602424621582
scottish,0.13777151703834534,0.09608723223209381,0.21724988520145416,0.1337091028690338,0.15676887333393097,0.3192462623119354,0.09608723223209381,0.16169248521327972,0.06442669779062271
borders,0.2646850049495697,-0.04271578788757324,0.28853991627693176,0.08104836940765381,0.11668967455625534,0.2662840485572815,-0.04271578788757324,0.17190676927566528,0.13029009103775024
",",0.3087472915649414,-0.0016132977325469255,0.4933079481124878,0.1957998126745224,0.4464869201183319,0.251589834690094,-0.0016132977325469255,0.14589691162109375,0.31091248989105225
the,0.42745697498321533,-0.01540423184633255,1.0,0.20167101919651031,0.4739971458911896,0.2253497689962387,-0.01540423184633255,0.192526176571846,0.22068053483963013
a167,0.326720267534256,0.007378917653113604,0.192526176571846,0.03693608567118645,0.22263804078102112,0.1499752551317215,0.007378917653113604,1.0000001192092896,0.13573238253593445
",",0.3087472915649414,-0.0016132977325469255,0.4933079481124878,0.1957998126745224,0.4464869201183319,0.251589834690094,-0.0016132977325469255,0.14589691162109375,0.31091248989105225
the,0.42745697498321533,-0.01540423184633255,1.0,0.20167101919651031,0.4739971458911896,0.2253497689962387,-0.01540423184633255,0.192526176571846,0.22068053483963013
old,0.22117848694324493,0.14042171835899353,0.31849798560142517,0.16153785586357117,0.2211335301399231,0.17287375032901764,0.14042171835899353,0.08524008840322495,0.20577076077461243
``,0.008517155423760414,-0.03416389226913452,0.029072100296616554,0.029698669910430908,0.01270448137074709,0.025922706350684166,-0.03416389226913452,0.05963677912950516,0.0685480609536171
great,0.2562883198261261,-0.014279589988291264,0.2822027802467346,0.13850098848342896,0.19302397966384888,0.17874109745025635,-0.014279589988291264,0.1637568175792694,0.13135133683681488
north,0.18673177063465118,0.06196961551904678,0.36298373341560364,0.1698571741580963,0.17560088634490967,0.28581127524375916,0.06196961551904678,0.027335042133927345,0.11829731613397598
road,0.14859327673912048,0.001669416087679565,0.27181798219680786,0.17963264882564545,0.19324645400047302,0.20966708660125732,0.001669416087679565,0.13404056429862976,0.10894691944122314
'',0.08143015950918198,-0.04859459400177002,0.041273195296525955,-0.010328101925551891,-0.04479556903243065,-0.0023020231164991856,-0.04859459400177002,0.0005101264105178416,0.018684765323996544
",",0.3087472915649414,-0.0016132977325469255,0.4933079481124878,0.1957998126745224,0.4464869201183319,0.251589834690094,-0.0016132977325469255,0.14589691162109375,0.31091248989105225
heading,0.354609876871109,-0.012754184193909168,0.32832297682762146,0.14631496369838715,0.265086829662323,0.27676260471343994,-0.012754184193909168,0.2223355770111084,0.33725887537002563
south,0.15388517081737518,0.06268392503261566,0.3129390776157379,0.14655931293964386,0.17502866685390472,0.3142260015010834,0.06268392503261566,0.08338379859924316,0.12336621433496475
to,0.455847829580307,0.03782717138528824,0.535392165184021,0.16497400403022766,0.4451248347759247,0.23559264838695526,0.03782717138528824,0.3861970603466034,0.29463258385658264
gateshead,0.15238600969314575,0.05172746255993843,0.29985129833221436,0.2195822298526764,0.22530944645404816,0.5162909030914307,0.05172746255993843,0.04009600356221199,0.14773961901664734
",",0.3087472915649414,-0.0016132977325469255,0.4933079481124878,0.1957998126745224,0.4464869201183319,0.251589834690094,-0.0016132977325469255,0.14589691162109375,0.31091248989105225
chester-le-street,0.21888795495033264,0.021899383515119553,0.29879459738731384,0.19746682047843933,0.2585541903972626,0.46568721532821655,0.021899383515119553,0.17910590767860413,0.1673811972141266
",",0.3087472915649414,-0.0016132977325469255,0.4933079481124878,0.1957998126745224,0.4464869201183319,0.251589834690094,-0.0016132977325469255,0.14589691162109375,0.31091248989105225
durham,0.15354013442993164,-0.11710840463638306,0.20531530678272247,0.1645699441432953,0.2459740936756134,0.421761155128479,-0.11710840463638306,0.1507008671760559,0.12051723152399063
and,0.31309178471565247,0.06895173341035843,0.5171257257461548,0.1929931789636612,0.5064792633056641,0.20204751193523407,0.06895173341035843,0.2712674140930176,0.20544172823429108
darlington,0.1646641194820404,0.029706353321671486,0.2096831500530243,0.18194440007209778,0.21376517415046692,0.4166209101676941,0.029706353321671486,0.13303665816783905,0.1837279349565506
;,0.10986888408660889,0.006909397430717945,0.09152708947658539,0.009516967460513115,0.0293948445469141,0.10598292201757431,0.006909397430717945,0.11785493791103363,0.10349778085947037
and,0.31309178471565247,0.06895173341035843,0.5171257257461548,0.1929931789636612,0.5064792633056641,0.20204751193523407,0.06895173341035843,0.2712674140930176,0.20544172823429108
the,0.42745697498321533,-0.01540423184633255,1.0,0.20167101919651031,0.4739971458911896,0.2253497689962387,-0.01540423184633255,0.192526176571846,0.22068053483963013
a1058,-0.042663633823394775,0.004252199549227953,0.08262103796005249,0.055908896028995514,0.06574960798025131,0.050898659974336624,0.004252199549227953,0.1484270691871643,-0.034242499619722366
``,0.008517155423760414,-0.03416389226913452,0.029072100296616554,0.029698669910430908,0.01270448137074709,0.025922706350684166,-0.03416389226913452,0.05963677912950516,0.0685480609536171
coast,0.2200622260570526,0.02010589838027954,0.28366661071777344,0.16608284413814545,0.2135225236415863,0.28780388832092285,0.02010589838027954,0.11729799956083298,0.15869849920272827
road,0.14859327673912048,0.001669416087679565,0.27181798219680786,0.17963264882564545,0.19324645400047302,0.20966708660125732,0.001669416087679565,0.13404056429862976,0.10894691944122314
'',0.08143015950918198,-0.04859459400177002,0.041273195296525955,-0.010328101925551891,-0.04479556903243065,-0.0023020231164991856,-0.04859459400177002,0.0005101264105178416,0.018684765323996544
",",0.3087472915649414,-0.0016132977325469255,0.4933079481124878,0.1957998126745224,0.4464869201183319,0.251589834690094,-0.0016132977325469255,0.14589691162109375,0.31091248989105225
which,0.5261979103088379,0.03856118768453598,0.6521818041801453,0.14653779566287994,0.44095608592033386,0.19934645295143127,0.03856118768453598,0.343922883272171,0.25814583897590637
runs,0.17057748138904572,-0.007082540541887283,0.30832576751708984,0.16889122128486633,0.1882663071155548,0.1924642026424408,-0.007082540541887283,0.09433352947235107,0.08094297349452972
from,0.2737620174884796,-0.01936490088701248,0.40150508284568787,0.19203057885169983,0.314039945602417,0.1747848093509674,-0.01936490088701248,0.1269654929637909,0.19969791173934937
jesmond,0.13819041848182678,0.00796958152204752,0.19710341095924377,0.12528936564922333,0.21540971100330353,0.25692829489707947,0.00796958152204752,0.06109783798456192,0.1381203681230545
to,0.455847829580307,0.03782717138528824,0.535392165184021,0.16497400403022766,0.4451248347759247,0.23559264838695526,0.03782717138528824,0.3861970603466034,0.29463258385658264
the,0.42745697498321533,-0.01540423184633255,1.0,0.20167101919651031,0.4739971458911896,0.2253497689962387,-0.01540423184633255,0.192526176571846,0.22068053483963013
east,0.19840149581432343,0.05105345696210861,0.3383176326751709,0.1698395013809204,0.20268000662326813,0.2158811092376709,0.05105345696210861,0.094004325568676,0.10070597380399704
coast,0.2200622260570526,0.02010589838027954,0.28366661071777344,0.16608284413814545,0.2135225236415863,0.28780388832092285,0.02010589838027954,0.11729799956083298,0.15869849920272827
between,0.2462156116962433,0.006096371449530125,0.39067012071609497,0.11664436757564545,0.24671313166618347,0.14343799650669098,0.006096371449530125,0.16099749505519867,0.12887074053287506
tynemouth,0.16049553453922272,0.006136761978268623,0.29442018270492554,0.2291349172592163,0.2558404803276062,0.6080704927444458,0.006136761978268623,0.15144068002700806,0.1790570169687271
and,0.31309178471565247,0.06895173341035843,0.5171257257461548,0.1929931789636612,0.5064792633056641,0.20204751193523407,0.06895173341035843,0.2712674140930176,0.20544172823429108
cullercoats,0.2544940710067749,-0.031094316393136978,0.38120341300964355,0.2643159329891205,0.2982727587223053,0.3138025403022766,-0.031094316393136978,0.34278735518455505,0.19459038972854614
.,0.3567904531955719,-0.003708066651597619,0.5934505462646484,0.18442372977733612,0.4726039469242096,0.2714749276638031,-0.003708066651597619,0.14673815667629242,0.4130953550338745
