,in,1758,what,was,duc,de,choiseul,'s,plan,for,focused,military,efforts,?
minister,0.19794908165931702,0.20844243466854095,0.1705908179283142,0.26634681224823,0.24377158284187317,0.17204073071479797,0.2952020764350891,0.006020988803356886,0.16376161575317383,0.1931433081626892,0.1792607307434082,0.24667716026306152,0.15448912978172302,0.10825661569833755
",",0.5201468467712402,0.26230987906455994,0.3087472915649414,0.45456063747406006,0.24318359792232513,0.2882855534553528,0.3250519037246704,-0.0016132977325469255,0.21265573799610138,0.4464869201183319,0.25963902473449707,0.2611614465713501,0.20678693056106567,0.31091248989105225
the,0.6662389636039734,0.13942837715148926,0.42745697498321533,0.48711544275283813,0.20688122510910034,0.23491892218589783,0.3060218393802643,-0.01540423184633255,0.2852855324745178,0.4739971458911896,0.2969476580619812,0.2290858030319214,0.26890742778778076,0.22068053483963013
duc,0.19990912079811096,0.3413277864456177,0.11664481461048126,0.22134777903556824,1.0000001192092896,0.36995816230773926,0.5312004089355469,-0.039192408323287964,0.07504155486822128,0.14060242474079132,0.11880651861429214,0.23221027851104736,0.1821836680173874,0.1750880479812622
de,0.24818959832191467,0.322976291179657,0.10476839542388916,0.20575080811977386,0.36995816230773926,1.0,0.4986549913883209,0.018396059051156044,0.16210272908210754,0.15479344129562378,0.12394025921821594,0.21154184639453888,0.07994144409894943,0.11064168810844421
choiseul,0.25979629158973694,0.4638880789279938,0.1843494325876236,0.30744820833206177,0.5312004089355469,0.4986549913883209,1.0,0.02763831615447998,0.20050251483917236,0.19209478795528412,0.10730309784412384,0.28184011578559875,0.17416585981845856,0.23027311265468597
",",0.5201468467712402,0.26230987906455994,0.3087472915649414,0.45456063747406006,0.24318359792232513,0.2882855534553528,0.3250519037246704,-0.0016132977325469255,0.21265573799610138,0.4464869201183319,0.25963902473449707,0.2611614465713501,0.20678693056106567,0.31091248989105225
decided,0.30060529708862305,0.19946523010730743,0.3212295174598694,0.41358432173728943,0.11271809041500092,0.0893574133515358,0.21629399061203003,0.06634151935577393,0.37326544523239136,0.2708965837955475,0.30905038118362427,0.22085349261760712,0.36171582341194153,0.258772075176239
to,0.45010748505592346,0.10664299875497818,0.455847829580307,0.3636345863342285,0.13865025341510773,0.15903331339359283,0.21860149502754211,0.03782717138528824,0.36421895027160645,0.4451248347759247,0.26053386926651,0.2282337248325348,0.36228540539741516,0.29463258385658264
focus,0.27219411730766296,0.08397868275642395,0.32940709590911865,0.18024994432926178,0.06984163820743561,0.09300422668457031,0.10949448496103287,0.00015971816901583225,0.21679970622062683,0.2810359299182892,0.7121641635894775,0.10442598909139633,0.37490734457969666,0.23925252258777618
on,0.46853652596473694,0.15362420678138733,0.34226128458976746,0.3909217119216919,0.12682564556598663,0.1432282030582428,0.2056760936975479,0.0026888418942689896,0.21909739077091217,0.36199691891670227,0.36304154992103577,0.15503616631031036,0.2287449687719345,0.2714994251728058
an,0.2605783939361572,0.04990104213356972,0.2821882665157318,0.3694365322589874,0.14276772737503052,0.13640527427196503,0.1609703004360199,0.025255560874938965,0.20559144020080566,0.3236706852912903,0.1781703680753708,0.16605477035045624,0.2043699324131012,0.19793890416622162
invasion,0.2543354034423828,0.12085992097854614,0.22275975346565247,0.27169278264045715,0.23490765690803528,0.15346132218837738,0.19358418881893158,-0.029328476637601852,0.3551265299320221,0.16607917845249176,0.1370580941438675,0.3160407543182373,0.26852184534072876,0.18923960626125336
of,0.5696388483047485,0.1457350105047226,0.33290785551071167,0.4069072902202606,0.22097963094711304,0.26292696595191956,0.3075558543205261,-0.03817026689648628,0.2742128372192383,0.4185989499092102,0.29831600189208984,0.27347031235694885,0.23738951981067657,0.1826142966747284
britain,0.26246872544288635,0.08238827437162399,0.24206450581550598,0.27792006731033325,0.09807094931602478,0.12967480719089508,0.2953181266784668,0.04469253867864609,0.24338801205158234,0.22167551517486572,0.1857740730047226,0.25329121947288513,0.2283497452735901,0.1268460750579834
",",0.5201468467712402,0.26230987906455994,0.3087472915649414,0.45456063747406006,0.24318359792232513,0.2882855534553528,0.3250519037246704,-0.0016132977325469255,0.21265573799610138,0.4464869201183319,0.25963902473449707,0.2611614465713501,0.20678693056106567,0.31091248989105225
to,0.45010748505592346,0.10664299875497818,0.455847829580307,0.3636345863342285,0.13865025341510773,0.15903331339359283,0.21860149502754211,0.03782717138528824,0.36421895027160645,0.4451248347759247,0.26053386926651,0.2282337248325348,0.36228540539741516,0.29463258385658264
draw,0.14147581160068512,0.1234152764081955,0.24386554956436157,0.08883517980575562,0.14132262766361237,0.07996907830238342,0.12315507978200912,0.06915197521448135,0.19159767031669617,0.25753089785575867,0.2106013298034668,0.11449512839317322,0.19128358364105225,0.16320596635341644
british,0.23084034025669098,0.13839662075042725,0.19255435466766357,0.31934812664985657,0.16153313219547272,0.13339702785015106,0.22409023344516754,0.06352180242538452,0.2022715061903,0.1970057189464569,0.13749146461486816,0.25965484976768494,0.1963055282831192,0.09711728990077972
resources,0.2161814570426941,0.1380687654018402,0.24701403081417084,0.14124581217765808,0.10729441791772842,0.11774642765522003,0.13173405826091766,0.06825657188892365,0.2424907684326172,0.27550825476646423,0.34185442328453064,0.22436527907848358,0.43449583649635315,0.26047492027282715
away,0.2264246642589569,0.12292496860027313,0.2797873020172119,0.1712075024843216,0.05199059471487999,0.07693285495042801,0.13209520280361176,0.05464960262179375,0.1779392957687378,0.2117016613483429,0.1956765502691269,0.11837811022996902,0.16565924882888794,0.15156377851963043
from,0.4274188280105591,0.0866641029715538,0.2737620174884796,0.31171464920043945,0.11999765783548355,0.16806256771087646,0.14419256150722504,-0.01936490088701248,0.167610764503479,0.314039945602417,0.20396113395690918,0.19967688620090485,0.15419499576091766,0.19969791173934937
north,0.39050599932670593,0.1950118988752365,0.18673177063465118,0.29020047187805176,0.1626492291688919,0.2310589700937271,0.3020387291908264,0.06196961551904678,0.16235163807868958,0.17560088634490967,0.16369695961475372,0.1860160529613495,0.1483149528503418,0.11829731613397598
america,0.3098583221435547,0.017261499539017677,0.2517423629760742,0.2850865423679352,0.020233113318681717,0.18652130663394928,0.18672680854797363,0.04083184897899628,0.13540510833263397,0.243271604180336,0.1861565113067627,0.16090981662273407,0.19504527747631073,0.19333907961845398
and,0.4954058527946472,0.173223078250885,0.31309178471565247,0.3740963041782379,0.2236560583114624,0.22193852066993713,0.2648662030696869,0.06895173341035843,0.26844465732574463,0.5064792633056641,0.28606054186820984,0.2530125379562378,0.3115611970424652,0.20544172823429108
the,0.6662389636039734,0.13942837715148926,0.42745697498321533,0.48711544275283813,0.20688122510910034,0.23491892218589783,0.3060218393802643,-0.01540423184633255,0.2852855324745178,0.4739971458911896,0.2969476580619812,0.2290858030319214,0.26890742778778076,0.22068053483963013
european,0.23319172859191895,0.10769467055797577,0.15324164927005768,0.22463937103748322,0.14474037289619446,0.1771853119134903,0.21888196468353271,0.08902547508478165,0.16280318796634674,0.2838500738143921,0.14699429273605347,0.18682527542114258,0.18679024279117584,0.14560863375663757
mainland,0.21539314091205597,0.21366892755031586,0.18151205778121948,0.27667051553726196,0.14610783755779266,0.13037697970867157,0.264877587556839,0.11358331888914108,0.20108899474143982,0.13895325362682343,0.15197409689426422,0.28387731313705444,0.2034669816493988,0.1326279491186142
.,0.5591574311256409,0.21696464717388153,0.3567904531955719,0.40146201848983765,0.17450392246246338,0.2525182366371155,0.28318026661872864,-0.003708066651597619,0.2966235876083374,0.4726039469242096,0.2629340887069702,0.21794499456882477,0.22250142693519592,0.4130953550338745
