,when,is,the,game,'s,media,day,usually,held,?
prior,0.26478707790374756,0.14228065311908722,0.33782097697257996,0.16753952205181122,-0.0369880273938179,0.18034997582435608,0.21696196496486664,0.10820311307907104,0.20017679035663605,0.16978254914283752
to,0.5423505902290344,0.42745086550712585,0.535392165184021,0.2540906071662903,0.03782717138528824,0.21723589301109314,0.21753256022930145,0.3824864327907562,0.22177374362945557,0.29463258385658264
the,0.5091903209686279,0.5823672413825989,1.0,0.285271555185318,-0.01540423184633255,0.19221965968608856,0.3062323033809662,0.36782920360565186,0.32185450196266174,0.22068053483963013
game,0.22596776485443115,0.21222543716430664,0.285271555185318,0.9999998807907104,0.07448072731494904,0.24786706268787384,0.19963723421096802,0.1915377825498581,0.172162726521492,0.1829071193933487
",",0.36674630641937256,0.4691906273365021,0.4933079481124878,0.2653886377811432,-0.0016132977325469255,0.23135341703891754,0.30821847915649414,0.21946179866790771,0.2880980372428894,0.31091248989105225
was,0.37326499819755554,0.5810302495956421,0.48711544275283813,0.2568269371986389,0.008974763564765453,0.17841780185699463,0.24314451217651367,0.213388592004776,0.30231067538261414,0.18412111699581146
moved,0.33581581711769104,0.2061556726694107,0.32031023502349854,0.08373557031154633,-0.05324588716030121,0.11358164250850677,0.14585089683532715,0.11220268160104752,0.2575400173664093,0.15112607181072235
to,0.5423505902290344,0.42745086550712585,0.535392165184021,0.2540906071662903,0.03782717138528824,0.21723589301109314,0.21753256022930145,0.3824864327907562,0.22177374362945557,0.29463258385658264
the,0.5091903209686279,0.5823672413825989,1.0,0.285271555185318,-0.01540423184633255,0.19221965968608856,0.3062323033809662,0.36782920360565186,0.32185450196266174,0.22068053483963013
monday,0.24647113680839539,0.16047263145446777,0.2114151269197464,0.21822942793369293,-0.00249898131005466,0.13372261822223663,0.44473156332969666,0.1907590627670288,0.2390621453523636,0.21348176896572113
evening,0.3180263638496399,0.1546362042427063,0.26509222388267517,0.2031186819076538,0.025671541690826416,0.12204697728157043,0.3926416337490082,0.25763633847236633,0.3215349018573761,0.15503956377506256
and,0.4716290831565857,0.3859752118587494,0.5171257257461548,0.25192898511886597,0.06895173341035843,0.28782835602760315,0.26673999428749084,0.3817319869995117,0.22757986187934875,0.20544172823429108
re-branded,0.19849564135074615,0.15574894845485687,0.285307377576828,0.2601078748703003,-0.02097051963210106,0.23846013844013214,0.2195402979850769,0.10507018119096756,0.3110603988170624,0.16268296539783478
as,0.4437963366508484,0.43216490745544434,0.48381632566452026,0.18194591999053955,-0.05775856226682663,0.19105610251426697,0.23300392925739288,0.3335179388523102,0.16727563738822937,0.27043893933296204
super,0.20393483340740204,0.15390309691429138,0.21959073841571808,0.3480181396007538,0.09726737439632416,0.2023422122001648,0.12438684701919556,0.09944938868284225,0.1602509617805481,0.166326642036438
bowl,0.20523639023303986,0.14233897626399994,0.21576224267482758,0.2413962334394455,-0.02838491089642048,0.10416857153177261,0.17859336733818054,0.20486916601657867,0.1913566142320633,0.21118052303791046
opening,0.2410094141960144,0.1926470547914505,0.37298497557640076,0.2588692605495453,0.03635485842823982,0.11797843873500824,0.20668262243270874,0.24285244941711426,0.29831939935684204,0.16502447426319122
night,0.23696854710578918,0.17660148441791534,0.2817382514476776,0.23222734034061432,0.023643653839826584,0.05729071423411369,0.41238686442375183,0.2298561930656433,0.20320139825344086,0.13794848322868347
.,0.475719153881073,0.4569662809371948,0.5934505462646484,0.2581658959388733,-0.003708066651597619,0.2313707321882248,0.24232520163059235,0.28580138087272644,0.2628571093082428,0.4130953550338745
