,what,was,the,teacher,'s,role,while,the,child,was,with,them,?
expected,0.3720298707485199,0.24605585634708405,0.3108554780483246,0.1163160502910614,-0.030776740983128548,0.21541962027549744,0.3356831967830658,0.3108554780483246,0.18917815387248993,0.24605585634708405,0.27193939685821533,0.279875248670578,0.19474582374095917
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.1991342306137085,0.03782717138528824,0.17841029167175293,0.43899232149124146,0.535392165184021,0.1868607997894287,0.3636345863342285,0.4239959120750427,0.5916602611541748,0.29463258385658264
act,0.2622668445110321,0.1887621134519577,0.28682878613471985,0.17400281131267548,-0.009995819069445133,0.25746655464172363,0.21689341962337494,0.28682878613471985,0.18927432596683502,0.1887621134519577,0.18591532111167908,0.27050551772117615,0.1482519507408142
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.27420735359191895,-0.05775856226682663,0.4036863148212433,0.4165958762168884,0.48381632566452026,0.21148213744163513,0.3677520453929901,0.40387406945228577,0.33716270327568054,0.27043893933296204
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.31202319264411926,0.04866964742541313,0.22880133986473083,0.3733035624027252,0.5829201340675354,0.18734344840049744,0.4508470594882965,0.3783375024795532,0.3151612877845764,0.23916715383529663
substitute,0.18854834139347076,0.17423520982265472,0.1829191893339157,0.22255496680736542,-0.01846352033317089,0.16769593954086304,0.17465171217918396,0.1829191893339157,0.13458457589149475,0.17423520982265472,0.20828701555728912,0.2642744481563568,0.21712473034858704
parent,0.2041042447090149,0.13403601944446564,0.2354632169008255,0.14130522310733795,-0.025626735761761665,0.1041630282998085,0.19095849990844727,0.2354632169008255,0.4065554141998291,0.13403601944446564,0.24343998730182648,0.22694934904575348,0.19855059683322906
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2884024977684021,-0.0016132977325469255,0.199491485953331,0.38232675194740295,0.4933079481124878,0.24469749629497528,0.45456063747406006,0.4120737314224243,0.3985835015773773,0.31091248989105225
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.13737362623214722,-0.04624466598033905,0.1617812067270279,0.4426766335964203,0.4223487675189972,0.1592225432395935,0.27411898970603943,0.9999999403953552,0.4064640402793884,0.2433311939239502
all,0.41981086134910583,0.23179835081100464,0.4860881567001343,0.15661290287971497,0.03181743621826172,0.1259048581123352,0.3794350028038025,0.4860881567001343,0.1717648059129715,0.23179835081100464,0.3876307010650635,0.5754773616790771,0.29575422406196594
the,0.42745697498321533,0.48711544275283813,1.0,0.17760860919952393,-0.01540423184633255,0.26607486605644226,0.39804592728614807,1.0,0.19800683856010437,0.48711544275283813,0.4223487675189972,0.4788833558559418,0.22068053483963013
normal,0.32813265919685364,0.0804942399263382,0.25256022810935974,0.17158934473991394,-0.017858536913990974,0.15210087597370148,0.3246772289276123,0.25256022810935974,0.21569150686264038,0.0804942399263382,0.3020731210708618,0.2918866276741028,0.19617988169193268
forms,0.16334041953086853,0.1644451767206192,0.2950737178325653,0.09603070467710495,0.06475899368524551,0.13083021342754364,0.18760427832603455,0.2950737178325653,0.1798117607831955,0.1644451767206192,0.24043329060077667,0.21639111638069153,0.1196754202246666
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.19968076050281525,-0.03817026689648628,0.1797693818807602,0.3366928696632385,0.733189046382904,0.17253053188323975,0.4069072902202606,0.41827285289764404,0.34503093361854553,0.1826142966747284
parental,0.23264765739440918,0.18703080713748932,0.2648169696331024,0.14236867427825928,-0.025987397879362106,0.1623244732618332,0.2529534101486206,0.2648169696331024,0.39049720764160156,0.18703080713748932,0.2482193112373352,0.29869040846824646,0.2222837209701538
discipline,0.2522185742855072,0.19787335395812988,0.1981438249349594,0.2416086196899414,0.10321207344532013,0.11607189476490021,0.22724753618240356,0.1981438249349594,0.13923276960849762,0.19787335395812988,0.1664356142282486,0.23134185373783112,0.06836310029029846
open,0.2022915631532669,0.13277080655097961,0.2764171361923218,0.09897183626890182,0.010282238945364952,0.09281331300735474,0.24405300617218018,0.2764171361923218,0.019771212711930275,0.13277080655097961,0.24389693140983582,0.2783017158508301,0.20715104043483734
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.1991342306137085,0.03782717138528824,0.17841029167175293,0.43899232149124146,0.535392165184021,0.1868607997894287,0.3636345863342285,0.4239959120750427,0.5916602611541748,0.29463258385658264
them,0.4994642734527588,0.23709723353385925,0.4788833558559418,0.20683510601520538,0.025712676346302032,0.16522474586963654,0.4632771611213684,0.4788833558559418,0.2544737160205841,0.23709723353385925,0.4064640402793884,1.0,0.35435691475868225
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.225234717130661,-0.003708066651597619,0.22067026793956757,0.38690751791000366,0.5934505462646484,0.21665646135807037,0.40146201848983765,0.4446153938770294,0.39945515990257263,0.4130953550338745
