,who,did,denver,beat,in,the,afc,championship,?
title,0.18150031566619873,0.17921915650367737,0.17772027850151062,0.27869197726249695,0.2263992726802826,0.27465343475341797,0.2193080484867096,0.2913929522037506,0.34551161527633667
from,0.27839982509613037,0.20248863101005554,0.1697966605424881,0.21223638951778412,0.4274188280105591,0.40150508284568787,0.13748395442962646,0.15355956554412842,0.19969791173934937
super,0.1819351613521576,0.16038043797016144,0.24589714407920837,0.2586536407470703,0.18576006591320038,0.21959073841571808,0.37206512689590454,0.28836938738822937,0.166326642036438
bowl,0.09189514070749283,0.18569406867027283,0.2861449718475342,0.2160097360610962,0.17236235737800598,0.21576224267482758,0.41199249029159546,0.3428266644477844,0.21118052303791046
xlix,0.14243003726005554,0.16809937357902527,0.2640584409236908,0.28198039531707764,0.264173686504364,0.28379157185554504,0.40457528829574585,0.39353930950164795,0.2639070451259613
by,0.39727845788002014,0.18574509024620056,0.16241613030433655,0.19276173412799835,0.370934396982193,0.4408751428127289,0.0871235653758049,0.18574652075767517,0.17966607213020325
defeating,0.22841358184814453,0.16532371938228607,0.16207818686962128,0.506575882434845,0.25722265243530273,0.31832075119018555,0.3278405964374542,0.43557143211364746,0.15296590328216553
them,0.5243523120880127,0.44189682602882385,0.19642026722431183,0.25045493245124817,0.29119014739990234,0.4788833558559418,0.13120247423648834,0.14212070405483246,0.35435691475868225
20–18,0.20716576278209686,0.3043725788593292,0.038526542484760284,0.08824467658996582,0.1783762127161026,0.07738925516605377,-0.008962220512330532,0.05231450870633125,0.10603919625282288
in,0.2792111933231354,0.2593238651752472,0.2221570909023285,0.16871558129787445,1.0,0.6662389636039734,0.20746317505836487,0.20047812163829803,0.20430970191955566
the,0.3733934462070465,0.34736719727516174,0.2052404284477234,0.24951939284801483,0.6662389636039734,1.0,0.25863510370254517,0.2540402412414551,0.22068053483963013
afc,0.13655321300029755,0.10836294293403625,0.27175816893577576,0.27999043464660645,0.20746317505836487,0.25863510370254517,1.0,0.41897451877593994,0.2026895433664322
championship,0.15638136863708496,0.18663130700588226,0.20693683624267578,0.3523143529891968,0.20047812163829803,0.2540402412414551,0.41897451877593994,1.0000001192092896,0.1390383541584015
game,0.2523840069770813,0.19789010286331177,0.18653830885887146,0.30160796642303467,0.23986028134822845,0.285271555185318,0.2785787284374237,0.24432945251464844,0.1829071193933487
.,0.3541337847709656,0.35288307070732117,0.2573630213737488,0.2967934012413025,0.5591574311256409,0.5934505462646484,0.28921979665756226,0.23509643971920013,0.4130953550338745
