,what,band,is,considered,by,many,to,be,the,first,black,metal,group,?
1971,0.19641290605068207,0.1724441945552826,0.1893455982208252,0.17995582520961761,0.2616037130355835,0.2518675923347473,0.24062956869602203,0.29078418016433716,0.21928679943084717,0.22432932257652283,0.12158423662185669,0.2971051037311554,0.13021504878997803,0.29388657212257385
),0.26259949803352356,0.18377773463726044,0.37732169032096863,0.2430245578289032,0.2151763141155243,0.16602720320224762,0.31236231327056885,0.24578070640563965,0.3456730246543884,0.27228695154190063,0.15729744732379913,0.18083788454532623,0.23240500688552856,0.42300865054130554
",",0.3087472915649414,0.281078964471817,0.4691906273365021,0.32932984828948975,0.3680937886238098,0.40610817074775696,0.44245919585227966,0.39254459738731384,0.4933079481124878,0.34503069519996643,0.23807229101657867,0.22670342028141022,0.2809832692146301,0.31091248989105225
was,0.22111038863658905,0.25975263118743896,0.5810302495956421,0.384328156709671,0.4752357602119446,0.260356068611145,0.3636345863342285,0.42228707671165466,0.48711544275283813,0.5022147297859192,0.1419273465871811,0.22117844223976135,0.1789962202310562,0.18412111699581146
covered,0.24682468175888062,0.18320798873901367,0.2292746752500534,0.30098816752433777,0.2547268867492676,0.3388194143772125,0.243978813290596,0.24938859045505524,0.3132939636707306,0.1965884566307068,0.20062167942523956,0.18431009352207184,0.08604857325553894,0.139833465218544
by,0.2455483376979828,0.20359814167022705,0.3899846076965332,0.23957760632038116,1.0000001192092896,0.3409687578678131,0.33534231781959534,0.43158695101737976,0.4408751428127289,0.3877052962779999,0.1966358721256256,0.22608275711536407,0.2915726900100708,0.17966607213020325
geordie,0.17367403209209442,0.3677249848842621,0.18447941541671753,0.08307144790887833,0.19599851965904236,0.12390674650669098,0.12714189291000366,0.09421510994434357,0.24672424793243408,0.22933562099933624,0.2167198210954666,0.2260531187057495,0.16898302733898163,0.0974646806716919
ex-footballer,0.2215576469898224,0.23587968945503235,0.17299000918865204,0.12456419318914413,0.20143826305866241,0.19189144670963287,0.1225208267569542,0.13634373247623444,0.175717294216156,0.1390313059091568,0.09110024571418762,0.11440522223711014,0.15016300976276398,0.17940957844257355
paul,0.11217030137777328,0.20439492166042328,0.18022699654102325,0.049055568873882294,0.2352575659751892,0.133908212184906,0.16250576078891754,0.15270963311195374,0.19191958010196686,0.17816093564033508,0.10052472352981567,0.13861405849456787,0.16010278463363647,0.16611461341381073
gascoigne,0.2010328471660614,0.26577407121658325,0.2963968515396118,0.228114053606987,0.24372540414333344,0.15354640781879425,0.2776322066783905,0.19293975830078125,0.285023957490921,0.24023516476154327,0.18143992125988007,0.18756985664367676,0.17956870794296265,0.21028515696525574
in,0.30808621644973755,0.2001747488975525,0.5394441485404968,0.28591203689575195,0.370934396982193,0.41474202275276184,0.45010748505592346,0.3481820821762085,0.6662389636039734,0.4127444326877594,0.20407067239284515,0.21532365679740906,0.2304753065109253,0.20430970191955566
1990,0.053733065724372864,-0.008081669919192791,-0.07882336527109146,-0.025014067068696022,-0.049373358488082886,-0.05639512464404106,-0.06767388433218002,-0.12443587183952332,-0.0810435339808464,-0.0249922052025795,-0.01436799019575119,-0.0645781010389328,-0.01969415508210659,0.07789827883243561
.,0.3567904531955719,0.26936691999435425,0.4569662809371948,0.29356086254119873,0.3936232924461365,0.3974229395389557,0.4645031690597534,0.4383580684661865,0.5934505462646484,0.4345304071903229,0.24577875435352325,0.24715308845043182,0.27268800139427185,0.4130953550338745
