,when,was,the,opening,of,``,super,bowl,city,'',?
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.23275460302829742,0.5116966962814331,0.036644238978624344,0.18368244171142578,0.1698254644870758,0.2827445864677429,0.021612688899040222,0.20544172823429108
activities,0.2143339067697525,0.16647951304912567,0.2626894414424896,0.16301630437374115,0.23520112037658691,0.03520074486732483,0.06047104299068451,0.045015789568424225,0.12549333274364471,-0.09364978224039078,0.11289679259061813
that,0.5860282182693481,0.33670201897621155,0.5473989248275757,0.228669211268425,0.41498205065727234,0.05285148695111275,0.18258553743362427,0.10987387597560883,0.183757483959198,0.007880004122853279,0.32716336846351624
will,0.42625120282173157,0.22588570415973663,0.3635469079017639,0.21441569924354553,0.2473582625389099,0.07008423656225204,0.1544499397277832,0.1507955938577652,0.11721272766590118,-0.00181001634337008,0.35046905279159546
highlight,0.18753938376903534,0.12257414311170578,0.26126983761787415,0.19422069191932678,0.25996389985084534,0.017049100250005722,0.13485531508922577,0.16177430748939514,0.15256233513355255,0.09028103947639465,0.19680358469486237
the,0.5091903209686279,0.48711544275283813,1.0,0.37298497557640076,0.733189046382904,0.029072100296616554,0.21959073841571808,0.21576224267482758,0.35769423842430115,0.041273195296525955,0.22068053483963013
bay,0.17318107187747955,0.18626409769058228,0.2441686987876892,0.1479528695344925,0.20480380952358246,-0.030725184828042984,0.12241406738758087,0.1972428411245346,0.23851460218429565,-0.0189847182482481,0.10773546993732452
area,0.29334506392478943,0.24981513619422913,0.37834644317626953,0.2068728357553482,0.3409860134124756,0.1034754067659378,0.09147491306066513,0.19680163264274597,0.41959723830223083,-0.02050521783530712,0.12640461325645447
's,-0.03368149697780609,0.008974763564765453,-0.01540423184633255,0.03635485842823982,-0.03817026689648628,-0.03416389226913452,0.09726737439632416,-0.02838491089642048,0.004406440537422895,-0.04859459400177002,-0.023395681753754616
technology,0.18014967441558838,0.20640774071216583,0.21669498085975647,0.0266779363155365,0.25238582491874695,-0.06520164012908936,0.18677611649036407,0.1380506306886673,0.2108706384897232,-0.019447218626737595,0.11564995348453522
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.24495157599449158,0.4946078956127167,0.09681109338998795,0.22322475910186768,0.1810409277677536,0.35839709639549255,-0.037358131259679794,0.31091248989105225
culinary,0.09872397035360336,0.13453556597232819,0.22274447977542877,0.12255016714334488,0.28186938166618347,0.07059703767299652,0.19299204647541046,0.24483205378055573,0.12087860703468323,0.06206553801894188,0.14946907758712769
creations,0.24379147589206696,0.19659985601902008,0.2928679883480072,0.2516970932483673,0.2939729690551758,0.019786804914474487,0.10236039012670517,0.11187858879566193,0.11425619572401047,-0.04814986139535904,0.2910361588001251
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.24495157599449158,0.4946078956127167,0.09681109338998795,0.22322475910186768,0.1810409277677536,0.35839709639549255,-0.037358131259679794,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.23275460302829742,0.5116966962814331,0.036644238978624344,0.18368244171142578,0.1698254644870758,0.2827445864677429,0.021612688899040222,0.20544172823429108
cultural,0.08569982647895813,0.18866337835788727,0.23337452113628387,0.0666121169924736,0.29898300766944885,0.011900819838047028,0.10971857607364655,0.10419153422117233,0.28203317523002625,0.07148654013872147,0.09798457473516464
diversity,0.16566365957260132,0.09741681814193726,0.27198487520217896,0.15174046158790588,0.30036839842796326,-0.0048307860270142555,0.10455544292926788,0.11009127646684647,0.19172966480255127,-0.015739334747195244,0.057167764753103256
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.2886379361152649,0.5352458953857422,0.05720457062125206,0.2757420241832733,0.21516893804073334,0.29856356978416443,-0.07181349396705627,0.4130953550338745
