,in,1952,",",how,many,television,stations,were,there,in,the,united,states,?
in,1.0,0.09289009869098663,0.5201468467712402,0.2601168751716614,0.41474202275276184,0.2689782977104187,0.25864288210868835,0.3815755248069763,0.5361666083335876,1.0,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.20430970191955566
the,0.6662389636039734,0.12244576215744019,0.4933079481124878,0.33890387415885925,0.4335206151008606,0.24569597840309143,0.24762700498104095,0.3906462490558624,0.47025805711746216,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
united,0.3938477039337158,0.06792280077934265,0.3053959608078003,0.19034643471240997,0.2670816481113434,0.23613357543945312,0.2495407909154892,0.21928317844867706,0.19206386804580688,0.3938477039337158,0.34367692470550537,1.0000001192092896,0.8952266573905945,0.17266890406608582
states,0.3977442979812622,0.07245180010795593,0.3315127193927765,0.20841296017169952,0.29976361989974976,0.22540400922298431,0.2534271776676178,0.19797217845916748,0.22680425643920898,0.3977442979812622,0.3463578522205353,0.8952266573905945,1.0,0.16272737085819244
;,0.092739537358284,0.038847148418426514,0.04938793554902077,0.07230665534734726,0.11763367056846619,-0.018809376284480095,-0.0050702826119959354,0.14040996134281158,0.04754718393087387,0.092739537358284,0.09152708947658539,0.03651554137468338,0.03983156383037567,0.10349778085947037
a,0.539380669593811,0.1223839670419693,0.427140474319458,0.29312583804130554,0.2872205972671509,0.22552843391895294,0.199105903506279,0.17203083634376526,0.4214206337928772,0.539380669593811,0.5829201340675354,0.2732578217983246,0.24708621203899384,0.23916715383529663
few,0.3588411808013916,0.05895883962512016,0.32531002163887024,0.2993465065956116,0.5883727073669434,0.17793278396129608,0.23717278242111206,0.36065220832824707,0.4346017837524414,0.3588411808013916,0.34660017490386963,0.15337349474430084,0.18314091861248016,0.2334265559911728
major,0.3249945342540741,-0.01472852285951376,0.29355156421661377,0.12500809133052826,0.2907782793045044,0.16757544875144958,0.21470504999160767,0.17227254807949066,0.27976733446121216,0.3249945342540741,0.31775903701782227,0.24764922261238098,0.20306000113487244,0.19788557291030884
cities,0.32293570041656494,0.055282145738601685,0.31927579641342163,0.10434838384389877,0.2867770195007324,0.18378444015979767,0.3223423659801483,0.2273229956626892,0.28447988629341125,0.32293570041656494,0.2621172070503235,0.2777075171470642,0.3043633997440338,0.13339310884475708
(,0.3087427020072937,0.01900659315288067,0.6363511681556702,0.1676948219537735,0.1455259770154953,0.27449095249176025,0.1346510946750641,0.14743882417678833,0.22351126372814178,0.3087427020072937,0.33289089798927307,0.21098394691944122,0.21393048763275146,0.40561532974243164
such,0.2704046070575714,0.12500283122062683,0.39626169204711914,0.307365357875824,0.5649948120117188,0.22890077531337738,0.2347361445426941,0.2970055043697357,0.40646296739578247,0.2704046070575714,0.3575236201286316,0.18984757363796234,0.20258460938930511,0.17851735651493073
as,0.3887844979763031,0.08021441847085953,0.48816442489624023,0.33782753348350525,0.4070141911506653,0.25070273876190186,0.23359498381614685,0.3025437891483307,0.33535557985305786,0.3887844979763031,0.48381632566452026,0.27979812026023865,0.26192235946655273,0.27043893933296204
boston,0.24356770515441895,0.02812003530561924,0.2719416320323944,0.20064303278923035,0.20766830444335938,0.2165127545595169,0.1969621181488037,0.19811393320560455,0.15866197645664215,0.24356770515441895,0.2297145575284958,0.2324070930480957,0.24259184300899506,0.14705288410186768
),0.3326910734176636,0.011161106638610363,0.63033527135849,0.17939934134483337,0.16602720320224762,0.27724143862724304,0.1451086699962616,0.1566188633441925,0.24042794108390808,0.3326910734176636,0.3456730246543884,0.20623768866062164,0.2059156745672226,0.42300865054130554
had,0.385026752948761,0.08822532743215561,0.35487717390060425,0.2549138069152832,0.40130746364593506,0.203231081366539,0.2031255066394806,0.6150832772254944,0.4000644087791443,0.385026752948761,0.3875846862792969,0.1966206431388855,0.19475843012332916,0.20728366076946259
only,0.42992329597473145,0.08489671349525452,0.4220978021621704,0.36590442061424255,0.4670507609844208,0.19228580594062805,0.2648601830005646,0.34466472268104553,0.5042840242385864,0.42992329597473145,0.5497692227363586,0.25870639085769653,0.2831421494483948,0.2767370045185089
two,0.36463531851768494,-0.013109221123158932,0.35859420895576477,0.2499001920223236,0.5147606730461121,0.20872139930725098,0.25703883171081543,0.4493520259857178,0.40416133403778076,0.36463531851768494,0.43858039379119873,0.23953400552272797,0.2529267966747284,0.19645625352859497
television,0.2689782977104187,0.05833883956074715,0.27995240688323975,0.20427560806274414,0.23433995246887207,1.0000001192092896,0.3494590222835541,0.18070289492607117,0.18885985016822815,0.2689782977104187,0.24569597840309143,0.23613357543945312,0.22540400922298431,0.16825827956199646
stations,0.25864288210868835,0.047670505940914154,0.26337406039237976,0.18198855221271515,0.2893238365650177,0.3494590222835541,1.0,0.19006890058517456,0.27333587408065796,0.25864288210868835,0.24762700498104095,0.2495407909154892,0.2534271776676178,0.13192185759544373
",",0.5201468467712402,0.0635446086525917,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.27995240688323975,0.26337406039237976,0.36755475401878357,0.4587128460407257,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
many,0.41474202275276184,0.12541338801383972,0.40610817074775696,0.4425291419029236,0.9999999403953552,0.23433995246887207,0.2893238365650177,0.4804460406303406,0.4993700683116913,0.41474202275276184,0.4335206151008606,0.2670816481113434,0.29976361989974976,0.2124512493610382
other,0.39989137649536133,0.03887565806508064,0.4446498453617096,0.3591516315937042,0.6324484348297119,0.22152510285377502,0.30673545598983765,0.4041554927825928,0.5342466235160828,0.39989137649536133,0.44152235984802246,0.2444620579481125,0.28788650035858154,0.24682199954986572
cities,0.32293570041656494,0.055282145738601685,0.31927579641342163,0.10434838384389877,0.2867770195007324,0.18378444015979767,0.3223423659801483,0.2273229956626892,0.28447988629341125,0.32293570041656494,0.2621172070503235,0.2777075171470642,0.3043633997440338,0.13339310884475708
(,0.3087427020072937,0.01900659315288067,0.6363511681556702,0.1676948219537735,0.1455259770154953,0.27449095249176025,0.1346510946750641,0.14743882417678833,0.22351126372814178,0.3087427020072937,0.33289089798927307,0.21098394691944122,0.21393048763275146,0.40561532974243164
such,0.2704046070575714,0.12500283122062683,0.39626169204711914,0.307365357875824,0.5649948120117188,0.22890077531337738,0.2347361445426941,0.2970055043697357,0.40646296739578247,0.2704046070575714,0.3575236201286316,0.18984757363796234,0.20258460938930511,0.17851735651493073
as,0.3887844979763031,0.08021441847085953,0.48816442489624023,0.33782753348350525,0.4070141911506653,0.25070273876190186,0.23359498381614685,0.3025437891483307,0.33535557985305786,0.3887844979763031,0.48381632566452026,0.27979812026023865,0.26192235946655273,0.27043893933296204
pittsburgh,0.1921023428440094,0.022472741082310677,0.2340477555990219,0.1903776377439499,0.15012553334236145,0.22130286693572998,0.1829485148191452,0.15824517607688904,0.14210310578346252,0.1921023428440094,0.22728557884693146,0.20888154208660126,0.21093496680259705,0.17622371017932892
and,0.4954058527946472,0.08156291395425797,0.6633074283599854,0.33647966384887695,0.5296266674995422,0.29514092206954956,0.2687023878097534,0.42175528407096863,0.4242868423461914,0.4954058527946472,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.20544172823429108
st.,0.15931649506092072,0.03165958821773529,0.26603782176971436,0.14827053248882294,0.13437041640281677,0.0963650718331337,0.0798497125506401,0.13992512226104736,0.11620745807886124,0.15931649506092072,0.18141359090805054,0.09564509242773056,0.06905391067266464,0.13592876493930817
louis,0.2117311805486679,0.060396406799554825,0.2676180601119995,0.10556819289922714,0.16962186992168427,0.16522789001464844,0.09760063886642456,0.19478733837604523,0.10681158304214478,0.2117311805486679,0.22078758478164673,0.16952845454216003,0.197347030043602,0.09819188714027405
),0.3326910734176636,0.011161106638610363,0.63033527135849,0.17939934134483337,0.16602720320224762,0.27724143862724304,0.1451086699962616,0.1566188633441925,0.24042794108390808,0.3326910734176636,0.3456730246543884,0.20623768866062164,0.2059156745672226,0.42300865054130554
had,0.385026752948761,0.08822532743215561,0.35487717390060425,0.2549138069152832,0.40130746364593506,0.203231081366539,0.2031255066394806,0.6150832772254944,0.4000644087791443,0.385026752948761,0.3875846862792969,0.1966206431388855,0.19475843012332916,0.20728366076946259
only,0.42992329597473145,0.08489671349525452,0.4220978021621704,0.36590442061424255,0.4670507609844208,0.19228580594062805,0.2648601830005646,0.34466472268104553,0.5042840242385864,0.42992329597473145,0.5497692227363586,0.25870639085769653,0.2831421494483948,0.2767370045185089
one,0.4129433035850525,0.09411920607089996,0.3696635365486145,0.3213292360305786,0.4223630726337433,0.23272545635700226,0.24847227334976196,0.3453167676925659,0.43285492062568665,0.4129433035850525,0.5514441132545471,0.28796783089637756,0.2856254577636719,0.2673267424106598
",",0.5201468467712402,0.0635446086525917,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.27995240688323975,0.26337406039237976,0.36755475401878357,0.4587128460407257,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
and,0.4954058527946472,0.08156291395425797,0.6633074283599854,0.33647966384887695,0.5296266674995422,0.29514092206954956,0.2687023878097534,0.42175528407096863,0.4242868423461914,0.4954058527946472,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.20544172823429108
still,0.3424699008464813,0.08867895603179932,0.35217106342315674,0.38034671545028687,0.4997209906578064,0.16719390451908112,0.2821618318557739,0.352588027715683,0.46144676208496094,0.3424699008464813,0.40142056345939636,0.2508290112018585,0.22991865873336792,0.3039587736129761
many,0.41474202275276184,0.12541338801383972,0.40610817074775696,0.4425291419029236,0.9999999403953552,0.23433995246887207,0.2893238365650177,0.4804460406303406,0.4993700683116913,0.41474202275276184,0.4335206151008606,0.2670816481113434,0.29976361989974976,0.2124512493610382
others,0.3167906701564789,0.023958375677466393,0.42491060495376587,0.3401021361351013,0.5011104941368103,0.15403728187084198,0.22043929994106293,0.3752252161502838,0.33604106307029724,0.3167906701564789,0.34376874566078186,0.16136452555656433,0.21073012053966522,0.26705288887023926
(,0.3087427020072937,0.01900659315288067,0.6363511681556702,0.1676948219537735,0.1455259770154953,0.27449095249176025,0.1346510946750641,0.14743882417678833,0.22351126372814178,0.3087427020072937,0.33289089798927307,0.21098394691944122,0.21393048763275146,0.40561532974243164
such,0.2704046070575714,0.12500283122062683,0.39626169204711914,0.307365357875824,0.5649948120117188,0.22890077531337738,0.2347361445426941,0.2970055043697357,0.40646296739578247,0.2704046070575714,0.3575236201286316,0.18984757363796234,0.20258460938930511,0.17851735651493073
as,0.3887844979763031,0.08021441847085953,0.48816442489624023,0.33782753348350525,0.4070141911506653,0.25070273876190186,0.23359498381614685,0.3025437891483307,0.33535557985305786,0.3887844979763031,0.48381632566452026,0.27979812026023865,0.26192235946655273,0.27043893933296204
denver,0.2221570909023285,0.09150692075490952,0.25173696875572205,0.15631112456321716,0.18606427311897278,0.23635995388031006,0.17421209812164307,0.21132278442382812,0.11711157858371735,0.2221570909023285,0.2052404284477234,0.2415722906589508,0.2322073131799698,0.1520889848470688
and,0.4954058527946472,0.08156291395425797,0.6633074283599854,0.33647966384887695,0.5296266674995422,0.29514092206954956,0.2687023878097534,0.42175528407096863,0.4242868423461914,0.4954058527946472,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.20544172823429108
portland,0.236038476228714,0.09422323107719421,0.26127466559410095,0.14521311223506927,0.19156497716903687,0.18089300394058228,0.2199898511171341,0.18939007818698883,0.18594001233577728,0.236038476228714,0.232989102602005,0.2804800271987915,0.25733688473701477,0.13481497764587402
),0.3326910734176636,0.011161106638610363,0.63033527135849,0.17939934134483337,0.16602720320224762,0.27724143862724304,0.1451086699962616,0.1566188633441925,0.24042794108390808,0.3326910734176636,0.3456730246543884,0.20623768866062164,0.2059156745672226,0.42300865054130554
did,0.2593238651752472,0.03558165952563286,0.3015086054801941,0.375736802816391,0.375588983297348,0.17055591940879822,0.16568200290203094,0.4162326455116272,0.29736605286598206,0.2593238651752472,0.34736719727516174,0.21137088537216187,0.21754568815231323,0.3023456633090973
not,0.3403114080429077,0.042509425431489944,0.3769696354866028,0.4869767427444458,0.4369727373123169,0.21085818111896515,0.23324884474277496,0.33318549394607544,0.43214359879493713,0.3403114080429077,0.4310511648654938,0.20884482562541962,0.24589264392852783,0.41942933201789856
yet,0.2714422047138214,0.03408418968319893,0.2907346785068512,0.44243067502975464,0.32759273052215576,0.17536386847496033,0.18554255366325378,0.26993221044540405,0.35071924328804016,0.2714422047138214,0.32892218232154846,0.18218252062797546,0.2203933149576187,0.4011770784854889
have,0.36843645572662354,0.1218583732843399,0.3541618287563324,0.4370637536048889,0.5841760635375977,0.1811555027961731,0.23396307229995728,0.5193349123001099,0.5194604992866516,0.36843645572662354,0.40389683842658997,0.17950676381587982,0.20162390172481537,0.32991164922714233
any,0.3135753571987152,0.059349384158849716,0.3237466514110565,0.38858675956726074,0.39810672402381897,0.16722649335861206,0.24840036034584045,0.2646087408065796,0.4219859838485718,0.3135753571987152,0.4525727927684784,0.2582687437534332,0.2922753691673279,0.4113408327102661
television,0.2689782977104187,0.05833883956074715,0.27995240688323975,0.20427560806274414,0.23433995246887207,1.0000001192092896,0.3494590222835541,0.18070289492607117,0.18885985016822815,0.2689782977104187,0.24569597840309143,0.23613357543945312,0.22540400922298431,0.16825827956199646
service,0.1740635335445404,-0.0006636876496486366,0.2389259785413742,0.12199638783931732,0.21650798618793488,0.2054690420627594,0.33265575766563416,0.15802285075187683,0.1705930233001709,0.1740635335445404,0.22661015391349792,0.31737983226776123,0.29257574677467346,0.1676298975944519
.,0.5591574311256409,0.10644136369228363,0.6812511086463928,0.3287222981452942,0.3974229395389557,0.2806251645088196,0.22839494049549103,0.3378238379955292,0.43897318840026855,0.5591574311256409,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.4130953550338745
