,who,was,the,first,nasa,scientist,in,space,?
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.22033250331878662,0.1925404816865921,0.5591574311256409,0.2385488897562027,0.4130953550338745
,who,was,the,first,nasa,scientist,in,space,?
dr.,0.20237460732460022,0.205568328499794,0.22598165273666382,0.11843102425336838,0.07665140926837921,0.13592758774757385,0.19832119345664978,0.09910259395837784,0.14418397843837738
harrison,0.30226564407348633,0.3086974322795868,0.25918662548065186,0.28299662470817566,0.17270001769065857,0.20241807401180267,0.22031959891319275,0.14787650108337402,0.2015143781900406
schmitt,0.24549493193626404,0.31827497482299805,0.21766848862171173,0.2554855942726135,0.2613550126552582,0.34395501017570496,0.20672541856765747,0.1464238166809082,0.14845654368400574
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.18665438890457153,0.2815703749656677,0.5201468467712402,0.2285580337047577,0.31091248989105225
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.4287874400615692,0.19403119385242462,0.2334214746952057,0.539380669593811,0.20296213030815125,0.23916715383529663
geologist,0.24621933698654175,0.23755373060703278,0.19648471474647522,0.2356836348772049,0.32180255651474,0.5783483982086182,0.19074100255966187,0.12183895707130432,0.16616028547286987
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.18665438890457153,0.2815703749656677,0.5201468467712402,0.2285580337047577,0.31091248989105225
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.19417528808116913,0.28327304124832153,0.45514053106307983,0.14677780866622925,0.18412111699581146
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.19786997139453888,0.16244260966777802,0.6662389636039734,0.24495907127857208,0.22068053483963013
first,0.39065709710121155,0.5022147297859192,0.49448907375335693,1.0,0.20897698402404785,0.244818776845932,0.4127444326877594,0.24688784778118134,0.18701928853988647
nasa,0.1536933034658432,0.19417528808116913,0.19786997139453888,0.20897698402404785,1.0000001192092896,0.394128680229187,0.15705716609954834,0.4611377716064453,0.1809994876384735
scientist,0.2671373784542084,0.28327304124832153,0.16244260966777802,0.244818776845932,0.394128680229187,1.0000001192092896,0.16458964347839355,0.23596236109733582,0.1278093308210373
astronaut,0.1991472989320755,0.22711342573165894,0.12738145887851715,0.21120066940784454,0.545849621295929,0.4626612365245819,0.08780771493911743,0.47579529881477356,0.13949722051620483
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.3792489171028137,0.21193136274814606,0.1818641871213913,0.45010748505592346,0.22712917625904083,0.29463258385658264
fly,0.18458044528961182,0.17728929221630096,0.20774713158607483,0.26368796825408936,0.3053131699562073,0.149990513920784,0.19532781839370728,0.25799858570098877,0.14858663082122803
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.15705716609954834,0.16458964347839355,1.0,0.17648501694202423,0.20430970191955566
space,0.1441284865140915,0.14677780866622925,0.24495907127857208,0.24688784778118134,0.4611377716064453,0.23596236109733582,0.17648501694202423,1.0000001192092896,0.1885536164045334
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.18665438890457153,0.2815703749656677,0.5201468467712402,0.2285580337047577,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.12810774147510529,0.21329741179943085,0.4954058527946472,0.22901733219623566,0.20544172823429108
landed,0.24840852618217468,0.33412617444992065,0.2935211956501007,0.3044132888317108,0.31004324555397034,0.22718875110149384,0.2692160904407501,0.21741227805614471,0.1640893667936325
on,0.2340552806854248,0.3909217119216919,0.5107308030128479,0.3120559751987457,0.18220403790473938,0.14390867948532104,0.46853652596473694,0.15890881419181824,0.2714994251728058
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.19786997139453888,0.16244260966777802,0.6662389636039734,0.24495907127857208,0.22068053483963013
moon,0.18881018459796906,0.18183675408363342,0.23613092303276062,0.2546434998512268,0.47473642230033875,0.19124551117420197,0.1284755915403366,0.312654048204422,0.1442703753709793
on,0.2340552806854248,0.3909217119216919,0.5107308030128479,0.3120559751987457,0.18220403790473938,0.14390867948532104,0.46853652596473694,0.15890881419181824,0.2714994251728058
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.19786997139453888,0.16244260966777802,0.6662389636039734,0.24495907127857208,0.22068053483963013
last,0.30598369240760803,0.32424551248550415,0.3698786795139313,0.5431418418884277,0.10165396332740784,0.05725080519914627,0.30714505910873413,0.18698951601982117,0.22371746599674225
mission,0.23207825422286987,0.20951420068740845,0.22673439979553223,0.254679799079895,0.42549848556518555,0.21632897853851318,0.2224319875240326,0.3416440784931183,0.19506393373012543
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.18665438890457153,0.2815703749656677,0.5201468467712402,0.2285580337047577,0.31091248989105225
apollo,0.19149452447891235,0.2306441366672516,0.2169172167778015,0.21067003905773163,0.4747956395149231,0.16877898573875427,0.1461767554283142,0.3076713979244232,0.191528782248497
17,0.05025482177734375,0.06704052537679672,0.10537172853946686,0.0743899717926979,0.1260482221841812,0.0710478350520134,0.10391845554113388,0.05747650936245918,0.17603135108947754
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.22033250331878662,0.1925404816865921,0.5591574311256409,0.2385488897562027,0.4130953550338745
