,noble,acquired,a,loan,from,what,entity,to,keep,abc,solvent,in,1951,?
prevent,0.1299416422843933,0.16163314878940582,0.23738086223602295,0.13855549693107605,0.3330691456794739,0.2723881006240845,0.10328841209411621,0.3492564558982849,0.3988496661186218,0.1338002234697342,0.28868407011032104,0.14883868396282196,-0.11986508965492249,0.2547389566898346
abc,0.10893116146326065,0.09650510549545288,0.21331243216991425,0.15730693936347961,0.12159302085638046,0.1317344456911087,0.1619563102722168,0.1762417107820511,0.08085858821868896,1.0000001192092896,0.13099341094493866,0.1697147786617279,-0.20744729042053223,0.19065172970294952
from,0.13967736065387726,0.21448072791099548,0.322764128446579,0.15889057517051697,1.0,0.2737620174884796,0.1137608215212822,0.4069952368736267,0.22448134422302246,0.12159302085638046,0.14272595942020416,0.4274188280105591,-0.19048264622688293,0.19969791173934937
going,0.0841878280043602,0.11799189448356628,0.3356470763683319,0.145700603723526,0.29521477222442627,0.5222549438476562,0.13994131982326508,0.5117058157920837,0.3343946933746338,0.16065166890621185,0.16516494750976562,0.2837577760219574,-0.10586491972208023,0.3252600431442261
bankrupt,0.0934886708855629,0.34932437539100647,0.1814533919095993,0.2798888385295868,0.16408786177635193,0.1804017871618271,0.16471515595912933,0.24606582522392273,0.16039568185806274,0.21956239640712738,0.2201850861310959,0.21149517595767975,0.0024474833626300097,0.09994719177484512
;,0.07941370457410812,0.16548454761505127,-0.02122584730386734,0.10650359094142914,0.07524215430021286,0.10986888408660889,0.1445913016796112,0.0979827418923378,0.015937937423586845,-0.0012340332614257932,0.0048566823825240135,0.092739537358284,-0.06673132628202438,0.10349778085947037
as,0.17776016891002655,0.13555443286895752,0.39550232887268066,0.08222969621419907,0.3251767158508301,0.31749409437179565,0.26742884516716003,0.42092081904411316,0.34280937910079956,0.2286096066236496,0.19105751812458038,0.3887844979763031,-0.2233307808637619,0.27043893933296204
banks,0.11656637489795685,0.1278379261493683,0.12387599050998688,0.26820018887519836,0.11466758698225021,0.11580011993646622,0.14816752076148987,0.17257662117481232,0.12268124520778656,0.18886709213256836,0.189287468791008,0.2445559948682785,-0.10766983777284622,0.11048095673322678
refused,0.10820717364549637,0.19592036306858063,0.2156425416469574,0.08579552173614502,0.17051434516906738,0.19773393869400024,0.14720529317855835,0.41818010807037354,0.22418493032455444,0.11413559317588806,0.0665121003985405,0.2417421191930771,-0.07510407269001007,0.14580921828746796
further,0.13350921869277954,0.12768609821796417,0.1668005734682083,0.15918706357479095,0.2161511480808258,0.30867868661880493,0.1545954793691635,0.4001762866973877,0.20065049827098846,0.056460604071617126,0.1388721764087677,0.233941450715065,-0.1571015566587448,0.20960763096809387
credit,0.09572562575340271,0.2563827335834503,0.1721770018339157,0.221849724650383,0.1949848085641861,0.24852240085601807,0.21380867063999176,0.20738251507282257,0.2156301736831665,0.14387086033821106,0.21432393789291382,0.07863761484622955,-0.1613503247499466,0.13371090590953827
",",0.2267053723335266,0.19564154744148254,0.427140474319458,0.17178592085838318,0.39760664105415344,0.3087472915649414,0.19129666686058044,0.44245919585227966,0.29710182547569275,0.2097204476594925,0.1795797348022461,0.5201468467712402,-0.13638553023338318,0.31091248989105225
that,0.1720622330904007,0.1898336112499237,0.47537946701049805,0.1388457864522934,0.3477667272090912,0.6297725439071655,0.29692912101745605,0.5436353087425232,0.45155078172683716,0.17440107464790344,0.2331879734992981,0.435920387506485,-0.09962082654237747,0.32716336846351624
amount,0.07987218350172043,0.1100955381989479,0.3439450263977051,0.24866794049739838,0.26152533292770386,0.2602839767932892,0.19176247715950012,0.309798926115036,0.23858408629894257,0.12086966633796692,0.3816611170768738,0.2569429874420166,-0.11563493311405182,0.17984020709991455
was,0.16863727569580078,0.20753280818462372,0.4508470594882965,0.12920160591602325,0.31171464920043945,0.22111038863658905,0.1461799293756485,0.3636345863342285,0.1940363496541977,0.21565799415111542,0.10545150935649872,0.45514053106307983,-0.15923678874969482,0.18412111699581146
obtained,0.15056972205638885,0.30409446358680725,0.27235308289527893,0.15057255327701569,0.2949206531047821,0.15716862678527832,0.22251425683498383,0.2367737591266632,0.1913711279630661,0.14472605288028717,0.2756814956665039,0.25752922892570496,-0.13646505773067474,0.10347618907690048
through,0.09797777980566025,0.21011286973953247,0.3399752974510193,0.17291447520256042,0.4291878044605255,0.23167094588279724,0.16866235435009003,0.4062686562538147,0.19023478031158447,0.1861964464187622,0.2203799933195114,0.38533157110214233,-0.13574227690696716,0.16913433372974396
a,0.2411855012178421,0.16495825350284576,1.0,0.16555458307266235,0.322764128446579,0.3320399522781372,0.2841722071170807,0.45503583550453186,0.24626319110393524,0.21331243216991425,0.20677123963832855,0.539380669593811,-0.06786880642175674,0.23916715383529663
loan,0.08091651648283005,0.11764425784349442,0.16555458307266235,1.0,0.15889057517051697,0.11092481762170792,0.05623052641749382,0.20665721595287323,0.08280030637979507,0.15730693936347961,0.2625972628593445,0.16041889786720276,-0.11085684597492218,0.1957326978445053
from,0.13967736065387726,0.21448072791099548,0.322764128446579,0.15889057517051697,1.0,0.2737620174884796,0.1137608215212822,0.4069952368736267,0.22448134422302246,0.12159302085638046,0.14272595942020416,0.4274188280105591,-0.19048264622688293,0.19969791173934937
the,0.2295120358467102,0.22202405333518982,0.5829201340675354,0.15316598117351532,0.40150508284568787,0.42745697498321533,0.2403784692287445,0.535392165184021,0.22379513084888458,0.2068762183189392,0.15400248765945435,0.6662389636039734,-0.20524539053440094,0.22068053483963013
prudential,0.12798278033733368,0.21630269289016724,0.26829054951667786,0.1924586445093155,0.14253047108650208,0.1544354110956192,0.11199292540550232,0.20595426857471466,0.17264820635318756,0.1383107602596283,0.1612112671136856,0.2290918529033661,-0.23112602531909943,0.19150635600090027
insurance,0.16066184639930725,0.22602514922618866,0.2790697515010834,0.282164990901947,0.16671080887317657,0.2602764964103699,0.2614833116531372,0.21319086849689484,0.1678171008825302,0.15272857248783112,0.3381064534187317,0.205348938703537,-0.16154301166534424,0.16563807427883148
company,0.09502840787172318,0.36101943254470825,0.22037413716316223,0.1826084703207016,0.1728876233100891,0.2333769053220749,0.2018919438123703,0.24903783202171326,0.17042934894561768,0.16210390627384186,0.23927058279514313,0.22141718864440918,-0.14428964257240295,0.12195809185504913
of,0.24601131677627563,0.20385384559631348,0.5052502155303955,0.16538085043430328,0.4249346852302551,0.33290785551071167,0.21258564293384552,0.41548454761505127,0.16512422263622284,0.14607268571853638,0.13657379150390625,0.5696388483047485,-0.1484760046005249,0.1826142966747284
america,0.10563971102237701,0.16373208165168762,0.22012436389923096,0.11189501732587814,0.1968681514263153,0.2517423629760742,0.11038678139448166,0.2636699676513672,0.13475476205348969,0.24776576459407806,0.06168578937649727,0.3098583221435547,-0.19358240067958832,0.19333907961845398
.,0.2001064568758011,0.17389816045761108,0.50484299659729,0.14526896178722382,0.41536515951156616,0.3567904531955719,0.24862751364707947,0.4645031690597534,0.24156734347343445,0.2567209303379059,0.2041327804327011,0.5591574311256409,-0.2380293607711792,0.4130953550338745
