,aside,from,being,located,on,the,coast,",",what,contributes,to,jacksonville,'s,lack,of,cold,weather,?
very,0.2382805347442627,0.22892490029335022,0.38631024956703186,0.21060451865196228,0.28276392817497253,0.34171217679977417,0.17365023493766785,0.34709087014198303,0.37053924798965454,0.27482253313064575,0.3902553617954254,0.14858180284500122,0.024833835661411285,0.36411353945732117,0.34437474608421326,0.30319464206695557,0.30526211857795715,0.20864155888557434
little,0.19971616566181183,0.14410485327243805,0.24487902224063873,0.09239590913057327,0.2574410140514374,0.2412613034248352,0.09321270138025284,0.32780832052230835,0.2614184617996216,0.21481089293956757,0.2547711431980133,0.16582481563091278,0.022203069180250168,0.31935885548591614,0.20116642117500305,0.2324235737323761,0.19977201521396637,0.20336517691612244
cold,0.08960290998220444,0.18181569874286652,0.23244282603263855,0.10822315514087677,0.2226557582616806,0.2897129952907562,0.19039899110794067,0.2868689298629761,0.19148564338684082,0.09818129986524582,0.22828681766986847,0.14714522659778595,-0.0026883541140705347,0.20568183064460754,0.22852186858654022,1.0,0.40845173597335815,0.12272877991199493
weather,0.21895717084407806,0.23276649415493011,0.23925615847110748,0.11118904501199722,0.30763930082321167,0.28776681423187256,0.2409970462322235,0.2356119304895401,0.2620617747306824,0.17393139004707336,0.2896164059638977,0.25744494795799255,0.06800852715969086,0.23474475741386414,0.22687400877475739,0.40845173597335815,1.0000001192092896,0.15533578395843506
",",0.2501535415649414,0.39760664105415344,0.34499165415763855,0.2678719460964203,0.49057599902153015,0.4933079481124878,0.2553968131542206,1.0000001192092896,0.3087472915649414,0.2634502053260803,0.44245919585227966,0.2837527096271515,-0.0016132977325469255,0.27166152000427246,0.4946078956127167,0.2868689298629761,0.2356119304895401,0.31091248989105225
and,0.2829201817512512,0.3601827025413513,0.4286794066429138,0.24183952808380127,0.4077630043029785,0.5171257257461548,0.2847609519958496,0.6633074283599854,0.31309178471565247,0.30007341504096985,0.48971283435821533,0.2603762745857239,0.06895173341035843,0.29595619440078735,0.5116966962814331,0.25512415170669556,0.26406481862068176,0.20544172823429108
winters,0.15866529941558838,0.1581180840730667,0.1779409646987915,0.1323409527540207,0.1988271176815033,0.24098941683769226,0.3155977427959442,0.3159800171852112,0.14106787741184235,0.11816032975912094,0.20507168769836426,0.22050432860851288,0.07662946730852127,0.1439008116722107,0.19831275939941406,0.47325247526168823,0.4260398745536804,0.17052674293518066
are,0.31781160831451416,0.2674213647842407,0.4656608998775482,0.24096766114234924,0.268924742937088,0.40399202704429626,0.19096210598945618,0.4062570035457611,0.29724663496017456,0.27599701285362244,0.3504326641559601,0.180222749710083,-0.008927806280553341,0.32981225848197937,0.39081433415412903,0.19634203612804413,0.2277640551328659,0.24591213464736938
typically,0.2550983428955078,0.1662861853837967,0.3884150981903076,0.1726256012916565,0.22215910255908966,0.33345210552215576,0.12231777608394623,0.18964512646198273,0.2460547685623169,0.23976115882396698,0.3589242696762085,0.17980188131332397,0.06449899077415466,0.31298375129699707,0.28964799642562866,0.16375477612018585,0.24471911787986755,0.14485043287277222
mild,0.15451501309871674,0.2462300807237625,0.24106235802173615,0.17731106281280518,0.18324849009513855,0.21882979571819305,0.2028440684080124,0.2308550477027893,0.23350051045417786,0.19438038766384125,0.2070872187614441,0.1429978609085083,0.03519364446401596,0.2295670211315155,0.21897318959236145,0.38822993636131287,0.3706199526786804,0.1594024896621704
and,0.2829201817512512,0.3601827025413513,0.4286794066429138,0.24183952808380127,0.4077630043029785,0.5171257257461548,0.2847609519958496,0.6633074283599854,0.31309178471565247,0.30007341504096985,0.48971283435821533,0.2603762745857239,0.06895173341035843,0.29595619440078735,0.5116966962814331,0.25512415170669556,0.26406481862068176,0.20544172823429108
sunny,0.17570684850215912,0.09843694418668747,0.22204101085662842,0.1523006409406662,0.23261910676956177,0.22265766561031342,0.27848997712135315,0.24701866507530212,0.1652718335390091,0.07297507673501968,0.2578118145465851,0.14127002656459808,0.07831956446170807,0.13305722177028656,0.15898951888084412,0.31606918573379517,0.38976484537124634,0.11983351409435272
.,0.27241116762161255,0.41536515951156616,0.35574623942375183,0.28226932883262634,0.49257001280784607,0.5934505462646484,0.2627628743648529,0.6812511086463928,0.3567904531955719,0.266588419675827,0.4645031690597534,0.2843366861343384,-0.003708066651597619,0.21505410969257355,0.5352458953857422,0.253801554441452,0.2610253691673279,0.4130953550338745
