,what,was,the,name,of,the,first,huguenot,church,in,the,new,world,?
à,0.17136205732822418,0.16897465288639069,0.15334229171276093,0.09565917402505875,0.12514974176883698,0.15334229171276093,0.2021634876728058,0.27729642391204834,0.15226134657859802,0.1849212944507599,0.15334229171276093,0.1462969332933426,0.04747305065393448,0.24955376982688904
la,0.15497572720050812,0.1975202113389969,0.23999373614788055,0.15375949442386627,0.2191537618637085,0.23999373614788055,0.23068054020404816,0.2882387936115265,0.1399121880531311,0.25750628113746643,0.23999373614788055,0.16597361862659454,0.17812137305736542,0.16701938211917877
nouvelle-amsterdam,0.1986238807439804,0.28936198353767395,0.3090459704399109,0.15986210107803345,0.27100875973701477,0.3090459704399109,0.23854485154151917,0.45604372024536133,0.218422532081604,0.2863890826702118,0.3090459704399109,0.3569329082965851,0.2569902837276459,0.17875540256500244
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.2450505793094635,0.18252547085285187,0.17581534385681152,0.3087427020072937,0.33289089798927307,0.24608564376831055,0.22099611163139343,0.40561532974243164
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.29557526111602783,0.23846197128295898,0.6662389636039734,1.0,0.3845241069793701,0.33604270219802856,0.22068053483963013
french,0.17393042147159576,0.2523815333843231,0.2555147111415863,0.18910211324691772,0.19450366497039795,0.2555147111415863,0.2345779836177826,0.5233030915260315,0.1596711128950119,0.22093388438224792,0.2555147111415863,0.1977054476737976,0.18726977705955505,0.1386883556842804
church,0.1944202184677124,0.24960921704769135,0.23846197128295898,0.1162993386387825,0.3079429268836975,0.23846197128295898,0.11462637037038803,0.3685069978237152,0.9999999403953552,0.2493300437927246,0.23846197128295898,0.1963353157043457,0.12442360818386078,0.18081501126289368
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.4127444326877594,0.26198551058769226,0.2493300437927246,1.0,0.6662389636039734,0.3758552670478821,0.3038199245929718,0.20430970191955566
new,0.2130378633737564,0.2748313844203949,0.3845241069793701,0.19623230397701263,0.343457967042923,0.3845241069793701,0.3283863663673401,0.20695649087429047,0.1963353157043457,0.3758552670478821,0.3845241069793701,0.9999999403953552,0.22683997452259064,0.14782847464084625
amsterdam,0.09970812499523163,0.281005859375,0.18500292301177979,0.049961745738983154,0.1580076962709427,0.18500292301177979,0.17973113059997559,0.34444043040275574,0.1509997844696045,0.20347608625888824,0.18500292301177979,0.30633097887039185,0.22276125848293304,0.1401052325963974
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.27228695154190063,0.18730930984020233,0.1983546018600464,0.3326910734176636,0.3456730246543884,0.253329336643219,0.22386978566646576,0.42300865054130554
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.4345304071903229,0.2060975730419159,0.28898224234580994,0.5591574311256409,0.5934505462646484,0.35031336545944214,0.3177160322666168,0.4130953550338745
